"action_s","TimeGenerated [UTC]",TenantId,SourceSystem,MG,ManagementGroupName,Computer,RawData,"modload_md5_s","fileless_scriptload_hash_s","fileless_scriptload_cmdline_length_d","fileless_scriptload_cmdline_s","scriptload_hash_s","scriptload_content_length_d","scriptload_content_s","incidentId_g","alert_id_g","securityEventCode_g","process_fork_pid_d","scriptload_effective_reputation_s","scriptload_publisher_s","scriptload_count_d","scriptload_reputation_s","scriptload_name_s","childproc_publisher_s","crossproc_name_s","crossproc_hash_s","crossproc_guid_s","crossproc_action_s","crossproc_publisher_s","crossproc_target_b","crossproc_reputation_s","process_publisher_s","filemod_name_s","filemod_hash_s","netconn_community_id_s","modload_md5_g","modload_publisher_s","modload_hash_s","modload_effective_reputation_s","modload_name_s","modload_sha256_s","modload_count_d","process_duration_d","crossproc_api_s","regmod_name_s","target_cmdline_s","childproc_username_s","childproc_pid_d","childproc_name_s","childproc_reputation_s","childproc_guid_s","childproc_hash_s","processDetails_targetCommandLine_s","local_ip_s","parent_reputation_s","netconn_inbound_b","createTime_s","eventTime_s","process_username_s","processDetails_parentName_s","type_s","device_name_s","process_path_s","event_origin_s","longDescription_s","parent_cmdline_s","processDetails_fullUserName_s","parent_pid_d","parent_path_s","backend_timestamp_s","device_external_ip_s","device_os_s","processDetails_parentPid_d","deviceDetails_deviceIpAddress_s","parent_hash_s","local_port_d","deviceDetails_msmGroupName_s","deviceDetails_deviceName_s","device_group_s","sensor_action_s","org_key_s","remote_ip_s","processDetails_processId_d","event_description_s","process_terminated_b","processDetails_commandLine_s","event_id_g","device_timestamp_s","deviceDetails_deviceType_s","process_cmdline_s","deviceDetails_deviceId_s","shortDescription_s","process_hash_s","process_guid_s","device_id_s","netconn_protocol_s","schema_d","eventType_s","remote_port_d","processDetails_parentCommandLine_s","eventId_g","process_reputation_s","netFlow_peerFqdn_s","netconn_domain_s","deviceDetails_deviceIpV4Address_s","process_pid_d","parent_guid_s","netFlow_peerIpAddress_s",Type,"_ResourceId"
"ACTION_FILE_MOD_OPEN | ACTION_FILE_OPEN_READ | ACTION_FILE_OPEN_DELETE","8/9/2023, 4:09:46.162 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Windows"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED | FILE_SIGNATURE_STATE_OS""}]","c:\windows\winsxs\temp\inflight\95bfa5e374cad901370900003010ac0b\95bfa5e374cad901380900003010ac0b_catalog","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:52:31 +0000 UTC","2023-08-09 03:52:16.8604139 +0000 UTC","NT AUTHORITY\SYSTEM","c:\windows\system32\svchost.exe","endpoint.event.filemod","RTEST\CB-RC-03","c:\windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3205_none_7e1f4da67c811930\tiworker.exe",EDR,,"C:\Windows\system32\svchost.exe -k DcomLaunch -p","NT AUTHORITY\SYSTEM",832,"c:\windows\system32\svchost.exe","2023-08-09 03:52:31 +0000 UTC","11.12.11.12",WINDOWS,832,"11.12.11.12","[""b7f884c1b74a263f746ee12a5f7c9f6a"",""add683a6910abbbf0e28b557fad0ba998166394932ae2aca069d9aa19ea8fe88""]",,,"RTEST\CB-RC-03",,"ACTION_ALLOW",7DESJ9GN,,4144,,false,"C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3205_none_7e1f4da67c811930\TiWorker.exe -Embedding",,"2023-08-09 03:52:16.8604139 +0000 UTC",WINDOWS,"C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3205_none_7e1f4da67c811930\TiWorker.exe -Embedding",6978457,,"[""b2be3b43fd690efa386d9430564fe87b"",""20b814795e95bf20e7c2bf028563deb87304856e96948c17bb47636b32ee5953""]","7DESJ9GN-006a7b99-00001030-00000000-1d9ca73f61fba79",6978457,,1,"endpoint.event.filemod",,"C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3205_none_7e1f4da67c811930\TiWorker.exe -Embedding",,"REP_WHITE",,,"11.12.11.12",4144,"7DESJ9GN-006a7b99-00000340-00000000-1d9c61cb88ac5fb",,"CarbonBlackEvents_CL",
"ACTION_FILE_MOD_OPEN | ACTION_FILE_OPEN_READ | ACTION_FILE_OPEN_WRITE | ACTION_FILE_OPEN_DELETE","8/9/2023, 4:02:40.336 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Windows"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED | FILE_SIGNATURE_STATE_OS""}]","c:\windows\winsxs\temp\inflight\ee37b8d974cad901d40700003010ac0b\ee37b8d974cad901d50700003010ac0b_manifest","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:52:15 +0000 UTC","2023-08-09 03:52:00.2042439 +0000 UTC","NT AUTHORITY\SYSTEM","c:\windows\system32\svchost.exe","endpoint.event.filemod","RTEST\CB-RC-03","c:\windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3205_none_7e1f4da67c811930\tiworker.exe",EDR,,"C:\Windows\system32\svchost.exe -k DcomLaunch -p","NT AUTHORITY\SYSTEM",832,"c:\windows\system32\svchost.exe","2023-08-09 03:52:15 +0000 UTC","11.12.11.12",WINDOWS,832,"11.12.11.12","[""b7f884c1b74a263f746ee12a5f7c9f6a"",""add683a6910abbbf0e28b557fad0ba998166394932ae2aca069d9aa19ea8fe88""]",,,"RTEST\CB-RC-03",,"ACTION_ALLOW",7DESJ9GN,,4144,,false,"C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3205_none_7e1f4da67c811930\TiWorker.exe -Embedding",,"2023-08-09 03:52:00.2042439 +0000 UTC",WINDOWS,"C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3205_none_7e1f4da67c811930\TiWorker.exe -Embedding",6978457,,"[""b2be3b43fd690efa386d9430564fe87b"",""20b814795e95bf20e7c2bf028563deb87304856e96948c17bb47636b32ee5953""]","7DESJ9GN-006a7b99-00001030-00000000-1d9ca73f61fba79",6978457,,1,"endpoint.event.filemod",,"C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3205_none_7e1f4da67c811930\TiWorker.exe -Embedding",,"REP_WHITE",,,"11.12.11.12",4144,"7DESJ9GN-006a7b99-00000340-00000000-1d9c61cb88ac5fb",,"CarbonBlackEvents_CL",
"ACTION_FILE_MOD_OPEN | ACTION_FILE_OPEN_READ | ACTION_FILE_OPEN_WRITE | ACTION_FILE_OPEN_SET_ATTRIBUTES","8/9/2023, 4:11:01.849 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Windows"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED | FILE_SIGNATURE_STATE_OS | FILE_SIGNATURE_STATE_CATALOG_SIGNED""}]","c:\programdata\usoprivate\updatestore\store.db","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:59:41 +0000 UTC","2023-08-09 03:57:49.3731707 +0000 UTC","NT AUTHORITY\SYSTEM","c:\windows\system32\svchost.exe","endpoint.event.filemod",carbonblack,"c:\windows\system32\mousocoreworker.exe",EDR,,"C:\Windows\system32\svchost.exe -k DcomLaunch -p","NT AUTHORITY\SYSTEM",784,"c:\windows\system32\svchost.exe","2023-08-09 03:59:41 +0000 UTC","10.2.3.40",WINDOWS,784,"10.2.3.40","[""b7f884c1b74a263f746ee12a5f7c9f6a"",""add683a6910abbbf0e28b557fad0ba998166394932ae2aca069d9aa19ea8fe88""]",,,carbonblack,,"ACTION_ALLOW",7DESJ9GN,,8680,,false,"C:\Windows\System32\mousocoreworker.exe -Embedding",,"2023-08-09 03:57:49.3731707 +0000 UTC",WINDOWS,"C:\Windows\System32\mousocoreworker.exe -Embedding",5765373,,"[""8e5b8f04d69c1af8444d0ca49e4ca883"",""4d99aa18848d0d2fec2064598db78e816f4135e3d56ccdfda7af01bd68e990fd""]","7DESJ9GN-0057f8fd-000021e8-00000000-1d9ca75a98205f9",5765373,,1,"endpoint.event.filemod",,"C:\Windows\System32\mousocoreworker.exe -Embedding",,"REP_WHITE",,,"10.2.3.40",8680,"7DESJ9GN-0057f8fd-00000310-00000000-1d9c88821a0d73b",,"CarbonBlackEvents_CL",
"ACTION_FILE_CREATE | ACTION_FILE_MOD_OPEN | ACTION_FILE_OPEN_WRITE | ACTION_FILE_OPEN_DELETE","8/9/2023, 3:50:29.131 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Windows"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED | FILE_SIGNATURE_STATE_OS""}]","c:\windows\system32\config\systemprofile\appdata\local\crashdumps\ec2configmonitor.exe.5608.dmp","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:41:26 +0000 UTC","2023-08-09 03:39:15.7288677 +0000 UTC","NT AUTHORITY\SYSTEM","c:\windows\system32\svchost.exe","endpoint.event.filemod","Kognos-CB-1","c:\windows\system32\werfault.exe",EDR,,"C:\WINDOWS\System32\svchost.exe -k WerSvcGroup","NT AUTHORITY\SYSTEM",1436,"c:\windows\system32\svchost.exe","2023-08-09 03:41:26 +0000 UTC","100.200.33.40",WINDOWS,1436,"100.200.33.40","[""b7f884c1b74a263f746ee12a5f7c9f6a"",""add683a6910abbbf0e28b557fad0ba998166394932ae2aca069d9aa19ea8fe88""]",,,"Kognos-CB-1",,"ACTION_ALLOW",7DESJ9GN,,3012,,false,"C:\WINDOWS\system32\WerFault.exe -u -p 5608 -s 732",,"2023-08-09 03:39:15.7288677 +0000 UTC",WINDOWS,"C:\WINDOWS\system32\WerFault.exe -u -p 5608 -s 732",6026856,,"[""edfdff7bacbd99ab0e81f41e42fe3967"",""a538526a8d692aefaff9613d42b709aa7cd6ef475522ced5419d4af616257eda""]","7DESJ9GN-005bf668-00000bc4-00000000-1d9ca730d433edc",6026856,,1,"endpoint.event.filemod",,"C:\WINDOWS\system32\WerFault.exe -u -p 5608 -s 732",,"REP_WHITE",,,"100.200.33.40",3012,"7DESJ9GN-005bf668-0000059c-00000000-1d9ca730b64dc3e",,"CarbonBlackEvents_CL",
"ACTION_FILE_CREATE | ACTION_FILE_DELETE | ACTION_FILE_MOD_OPEN | ACTION_FILE_TRUNCATE | ACTION_FILE_OPEN_WRITE","8/9/2023, 3:17:32.918 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Carbon Black, Inc."",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED""}]","c:\program files\confer\blades\livequery\ir2nnt0vxbvmfddcb6nhx0eoy67bekcy.out","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:05:42 +0000 UTC","2023-08-09 03:03:33.678947 +0000 UTC","NT AUTHORITY\SYSTEM","c:\program files\confer\repmgr.exe","endpoint.event.filemod","cb-komand-w12","c:\program files\confer\bladerunner.exe",EDR,,"""C:\Program Files\Confer\RepMgr.exe""","NT AUTHORITY\SYSTEM",1696,"c:\program files\confer\repmgr.exe","2023-08-09 03:05:42 +0000 UTC","100.200.33.44",WINDOWS,1696,"100.200.33.44","[""5fd42afd564b59e5a115f9efcfe5eed1"",""af4a19ecd0aed2e7f08437c04acdd438458c76958077fcb6b7772ed25f440215""]",,,"cb-komand-w12",,"ACTION_ALLOW",7DESJ9GN,,708,,false,"""C:\Program Files\Confer\BladeRunner.exe"" /LiveQuery /queryId=ir2nnt0vxbvmfddcb6nhx0eoy67bekcy /MaxTimeInSeconds=900 /MaxCPUTimeInSeconds=450 /MaxCapCPUPercentage=50 /DynamicCPUCapWindow /MaxMemoryInMb=500",,"2023-08-09 03:03:33.678947 +0000 UTC",WINDOWS,"""C:\Program Files\Confer\BladeRunner.exe"" /LiveQuery /queryId=ir2nnt0vxbvmfddcb6nhx0eoy67bekcy /MaxTimeInSeconds=900 /MaxCPUTimeInSeconds=450 /MaxCapCPUPercentage=50 /DynamicCPUCapWindow /MaxMemoryInMb=500",3466056,,"[""12b155dbbbb2abe93a618199791456c0"",""9351e435cb0e0a104e2f4d4b58b4e174255b3c4ef4d930bfc120ee9fb20dfead""]","7DESJ9GN-0034e348-000002c4-00000000-1d9ca6e15090146",3466056,,1,"endpoint.event.filemod",,"""C:\Program Files\Confer\BladeRunner.exe"" /LiveQuery /queryId=ir2nnt0vxbvmfddcb6nhx0eoy67bekcy /MaxTimeInSeconds=900 /MaxCPUTimeInSeconds=450 /MaxCapCPUPercentage=50 /DynamicCPUCapWindow /MaxMemoryInMb=500",,"REP_WHITE",,,"100.200.33.44",708,"7DESJ9GN-0034e348-000006a0-00000000-1d935e2df0d23a6",,"CarbonBlackEvents_CL",
"ACTION_FILE_CREATE | ACTION_FILE_MOD_OPEN | ACTION_FILE_OPEN_WRITE","8/9/2023, 3:55:43.066 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Amazon.com Services LLC"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED""}]","c:\programdata\amazon\ssm\instancedata\i-0efa4f78608abb18a\document\orchestration\21bfe710-73de-44f2-8edc-f03f11ee0293\2023-08-09t03-46-05.639z\awssoftwareinventory\collectsoftwareinventoryitems\stderrconsole","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:46:49 +0000 UTC","2023-08-09 03:46:06.3712602 +0000 UTC","NT AUTHORITY\SYSTEM","c:\program files\amazon\ssm\ssm-agent-worker.exe","endpoint.event.filemod","SKOVILLE\chilliseed","c:\program files\amazon\ssm\ssm-document-worker.exe",EDR,,"""C:\Program Files\Amazon\SSM\ssm-agent-worker.exe""","NT AUTHORITY\SYSTEM",8876,"c:\program files\amazon\ssm\ssm-agent-worker.exe","2023-08-09 03:46:49 +0000 UTC","100.20.30.40",WINDOWS,8876,"100.20.30.40","[""1a0a22299f7aa209940f44c838a21663"",""d493b7af19205cdc18e12e6a0363b0f586e975cc9ddc2bf5b4a4935ad5d956d0""]",,,"SKOVILLE\chilliseed",,"ACTION_ALLOW",7DESJ9GN,,10848,,false,"""C:\Program Files\Amazon\SSM\ssm-document-worker.exe"" 21bfe710-73de-44f2-8edc-f03f11ee0293.2023-08-09T03-46-05.639Z",,"2023-08-09 03:46:06.3712602 +0000 UTC",WINDOWS,"""C:\Program Files\Amazon\SSM\ssm-document-worker.exe"" 21bfe710-73de-44f2-8edc-f03f11ee0293.2023-08-09T03-46-05.639Z",6697320,,"[""ad5d57216c5d8a30a963d18e7bcd860c"",""7944f646b3f2b152887b29a6d92ab9312a0932e2b0bfeed2500b3a2a310afafe""]","7DESJ9GN-00663168-00002a60-00000000-1d9ca74066c94af",6697320,,1,"endpoint.event.filemod",,"""C:\Program Files\Amazon\SSM\ssm-document-worker.exe"" 21bfe710-73de-44f2-8edc-f03f11ee0293.2023-08-09T03-46-05.639Z",,"REP_WHITE",,,"100.20.30.40",10848,"7DESJ9GN-00663168-000022ac-00000000-1d9c46635814f84",,"CarbonBlackEvents_CL",
"ACTION_FILE_CREATE | ACTION_FILE_OPEN_READ","8/9/2023, 4:07:14.296 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Google Inc"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED""}]","c:\program files (x86)\google\temp\gumbdfe.tmp","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:53:42 +0000 UTC","2023-08-09 03:52:17.2863808 +0000 UTC","NT AUTHORITY\SYSTEM","c:\windows\system32\taskeng.exe","endpoint.event.filemod","cb-komand-w12","c:\program files (x86)\google\update\googleupdate.exe",EDR,,"taskeng.exe {7ACA6F96-B943-4698-9D31-5E38C5E937E4} S-1-5-18:NT AUTHORITY\System:Service:","NT AUTHORITY\SYSTEM",1656,"c:\windows\system32\taskeng.exe","2023-08-09 03:53:42 +0000 UTC","100.200.33.44",WINDOWS,1656,"100.200.33.44","[""38175536133bdc9324910582250cb8dd"",""1116d08baddc34b647d587750697444dac76ae1068a43c4812577a2fd44266a7""]",,,"cb-komand-w12",,"ACTION_ALLOW",7DESJ9GN,,3704,,false,"""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /ua /installsource scheduler",,"2023-08-09 03:52:17.2863808 +0000 UTC",WINDOWS,"""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /ua /installsource scheduler",3466056,,"[""053eeee1abae53f044f1e386e22ae525"",""195c8b78c0cf68f3dc1c08e58ce2a7146764f9273c39ef369194a366fa8ee1ad""]","7DESJ9GN-0034e348-00000e78-00000000-1d9ca74e3dad8d7",3466056,,1,"endpoint.event.filemod",,"""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /ua /installsource scheduler",,"REP_WHITE",,,"100.200.33.44",3704,"7DESJ9GN-0034e348-00000678-00000000-1d9ca74e3cef21f",,"CarbonBlackEvents_CL",
"ACTION_FILE_CREATE | ACTION_FILE_DELETE | ACTION_FILE_MOD_OPEN | ACTION_FILE_TRUNCATE | ACTION_FILE_OPEN_READ | ACTION_FILE_OPEN_WRITE | ACTION_FILE_OPEN_DELETE | ACTION_FILE_OPEN_SET_ATTRIBUTES","8/9/2023, 3:58:04.908 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Windows Publisher"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED | FILE_SIGNATURE_STATE_OS""}]","c:\$winreagent\scratch\jef312c.tmp","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:47:56 +0000 UTC","2023-08-09 03:46:59.5104189 +0000 UTC","NT AUTHORITY\SYSTEM","c:\windows\system32\services.exe","endpoint.event.filemod","RTEST\CB-RC-03","c:\windows\system32\svchost.exe",EDR,,"C:\Windows\system32\services.exe","NT AUTHORITY\SYSTEM",700,"c:\windows\system32\services.exe","2023-08-09 03:47:56 +0000 UTC","11.12.11.12",WINDOWS,700,"11.12.11.12","[""14b88ff4833012512278a5f3a5712bd2"",""e6fe9a94e8686e957dbcec2b89c1c1ddcf8e75d76e9200d0cbef74d510c71317""]",,,"RTEST\CB-RC-03",,"ACTION_ALLOW",7DESJ9GN,,580,,false,"C:\Windows\system32\svchost.exe -k netsvcs -p -s wuauserv",,"2023-08-09 03:46:59.5104189 +0000 UTC",WINDOWS,"C:\Windows\system32\svchost.exe -k netsvcs -p -s wuauserv",6978457,,"[""b7f884c1b74a263f746ee12a5f7c9f6a"",""add683a6910abbbf0e28b557fad0ba998166394932ae2aca069d9aa19ea8fe88""]","7DESJ9GN-006a7b99-00000244-00000000-1d9ca73edc05e32",6978457,,1,"endpoint.event.filemod",,"C:\Windows\system32\svchost.exe -k netsvcs -p -s wuauserv",,"REP_WHITE",,,"11.12.11.12",580,"7DESJ9GN-006a7b99-000002bc-00000000-1d9c61cb8226396",,"CarbonBlackEvents_CL",
"ACTION_FILE_MOD_OPEN | ACTION_FILE_OPEN_READ | ACTION_FILE_OPEN_WRITE | ACTION_FILE_OPEN_DELETE | ACTION_FILE_OPEN_EXECUTE","8/3/2023, 12:07:31.585 PM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Windows"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED | FILE_SIGNATURE_STATE_OS | FILE_SIGNATURE_STATE_CATALOG_SIGNED""}]","c:\windows\system32\tasks\microsoft\windows\data integrity scan\data integrity scan","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-03 11:51:02 +0000 UTC","2023-08-03 11:50:37.4182282 +0000 UTC","NT AUTHORITY\SYSTEM","c:\windows\system32\services.exe","endpoint.event.filemod","cb-komand-w12","c:\windows\system32\svchost.exe",EDR,,"C:\Windows\system32\services.exe","NT AUTHORITY\SYSTEM",500,"c:\windows\system32\services.exe","2023-08-03 11:51:02 +0000 UTC","100.200.33.44",WINDOWS,500,"100.200.33.44","[""3ef25916fc63eacdbae737edf7934442"",""d5423447fedd3af4a793f02cebf723f5907ca9dc34bcabd18273102a50d3186c""]",,,"cb-komand-w12",,"ACTION_ALLOW",7DESJ9GN,,856,,false,"C:\Windows\system32\svchost.exe -k netsvcs",,"2023-08-03 11:50:37.4182282 +0000 UTC",WINDOWS,"C:\Windows\system32\svchost.exe -k netsvcs",3466056,,"[""94f215a79fd30bbeac9c7b9f1a5f5820"",""81e7a68496b3032b6ccd02edcd3e26e4ac5499a1a2f9246e88521cf1bb8bd717""]","7DESJ9GN-0034e348-00000358-00000000-1d935e29424aa71",3466056,,1,"endpoint.event.filemod",,"C:\Windows\system32\svchost.exe -k netsvcs",,"REP_WHITE",,,"100.200.33.44",856,"7DESJ9GN-0034e348-000001f4-00000000-1d935e28c897f34",,"CarbonBlackEvents_CL",
"ACTION_FILE_CREATE | ACTION_FILE_DELETE | ACTION_FILE_MOD_OPEN | ACTION_FILE_TRUNCATE | ACTION_FILE_OPEN_WRITE | ACTION_FILE_OPEN_SET_SECURITY | ACTION_FILE_OPEN_SET_ATTRIBUTES","8/8/2023, 2:57:56.542 PM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Windows"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED | FILE_SIGNATURE_STATE_OS | FILE_SIGNATURE_STATE_CATALOG_SIGNED""}]","c:\windows\installer\36df79f0.msp","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-08 14:48:42 +0000 UTC","2023-08-08 14:47:53.438651 +0000 UTC","NT AUTHORITY\SYSTEM","c:\windows\system32\services.exe","endpoint.event.filemod","vinventa-cb1","c:\windows\system32\msiexec.exe",EDR,,"C:\Windows\system32\services.exe","NT AUTHORITY\SYSTEM",932,"c:\windows\system32\services.exe","2023-08-08 14:48:42 +0000 UTC","11.22.33.44",WINDOWS,932,"11.22.33.44","[""0d464c4bf9d85412d6ef15eea3a91e72"",""243e370c279b3b8062e5dd81d8df539705397cc68472168251ed54134b13d70b""]",,,"vinventa-cb1",,"ACTION_ALLOW",7DESJ9GN,,7064,,false,"C:\Windows\system32\msiexec.exe /V",,"2023-08-08 14:47:53.438651 +0000 UTC",WINDOWS,"C:\Windows\system32\msiexec.exe /V",5749360,,"[""d55c43d3b270fa06e6deb329c1def8a0"",""265d41dcc986dc0456866a0dafef930f0060fc3fbcfbd2dd3fcaeca89e4676d8""]","7DESJ9GN-0057ba70-00001b98-00000000-1d9ca07436f7943",5749360,,1,"endpoint.event.filemod",,"C:\Windows\system32\msiexec.exe /V",,"REP_WHITE",,,"11.22.33.44",7064,"7DESJ9GN-0057ba70-000003a4-00000000-1d9c1a7d2efd782",,"CarbonBlackEvents_CL",
"ACTION_FILE_CREATE | ACTION_FILE_MOD_OPEN | ACTION_FILE_OPEN_READ | ACTION_FILE_OPEN_WRITE | ACTION_FILE_OPEN_DELETE | ACTION_FILE_OPEN_EXECUTE | ACTION_FILE_OPEN_SET_SECURITY | ACTION_FILE_OPEN_SET_ATTRIBUTES","8/9/2023, 3:46:28.208 AM","1a0e2567-2e58-4989-ad18-206108185325",RestAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""name"":""Microsoft Windows"",""state"":""FILE_SIGNATURE_STATE_SIGNED | FILE_SIGNATURE_STATE_VERIFIED | FILE_SIGNATURE_STATE_TRUSTED | FILE_SIGNATURE_STATE_OS""}]","c:\users\vagrant\appdata\local\packages\microsoft.windows.contentdeliverymanager_cw5n1h2txyewy\ac\backgroundtransferapi\dc9f8096-7323-4e39-98b6-2191c535a005.up_meta_secure","["""",""""]",,,,,,,,,,,,,,,,,,,,,"REP_WHITE",,"2023-08-09 03:37:37 +0000 UTC","2023-08-09 03:37:27.4583887 +0000 UTC","CARBONBLACK\vagrant","c:\windows\system32\svchost.exe","endpoint.event.filemod",carbonblack,"c:\windows\system32\backgroundtaskhost.exe",EDR,,"C:\Windows\system32\svchost.exe -k DcomLaunch -p","CARBONBLACK\vagrant",784,"c:\windows\system32\svchost.exe","2023-08-09 03:37:37 +0000 UTC","10.2.3.40",WINDOWS,784,"10.2.3.40","[""b7f884c1b74a263f746ee12a5f7c9f6a"",""add683a6910abbbf0e28b557fad0ba998166394932ae2aca069d9aa19ea8fe88""]",,,carbonblack,,"ACTION_ALLOW",7DESJ9GN,,2008,,false,"""C:\Windows\system32\backgroundTaskHost.exe"" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca",,"2023-08-09 03:37:27.4583887 +0000 UTC",WINDOWS,"""C:\Windows\system32\backgroundTaskHost.exe"" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca",5765373,,"[""da7063b17dbb8bbb3015351016868006"",""20330d3ca71d58f4aeb432676cb6a3d5b97005954e45132fb083e90782efdd50""]","7DESJ9GN-0057f8fd-000007d8-00000000-1d9ca72c7087f35",5765373,,1,"endpoint.event.filemod",,"""C:\Windows\system32\backgroundTaskHost.exe"" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca",,"REP_WHITE",,,"10.2.3.40",2008,"7DESJ9GN-0057f8fd-00000310-00000000-1d9c88821a0d73b",,"CarbonBlackEvents_CL",
