2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 06:21:24 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:39:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:38:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:37:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:36:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:35:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:34:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:31:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:30:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:29:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:28:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:27:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:26:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:25:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:24:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:23:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:22:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:21:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:20:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:19:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:18:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:16:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:14:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:13:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:12:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:11:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:10:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:08:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:07:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:06:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:05:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:04:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:03:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 02:02:26 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 00:30:27 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 00:29:27 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 00:28:27 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 00:27:27 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 00:24:27 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 Daejeon_FW1 :<11>Nov 14 00:22:27 Daejeon_FW1 RT_IDS IP spoofing! source: 192.168.7.1, destination: 239.255.255.250, protocol-id: 17, zone name: trust, interface name: reth4.0, action: alarm-without-drop
2022-01-01 00:00:00 JuniperSRX_FW4 :<37>Nov 14 06:21:27 JuniperSRX_FW4 sshd Login failed for user 'backup' from host '106.75.67.6'
2022-01-01 00:00:00 JuniperSRX_FW4 :<38>Nov 14 06:21:27 JuniperSRX_FW4 sshd[42321] Disconnected from 106.75.67.6 [preauth]
2022-01-01 00:00:00 JuniperSRX_FW4 :<14>Nov 14 05:01:35 Daejeon_FW1 RT_FLOW session created 172.20.21.51/61284->172.20.22.222/161 0x0 None 172.20.21.51/61284->172.20.22.222/161 0x0 N/A N/A N/A N/A 17 VPN_to_Trust_Bonsa VPN trust 32061 N/A(N/A) st0.2 UNKNOWN UNKNOWN UNKNOWN
2022-01-01 00:00:00 JuniperSRX_FW4 :<14>Nov 14 05:01:32 JuniperSRX_FW4 RT_FLOW session created 172.20.21.51/61268->172.20.22.254/161 0x0 None 172.20.21.51/61268->172.20.22.254/161 0x0 N/A N/A N/A N/A 17 VPN_to_Trust_Bonsa VPN trust 20767 N/A(N/A) st0.2 UNKNOWN UNKNOWN UNKNOWN
2022-01-01 00:00:00 JuniperSRX_FW4 :<14>Nov 14 05:01:24 Daejeon_FW1 RT_FLOW session closed idle Timeout: 172.20.21.253/3469->172.20.22.193/16699 0x0 icmp 172.20.21.253/3469->172.20.22.193/16699 0x0 N/A N/A N/A N
2022-01-01 00:00:00 JuniperSRX_FW4 :<14>Nov 14 05:01:22 JuniperSRX_FW4 RT_FLOW session created 172.20.21.51/61227->172.20.22.254/161 0x0 None 172.20.21.51/61227->172.20.22.254/161 0x0 N/A N/A N/A N/A 17 VPN_to_Trust_Bonsa VPN trust 21182 N/A(N/A) st0.2 UNKNOWN UNKNOWN UNKNOWN
2022-01-01 00:00:00 JuniperSRX_FW4 :<14>Nov 14 05:01:14 Daejeon_FW1 RT_FLOW session created 172.20.21.51/61192->172.20.22.222/161 0x0 None 172.20.21.51/61192->172.20.22.222/161 0x0 N/A N/A N/A N/A 17 VPN_to_Trust_Bonsa VPN trust 32324 N/A(N/A) st0.2 UNKNOWN UNKNOWN UNKNOWN
2022-01-01 00:00:00 JuniperSRX_FW4 :<14>Nov 14 05:00:54 Daejeon_FW1 RT_FLOW session closed idle Timeout: 172.20.21.253/3469->172.20.22.193/16696 0x0 icmp 172.20.21.253/3469->172.20.22.193/16696 0x0 N/A N/A N/A N
2022-01-01 00:00:00 JuniperSRX_FW4 :<14>Nov 14 05:00:40 JuniperSRX_FW4 RT_FLOW session closed idle Timeout: 172.20.22.239/161->114.207.87.34/162 0x0 None 175.117.69.171/49113->114.
2022-01-01 00:00:00 JuniperSRX_FW4 :<14>Nov 14 05:00:34 Daejeon_FW1 RT_FLOW session closed idle Timeout: 172.20.21.253/3469->172.20.22.193/16694 0x0 icmp 172.20.21.253/3469->172.20.22.193/16694 0x0 N/A N/A N/A N
2022-01-01 00:00:00 JuniperSRX_FW4 :<14>Nov 14 05:00:30 JuniperSRX_FW4 RT_FLOW session closed TCP FIN: 172.20.21.51/64156->172.20.22.254/80 0x0 junos-http 172.20.21.51/64156->172.20.22.254/80 0x0 N/A N/A N/A N/A 6
2022-01-01 00:00:00 JuniperSRX_FW4 :<14>Nov 14 05:00:29 JuniperSRX_FW4 RT_FLOW session created 172.20.21.51/64157->172.20.22.254/80 0x0 junos-http 172.20.21.51/64157->172.20.22.254/80 0x0 N/A N/A N/A N/A 6 VPN_to_Trust_Bonsa VPN trust 21078 N/A(N/A) st0.2 UNKNOWN UNKNOWN UNKNOWN
2022-01-01 00:00:00 JuniperSRX_FW4 :<14>Nov 14 05:00:29 JuniperSRX_FW4 RT_FLOW session created 172.20.21.51/64156->172.20.22.254/80 0x0 junos-http 172.20.21.51/64156->172.20.22.254/80 0x0 N/A N/A N/A N/A 6 VPN_to_Trust_Bonsa VPN trust 20549 N/A(N/A) st0.2 UNKNOWN UNKNOWN UNKNOWN
2022-01-01 00:00:00 JuniperSRX_FW4 :<14>Nov 14 05:00:24 Daejeon_FW1 RT_FLOW session closed idle Timeout: 172.20.21.253/3469->172.20.22.193/16693 0x0 icmp 172.20.21.253/3469->172.20.22.193/16693 0x0 N/A N/A N/A N
2022-01-01 00:00:00 JuniperSRX_FW4 :<14>Nov 14 05:00:04 Daejeon_FW1 RT_FLOW session closed idle Timeout: 172.20.21.253/3469->172.20.22.193/16691 0x0 icmp 172.20.21.253/3469->172.20.22.193/16691 0x0 N/A N/A N/A N
2022-01-01 00:00:00 JuniperSRX_FW4 :<14>Nov 14 04:59:54 Daejeon_FW1 RT_FLOW session closed idle Timeout: 172.20.21.253/3469->172.20.22.193/16690 0x0 icmp 172.20.21.253/3469->172.20.22.193/16690 0x0 N/A N/A N/A N
2022-01-01 00:00:00 JuniperSRX_FW4 :<14>Nov 14 04:59:42 JuniperSRX_FW4 RT_FLOW session created 172.20.22.239/161->114.207.87.34/162 0x0 None 175.117.69.171/49113->114.207.87.34/162 0x0 source rule source-nat-rule N/A N/A 17 trust_to_Untrust_Internet trust untrust 20471 N/A(N/A) reth4.0 UNKNOWN UNKNOWN UNKNOWN
2022-01-01 00:00:00 JuniperSRX_FW4 :<14>Nov 14 04:59:34 Daejeon_FW1 RT_FLOW session closed idle Timeout: 172.20.21.253/3469->172.20.22.193/16688 0x0 icmp 172.20.21.253/3469->172.20.22.193/16688 0x0 N/A N/A N/A N
2022-01-01 00:00:00 JuniperSRX_FW4 :<14>Nov 14 04:59:14 Daejeon_FW1 RT_FLOW session closed idle Timeout: 172.20.21.253/3469->172.20.22.193/16686 0x0 icmp 172.20.21.253/3469->172.20.22.193/16686 0x0 N/A N/A N/A N
