samplehost1-b.SAMPLE.com :2011 Apr 19 17:11:12 UTC: %UCSM-6-LOG_CAPACITY: [F0461][info][log-capacity][sys/chassis-1/blade-7/mgmt/log-SEL-0] Log capacity on Management Controller on server 1/7 is very-low
samplehost1-b.SAMPLE.com :2011 Apr 20 14:33:14 UTC: %UCSM-3-CONFIGURATION_FAILURE: [F0327][major][configuration-failure][org-root/ls-test] Service profile test configuration failed due to insufficient-resources,mac-address-assignment,system-uuid-as
samplehost1-b.SAMPLE.com :2011 Apr 20 20:50:25 UTC: %UCSM-3-THERMAL_PROBLEM: [F0382][major][thermal-problem][sys/chassis-1/fan-module-1-1] Fan module 1/1-1 temperature: lower-critical
samplehost75-b.SAMPLE.com :2020 Sep 25 14:06:21 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_48657_B][4531071][sys/user-ext/user-ucsc_sampleuser6/role-admin][sys/user-ext/user-ucsc_sampleuser6/role-admin][] User role admin removed from
samplehost113-a.SAMPLE.com :2020 Sep 25 14:08:19 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_36531_A][4399655][sys/user-ext/user-ucsc_sampleuser4/role-read-only][sys/user-ext/user-ucsc_sampleuser4/role-read-only][] User role read-only removed from
samplehost113-a.SAMPLE.com :2020 Sep 25 14:08:19 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_36531_A][4399655][sys/user-ext/user-ucsc_sampleuser4/role-read-only][sys/user-ext/user-ucsc_sampleuser4/role-read-only][] User role read-only removed from
samplehost113-a.SAMPLE.com :2020 Sep 25 14:08:19 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_36531_A][4399657][sys/user-ext/user-ucsc_sampleuser4/role-admin][sys/user-ext/user-ucsc_sampleuser4/role-admin][] User role admin removed from
samplehost113-a.SAMPLE.com :2020 Sep 25 14:08:19 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_36531_A][4399657][sys/user-ext/user-ucsc_sampleuser4/role-admin][sys/user-ext/user-ucsc_sampleuser4/role-admin][] User role admin removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:13:24 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4421020][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser3/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser3/role-read-only][] User role read-only removed from
samplehost1-b.SAMPLE.com :2020 Sep 25 14:13:24 UTC: %UCSM-6-AUDIT: [admin][ucs-SAMPLE\testuser5][deletion][web_17218_B][4421020][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser3/role-read-only][sys/user-ext/user-ucsc_ucs-SAMPLE\sampleuser3/role-read-only][] User role read-only removed from
samplehost1-b.SAMPLE.com :2011 May 15 10:19:14 UTC: %UCSM-6-AUDIT: [session][internal][creation][] Web B: remote user ibm logged in from 172.25.206.73
samplehost1-b.SAMPLE.com :2011 Apr 22 16:53:18 UTC: %UCSM-6-AUDIT: [admin][ucs-username\username][modification][] server 1/7 power-cycle/reset action requested: hard-reset-immediate
samplehost1-b.SAMPLE.com :2011 Apr 20 14:33:14 UTC: %UCSM-6-AUDIT: [admin][username][creation][] service profile test created
samplehost1-b.SAMPLE.com :2011 Apr 20 14:33:14 UTC: %UCSM-6-AUDIT: [admin][username][creation][] service profile Power MO created
samplehost1-b.SAMPLE.com :2011 Apr 20 14:33:14 UTC: %UCSM-6-AUDIT: [admin][username][creation][] Ether vnic eth1 created
samplehost1-b.SAMPLE.com :2011 Apr 20 14:33:14 UTC: %UCSM-6-AUDIT: [admin][username][creation][] Ethernet interface created
