"TimeGenerated [UTC]",Source,EventLog,Computer,EventLevel,EventLevelName,EventID,UserName,RenderedDescription,MG,ManagementGroupName,Type,"_ResourceId",domains,firstFound,forestName,generationTime,likelihoodOfCompromise,numberOfResults,remediation,result,resultMessage,schedule,score,securityFrameworkTags,securityIndicatorDescription,securityIndicatorName,severity,weight,"_Empty",securityFrameworkTagsCsv
"6/2/2021, 1:30:15.267 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: krbtgt account with Resource-Based Constrained Delegation (RBCD) enabled (60) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:30:15.330 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",2,Warning,9212,"NT AUTHORITY\SYSTEM","Security indicator found: Unprivileged principals as DNS Admins  Generation time: 2021-06-02T13:30:14.9474469+00:00 Security indicator name: Unprivileged principals as DNS Admins Result: Failed First found: 4/9/2021 3:05:56 PM Score: 0 F Forest name: dsp.lab Domains: dsp.lab Severity: Warning Weight: 1 Schedule: Run every hour starting on 2/11/2021 2:34:50 PM Security framework tags: Mitre:Execution, Mitre:Privilege Escalation Security indicator description: This indicator looks for any member of the DNS Admins group that is not a privileged user. DNS Admins isn't considered a protected group but as some research shows, a member of this group (or any user that has write access on DNS Server objects) can load a DLL remotely on the DNS Server (which is often a Domain Controller) running as SYSTEM. Likelihood of compromise: Administration of DNS is often delegated to non AD administrators (i.e., administrators with job responsibilities in networking, DNS, DHCP, etc.). These administration accounts may not have the same security controls as the AD administrator accounts, making them prime targets for compromise. For more information on how DNS admins can abuse privileges see this <a href=""https://www.semperis.com/blog/dnsadmins-revisited/"">blog post.</a>  Result Message: Found 1 objects which are not privileged but are members of the DNS Admins group. Number of results: 1 Remediation: Remove unprivileged principals that are a member of the DNS Admins group.  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab","4/9/2021 3:05:56 PM","dsp.lab","2021-06-02T13:30:14.9474469Z","Administration of DNS is often delegated to non AD administrators (i.e., administrators with job responsibilities in networking, DNS, DHCP, etc.). These administration accounts may not have the same security controls as the AD administrator accounts, making them prime targets for compromise. For more information on how DNS admins can abuse privileges see this <a href=""https://www.semperis.com/blog/dnsadmins-revisited/"">blog post.</a> ",1,"Remove unprivileged principals that are a member of the DNS Admins group.",Failed,"Found 1 objects which are not privileged but are members of the DNS Admins group.","Run every hour starting on 2/11/2021 2:34:50 PM","0 F","Execution, Privilege Escalation","This indicator looks for any member of the DNS Admins group that is not a privileged user. DNS Admins isn't considered a protected group but as some research shows, a member of this group (or any user that has write access on DNS Server objects) can load a DLL remotely on the DNS Server (which is often a Domain Controller) running as SYSTEM.","Unprivileged principals as DNS Admins",Warning,1,,"Execution,Privilege Escalation"
"6/2/2021, 1:30:15.370 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Unprivileged principals as DNS Admins (42) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:30:15.757 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Objects in built-in protected groups without adminCount=1 (SDProp) (4) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:30:16.007 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Forest contains more than 50 privileged accounts (5) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:30:16.300 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Forest contains more than 50 privileged accounts  Generation time: 2021-06-02T13:30:16.0716592+00:00 Security indicator name: Forest contains more than 50 privileged accounts Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Informational Weight: 1 Schedule: Run every hour starting on 3/3/2021 4:25:22 PM Security framework tags: Mitre:Reconnaissance, Mitre:Privilege Escalation Security indicator description: This indicator counts the number of privileged accounts defined in the forest.  Likelihood of compromise: In general, the more privileged accounts you have, the more opportunities there are for attackers to compromise one of those accounts. 50 is an arbitrary number, but the number should reflect the absolute maximum allowed. If business needs dictate many privileged accounts, consider implementing a tiered administration model to further isolate those privileged accounts and their potential impact from compromise. Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:30:16.0716592Z","In general, the more privileged accounts you have, the more opportunities there are for attackers to compromise one of those accounts. 50 is an arbitrary number, but the number should reflect the absolute maximum allowed. If business needs dictate many privileged accounts, consider implementing a tiered administration model to further isolate those privileged accounts and their potential impact from compromise.",0,None,Pass,"No evidence of exposure","Run every hour starting on 3/3/2021 4:25:22 PM","100 A","Reconnaissance, Privilege Escalation","This indicator counts the number of privileged accounts defined in the forest. ","Forest contains more than 50 privileged accounts",Informational,1,,"Reconnaissance,Privilege Escalation"
"6/2/2021, 1:30:16.393 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Forest contains more than 50 privileged accounts (5) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:30:16.633 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Objects in built-in protected groups without adminCount=1 (SDProp)  Generation time: 2021-06-02T13:30:15.8247101+00:00 Security indicator name: Objects in built-in protected groups without adminCount=1 (SDProp) Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Informational Weight: 1 Schedule: Run every hour starting on 2/16/2021 7:12:51 AM Security framework tags: Mitre:Persistence, Mitre:Defense Evasion Security indicator description: This indicator looks for objects in built-in protected groups with AdminCount not equal to 1. AdminCount is an object flag that is set by the SDProp process (run by default every 60 minutes) if  that object's DACLs are modified to sync with the AdminSDHolder object through inheritance. If an object within these groups has an AdminCount not equal to 1 then it could signify that the DACLs were manually set (no inheritance) or that there is an issue with SDProp. For more information see: https://docs.microsoft.com/en-us/previous-versions/technet-magazine/ee361593(v=msdn.10)  Likelihood of compromise: While not immediately indicative of an attack, privileged users that are not clearly marked as such (adminCount =1) represent an exposure in that they may be used nefariously without being detected. Additionally, an attacker may add a privileged account and attempt to hide it using this method. Result Message: No evidence of exposure. Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:30:15.8247101Z","While not immediately indicative of an attack, privileged users that are not clearly marked as such (adminCount =1) represent an exposure in that they may be used nefariously without being detected. Additionally, an attacker may add a privileged account and attempt to hide it using this method.",0,None,Pass,"No evidence of exposure.","Run every hour starting on 2/16/2021 7:12:51 AM","100 A","Persistence, Defense Evasion","This indicator looks for objects in built-in protected groups with AdminCount not equal to 1. AdminCount is an object flag that is set by the SDProp process (run by default every 60 minutes) if  that object's DACLs are modified to sync with the AdminSDHolder object through inheritance. If an object within these groups has an AdminCount not equal to 1 then it could signify that the DACLs were manually set (no inheritance) or that there is an issue with SDProp. For more information see: https://docs.microsoft.com/en-us/previous-versions/technet-magazine/ee361593(v=msdn.10) ","Objects in built-in protected groups without adminCount=1 (SDProp)",Informational,1,,"Persistence,Defense Evasion"
"6/2/2021, 1:30:16.720 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Objects in built-in protected groups without adminCount=1 (SDProp) (4) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:35:13.513 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Permission changes on AdminSDHolder object (52) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:35:13.750 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Permission changes on AdminSDHolder object  Generation time: 2021-06-02T13:35:13.5578071+00:00 Security indicator name: Permission changes on AdminSDHolder object Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Critical Weight: 1 Schedule: Run every hour starting on 2/3/2021 12:14:35 PM Security framework tags: Mitre:Privilege Escalation, Mitre:Defense Evasion Security indicator description: This indicator looks for Access Control List (ACL) changes on the AdminSDHolder object, which could indicate an attempt to modify permissions on privileged objects that are subject to AdminSDHolder (e.g. users or groups with adminCount=1). Likelihood of compromise: Changes to the AdminSDHolder object are very rare. An admin should know that the change was made and be able to articulate the reason for the change. If the change was not intentional, the likelihood of compromise is very high. Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:35:13.5578071Z","Changes to the AdminSDHolder object are very rare. An admin should know that the change was made and be able to articulate the reason for the change. If the change was not intentional, the likelihood of compromise is very high.",0,None,Pass,"No evidence of exposure","Run every hour starting on 2/3/2021 12:14:35 PM","100 A","Privilege Escalation, Defense Evasion","This indicator looks for Access Control List (ACL) changes on the AdminSDHolder object, which could indicate an attempt to modify permissions on privileged objects that are subject to AdminSDHolder (e.g. users or groups with adminCount=1).","Permission changes on AdminSDHolder object",Critical,1,,"Privilege Escalation,Defense Evasion"
"6/2/2021, 1:35:13.793 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Permission changes on AdminSDHolder object (52) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:35:14.730 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Unprotected accounts with adminCount=1 (32) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:35:15.210 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Privileged users that are disabled (46) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:35:15.237 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Unprotected accounts with adminCount=1  Generation time: 2021-06-02T13:35:14.7609099+00:00 Security indicator name: Unprotected accounts with adminCount=1 Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Informational Weight: 1 Schedule: Run every hour starting on 2/3/2021 2:05:02 PM Security framework tags: Mitre:Privilege Escalation Security indicator description: This indicator looks for any users or groups that may have been under the control of SDProp (adminCount=1) but are no longer members of privileged groups and should not be considered privileged. Likelihood of compromise: The most common scenario for this behavior is if a user is moved from a privileged group to a non-privileged one and their adminCount variable is not reset. While this is benign, it may cause issues for security controls that monitor privileged users and reduces the overall hygiene of the environment. In rare cases, this might also be evidence of an attacker that attempted to cover their tracks and remove a user they used for compromise.  Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:35:14.7609099Z","The most common scenario for this behavior is if a user is moved from a privileged group to a non-privileged one and their adminCount variable is not reset. While this is benign, it may cause issues for security controls that monitor privileged users and reduces the overall hygiene of the environment. In rare cases, this might also be evidence of an attacker that attempted to cover their tracks and remove a user they used for compromise. ",0,None,Pass,"No evidence of exposure","Run every hour starting on 2/3/2021 2:05:02 PM","100 A","Privilege Escalation","This indicator looks for any users or groups that may have been under the control of SDProp (adminCount=1) but are no longer members of privileged groups and should not be considered privileged.","Unprotected accounts with adminCount=1",Informational,1,,"Privilege Escalation"
"6/2/2021, 1:35:15.307 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Unprotected accounts with adminCount=1 (32) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:35:15.550 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Privileged users that are disabled  Generation time: 2021-06-02T13:35:15.2933197+00:00 Security indicator name: Privileged users that are disabled Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Informational Weight: 1 Schedule: Run every hour starting on 2/16/2021 7:15:34 AM Security framework tags: Mitre:Privilege Escalation Security indicator description: This indicator looks for privileged user accounts, as indicated by their adminCount attribute set to 1, that are disabled. If a privileged account is disabled, it should be removed from its privileged group(s) to prevent inadvertent misuse. Likelihood of compromise: When a user is disabled, it tends to not be monitored as closely as active accounts. If this user is also a privileged user, then it becomes a target for takeover if an attacker can enable the account. Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:35:15.2933197Z","When a user is disabled, it tends to not be monitored as closely as active accounts. If this user is also a privileged user, then it becomes a target for takeover if an attacker can enable the account.",0,None,Pass,"No evidence of exposure","Run every hour starting on 2/16/2021 7:15:34 AM","100 A","Privilege Escalation","This indicator looks for privileged user accounts, as indicated by their adminCount attribute set to 1, that are disabled. If a privileged account is disabled, it should be removed from its privileged group(s) to prevent inadvertent misuse.","Privileged users that are disabled",Informational,1,,"Privilege Escalation"
"6/2/2021, 1:35:15.590 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Privileged users that are disabled (46) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:35:16.233 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Users and computers with non-default Primary Group IDs (35) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:35:16.547 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Users and computers with non-default Primary Group IDs  Generation time: 2021-06-02T13:35:16.2896969+00:00 Security indicator name: Users and computers with non-default Primary Group IDs Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Informational Weight: 1 Schedule: Run every hour starting on 2/3/2021 2:07:23 PM Security framework tags: Mitre:Privilege Escalation Security indicator description: This indicator returns a list of users and computers whose Primary Group IDs (PGIDs) are not the defaults for domain users and computers. Users created in the domain will have a default PGID of 513 (Domain Users) or 514 (Domain Guests) while computers are 515 (Domain Computers), 516 (Domain Controllers), or 521 (RODC). The Primary Group ID is not automatically changed when a user is moved to a different group (i.e. a user moved into Domain Admins will not be assigned PGID 512). This fact can be used to hide users with privileges to systems that rely on PGID, while hiding the user from queries that rely on enumerating the member attribute without the PGID. Additionally, group objects' member attribute will not list the user objects with PGID of those groups. Likelihood of compromise: Modifying the Primary Group ID is a stealthy way for an attacker to escalate privileges without triggering member attribute auditing for group membership changes. Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:35:16.2896969Z","Modifying the Primary Group ID is a stealthy way for an attacker to escalate privileges without triggering member attribute auditing for group membership changes.",0,None,Pass,"No evidence of exposure","Run every hour starting on 2/3/2021 2:07:23 PM","100 A","Privilege Escalation","This indicator returns a list of users and computers whose Primary Group IDs (PGIDs) are not the defaults for domain users and computers. Users created in the domain will have a default PGID of 513 (Domain Users) or 514 (Domain Guests) while computers are 515 (Domain Computers), 516 (Domain Controllers), or 521 (RODC). The Primary Group ID is not automatically changed when a user is moved to a different group (i.e. a user moved into Domain Admins will not be assigned PGID 512). This fact can be used to hide users with privileges to systems that rely on PGID, while hiding the user from queries that rely on enumerating the member attribute without the PGID. Additionally, group objects' member attribute will not list the user objects with PGID of those groups.","Users and computers with non-default Primary Group IDs",Informational,1,,"Privilege Escalation"
"6/2/2021, 1:35:16.573 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Changes to Default Domain Policy or Default Domain Controllers Policy in the last 7 days (11) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:35:16.620 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Users and computers with non-default Primary Group IDs (35) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:35:16.860 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Changes to Default Domain Policy or Default Domain Controllers Policy in the last 7 days  Generation time: 2021-06-02T13:35:16.6600739+00:00 Security indicator name: Changes to Default Domain Policy or Default Domain Controllers Policy in the last 7 days Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Informational Weight: 1 Schedule: Run every hour starting on 2/3/2021 1:23:42 PM Security framework tags: Mitre:Privilege Escalation, Mitre:Defense Evasion Security indicator description: The Default Domain Policy and Default Domain Controllers Policy GPOs are special objects within AD, and control domain-wide and Domain Controller wide security settings. This indicator looks for changes to these two special GPOs within the last 7 days. Likelihood of compromise: Changes to the Default Domain Policy or Default Domain Controllers Policy should be accounted for by the administrators. If the change can not be accounted for, investigate the change looking for potential weakening of security posture and why the change was made. Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:35:16.6600739Z","Changes to the Default Domain Policy or Default Domain Controllers Policy should be accounted for by the administrators. If the change can not be accounted for, investigate the change looking for potential weakening of security posture and why the change was made.",0,None,Pass,"No evidence of exposure","Run every hour starting on 2/3/2021 1:23:42 PM","100 A","Privilege Escalation, Defense Evasion","The Default Domain Policy and Default Domain Controllers Policy GPOs are special objects within AD, and control domain-wide and Domain Controller wide security settings. This indicator looks for changes to these two special GPOs within the last 7 days.","Changes to Default Domain Policy or Default Domain Controllers Policy in the last 7 days",Informational,1,,"Privilege Escalation,Defense Evasion"
"6/2/2021, 1:35:16.900 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Evidence of Mimikatz DCShadow attack (19) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:35:17.000 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Changes to Default Domain Policy or Default Domain Controllers Policy in the last 7 days (11) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:35:17.193 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Evidence of Mimikatz DCShadow attack  Generation time: 2021-06-02T13:35:17.0072692+00:00 Security indicator name: Evidence of Mimikatz DCShadow attack Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Critical Weight: 1 Schedule: Run every hour starting on 2/3/2021 1:42:05 PM Security framework tags: Mitre:Defense Evasion Security indicator description: DCShadow attacks enable attackers that have achieved privileged domain access to inject arbitrary changes into AD by replicating from a ""fake"" domain controller. These changes bypass the security event log and can't be spotted using standard monitoring tools. This indicator looks for evidence of a specific implementation of that attack by the popular Mimikatz tool. Likelihood of compromise: The Mimikatz tool is widely used by legitimate pen-testers as well as nefarious hackers. The criticality and impact of such an attack necessitate further investigation to ensure that no serious compromise has  occurred. Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:35:17.0072692Z","The Mimikatz tool is widely used by legitimate pen-testers as well as nefarious hackers. The criticality and impact of such an attack necessitate further investigation to ensure that no serious compromise has  occurred.",0,None,Pass,"No evidence of exposure","Run every hour starting on 2/3/2021 1:42:05 PM","100 A","Defense Evasion","DCShadow attacks enable attackers that have achieved privileged domain access to inject arbitrary changes into AD by replicating from a ""fake"" domain controller. These changes bypass the security event log and can't be spotted using standard monitoring tools. This indicator looks for evidence of a specific implementation of that attack by the popular Mimikatz tool.","Evidence of Mimikatz DCShadow attack",Critical,1,,"Defense Evasion"
"6/2/2021, 1:35:17.230 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Well-known privileged SIDs in sIDHistory (14) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:35:17.270 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Evidence of Mimikatz DCShadow attack (19) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:35:17.600 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9211,"NT AUTHORITY\SYSTEM","Security indicator passed: Well-known privileged SIDs in sIDHistory  Generation time: 2021-06-02T13:35:17.3384050+00:00 Security indicator name: Well-known privileged SIDs in sIDHistory Result: Pass Score: 100 A Forest name: dsp.lab Domains: dsp.lab Severity: Warning Weight: 1 Schedule: Run every hour starting on 2/11/2021 2:32:01 PM Security framework tags: Mitre:Privilege Escalation, Mitre:Defense Evasion Security indicator description: This indicator looks for security principals that contain specific SIDs of accounts from built-in privileged groups within their sIDHistory attribute. This would allow those security principals to have the same privileges as those privileged accounts, but in a way that is not obvious to monitor (e.g. through group membership). Likelihood of compromise: Writing to sIDHistory requires special privileges. Therefore, anyone who can write to the sIDHistory attribute has likely compromised the domain already, but this method for gaining persistence can be very effective, given the difficulty administrators will have in detecting these kinds of privileged escalations. Result Message: No evidence of exposure Number of results: 0 Remediation: None  ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,"dsp.lab",,"dsp.lab","2021-06-02T13:35:17.3384050Z","Writing to sIDHistory requires special privileges. Therefore, anyone who can write to the sIDHistory attribute has likely compromised the domain already, but this method for gaining persistence can be very effective, given the difficulty administrators will have in detecting these kinds of privileged escalations.",0,None,Pass,"No evidence of exposure","Run every hour starting on 2/11/2021 2:32:01 PM","100 A","Privilege Escalation, Defense Evasion","This indicator looks for security principals that contain specific SIDs of accounts from built-in privileged groups within their sIDHistory attribute. This would allow those security principals to have the same privileges as those privileged accounts, but in a way that is not obvious to monitor (e.g. through group membership).","Well-known privileged SIDs in sIDHistory",Warning,1,,"Privilege Escalation,Defense Evasion"
"6/2/2021, 1:35:17.660 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9206,"NT AUTHORITY\SYSTEM","Completed execution of security indicator: Well-known privileged SIDs in sIDHistory (14) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:35:18.840 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Computer account takeover through Kerberos Resource-Based Constrained Delegation (RBCD) (10) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:35:18.870 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Domain Controller owner is not an administrator (6) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
"6/2/2021, 1:35:19.093 PM","Semperis-DSP-Security","Semperis-DSP-Security/Operational","dsp-ms.dsp.lab",4,Information,9205,"NT AUTHORITY\SYSTEM","Starting execution of security indicator Changes to privileged group membership in the last 7 days (16) ","00000000-0000-0000-0000-000000000001","AOI-cfb59d8d-0ec3-4e36-bb06-9dc063e99887",Event,,,,,,,,,,,,,,,,,,,
