Account,AccountType,Computer,EventSourceName,Channel,Task,Level,EventData,EventID,Activity,SourceComputerId,EventOriginId,TimeCollected [UTC],AccessList,AccessMask,AdditionalInfo,AdditionalInfo2,AuthenticationPackageName,CallerProcessId,RelativeTargetName
WORKGROUP\SHIR-Hive$,Machine,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,13312,8,,4688,4688 - A new process has been created.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,16ea2e5a-18f6-4a7a-8fe4-5ef8cb864ab5,"4/16/2021, 8:41:08.598 AM",,,,,,,
\administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,514b3501-9e69-4317-b5bf-d2c087282fcb,"4/16/2021, 8:41:08.598 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,3f0da5ab-02eb-471b-91f1-54bada9fd720,"4/16/2021, 8:41:08.598 AM",,,,,NTLM,,
\Administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,57ac40c0-8abc-4d97-a6d6-93c7057e14cc,"4/16/2021, 8:41:08.598 AM",,,,,NTLM,,
SHIR-Hive\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,cce78040-c20a-4070-9ff0-d7f785af5a61,"4/16/2021, 8:41:08.598 AM",,,,,NTLM,,
SHIR-Hive\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,5f53f1f4-9fae-458e-a220-17b6f820ccd1,"4/16/2021, 8:41:08.598 AM",,,,,NTLM,,
\administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,591d29b3-dab6-4446-966f-2f7e8513f906,"4/16/2021, 8:41:08.598 AM",,,,,NTLM,,
SHIR-HIVE\Administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,bb1bb019-b475-4072-b300-67dafc4286b6,"4/16/2021, 8:41:08.598 AM",,,,,NTLM,,
\administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,f10f1bf9-85ad-401e-bb87-0ee29b380c09,"4/16/2021, 8:41:08.598 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,e9d78bd8-6db4-4c4a-a8f1-8c4bffb52f4b,"4/16/2021, 8:41:08.598 AM",,,,,NTLM,,
\Administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,d50cfd00-9221-474c-aa6e-fe63a9eb5354,"4/16/2021, 8:41:08.598 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,534ff8f0-0439-4db1-abc9-be4b5e8d534f,"4/16/2021, 8:41:08.598 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,e4bd86d2-f20b-4fb1-8c25-6deee18a181b,"4/16/2021, 8:41:08.598 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,2e000842-ed44-4f1f-b385-5e7fb24cb7c9,"4/16/2021, 8:41:08.598 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,54745ea2-cdd3-40dd-ae03-76d810211005,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,cc696a1f-bcd0-4379-bc17-4740c380ccc0,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,10c4a6fc-e960-4241-97d9-048a823ea7b7,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMIN,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,27935c56-6242-4997-89b5-80a13fbf623e,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMIN,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,c21d0f3f-f3f5-4c4b-9f75-5b567a32d5eb,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,026b06b5-271f-4162-86bf-9f4562e22580,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,02338001-4b99-4234-bd28-6644e66622bb,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,2c4cc33c-402d-4a02-bd6e-0b05f0ea3289,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,248a73e4-a700-4158-a975-76769d159432,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMIN,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,2b7f0c0c-27d6-4785-94f0-c51808662ce5,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,6dd10e40-9560-4f2e-8b8d-548d09552ace,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,ac600869-87b5-4e45-904a-16633fb1ee19,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,5fc10201-8473-4260-87ae-a28da15bc946,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,ca11c453-95d0-4ef9-b6bb-cb694acf1b55,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,addbb05f-d0c7-41c2-af45-30447c594197,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,4ec57a94-995c-4284-bd05-f217717900c4,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMIN,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,93effe31-a26e-4459-8054-f28b0a53c714,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,50774b92-35c2-420b-879c-6841e3dd58a8,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,2f45a4ed-9464-4fdb-ae0c-12bcd482dccf,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,7a20c661-cef2-472f-84c6-66c2b1db1ba3,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,c0e711d3-4528-4ae2-a704-5299b374298a,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,4cc44b5f-61a3-4760-af48-4a969b578d3a,"4/16/2021, 8:41:11.097 AM",,,,,NTLM,,
,,VictimPC2,Microsoft-Windows-Security-Auditing,Security,12292,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">VictimPC2$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""ClientProcessId"">33864</Data>
  <Data Name=""ClientCreationTime"">2021-04-14T16:00:06.377085500Z</Data>
  <Data Name=""ProviderName"">Microsoft Software Key Storage Provider</Data>
  <Data Name=""AlgorithmName"">UNKNOWN</Data>
  <Data Name=""KeyName"">{9CBAD37E-868E-409C-9846-4666D204C0CB}</Data>
  <Data Name=""KeyType"">%%2499</Data>
  <Data Name=""KeyFilePath"">C:\ProgramData\Microsoft\Crypto\RSA\MachineKeys\2b2573998563c2cadff31a57a46fc655_08c45d1e-04c1-423c-879c-529851bfc407</Data>
  <Data Name=""Operation"">%%2458</Data>
  <Data Name=""ReturnCode"">0x0</Data>
</EventData>",5058,5058 - Key file operation.,0b31dee3-5401-43d7-802a-7c8aab820390,395783ad-ac4e-4615-b498-4e973217c4a9,"4/16/2021, 8:41:16.044 AM",,,,,,,
,,VictimPC2,Microsoft-Windows-Security-Auditing,Security,12290,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">VictimPC2$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""ProviderName"">Microsoft Software Key Storage Provider</Data>
  <Data Name=""AlgorithmName"">RSA</Data>
  <Data Name=""KeyName"">{9CBAD37E-868E-409C-9846-4666D204C0CB}</Data>
  <Data Name=""KeyType"">%%2499</Data>
  <Data Name=""Operation"">%%2480</Data>
  <Data Name=""ReturnCode"">0x0</Data>
</EventData>",5061,5061 - Cryptographic operation.,0b31dee3-5401-43d7-802a-7c8aab820390,3a4e844e-aef3-4a0e-8996-f85b1a9c6d35,"4/16/2021, 8:41:16.044 AM",,,,,,,
,,VictimPC2,Microsoft-Windows-Security-Auditing,Security,13824,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">VictimPC2$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""TargetName"">SQLADS:*</Data>
  <Data Name=""Type"">0</Data>
  <Data Name=""CountOfCredentialsReturned"">0</Data>
  <Data Name=""ReadOperation"">%%8100</Data>
  <Data Name=""ReturnCode"">3221226021</Data>
  <Data Name=""ProcessCreationTime"">2021-04-14T16:02:27.759890100Z</Data>
  <Data Name=""ClientProcessId"">33024</Data>
</EventData>",5379,5379,0b31dee3-5401-43d7-802a-7c8aab820390,0526a359-0bc1-420e-9ad1-268d2bf89474,"4/16/2021, 8:41:16.044 AM",,,,,,,
,,VictimPC2,Microsoft-Windows-Security-Auditing,Security,12292,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">VictimPC2$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""ClientProcessId"">33864</Data>
  <Data Name=""ClientCreationTime"">2021-04-14T16:00:06.377085500Z</Data>
  <Data Name=""ProviderName"">Microsoft Software Key Storage Provider</Data>
  <Data Name=""AlgorithmName"">UNKNOWN</Data>
  <Data Name=""KeyName"">{9CBAD37E-868E-409C-9846-4666D204C0CB}</Data>
  <Data Name=""KeyType"">%%2499</Data>
  <Data Name=""KeyFilePath"">C:\ProgramData\Microsoft\Crypto\RSA\MachineKeys\2b2573998563c2cadff31a57a46fc655_08c45d1e-04c1-423c-879c-529851bfc407</Data>
  <Data Name=""Operation"">%%2458</Data>
  <Data Name=""ReturnCode"">0x0</Data>
</EventData>",5058,5058 - Key file operation.,0b31dee3-5401-43d7-802a-7c8aab820390,b4abbbf0-a1a4-488e-bfa1-64365eb42119,"4/16/2021, 8:41:16.044 AM",,,,,,,
,,VictimPC2,Microsoft-Windows-Security-Auditing,Security,12292,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">VictimPC2$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""ClientProcessId"">33864</Data>
  <Data Name=""ClientCreationTime"">2021-04-14T16:00:06.377085500Z</Data>
  <Data Name=""ProviderName"">Microsoft Software Key Storage Provider</Data>
  <Data Name=""AlgorithmName"">UNKNOWN</Data>
  <Data Name=""KeyName"">{9CBAD37E-868E-409C-9846-4666D204C0CB}</Data>
  <Data Name=""KeyType"">%%2499</Data>
  <Data Name=""KeyFilePath"">C:\ProgramData\Microsoft\Crypto\RSA\MachineKeys\2b2573998563c2cadff31a57a46fc655_08c45d1e-04c1-423c-879c-529851bfc407</Data>
  <Data Name=""Operation"">%%2458</Data>
  <Data Name=""ReturnCode"">0x0</Data>
</EventData>",5058,5058 - Key file operation.,0b31dee3-5401-43d7-802a-7c8aab820390,5b512019-39c8-49d3-98d9-09a93d144215,"4/16/2021, 8:41:16.044 AM",,,,,,,
,,VictimPC2,Microsoft-Windows-Security-Auditing,Security,12290,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">VictimPC2$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""ProviderName"">Microsoft Software Key Storage Provider</Data>
  <Data Name=""AlgorithmName"">RSA</Data>
  <Data Name=""KeyName"">{9CBAD37E-868E-409C-9846-4666D204C0CB}</Data>
  <Data Name=""KeyType"">%%2499</Data>
  <Data Name=""Operation"">%%2480</Data>
  <Data Name=""ReturnCode"">0x0</Data>
</EventData>",5061,5061 - Cryptographic operation.,0b31dee3-5401-43d7-802a-7c8aab820390,c9ed98a8-e544-45fe-8941-a2ed52d30399,"4/16/2021, 8:41:16.044 AM",,,,,,,
,,VictimPC2,Microsoft-Windows-Security-Auditing,Security,12290,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">VictimPC2$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""ProviderName"">Microsoft Software Key Storage Provider</Data>
  <Data Name=""AlgorithmName"">RSA</Data>
  <Data Name=""KeyName"">{9CBAD37E-868E-409C-9846-4666D204C0CB}</Data>
  <Data Name=""KeyType"">%%2499</Data>
  <Data Name=""Operation"">%%2480</Data>
  <Data Name=""ReturnCode"">0x0</Data>
</EventData>",5061,5061 - Cryptographic operation.,0b31dee3-5401-43d7-802a-7c8aab820390,003c4adc-a217-4a92-9494-70b90479b4af,"4/16/2021, 8:41:16.044 AM",,,,,,,
,,VictimPC2,Microsoft-Windows-Security-Auditing,Security,12292,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">VictimPC2$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""ClientProcessId"">33864</Data>
  <Data Name=""ClientCreationTime"">2021-04-14T16:00:06.377085500Z</Data>
  <Data Name=""ProviderName"">Microsoft Software Key Storage Provider</Data>
  <Data Name=""AlgorithmName"">UNKNOWN</Data>
  <Data Name=""KeyName"">{9CBAD37E-868E-409C-9846-4666D204C0CB}</Data>
  <Data Name=""KeyType"">%%2499</Data>
  <Data Name=""KeyFilePath"">C:\ProgramData\Microsoft\Crypto\RSA\MachineKeys\2b2573998563c2cadff31a57a46fc655_08c45d1e-04c1-423c-879c-529851bfc407</Data>
  <Data Name=""Operation"">%%2458</Data>
  <Data Name=""ReturnCode"">0x0</Data>
</EventData>",5058,5058 - Key file operation.,0b31dee3-5401-43d7-802a-7c8aab820390,5117f6ae-f326-4589-b727-9733d023ed2b,"4/16/2021, 8:41:16.044 AM",,,,,,,
,,VictimPC2,Microsoft-Windows-Security-Auditing,Security,12290,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">VictimPC2$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""ProviderName"">Microsoft Software Key Storage Provider</Data>
  <Data Name=""AlgorithmName"">RSA</Data>
  <Data Name=""KeyName"">{9CBAD37E-868E-409C-9846-4666D204C0CB}</Data>
  <Data Name=""KeyType"">%%2499</Data>
  <Data Name=""Operation"">%%2480</Data>
  <Data Name=""ReturnCode"">0x0</Data>
</EventData>",5061,5061 - Cryptographic operation.,0b31dee3-5401-43d7-802a-7c8aab820390,b4fb1b23-129c-4b91-b065-f9bff7660111,"4/16/2021, 8:41:16.044 AM",,,,,,,
,,VictimPC2,Microsoft-Windows-Security-Auditing,Security,12292,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">VictimPC2$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""ClientProcessId"">33864</Data>
  <Data Name=""ClientCreationTime"">2021-04-14T16:00:06.377085500Z</Data>
  <Data Name=""ProviderName"">Microsoft Software Key Storage Provider</Data>
  <Data Name=""AlgorithmName"">UNKNOWN</Data>
  <Data Name=""KeyName"">{9CBAD37E-868E-409C-9846-4666D204C0CB}</Data>
  <Data Name=""KeyType"">%%2499</Data>
  <Data Name=""KeyFilePath"">C:\ProgramData\Microsoft\Crypto\RSA\MachineKeys\2b2573998563c2cadff31a57a46fc655_08c45d1e-04c1-423c-879c-529851bfc407</Data>
  <Data Name=""Operation"">%%2458</Data>
  <Data Name=""ReturnCode"">0x0</Data>
</EventData>",5058,5058 - Key file operation.,0b31dee3-5401-43d7-802a-7c8aab820390,2536a7b5-d4ca-4c4d-a53d-943b4912eab6,"4/16/2021, 8:41:16.044 AM",,,,,,,
,,VictimPC2,Microsoft-Windows-Security-Auditing,Security,12290,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">VictimPC2$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""ProviderName"">Microsoft Software Key Storage Provider</Data>
  <Data Name=""AlgorithmName"">RSA</Data>
  <Data Name=""KeyName"">{9CBAD37E-868E-409C-9846-4666D204C0CB}</Data>
  <Data Name=""KeyType"">%%2499</Data>
  <Data Name=""Operation"">%%2480</Data>
  <Data Name=""ReturnCode"">0x0</Data>
</EventData>",5061,5061 - Cryptographic operation.,0b31dee3-5401-43d7-802a-7c8aab820390,2a70fdaf-9887-446e-be82-793b43d44705,"4/16/2021, 8:41:16.044 AM",,,,,,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,6292e194-ac5c-4860-82fd-602f749922a3,"4/16/2021, 8:41:17.099 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,fa478250-9c37-4764-b5eb-495d37d335c1,"4/16/2021, 8:41:17.099 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,de537989-e9e5-4025-bb19-b9b1374c6f76,"4/16/2021, 8:41:17.099 AM",,,,,NTLM,,
\SERVER,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,66d206b7-f6bd-4d71-b8a1-f929419c2152,"4/16/2021, 8:41:17.099 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,54333639-31dc-4041-bc60-4d40e914ccac,"4/16/2021, 8:41:17.099 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,40f07ab9-5c6c-40c9-9e2f-4cf4c9f1c335,"4/16/2021, 8:41:17.099 AM",,,,,NTLM,,
\OVX,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,a129f9d8-4897-4ded-b25f-af11f1a30a93,"4/16/2021, 8:41:17.099 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,9d72eb97-693c-4313-abc1-a0604f4f55f2,"4/16/2021, 8:41:17.099 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,ad88a639-ecf0-4e60-b5b1-3d783aeb47d7,"4/16/2021, 8:41:17.099 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,4ade7f1d-3002-4b66-9a76-d60664df3869,"4/16/2021, 8:41:17.099 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,962d1570-2284-439d-b3f6-a88c7dd10b63,"4/16/2021, 8:41:17.099 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,2abcf471-99df-4023-9efe-75106968bc65,"4/16/2021, 8:41:17.099 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,9ccb8f91-caf1-4be3-9fa4-4084f592e2f5,"4/16/2021, 8:41:17.099 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,c0d638f2-68bf-45d7-8170-fc105eb894fc,"4/16/2021, 8:41:17.099 AM",,,,,NTLM,,
\SERVER,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,dcd7b5dc-dafa-4afb-a5b7-3afd74351fa4,"4/16/2021, 8:41:17.099 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,c14dbbaf-21b8-4866-ad17-c06d456a22c8,"4/16/2021, 8:41:17.099 AM",,,,,NTLM,,
\ADMIN,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,6e9641bb-c5a9-492c-957e-57546c3a6410,"4/16/2021, 8:41:17.099 AM",,,,,NTLM,,
