Role,Name,Parameters,OrgM,Priority
Organization Configuration,Get-AuthRedirect,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,35
Organization Configuration,Add-GlobalMonitoringOverride,ApplyVersion;BuildRange;Confirm;Debug;DomainController;Duration;ErrorAction;ErrorVariable;Identity;ItemType;OutBuffer;OutVariable;PropertyName;PropertyValue;Roles;Verbose;WarningAction;WarningVariable;WhatIf,1,35
Organization Configuration,Add-AvailabilityAddressSpace,AccessMethod;Confirm;Credentials;Debug;DomainController;ErrorAction;ErrorVariable;ForestName;OutBuffer;OutVariable;ProxyUrl;TargetAutodiscoverEpr;UseServiceAccount;WarningAction;WarningVariable;WhatIf,1,35
Organization Transport Settings,Write-AdminAuditLog,Comment;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,35
Organization Transport Settings,Test-OrganizationRelationship,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;UserIdentity;Verbose;WarningAction;WarningVariable;WhatIf,1,35
Organization Transport Settings,Set-TransportConfig,AddressBookPolicyRoutingEnabled;AgentGeneratedMessageLoopDetectionInSmtpEnabled;AgentGeneratedMessageLoopDetectionInSubmissionEnabled;ClearCategories;Confirm;ConvertDisclaimerWrapperToEml;Debug;DiagnosticsAggregationServicePort;DomainController;DSNConversionMode;ErrorAction;ErrorVariable;ExternalDelayDsnEnabled;ExternalDsnDefaultLanguage;ExternalDsnLanguageDetectionEnabled;ExternalDsnMaxMessageAttachSize;ExternalDsnReportingAuthority;ExternalDsnSendHtml;ExternalPostmasterAddress;Force;GenerateCopyOfDSNFor;HeaderPromotionModeSetting;Identity;InternalDelayDsnEnabled;InternalDsnDefaultLanguage;InternalDsnLanguageDetectionEnabled;InternalDsnMaxMessageAttachSize;InternalDsnReportingAuthority;InternalDsnSendHtml;InternalSMTPServers;JournalingReportNdrTo;MaxAllowedAgentGeneratedMessageDepth;MaxAllowedAgentGeneratedMessageDepthPerAgent;MaxDumpsterSizePerDatabase;MaxDumpsterTime;MaxReceiveSize;MaxRecipientEnvelopeLimit;MaxRetriesForLocalSiteShadow;MaxRetriesForRemoteSiteShadow;MaxSendSize;OutBuffer;OutVariable;QueueDiagnosticsAggregationInterval;RejectMessageOnShadowFailure;Rfc2231EncodingEnabled;SafetyNetHoldTime;ShadowHeartbeatFrequency;ShadowHeartbeatRetryCount;ShadowHeartbeatTimeoutInterval;ShadowMessageAutoDiscardInterval;ShadowMessagePreferenceSetting;ShadowRedundancyEnabled;ShadowResubmitTimeSpan;SupervisionTags;TLSReceiveDomainSecureList;TLSSendDomainSecureList;TransportRuleAttachmentTextScanLimit;Verbose;VerifySecureSubmitEnabled;VoicemailJournalingEnabled;WarningAction;WarningVariable;WhatIf;Xexch50Enabled,1,35
Organization Transport Settings,Set-SystemMessage,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;Name;Original;OutBuffer;OutVariable;Text;Verbose;WarningAction;WarningVariable;WhatIf,1,35
Organization Transport Settings,Set-AdSiteLink,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;ExchangeCost;Identity;MaxMessageSize;Name;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,35
Organization Transport Settings,Set-ADSite,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;HubSiteEnabled;Identity;InboundMailEnabled;OutBuffer;OutVariable;PartnerId;Verbose;WarningAction;WarningVariable;WhatIf,1,35
Organization Transport Settings,Remove-SystemMessage,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,35
Organization Transport Settings,New-SystemMessage,Confirm;Debug;DomainController;DsnCode;ErrorAction;ErrorVariable;Internal;Language;OutBuffer;OutVariable;QuotaMessageType;Text;Verbose;WarningAction;WarningVariable;WhatIf,1,35
Organization Transport Settings,Get-TransportConfig,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,35
Organization Transport Settings,Get-SystemMessage,Debug;DomainController;ErrorAction;ErrorVariable;Identity;Original;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,35
Organization Transport Settings,Get-OrganizationRelationship,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,35
Organization Transport Settings,Get-IntraOrganizationConnector,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,35
Organization Transport Settings,Get-IntraOrganizationConfiguration,Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,35
Organization Transport Settings,Get-EdgeSyncServiceConfig,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Site;Verbose;WarningAction;WarningVariable,1,35
Organization Transport Settings,Get-DomainController,Credential;Debug;DomainName;ErrorAction;ErrorVariable;Forest;GlobalCatalog;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,35
Organization Transport Settings,Get-AdSiteLink,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,35
Organization Transport Settings,Get-ADSite,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,35
POP3 And IMAP4 Protocols,Write-AdminAuditLog,Comment;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,35
POP3 And IMAP4 Protocols,Set-PopSettings,AuthenticatedConnectionTimeout;Banner;CalendarItemRetrievalOption;Confirm;Debug;DomainController;EnableExactRFC822Size;EnableGSSAPIAndNTLMAuth;EnforceCertificateErrors;ErrorAction;ErrorVariable;ExtendedProtectionPolicy;ExternalConnectionSettings;InternalConnectionSettings;LogFileLocation;LogFileRollOverSettings;LoginType;LogPerFileSizeQuota;MaxCommandSize;MaxConnectionFromSingleIP;MaxConnections;MaxConnectionsPerUser;MessageRetrievalMimeFormat;MessageRetrievalSortOrder;OutBuffer;OutVariable;OwaServerUrl;PreAuthenticatedConnectionTimeout;ProtocolLogEnabled;ProxyTargetPort;Server;SSLBindings;SuppressReadReceipt;UnencryptedOrTLSBindings;Verbose;WarningAction;WarningVariable;WhatIf;X509CertificateName,1,35
POP3 And IMAP4 Protocols,Set-ImapSettings,AuthenticatedConnectionTimeout;Banner;CalendarItemRetrievalOption;Confirm;Debug;DomainController;EnableExactRFC822Size;EnableGSSAPIAndNTLMAuth;EnforceCertificateErrors;ErrorAction;ErrorVariable;ExtendedProtectionPolicy;ExternalConnectionSettings;InternalConnectionSettings;LogFileLocation;LogFileRollOverSettings;LoginType;LogPerFileSizeQuota;MaxCommandSize;MaxConnectionFromSingleIP;MaxConnections;MaxConnectionsPerUser;MessageRetrievalMimeFormat;OutBuffer;OutVariable;OwaServerUrl;PreAuthenticatedConnectionTimeout;ProtocolLogEnabled;ProxyTargetPort;Server;ShowHiddenFoldersEnabled;SSLBindings;SuppressReadReceipt;UnencryptedOrTLSBindings;Verbose;WarningAction;WarningVariable;WhatIf;X509CertificateName,1,35
POP3 And IMAP4 Protocols,Get-UMCallRouterSettings,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,1,35
POP3 And IMAP4 Protocols,Get-PopSettings,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,1,35
POP3 And IMAP4 Protocols,Get-ImapSettings,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,1,35
POP3 And IMAP4 Protocols,Get-ExchangeServerAccessLicenseUser,Debug;ErrorAction;ErrorVariable;LicenseName;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,1,35
POP3 And IMAP4 Protocols,Get-ExchangeServerAccessLicense,Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,1,35
POP3 And IMAP4 Protocols,Get-ExchangeServer,Debug;Domain;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,1,35
POP3 And IMAP4 Protocols,Get-DomainController,Credential;Debug;DomainName;ErrorAction;ErrorVariable;Forest;GlobalCatalog;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,35
Public Folders,Update-PublicFolderMailbox,Confirm;CreateAssociatedDumpster;Debug;DomainController;ErrorAction;ErrorVariable;FolderId;ForceOnlineSync;FullSync;Identity;InvokeSynchronizer;OutBuffer;OutVariable;ReconcileFolders;SuppressStatus;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,Suspend-PublicFolderMoveRequest,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;SuspendComment;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,Suspend-PublicFolderMigrationRequest,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;SuspendComment;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,Suspend-PublicFolderMailboxMigrationRequest,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;SuspendComment;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,Start-AuditAssistant,Identity,0,40
Public Folders,Set-UnifiedAuditSetting,Debug;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,40
Public Folders,Set-PublicFolderMoveRequest,AcceptLargeDataLoss;BadItemLimit;CompletedRequestAgeLimit;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;InternalFlags;LargeItemLimit;OutBuffer;OutVariable;Priority;RequestExpiryInterval;SuspendWhenReadyToComplete;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,Set-PublicFolderMigrationRequest,AcceptLargeDataLoss;BadItemLimit;BatchName;CompletedRequestAgeLimit;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;InternalFlags;LargeItemLimit;OutBuffer;OutVariable;PreventCompletion;Priority;RehomeRequest;RequestExpiryInterval;SkipMerging;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,Set-PublicFolderMailboxMigrationRequest,AcceptLargeDataLoss;BadItemLimit;CompletedRequestAgeLimit;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;InternalFlags;LargeItemLimit;OutBuffer;OutVariable;Priority;RehomeRequest;RequestExpiryInterval;SkipMerging;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,Set-PublicFolder,AgeLimit;Confirm;Debug;DomainController;EformsLocaleId;ErrorAction;ErrorVariable;Force;Identity;IssueWarningQuota;MailEnabled;MailRecipientGuid;MaxItemSize;Name;OutBuffer;OutVariable;OverrideContentMailbox;Path;PerUserReadStateEnabled;ProhibitPostQuota;RetainDeletedItemsFor;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,Set-OrganizationConfig,DefaultPublicFolderAgeLimit;DefaultPublicFolderDeletedItemRetention;DefaultPublicFolderIssueWarningQuota;DefaultPublicFolderMaxItemSize;DefaultPublicFolderMovedItemRetention;DefaultPublicFolderProhibitPostQuota;PublicFolderMailboxesLockedForNewConnections;PublicFolderMailboxesMigrationComplete;PublicFolderMigrationComplete;PublicFoldersEnabled;PublicFolderShowClientControl;PublicFoldersLockedForMigration;RemotePublicFolderMailboxes,0,40
Public Folders,Set-Mailbox,DefaultPublicFolderMailbox;Identity;IsExcludedFromServingHierarchy;IsHierarchyReady;IsHierarchySyncEnabled;PublicFolder,0,40
Public Folders,Resume-PublicFolderMoveRequest,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,Resume-PublicFolderMigrationRequest,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,Resume-PublicFolderMailboxMigrationRequest,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,Remove-PublicFolderMoveRequest,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Force;Identity;OutBuffer;OutVariable;RequestGuid;RequestQueue;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,Remove-PublicFolderMigrationRequest,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Force;Identity;OutBuffer;OutVariable;RequestGuid;RequestQueue;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,Remove-PublicFolderMailboxMigrationRequest,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Force;Identity;OutBuffer;OutVariable;RequestGuid;RequestQueue;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,Remove-PublicFolderClientPermission,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;User;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,Remove-PublicFolder,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Recurse;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,New-PublicFolderMoveRequest,AcceptLargeDataLoss;AllowLargeItems;BadItemLimit;CompletedRequestAgeLimit;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Folders;InternalFlags;Name;OutBuffer;OutVariable;Priority;RequestExpiryInterval;Suspend;SuspendComment;SuspendWhenReadyToComplete;TargetMailbox;Verbose;WarningAction;WarningVariable;WhatIf;WorkloadType,0,40
Public Folders,New-PublicFolderMigrationRequest,AcceptLargeDataLoss;BadItemLimit;BatchName;CompletedRequestAgeLimit;Confirm;CSVData;CSVStream;Debug;DomainController;ErrorAction;ErrorVariable;InternalFlags;LargeItemLimit;MigrationMailbox;Name;OutBuffer;OutVariable;Priority;RequestExpiryInterval;SkipMerging;SourceDatabase;SourceEndpoint;Suspend;SuspendComment;Verbose;WarningAction;WarningVariable;WhatIf;WorkloadType,0,40
Public Folders,New-PublicFolder,Confirm;Debug;DomainController;EformsLocaleId;ErrorAction;ErrorVariable;Mailbox;Name;OutBuffer;OutVariable;Path;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,New-Mailbox,Debug;HoldForMigration;IsExcludedFromServingHierarchy;Name;PublicFolder;Verbose;WarningAction;WarningVariable,0,40
Public Folders,Get-User,Debug;DomainController;ErrorAction;ErrorVariable;Filter;Identity;OutBuffer;OutVariable;PublicFolder;ReadFromDomainController;RecipientTypeDetails;ResultSize;Verbose;WarningAction;WarningVariable,0,40
Public Folders,Get-UnifiedAuditSetting,Debug;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;WarningAction;WarningVariable,0,40
Public Folders,Get-PublicFolderStatistics,Debug;DomainController;ErrorAction;ErrorVariable;Identity;Mailbox;OutBuffer;OutVariable;ResultSize;Verbose;WarningAction;WarningVariable,0,40
Public Folders,Get-PublicFolderMoveRequestStatistics,Debug;Diagnostic;DiagnosticArgument;DomainController;ErrorAction;ErrorVariable;Identity;IncludeReport;OutBuffer;OutVariable;ReportOnly;RequestGuid;RequestQueue;Verbose;WarningAction;WarningVariable,0,40
Public Folders,Get-PublicFolderMoveRequest,BatchName;Debug;DomainController;ErrorAction;ErrorVariable;HighPriority;Identity;Name;OutBuffer;OutVariable;RequestQueue;ResultSize;Status;Suspend;Verbose;WarningAction;WarningVariable,0,40
Public Folders,Get-PublicFolderMigrationRequestStatistics,Debug;Diagnostic;DiagnosticArgument;DomainController;ErrorAction;ErrorVariable;Identity;IncludeReport;OutBuffer;OutVariable;ReportOnly;RequestGuid;RequestQueue;Verbose;WarningAction;WarningVariable,0,40
Public Folders,Get-PublicFolderMigrationRequest,BatchName;Debug;DomainController;ErrorAction;ErrorVariable;HighPriority;Identity;Name;OutBuffer;OutVariable;RequestQueue;ResultSize;Status;Suspend;Verbose;WarningAction;WarningVariable,0,40
Public Folders,Get-PublicFolderMailboxMigrationRequestStatistics,Debug;Diagnostic;DiagnosticArgument;DomainController;ErrorAction;ErrorVariable;Identity;IncludeReport;OutBuffer;OutVariable;ReportOnly;RequestGuid;RequestQueue;Verbose;WarningAction;WarningVariable,0,40
Public Folders,Get-PublicFolderMailboxMigrationRequest,BatchName;Debug;DomainController;ErrorAction;ErrorVariable;HighPriority;Identity;Name;OutBuffer;OutVariable;RequestQueue;ResultSize;Status;Suspend;Verbose;WarningAction;WarningVariable,0,40
Public Folders,Get-PublicFolderMailboxDiagnostics,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeDumpsterInfo;IncludeHierarchyInfo;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Public Folders,Get-PublicFolderItemStatistics,Debug;DomainController;ErrorAction;ErrorVariable;Identity;Mailbox;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,40
Public Folders,Get-PublicFolderDatabase,Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeCorrupted;OutBuffer;OutVariable;Server;Status;Verbose;WarningAction;WarningVariable,0,40
Public Folders,Get-PublicFolderClientPermission,Debug;DomainController;ErrorAction;ErrorVariable;Identity;Mailbox;OutBuffer;OutVariable;User;Verbose;WarningAction;WarningVariable,0,40
Public Folders,Get-PublicFolder,Debug;DomainController;ErrorAction;ErrorVariable;GetChildren;Identity;LostAndFound;Mailbox;OutBuffer;OutVariable;Recurse;ResidentFolders;ResultSize;Verbose;WarningAction;WarningVariable,0,40
Public Folders,Get-Mailbox,Database;Debug;DomainController;ErrorAction;ErrorVariable;Filter;Identity;OutBuffer;OutVariable;PublicFolder;RecipientTypeDetails;ResultSize;Server;Verbose;WarningAction;WarningVariable,0,40
Public Folders,Get-DefaultFolderHistory,Debug;DefaultFolderType;ErrorAction;ErrorVariable;FromDateTime;Identity;OutBuffer;OutVariable;ResultSize;ToDateTime;Verbose;WarningAction;WarningVariable,0,40
Public Folders,Add-PublicFolderClientPermission,AccessRights;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;User;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Receive Connectors,Write-AdminAuditLog,Comment;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Receive Connectors,Set-ReceiveConnector,AdvertiseClientSettings;AuthMechanism;AuthTarpitInterval;Banner;BareLinefeedRejectionEnabled;BinaryMimeEnabled;Bindings;ChunkingEnabled;Comment;Confirm;ConnectionInactivityTimeout;ConnectionTimeout;Debug;DefaultDomain;DeliveryStatusNotificationEnabled;DomainController;DomainSecureEnabled;EightBitMimeEnabled;EnableAuthGSSAPI;Enabled;EnhancedStatusCodesEnabled;ErrorAction;ErrorVariable;ExtendedProtectionPolicy;Fqdn;Identity;LongAddressesEnabled;MaxAcknowledgementDelay;MaxHeaderSize;MaxHopCount;MaxInboundConnection;MaxInboundConnectionPercentagePerSource;MaxInboundConnectionPerSource;MaxLocalHopCount;MaxLogonFailures;MaxMessageSize;MaxProtocolErrors;MaxRecipientsPerMessage;MessageRateLimit;MessageRateSource;Name;OrarEnabled;OutBuffer;OutVariable;PermissionGroups;PipeliningEnabled;ProtocolLoggingLevel;RejectReservedSecondLevelRecipientDomains;RejectReservedTopLevelRecipientDomains;RejectSingleLabelRecipientDomains;RemoteIPRanges;RequireEHLODomain;RequireTLS;ServiceDiscoveryFqdn;SizeEnabled;SmtpUtf8Enabled;SuppressXAnonymousTls;TarpitInterval;TlsCertificateName;TlsDomainCapabilities;TlsSenderCertificateName;TransportRole;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Receive Connectors,Remove-ReceiveConnector,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Receive Connectors,New-ReceiveConnector,AdvertiseClientSettings;AuthMechanism;AuthTarpitInterval;Banner;BinaryMimeEnabled;Bindings;ChunkingEnabled;Client;Comment;Confirm;ConnectionInactivityTimeout;ConnectionTimeout;Custom;Debug;DefaultDomain;DeliveryStatusNotificationEnabled;DomainController;DomainSecureEnabled;EightBitMimeEnabled;EnableAuthGSSAPI;Enabled;EnhancedStatusCodesEnabled;ErrorAction;ErrorVariable;ExtendedProtectionPolicy;Fqdn;Internal;Internet;LongAddressesEnabled;MaxAcknowledgementDelay;MaxHeaderSize;MaxHopCount;MaxInboundConnection;MaxInboundConnectionPercentagePerSource;MaxInboundConnectionPerSource;MaxLocalHopCount;MaxLogonFailures;MaxMessageSize;MaxProtocolErrors;MaxRecipientsPerMessage;MessageRateLimit;MessageRateSource;Name;OrarEnabled;OutBuffer;OutVariable;Partner;PermissionGroups;PipeliningEnabled;ProtocolLoggingLevel;RejectReservedSecondLevelRecipientDomains;RejectReservedTopLevelRecipientDomains;RejectSingleLabelRecipientDomains;RemoteIPRanges;RequireEHLODomain;RequireTLS;Server;ServiceDiscoveryFqdn;SizeEnabled;SuppressXAnonymousTls;TarpitInterval;TlsCertificateName;TlsDomainCapabilities;TlsSenderCertificateName;TransportRole;Usage;Verbose;WarningAction;WarningVariable;WhatIf,1,30
Receive Connectors,Get-ReceiveConnector,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,1,30
Receive Connectors,Get-ExchangeServerAccessLicenseUser,Debug;ErrorAction;ErrorVariable;LicenseName;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,1,30
Receive Connectors,Get-ExchangeServerAccessLicense,Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,1,30
Receive Connectors,Get-ExchangeServer,Debug;Domain;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,1,30
Receive Connectors,Get-DomainController,Credential;Debug;DomainName;ErrorAction;ErrorVariable;Forest;GlobalCatalog;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Receive Connectors,Get-AcceptedDomain,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,30
Recipient Policies,Write-AdminAuditLog,Comment;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Recipient Policies,Set-ThrottlingPolicyAssociation,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ThrottlingPolicy;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Recipient Policies,Set-ThrottlingPolicy,AnonymousCostThreshold;AnonymousCutoffBalance;AnonymousMaxBurst;AnonymousMaxConcurrency;AnonymousRechargeRate;BookingSelfServiceCutoffBalance;BookingSelfServiceMaxBurst;BookingSelfServiceMaxConcurrency;BookingSelfServiceRechargeRate;ComplianceMaxExpansionDGRecipients;ComplianceMaxExpansionNestedDGs;Confirm;ConsensusCutoffBalance;ConsensusMaxBurst;ConsensusMaxConcurrency;ConsensusRechargeRate;CpaCutoffBalance;CpaMaxBurst;CpaMaxConcurrency;CpaRechargeRate;Debug;DiscoveryMaxConcurrency;DiscoveryMaxKeywords;DiscoveryMaxKeywordsPerPage;DiscoveryMaxMailboxes;DiscoveryMaxMailboxesResultsOnly;DiscoveryMaxPreviewSearchMailboxes;DiscoveryMaxRefinerResults;DiscoveryMaxSearchQueueDepth;DiscoveryMaxStatsSearchMailboxes;DiscoveryPreviewSearchResultsPageSize;DiscoverySearchTimeoutPeriod;DomainController;EasCutoffBalance;EasMaxBurst;EasMaxConcurrency;EasMaxDeviceDeletesPerMonth;EasMaxDevices;EasMaxInactivityForDeviceCleanup;EasRechargeRate;EncryptionRecipientCutoffBalance;EncryptionRecipientMaxBurst;EncryptionRecipientMaxConcurrency;EncryptionRecipientRechargeRate;EncryptionSenderCutoffBalance;EncryptionSenderMaxBurst;EncryptionSenderMaxConcurrency;EncryptionSenderRechargeRate;ErrorAction;ErrorVariable;EwsCostThreshold;EwsCutoffBalance;EwsMaxBurst;EwsMaxConcurrency;EwsMaxSubscriptions;EwsRechargeRate;ExchangeMaxCmdlets;Force;ForwardeeLimit;Identity;ImapCutoffBalance;ImapMaxBurst;ImapMaxConcurrency;ImapRechargeRate;IsServiceAccount;MessageRateLimit;Name;OutBuffer;OutlookServiceCutoffBalance;OutlookServiceMaxBurst;OutlookServiceMaxConcurrency;OutlookServiceMaxSocketConnectionsPerDevice;OutlookServiceMaxSocketConnectionsPerUser;OutlookServiceMaxSubscriptions;OutlookServiceRechargeRate;OutVariable;OwaCutoffBalance;OwaMaxBurst;OwaMaxConcurrency;OwaRechargeRate;OwaVoiceCutoffBalance;OwaVoiceMaxBurst;OwaVoiceMaxConcurrency;OwaVoiceRechargeRate;PopCutoffBalance;PopMaxBurst;PopMaxConcurrency;PopRechargeRate;PowerShellCutoffBalance;PowerShellMaxBurst;PowerShellMaxCmdletQueueDepth;PowerShellMaxCmdlets;PowerShellMaxCmdletsTimePeriod;PowerShellMaxConcurrency;PowerShellMaxDestructiveCmdlets;PowerShellMaxDestructiveCmdletsTimePeriod;PowerShellMaxOperations;PowerShellMaxRunspaces;PowerShellMaxRunspacesTimePeriod;PowerShellMaxTenantConcurrency;PowerShellMaxTenantRunspaces;PowerShellRechargeRate;PswsMaxConcurrency;PswsMaxRequest;PswsMaxRequestTimePeriod;PushNotificationCutoffBalance;PushNotificationMaxBurst;PushNotificationMaxBurstPerDevice;PushNotificationMaxConcurrency;PushNotificationRechargeRate;PushNotificationRechargeRatePerDevice;PushNotificationSamplingPeriodPerDevice;RcaCutoffBalance;RcaMaxBurst;RcaMaxConcurrency;RcaRechargeRate;RcaSharedCutoffBalance;RcaSharedMaxBurst;RcaSharedMaxConcurrency;RcaSharedRechargeRate;RecipientRateLimit;SchedulesCutoffBalance;SchedulesMaxBurst;SchedulesMaxConcurrency;SchedulesRechargeRate;ThrottlingPolicyScope;Verbose;WarningAction;WarningVariable;WhatIf,1,40
