Alert,Description,Tactic,Severity,Provider,Detection Service,DetectionURL,connectorId,dataTypes
New high privileges role detected(K8S_HighPrivilegesRole),Kubernetes audit log analysis detected a new role with high privileges. A binding to a role with high privileges gives the user\group high privileges in the cluster. Unnecessary privileges might cause privilege escalation in the cluster.,Persistence,Low,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Possible attack tool detected (Preview)(K8S.NODE_KnownLinuxAttackTool),Analysis of processes running within a container indicates a suspicious tool ran. This tool is often associated with malicious users attacking others.,"Execution, Collection, Command And Control, Probing",Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Possible backdoor detected (Preview)(K8S.NODE_LinuxBackdoorArtifact),Analysis of processes running within a container detected a suspicious file being downloaded and run. This activity has previously been associated with installation of a backdoor.,"Persistence, DefenseEvasion, Execution, Exploitation",Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Possible command line exploitation attempt (Preview)(K8S.NODE_ExploitAttempt),Analysis of processes running within a container detected a possible exploitation attempt against a known vulnerability.,Exploitation,Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Possible credential access tool detected (Preview)(K8S.NODE_KnownLinuxCredentialAccessTool),"Analysis of processes running within a container indicates a possible known credential access tool was running on the container, as identified by the specified process and commandline history item. This tool is often associated with attacker attempts to access credentials.",CredentialAccess,Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Possible Cryptocoinminer download detected (Preview)(K8S.NODE_CryptoCoinMinerDownload),Analysis of processes running within a container detected the download of a file normally associated with digital currency mining.,"DefenseEvasion, Command And Control, Exploitation",Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Possible data exfiltration detected (Preview)(K8S.NODE_DataEgressArtifacts),Analysis of host/device data detected a possible data egress condition. Attackers will often egress data from machines they have compromised.,"Collection, Exfiltration",Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Possible Log Tampering Activity Detected (Preview)(K8S.NODE_SystemLogRemoval),Analysis of processes running within a container detected possible removal of files that tracks user's activity during the course of its operation. Attackers often try to evade detection and leave no trace of malicious activities by deleting such log files.,DefenseEvasion,Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Possible password change using crypt-method detected (Preview)(K8S.NODE_SuspectPasswordChange),Analysis of processes running within a container detected a password change using the crypt method. Attackers can make this change to continue access and gain persistence after compromise.,CredentialAccess,Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Potential overriding of common files (Preview)(K8S.NODE_OverridingCommonFiles),Analysis of processes running within a container detected common files as a way to obfuscate their actions or for persistence.,Persistence,Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Potential port forwarding to external IP address (Preview)(K8S.NODE_SuspectPortForwarding),Analysis of processes running within a container detected the initiation of port forwarding to an external IP address.,"Exfiltration, Command And Control",Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Potential reverse shell detected (Preview)(K8S.NODE_ReverseShell),Analysis of processes running within a container detected a potential reverse shell. These are used to get a compromised machine to call back into a machine an attacker owns.,"Exfiltration, Exploitation",Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Privileged container detected(K8S_PrivilegedContainer),"Kubernetes audit log analysis detected a new privileged container. A privileged container has access to the node’s resources and breaks the isolation between containers. If compromised, an attacker can use the privileged container to gain access to the node.",Privilege Escalation,Low,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Process associated with digital currency mining detected (Preview)(K8S.NODE_CryptoCoinMinerArtifacts),Analysis of processes running within a container detected the execution of a process normally associated with digital currency mining.,"Execution, Exploitation",Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Process seen accessing the SSH authorized keys file in an unusual way (Preview)(K8S.NODE_SshKeyAccess),An SSH authorized_keys file was accessed in a method similar to known malware campaigns. This access could signify that an actor is attempting to gain persistent access to a machine.,Unknown,Low,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Role binding to the cluster-admin role detected(K8S_ClusterAdminBinding),Kubernetes audit log analysis detected a new binding to the cluster-admin role which gives administrator privileges. Unnecessary administrator privileges might cause privilege escalation in the cluster.,Persistence,Low,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Screenshot taken on host (Preview)(K8S.NODE_KnownLinuxScreenshotTool),Analysis of host/device data detected the use of a screen capture tool. Attackers may use these tools to access private data.,Collection,Low,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Script extension mismatch detected (Preview)(K8S.NODE_MismatchedScriptFeatures),Analysis of processes running within a container detected a mismatch between the script interpreter and the extension of the script file provided as input. This has frequently been associated with attacker script executions.,DefenseEvasion,Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Security-related process termination detected (Preview)(K8S.NODE_SuspectProcessTermination),Analysis of processes running within a container detected attempt to terminate processes related to security monitoring on the container. Attackers will often try to terminate such processes using predefined scripts post-compromise.,Persistence,Low,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
SSH server is running inside a container (Preview) (Preview)(K8S.NODE_ContainerSSH),Analysis of processes running within a container detected an SSH server running inside the container.,Execution,Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious compilation detected (Preview)(K8S.NODE_SuspectCompilation),Analysis of processes running within a container detected suspicious compilation. Attackers will often compile exploits to escalate privileges.,"PrivilegeEscalation, Exploitation",Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious file timestamp modification (Preview)(K8S.NODE_TimestampTampering),Analysis of host/device data detected a suspicious timestamp modification. Attackers will often copy timestamps from existing legitimate files to new tools to avoid detection of these newly dropped files.,"Persistence, DefenseEvasion",Low,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious request to Kubernetes API (Preview)(K8S.NODE_KubernetesAPI),"Analysis of processes running within a container indicates that a suspicious request was made to the Kubernetes API. The request was sent from a container in the cluster. Although this behavior can be intentional, it might indicate that a compromised container is running in the cluster.",LateralMovement,Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious request to the Kubernetes Dashboard (Preview)(K8S.NODE_KubernetesDashboard),"Analysis of processes running within a container indicates that a suspicious request was made to the Kubernetes Dashboard. The request was sent from a container in the cluster. Although this behavior can be intentional, it might indicate that a compromised container is running in the cluster.",Execution,Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Potential crypto coin miner started (Preview)(K8S.NODE_CryptoCoinMinerExecution),Analysis of processes running within a container detected a process being started in a way normally associated with digital currency mining.,Execution,Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious password access (Preview)(K8S.NODE_SuspectPasswordFileAccess),Analysis of processes running within a container detected suspicious access to encrypted user passwords.,Persistence,Informational,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious use of DNS over HTTPS (Preview)(K8S.NODE_SuspiciousDNSOverHttps),Analysis of processes running within a container indicates the use of a DNS call over HTTPS in an uncommon fashion. This technique is used by attackers to hide calls out to suspect or malicious sites.,"DefenseEvasion, Exfiltration",Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
A possible connection to malicious location has been detected. (Preview)(K8S.NODE_ThreatIntelCommandLineSuspectDomain),Analysis of processes running within a container detected a connection to a location that has been reported to be malicious or unusual. This is an indicator that a compromise may have occured.,InitialAccess,Medium,Azure Containers and Kubernetes clusters,Microsoft Defender for Azure Containers and Kubernetes clusters,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
A possible vulnerability to SQL Injection(SQL.VM_VulnerabilityToSqlInjectionSQL.DB_VulnerabilityToSqlInjectionSQL.MI_VulnerabilityToSqlInjectionSQL.DW_VulnerabilityToSqlInjection),"An application has generated a faulty SQL statement in the database. This can indicate a possible vulnerability to SQL injection attacks. There are two possible reasons for a faulty statement. A defect in application code might have constructed the faulty SQL statement. Or, application code or stored procedures didn't sanitize user input when constructing the faulty SQL statement, which can be exploited for SQL injection.",PreAttack,Medium,SQL Database and Synapse Analytics,Microsoft Defender for SQL Database and Synapse Analytics,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Attempted logon by a potentially harmful application(SQL.DB_HarmfulApplicationSQL.VM_HarmfulApplicationSQL.MI_HarmfulApplicationSQL.DW_HarmfulApplication),A potentially harmful application attempted to access SQL server '{name}'.,PreAttack,High,SQL Database and Synapse Analytics,Microsoft Defender for SQL Database and Synapse Analytics,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Log on from an unusual Azure Data Center(SQL.DB_DataCenterAnomalySQL.VM_DataCenterAnomalySQL.DW_DataCenterAnomalySQL.MI_DataCenterAnomaly),"There has been a change in the access pattern to an SQL Server, where someone has signed in to the server from an unusual Azure Data Center. In some cases, the alert detects a legitimate action (a new application or Azure service). In other cases, the alert detects a malicious action (attacker operating from breached resource in Azure).",Probing,Low,SQL Database and Synapse Analytics,Microsoft Defender for SQL Database and Synapse Analytics,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Log on from an unusual location(SQL.DB_GeoAnomalySQL.VM_GeoAnomalySQL.DW_GeoAnomalySQL.MI_GeoAnomaly),"There has been a change in the access pattern to SQL Server, where someone has signed in to the server from an unusual geographical location. In some cases, the alert detects a legitimate action (a new application or developer maintenance). In other cases, the alert detects a malicious action (a former employee or external attacker).",Exploitation,Medium,SQL Database and Synapse Analytics,Microsoft Defender for SQL Database and Synapse Analytics,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Login from a principal user not seen in 60 days(SQL.DB_PrincipalAnomalySQL.VM_PrincipalAnomalySQL.DW_PrincipalAnomalySQL.MI_PrincipalAnomaly),"A principal user not seen in the last 60 days has logged into your database. If this database is new or this is expected behavior caused by recent changes in the users accessing the database, Defender for Cloud will identify significant changes to the access patterns and attempt to prevent future false positives.",Exploitation,Medium,SQL Database and Synapse Analytics,Microsoft Defender for SQL Database and Synapse Analytics,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Login from a suspicious IP(SQL.VM_SuspiciousIpAnomaly),Your resource has been accessed successfully from an IP address that Microsoft Threat Intelligence has associated with suspicious activity.,PreAttack,Medium,SQL Database and Synapse Analytics,Microsoft Defender for SQL Database and Synapse Analytics,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Potential SQL Brute Force attempt,"An abnormally high number of failed sign in attempts with different credentials have occurred. In some cases, the alert detects penetration testing in action. In other cases, the alert detects a brute force attack.",Probing,High,SQL Database and Synapse Analytics,Microsoft Defender for SQL Database and Synapse Analytics,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Potential SQL injection(SQL.DB_PotentialSqlInjectionSQL.VM_PotentialSqlInjectionSQL.MI_PotentialSqlInjectionSQL.DW_PotentialSqlInjectionSynapse.SQLPool_PotentialSqlInjection),An active exploit has occurred against an identified application vulnerable to SQL injection. This means an attacker is trying to inject malicious SQL statements by using the vulnerable application code or stored procedures.,PreAttack,High,SQL Database and Synapse Analytics,Microsoft Defender for SQL Database and Synapse Analytics,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Potentially Unsafe Action(SQL.DB_UnsafeCommandsSQL.MI_UnsafeCommandsSQL.DW_UnsafeCommands),A potentially unsafe action was attempted on your database '{name}' on server '{name}'.,-,High,SQL Database and Synapse Analytics,Microsoft Defender for SQL Database and Synapse Analytics,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspected brute force attack using a valid user,"A potential brute force attack has been detected on your resource. The attacker is using the valid user sa, which has permissions to login.",PreAttack,High,SQL Database and Synapse Analytics,Microsoft Defender for SQL Database and Synapse Analytics,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspected brute force attack,A potential brute force attack has been detected on your SQL server '{name}'.,PreAttack,High,SQL Database and Synapse Analytics,Microsoft Defender for SQL Database and Synapse Analytics,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspected successful brute force attack(SQL.DB_BruteForceSQL.VM_BruteForceSQL.DW_BruteForceSQL.MI_BruteForce),A successful login occurred after an apparent brute force attack on your resource,PreAttack,High,SQL Database and Synapse Analytics,Microsoft Defender for SQL Database and Synapse Analytics,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Unusual export location,Someone has extracted a massive amount of data from your SQL Server '{name}' to an unusual location.,Exfiltration,High,SQL Database and Synapse Analytics,Microsoft Defender for SQL Database and Synapse Analytics,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspected brute force attack using a valid user(SQL.PostgreSQL_BruteForceSQL.MariaDB_BruteForceSQL.MySQL_BruteForce),"A potential brute force attack has been detected on your resource. The attacker is using the valid user (username), which has permissions to login.",PreAttack,High,Open source relational Databases,Microsoft Defender for Open source relational Databases,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspected successful brute force attack(SQL.PostgreSQL_BruteForceSQL.MySQL_BruteForceSQL.MariaDB_BruteForce),A successful login occurred after an apparent brute force attack on your resource.,PreAttack,High,Open source relational Databases,Microsoft Defender for Open source relational Databases,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
"Suspected brute force attack(""SQL.MySQL_BruteForce"")",A potential brute force attack has been detected on your SQL server '{name}'.,PreAttack,High,Open source relational Databases,Microsoft Defender for Open source relational Databases,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Attempted logon by a potentially harmful application(SQL.PostgreSQL_HarmfulApplicationSQL.MariaDB_HarmfulApplicationSQL.MySQL_HarmfulApplication),A potentially harmful application attempted to access your resource.,PreAttack,High,Open source relational Databases,Microsoft Defender for Open source relational Databases,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Login from a principal user not seen in 60 days(SQL.PostgreSQL_PrincipalAnomalySQL.MariaDB_PrincipalAnomalySQL.MySQL_PrincipalAnomaly),"A principal user not seen in the last 60 days has logged into your database. If this database is new or this is expected behavior caused by recent changes in the users accessing the database, Defender for Cloud will identify significant changes to the access patterns and attempt to prevent future false positives.",Exploitation,Medium,Open source relational Databases,Microsoft Defender for Open source relational Databases,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Login from a domain not seen in 60 days(SQL.MariaDB_DomainAnomalySQL.PostgreSQL_DomainAnomalySQL.MySQL_DomainAnomaly),"A user has logged in to your resource from a domain no other users have connected from in the last 60 days. If this resource is new or this is expected behavior caused by recent changes in the users accessing the resource, Defender for Cloud will identify significant changes to the access patterns and attempt to prevent future false positives.",Exploitation,Medium,Open source relational Databases,Microsoft Defender for Open source relational Databases,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Log on from an unusual Azure Data Center(SQL.PostgreSQL_DataCenterAnomalySQL.MariaDB_DataCenterAnomalySQL.MySQL_DataCenterAnomaly),Someone logged on to your resource from an unusual Azure Data Center.,Probing,Low,Open source relational Databases,Microsoft Defender for Open source relational Databases,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Logon from an unusual cloud provider(SQL.PostgreSQL_CloudProviderAnomalySQL.MariaDB_CloudProviderAnomalySQL.MySQL_CloudProviderAnomaly),"Someone logged on to your resource from a cloud provider not seen in the last 60 days. It's quick and easy for threat actors to obtain disposable compute power for use in their campaigns. If this is expected behavior caused by the recent adoption of a new cloud provider, Defender for Cloud will learn over time and attempt to prevent future false positives.",Exploitation,Medium,Open source relational Databases,Microsoft Defender for Open source relational Databases,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Log on from an unusual location(SQL.MariaDB_GeoAnomalySQL.PostgreSQL_GeoAnomalySQL.MySQL_GeoAnomaly),Someone logged on to your resource from an unusual Azure Data Center.,Exploitation,Medium,Open source relational Databases,Microsoft Defender for Open source relational Databases,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Login from a suspicious IP(SQL.PostgreSQL_SuspiciousIpAnomalySQL.MariaDB_SuspiciousIpAnomalySQL.MySQL_SuspiciousIpAnomaly),Your resource has been accessed successfully from an IP address that Microsoft Threat Intelligence has associated with suspicious activity.,PreAttack,Medium,Open source relational Databases,Microsoft Defender for Open source relational Databases,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Azure Resource Manager operation from suspicious IP address(ARM_OperationFromSuspiciousIP),Microsoft Defender for Resource Manager detected an operation from an IP address that has been marked as suspicious in threat intelligence feeds.,Execution,Medium,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Azure Resource Manager operation from suspicious proxy IP address(ARM_OperationFromSuspiciousProxyIP),"Microsoft Defender for Resource Manager detected a resource management operation from an IP address that is associated with proxy services, such as TOR. While this behavior can be legitimate, it's often seen in malicious activities, when threat actors try to hide their source IP.",Defense Evasion,Medium,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
MicroBurst exploitation toolkit used to enumerate resources in your subscriptions(ARM_MicroBurst.AzDomainInfo),"MicroBurst's Information Gathering module was run on your subscription. This tool can be used to discover resources, permissions and network structures. This was detected by analyzing the Azure Activity logs and resource management operations in your subscription",-,High,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
MicroBurst exploitation toolkit used to enumerate resources in your subscriptions(ARM_MicroBurst.AzureDomainInfo),"MicroBurst's Information Gathering module was run on your subscription. This tool can be used to discover resources, permissions and network structures. This was detected by analyzing the Azure Activity logs and resource management operations in your subscription",-,High,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
MicroBurst exploitation toolkit used to execute code on your virtual machine(ARM_MicroBurst.AzVMBulkCMD),MicroBurst's exploitation toolkit was used to execute code on your virtual machines. This was detected by analyzing Azure Resource Manager operations in your subscription.,Execution,High,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
MicroBurst exploitation toolkit used to execute code on your virtual machine(RM_MicroBurst.AzureRmVMBulkCMD),MicroBurst's exploitation toolkit was used to execute code on your virtual machines. This was detected by analyzing Azure Resource Manager operations in your subscription.,-,High,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
MicroBurst exploitation toolkit used to extract keys from your Azure key vaults(ARM_MicroBurst.AzKeyVaultKeysREST),MicroBurst's exploitation toolkit was used to extract keys from your Azure key vaults. This was detected by analyzing Azure Activity logs and resource management operations in your subscription.,-,High,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
MicroBurst exploitation toolkit used to extract keys to your storage accounts(ARM_MicroBurst.AZStorageKeysREST),MicroBurst's exploitation toolkit was used to extract keys to your storage accounts. This was detected by analyzing Azure Activity logs and resource management operations in your subscription.,Collection,High,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
MicroBurst exploitation toolkit used to extract secrets from your Azure key vaults(ARM_MicroBurst.AzKeyVaultSecretsREST),MicroBurst's exploitation toolkit was used to extract secrets from your Azure key vaults. This was detected by analyzing Azure Activity logs and resource management operations in your subscription.,-,High,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Permissions granted for an RBAC role in an unusual way for your Azure environment (Preview)(ARM_AnomalousRBACRoleAssignment),"Microsoft Defender for Resource Manager detected an RBAC role assignment that's unusual when compared with other assignments performed by the same assigner / performed for the same assignee / in your tenant due to the following anomalies: assignment time, assigner location, assigner, authentication method, assigned entities, client software used, assignment extent. This operation might have been performed by a legitimate user in your organization. Alternatively, it might indicate that an account in your organization was breached, and that the threat actor is trying to grant permissions to an additional user account they own.","Lateral Movement, Defense Evasion",Medium,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PowerZure exploitation toolkit used to elevate access from Azure AD to Azure(ARM_PowerZure.AzureElevatedPrivileges),PowerZure exploitation toolkit was used to elevate access from AzureAD to Azure. This was detected by analyzing Azure Resource Manager operations in your tenant.,-,High,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PowerZure exploitation toolkit used to enumerate resources(ARM_PowerZure.GetAzureTargets),PowerZure exploitation toolkit was used to enumerate resources on behalf of a legitimate user account in your organization. This was detected by analyzing Azure Resource Manager operations in your subscription.,Collection,High,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
"PowerZure exploitation toolkit used to enumerate storage containers, shares, and tables(ARM_PowerZure.ShowStorageContent)","PowerZure exploitation toolkit was used to enumerate storage shares, tables, and containers. This was detected by analyzing Azure Resource Manager operations in your subscription.",-,High,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PowerZure exploitation toolkit used to execute a Runbook in your subscription(ARM_PowerZure.StartRunbook),PowerZure exploitation toolkit was used to execute a Runbook. This was detected by analyzing Azure Resource Manager operations in your subscription.,-,High,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PowerZure exploitation toolkit used to extract Runbooks content(ARM_PowerZure.AzureRunbookContent),PowerZure exploitation toolkit was used to extract Runbook content. This was detected by analyzing Azure Resource Manager operations in your subscription.,Collection,High,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PREVIEW - Activity from a risky IP address(ARM.MCAS_ActivityFromAnonymousIPAddresses),"Users activity from an IP address that has been identified as an anonymous proxy IP address has been detected.These proxies are used by people who want to hide their device's IP address, and can be used for malicious intent. This detection uses a machine learning algorithm that reduces false positives, such as mis-tagged IP addresses that are widely used by users in the organization.Requires an active Microsoft Defender for Cloud Apps license.",-,Medium,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PREVIEW - Activity from infrequent country(ARM.MCAS_ActivityFromInfrequentCountry),Activity from a location that wasn't recently or ever visited by any user in the organization has occurred.This detection considers past activity locations to determine new and infrequent locations. The anomaly detection engine stores information about previous locations used by users in the organization.Requires an active Microsoft Defender for Cloud Apps license.,-,Medium,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PREVIEW - Azurite toolkit run detected(ARM_Azurite),A known cloud-environment reconnaissance toolkit run has been detected in your environment. The tool Azurite can be used by an attacker (or penetration tester) to map your subscriptions' resources and identify insecure configurations.,Collection,High,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
