Schema,Field,InDoc,InCsv,DocClass,CsvClass,DocType,CsvType,CsvLogicalType,DocSource,Description,Example,Note,OriginalDescription
NetworkSession,DstDvcScope,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The cloud platform scope the device belongs to. **DstDvcScope** map to a subscription ID on Azure and to an account ID on AWS.,,,The cloud platform scope the device belongs to. **DstDvcScope** map to a subscription ID on Azure and to an account ID on AWS.
NetworkSession,DstDvcScopeId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The cloud platform scope ID the device belongs to. **DstDvcScopeId** map to a subscription ID on Azure and to an account ID on AWS.,,,The cloud platform scope ID the device belongs to. **DstDvcScopeId** map to a subscription ID on Azure and to an account ID on AWS.
NetworkSession,DstFQDN,Yes,Yes,Optional,Optional,FQDN (String),string,FQDN,SchemaDoc,"The destination device hostname, including domain information when available.",Contoso\DESKTOP-1282V4D,This field supports both traditional FQDN format and Windows domain\hostname format. The [DstDomainType](#dstdomaintype) reflects the format used.,"The destination device hostname, including domain information when available. <br><br>Example: `Contoso\DESKTOP-1282V4D` <br><br>**Note**: This field supports both traditional FQDN format and Windows domain\hostname format. The [DstDomainType](#dstdomaintype) reflects the format used."
NetworkSession,DstGeoCity,Yes,Yes,Optional,Optional,City,string,City,SchemaDoc,"The city associated with the destination IP address. For more information, see [Logical types](normalization-about-schemas.md#logical-types).",Burlington,,"The city associated with the destination IP address. For more information, see [Logical types](normalization-about-schemas.md#logical-types).<br><br>Example: `Burlington`"
NetworkSession,DstGeoCountry,Yes,Yes,Optional,Optional,Country,string,Country,SchemaDoc,"The country/region associated with the destination IP address. For more information, see [Logical types](normalization-about-schemas.md#logical-types).",USA,,"The country/region associated with the destination IP address. For more information, see [Logical types](normalization-about-schemas.md#logical-types).<br><br>Example: `USA`"
NetworkSession,DstGeoLatitude,Yes,Yes,Optional,Optional,Latitude,real,,SchemaDoc,"The latitude of the geographical coordinate associated with the destination IP address. For more information, see [Logical types](normalization-about-schemas.md#logical-types).",44.475833,,"The latitude of the geographical coordinate associated with the destination IP address. For more information, see [Logical types](normalization-about-schemas.md#logical-types).<br><br>Example: `44.475833`"
NetworkSession,DstGeoLongitude,Yes,Yes,Optional,Optional,Longitude,real,,SchemaDoc,"The longitude of the geographical coordinate associated with the destination IP address. For more information, see [Logical types](normalization-about-schemas.md#logical-types).",73.211944,,"The longitude of the geographical coordinate associated with the destination IP address. For more information, see [Logical types](normalization-about-schemas.md#logical-types).<br><br>Example: `73.211944`"
NetworkSession,DstGeoRegion,Yes,Yes,Optional,Optional,Region,string,Region,SchemaDoc,"The region, or state, associated with the destination IP address. For more information, see [Logical types](normalization-about-schemas.md#logical-types).",Vermont,,"The region, or state, associated with the destination IP address. For more information, see [Logical types](normalization-about-schemas.md#logical-types).<br><br>Example: `Vermont`"
NetworkSession,DstHostname,Yes,Yes,Recommended,Recommended,Hostname (String),string,Hostname,SchemaDoc,"The destination device hostname, excluding domain information. If no device name is available, store the relevant IP address in this field.",DESKTOP-1282V4D,,"The destination device hostname, excluding domain information. If no device name is available, store the relevant IP address in this field.<br><br>Example: `DESKTOP-1282V4D`"
NetworkSession,DstInterfaceGuid,Yes,Yes,Optional,Optional,GUID (String),string,GUID,SchemaDoc,The GUID of the network interface used on the destination device.,"46ad544b-eaf0-47ef-, 827c-266030f545a6",,The GUID of the network interface used on the destination device.<br><br>Example:<br>`46ad544b-eaf0-47ef-`<br>`827c-266030f545a6`
NetworkSession,DstInterfaceName,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The network interface used for the connection or session by the destination device.,Microsoft Hyper-V Network Adapter,,The network interface used for the connection or session by the destination device.<br><br>Example: `Microsoft Hyper-V Network Adapter`
NetworkSession,DstIpAddr,Yes,Yes,Recommended,Recommended,IP address,string,IP Address,SchemaDoc,"The IP address of the connection or session destination. If the session uses network address translation, `DstIpAddr` is the publicly visible address, and not the original address of the source, which is stored in [DstNatIpAddr](#dstnatipaddr)",2001:db8::ff00:42:8329,This value is mandatory if [DstHostname](#dsthostname) is specified.,"The IP address of the connection or session destination. If the session uses network address translation, `DstIpAddr` is the publicly visible address, and not the original address of the source, which is stored in [DstNatIpAddr](#dstnatipaddr)<br><br>Example: `2001:db8::ff00:42:8329`<br><br>**Note**: This value is mandatory if [DstHostname](#dsthostname) is specified."
NetworkSession,DstMacAddr,Yes,Yes,Optional,Optional,MAC Address (String),string,MAC address,SchemaDoc,The MAC address of the network interface used for the connection or session by the destination device.,06:10:9f:eb:8f:14,,The MAC address of the network interface used for the connection or session by the destination device.<br><br>Example: `06:10:9f:eb:8f:14`
NetworkSession,DstNatIpAddr,Yes,Yes,Optional,Optional,IP address,string,IP Address,SchemaDoc,The **DstNatIpAddr** represents either of:<br> - The original address of the destination device if network address translation was used.<br> - The IP address used by the intermediary device for communication with the source.,2::1,,The **DstNatIpAddr** represents either of:<br> - The original address of the destination device if network address translation was used.<br> - The IP address used by the intermediary device for communication with the source.<br><br>Example: `2::1`
NetworkSession,DstNatPortNumber,Yes,Yes,Optional,Optional,Integer,int,,SchemaDoc,"If reported by an intermediary NAT device, the port used by the NAT device for communication with the source.",443,,"If reported by an intermediary NAT device, the port used by the NAT device for communication with the source.<br><br>Example: `443`"
NetworkSession,DstOriginalUserType,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The original destination user type, if provided by the source.",,,"The original destination user type, if provided by the source."
NetworkSession,DstPackets,Yes,Yes,Optional,Optional,Long,long,,SchemaDoc,"The number of packets sent from the destination to the source for the connection or session. The meaning of a packet is defined by the reporting device. If the event is aggregated, **DstPackets** should be the sum over all aggregated sessions.",446,,"The number of packets sent from the destination to the source for the connection or session. The meaning of a packet is defined by the reporting device. If the event is aggregated, **DstPackets** should be the sum over all aggregated sessions.<br><br>Example: `446`"
NetworkSession,DstPortNumber,Yes,Yes,Optional,Optional,Integer,int,,SchemaDoc,The destination IP port.,443,,The destination IP port.<br><br>Example: `443`
NetworkSession,DstProcessGuid,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,A generated unique identifier (GUID) of the process that terminated the network session.,EF3BD0BD-2B74-60C5-AF5C-010000001E00,,A generated unique identifier (GUID) of the process that terminated the network session.   <br><br> Example: `EF3BD0BD-2B74-60C5-AF5C-010000001E00`
NetworkSession,DstProcessId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The process ID (PID) of the process that terminated the network session.,48610176,"The type is defined as *string* to support varying systems, but on Windows and Linux this value must be numeric. <br><br>If you are using a Windows or Linux machine and used a different type, make sure to convert the values. For example, if you used a hexadecimal value, convert it to a decimal value.","The process ID (PID) of the process that terminated the network session.<br><br>Example:  `48610176` <br><br>**Note**: The type is defined as *string* to support varying systems, but on Windows and Linux this value must be numeric. <br><br>If you are using a Windows or Linux machine and used a different type, make sure to convert the values. For example, if you used a hexadecimal value, convert it to a decimal value."
NetworkSession,DstProcessName,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The file name of the process that terminated the network session. This name is typically considered to be the process name.,C:\Windows\explorer.exe,,The file name of the process that terminated the network session. This name is typically considered to be the process name.  <br><br>Example: `C:\Windows\explorer.exe`
NetworkSession,DstUserId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"A machine-readable, alphanumeric, unique representation of the destination user. For the supported format for different ID types, refer to [the User entity](normalization-entity-user.md).",S-1-12,,"A machine-readable, alphanumeric, unique representation of the destination user. For the supported format for different ID types, refer to [the User entity](normalization-entity-user.md). <br><br>Example: `S-1-12`"
NetworkSession,DstUserIdType,Yes,Yes,Conditional,Conditional,UserIdType,string,Enumerated,SchemaDoc,"The type of the ID stored in the [DstUserId](#dstuserid) field. For a list of allowed values and further information, refer to [UserIdType](normalization-entity-user.md#useridtype) in the [Schema Overview article](normalization-about-schemas.md).",,,"The type of the ID stored in the [DstUserId](#dstuserid) field. For a list of allowed values and further information, refer to [UserIdType](normalization-entity-user.md#useridtype) in the [Schema Overview article](normalization-about-schemas.md)."
NetworkSession,DstUserScope,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The scope, such as Microsoft Entra tenant, in which [DstUserId](#dstuserid) and [DstUsername](#dstusername) are defined. or more information and list of allowed values, see [UserScope](normalization-entity-user.md#userscope) in the [Schema Overview article](normalization-about-schemas.md).",,,"The scope, such as Microsoft Entra tenant, in which [DstUserId](#dstuserid) and [DstUsername](#dstusername) are defined. or more information and list of allowed values, see [UserScope](normalization-entity-user.md#userscope) in the [Schema Overview article](normalization-about-schemas.md)."
NetworkSession,DstUserScopeId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The scope ID, such as Microsoft Entra Directory ID, in which [DstUserId](#dstuserid) and [DstUsername](#dstusername) are defined. for more information and list of allowed values, see [UserScopeId](normalization-entity-user.md#userscopeid) in the [Schema Overview article](normalization-about-schemas.md).",,,"The scope ID, such as Microsoft Entra Directory ID, in which [DstUserId](#dstuserid) and [DstUsername](#dstusername) are defined. for more information and list of allowed values, see [UserScopeId](normalization-entity-user.md#userscopeid) in the [Schema Overview article](normalization-about-schemas.md)."
NetworkSession,DstUserType,Yes,Yes,Optional,Optional,UserType,string,Enumerated,SchemaDoc,"The type of destination user. For a list of allowed values and further information, refer to [UserType](normalization-entity-user.md#usertype) in the [Schema Overview article](normalization-about-schemas.md).",,"The value might be provided in the source record by using different terms, which should be normalized to these values. Store the original value in the [DstOriginalUserType](#dstoriginalusertype) field.","The type of destination user. For a list of allowed values and further information, refer to [UserType](normalization-entity-user.md#usertype) in the [Schema Overview article](normalization-about-schemas.md). <br><br>**Note**: The value might be provided in the source record by using different terms, which should be normalized to these values. Store the original value in the [DstOriginalUserType](#dstoriginalusertype) field."
NetworkSession,DstUsername,Yes,Yes,Optional,Optional,Username (String),string,Username,SchemaDoc,"The destination username, including domain information when available. For the supported format for different ID types, refer to [the User entity](normalization-entity-user.md). Use the simple form only if domain information isn't available.<br><br>Store the Username type in the [DstUsernameType](#dstusernametype) field. If other username formats are available, store them in the fields `DstUsername<UsernameType>`.",AlbertE,,"The destination username, including domain information when available. For the supported format for different ID types, refer to [the User entity](normalization-entity-user.md). Use the simple form only if domain information isn't available.<br><br>Store the Username type in the [DstUsernameType](#dstusernametype) field. If other username formats are available, store them in the fields `DstUsername<UsernameType>`.<br><br>Example: `AlbertE`"
NetworkSession,DstUsernameType,Yes,Yes,Conditional,Conditional,UsernameType,string,Enumerated,SchemaDoc,"Specifies the type of the username stored in the [DstUsername](#dstusername) field. For a list of allowed values and further information, refer to [UsernameType](normalization-entity-user.md#usernametype) in the [Schema Overview article](normalization-about-schemas.md).",Windows,,"Specifies the type of the username stored in the [DstUsername](#dstusername) field. For a list of allowed values and further information, refer to [UsernameType](normalization-entity-user.md#usernametype) in the [Schema Overview article](normalization-about-schemas.md).<br><br>Example: `Windows`"
NetworkSession,DstVlanId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The VLAN ID related to the destination device.,130,,The VLAN ID related to the destination device.<br><br>Example: `130`
NetworkSession,DstZone,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The network zone of the destination, as defined by the reporting device.",Dmz,,"The network zone of the destination, as defined by the reporting device.<br><br>Example: `Dmz`"
NetworkSession,Duration,Yes,Yes,Alias,Alias,,int,,SchemaDoc,Alias to [NetworkDuration](#networkduration).,,,Alias to [NetworkDuration](#networkduration).
NetworkSession,Dvc,Yes,Yes,Alias,Mandatory,String,string,,CommonFields,"A unique identifier of the device on which the event occurred or which reported the event, depending on the schema. <br><br>This field might alias the [DvcFQDN](#dvcfqdn), [DvcId](#dvcid), [DvcHostname](#dvchostname), or [DvcIpAddr](#dvcipaddr) fields. For cloud sources, for which there is no apparent device, use the same value as the [Event Product](#eventproduct) field.",,,"A unique identifier of the device on which the event occurred or which reported the event, depending on the schema. <br><br>This field might alias the [DvcFQDN](#dvcfqdn), [DvcId](#dvcid), [DvcHostname](#dvchostname), or [DvcIpAddr](#dvcipaddr) fields. For cloud sources, for which there is no apparent device, use the same value as the [Event Product](#eventproduct) field."
NetworkSession,DvcAction,Yes,Yes,Recommended,Recommended,Enumerated,string,Enumerated,SchemaDoc,The action taken on the network session. Supported values are:<br>- `Allow`<br>- `Deny`<br>- `Drop`<br>- `Drop ICMP`<br>- `Reset`<br>- `Reset Source`<br>- `Reset Destination`<br>- `Encrypt`<br>- `Decrypt`<br>- `VPNroute`,drop,"The value might be provided in the source record by using different terms, which should be normalized to these values. The original value should be stored in the [DvcOriginalAction](normalization-common-fields.md#dvcoriginalaction) field.","The action taken on the network session. Supported values are:<br>- `Allow`<br>- `Deny`<br>- `Drop`<br>- `Drop ICMP`<br>- `Reset`<br>- `Reset Source`<br>- `Reset Destination`<br>- `Encrypt`<br>- `Decrypt`<br>- `VPNroute`<br><br>**Note**: The value might be provided in the source record by using different terms, which should be normalized to these values. The original value should be stored in the [DvcOriginalAction](normalization-common-fields.md#dvcoriginalaction) field.<br><br>Example: `drop`"
NetworkSession,DvcDescription,Yes,Yes,Optional,Optional,String,string,,CommonFields,A descriptive text associated with the device. For,Primary Domain Controller.,,A descriptive text associated with the device. For example: `Primary Domain Controller`.
NetworkSession,DvcDomain,Yes,Yes,Recommended,Recommended,Domain (String),string,Domain,CommonFields,"The domain of the device on which the event occurred or which reported the event, depending on the schema.",Contoso,,"The domain of the device on which the event occurred or which reported the event, depending on the schema.<br><br>Example: `Contoso`"
NetworkSession,DvcDomainType,Yes,Yes,Conditional,Conditional,Enumerated,string,Enumerated,CommonFields,"The type of  [DvcDomain](#dvcdomain). For a list of allowed values and further information, refer to [DomainType](normalization-entity-device.md#domaintype).",,This field is required if the [DvcDomain](#dvcdomain) field is used.,"The type of  [DvcDomain](#dvcdomain). For a list of allowed values and further information, refer to [DomainType](normalization-entity-device.md#domaintype).<br><br>**Note**: This field is required if the [DvcDomain](#dvcdomain) field is used."
NetworkSession,DvcFQDN,Yes,Yes,Optional,Optional,FQDN (String),string,FQDN,CommonFields,"The hostname of the device on which the event occurred or which reported the event, depending on the schema.",Contoso\DESKTOP-1282V4D,This field supports both traditional FQDN format and Windows domain\hostname format. The  [DvcDomainType](#dvcdomaintype) field reflects the format used.,"The hostname of the device on which the event occurred or which reported the event, depending on the schema. <br><br> Example: `Contoso\DESKTOP-1282V4D`<br><br>**Note**: This field supports both traditional FQDN format and Windows domain\hostname format. The  [DvcDomainType](#dvcdomaintype) field reflects the format used."
NetworkSession,DvcHostname,Yes,Yes,Recommended,Recommended,Hostname,string,Hostname,CommonFields,"The hostname of the device on which the event occurred or which reported the event, depending on the schema.",ContosoDc,,"The hostname of the device on which the event occurred or which reported the event, depending on the schema. <br><br>Example: `ContosoDc`"
NetworkSession,DvcId,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The unique ID of the device on which the event occurred or which reported the event, depending on the schema.",41502da5-21b7-48ec-81c9-baeea8d7d669,,"The unique ID of the device on which the event occurred or which reported the event, depending on the schema. <br><br>Example: `41502da5-21b7-48ec-81c9-baeea8d7d669`"
NetworkSession,DvcIdType,Yes,Yes,Conditional,Conditional,Enumerated,string,Enumerated,CommonFields,"The type of [DvcId](#dvcid). For a list of allowed values and further information, refer to [DvcIdType](#dvcidtype).<br>- `MDEid`<br><br>If multiple IDs are available, use the first one from the list, and store the others by using the field names **DvcAzureResourceId** and **DvcMDEid**, respectively.",,This field is required if the [DvcId](#dvcid) field is used.,"The type of [DvcId](#dvcid). For a list of allowed values and further information, refer to [DvcIdType](#dvcidtype).<br>- `MDEid`<br><br>If multiple IDs are available, use the first one from the list, and store the others by using the field names **DvcAzureResourceId** and **DvcMDEid**, respectively.<br><br>**Note**: This field is required if the [DvcId](#dvcid) field is used."
NetworkSession,DvcInboundInterface,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"If reported by an intermediary device, the network interface used by the NAT device for the connection to the source device.",eth0,,"If reported by an intermediary device, the network interface used by the NAT device for the connection to the source device.<br><br>Example: `eth0`"
NetworkSession,DvcInterface,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The network interface on which data was captured. This field is  typically relevant to network related activity, which is captured by an intermediate or tap device.",,,"The network interface on which data was captured. This field is  typically relevant to network related activity, which is captured by an intermediate or tap device."
NetworkSession,DvcIpAddr,Yes,Yes,Recommended,Recommended,IP address,string,IP Address,CommonFields,"The IP address of the device on which the event occurred or which reported the event, depending on the schema.",45.21.42.12,,"The IP address of the device on which the event occurred or which reported the event, depending on the schema. <br><br>Example: `45.21.42.12`"
NetworkSession,DvcMacAddr,Yes,Yes,Optional,Optional,MAC address,string,MAC address,CommonFields,The MAC address of the device on which the event occurred or which reported the event.,00:1B:44:11:3A:B7,,The MAC address of the device on which the event occurred or which reported the event.  <br><br>Example: `00:1B:44:11:3A:B7`
NetworkSession,DvcOriginalAction,Yes,Yes,Optional,Optional,String,string,,CommonFields,The original [DvcAction](#dvcaction) as provided by the reporting device.,,,The original [DvcAction](#dvcaction) as provided by the reporting device.
NetworkSession,DvcOs,Yes,Yes,Optional,Optional,String,string,,CommonFields,The operating system running on the device on which the event occurred or which reported the event.,Windows,,The operating system running on the device on which the event occurred or which reported the event.    <br><br>Example: `Windows`
NetworkSession,DvcOsVersion,Yes,Yes,Optional,Optional,String,string,,CommonFields,The version of the operating system on the device on which the event occurred or which reported the event.,10,,The version of the operating system on the device on which the event occurred or which reported the event. <br><br>Example: `10`
NetworkSession,DvcOutboundInterface,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"If reported by an intermediary device, the network interface used by the NAT device for the connection to the destination device.",Ethernet adapter Ethernet 4e,,"If reported by an intermediary device, the network interface used by the NAT device for the connection to the destination device.<br><br>Example: `Ethernet adapter Ethernet 4e`"
NetworkSession,DvcScope,Yes,Yes,Optional,Optional,String,string,,CommonFields,The cloud platform scope the device belongs to. **DvcScope** map to a subscription ID on Azure and to an account ID on AWS.,,,The cloud platform scope the device belongs to. **DvcScope** map to a subscription ID on Azure and to an account ID on AWS.
NetworkSession,DvcScopeId,Yes,Yes,Optional,Optional,String,string,,CommonFields,The cloud platform scope ID the device belongs to. **DvcScopeId** map to a subscription ID on Azure and to an account ID on AWS.,,,The cloud platform scope ID the device belongs to. **DvcScopeId** map to a subscription ID on Azure and to an account ID on AWS.
NetworkSession,DvcZone,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The network on which the event occurred or which reported the event, depending on the schema. The zone is defined by the reporting device.",Dmz,,"The network on which the event occurred or which reported the event, depending on the schema. The zone is defined by the reporting device.<br><br>Example: `Dmz`"
NetworkSession,EventCount,Yes,Yes,Mandatory,Mandatory,Integer,int,,SchemaDoc,"Netflow sources support aggregation, and the **EventCount** field should be set to the value of the Netflow **FLOWS** field. For other sources, the value is typically set to `1`.",,,"Netflow sources support aggregation, and the **EventCount** field should be set to the value of the Netflow **FLOWS** field. For other sources, the value is typically set to `1`."
NetworkSession,EventEndTime,Yes,Yes,Mandatory,Mandatory,Date/time,datetime,,CommonFields,"The time in which the event ended. If the source supports aggregation and the record represents multiple events, the time that the last event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field.",,,"The time in which the event ended. If the source supports aggregation and the record represents multiple events, the time that the last event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field."
NetworkSession,EventMessage,Yes,Yes,Optional,Optional,String,string,,CommonFields,"A general message or description, either included in or generated from the record.",,,"A general message or description, either included in or generated from the record."
NetworkSession,EventOriginalResultDetails,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The original result details provided by the source. This value is used to derive [EventResultDetails](#eventresultdetails), which should have only one of the values documented for each schema.",,,"The original result details provided by the source. This value is used to derive [EventResultDetails](#eventresultdetails), which should have only one of the values documented for each schema."
NetworkSession,EventOriginalSeverity,Yes,Yes,Optional,Optional,String,string,,CommonFields,The original severity as provided by the reporting device. This value is used to derive [EventSeverity](#eventseverity).,,,The original severity as provided by the reporting device. This value is used to derive [EventSeverity](#eventseverity).
NetworkSession,EventOriginalSubType,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The original event subtype or ID, if provided by the source. For example, this field is used to store the original Windows logon type. This value is used to derive [EventSubType](#eventsubtype), which should have only one of the values documented for each schema.",2,,"The original event subtype or ID, if provided by the source. For example, this field is used to store the original Windows logon type. This value is used to derive [EventSubType](#eventsubtype), which should have only one of the values documented for each schema.<br><br>Example: `2`"
NetworkSession,EventOriginalType,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The original event type or ID, if provided by the source. For example, this field is used to store the original Windows event ID. This value is used to derive [EventType](#eventtype), which should have only one of the values documented for each schema.",4624,,"The original event type or ID, if provided by the source. For example, this field is used to store the original Windows event ID. This value is used to derive [EventType](#eventtype), which should have only one of the values documented for each schema.<br><br>Example: `4624`"
NetworkSession,EventOriginalUid,Yes,Yes,Optional,Optional,String,string,,CommonFields,"A unique ID of the original record, if provided by the source.",69f37748-ddcd-4331-bf0f-b137f1ea83b,,"A unique ID of the original record, if provided by the source.<br><br>Example: `69f37748-ddcd-4331-bf0f-b137f1ea83b`"
NetworkSession,EventOwner,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The owner of the event, which is usually the department or subsidiary in which it was generated.",,,"The owner of the event, which is usually the department or subsidiary in which it was generated."
NetworkSession,EventProduct,Yes,Yes,Mandatory,Mandatory,String,string,Enumerated,CommonFields,The product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).,Sysmon,,The product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).<br><br>Example: `Sysmon`
NetworkSession,EventProductVersion,Yes,Yes,Optional,Optional,String,string,,CommonFields,The version of the product generating the event.,12.1,,The version of the product generating the event. <br><br>Example: `12.1`
NetworkSession,EventReportUrl,Yes,Yes,Optional,Optional,URL (String),string,URL,CommonFields,A URL provided in the event for a resource that provides more information about the event.,,,A URL provided in the event for a resource that provides more information about the event.
NetworkSession,EventResult,Yes,Yes,Mandatory,Mandatory,Enumerated,string,Enumerated,SchemaDoc,"If the source device does not provide an event result, **EventResult** should be based on the value of [DvcAction](#dvcaction).  If [DvcAction](#dvcaction) is `Deny`, `Drop`, `Drop ICMP`, `Reset`, `Reset Source`, or `Reset Destination`<br>, **EventResult** should be `Failure`. Otherwise, **EventResult** should be `Success`.",,,"If the source device does not provide an event result, **EventResult** should be based on the value of [DvcAction](#dvcaction).  If [DvcAction](#dvcaction) is `Deny`, `Drop`, `Drop ICMP`, `Reset`, `Reset Source`, or `Reset Destination`<br>, **EventResult** should be `Failure`. Otherwise, **EventResult** should be `Success`."
NetworkSession,EventResultDetails,Yes,Yes,Recommended,Recommended,Enumerated,string,Enumerated,SchemaDoc,"Reason or details for the result reported in the [EventResult](#eventresult) field. Supported values are:<br> - Failover <br> - Invalid TCP <br> - Invalid Tunnel<br> - Maximum Retry<br> - Reset<br> - Routing issue<br> - Simulation<br> - Terminated<br> - Timeout<br> - Transient error<br> - Unknown<br> - NA.<br><br>The original, source specific, value is stored in the [EventOriginalResultDetails](normalization-common-fields.md#eventoriginalresultdetails) field.",,,"Reason or details for the result reported in the [EventResult](#eventresult) field. Supported values are:<br> - Failover <br> - Invalid TCP <br> - Invalid Tunnel<br> - Maximum Retry<br> - Reset<br> - Routing issue<br> - Simulation<br> - Terminated<br> - Timeout<br> - Transient error<br> - Unknown<br> - NA.<br><br>The original, source specific, value is stored in the [EventOriginalResultDetails](normalization-common-fields.md#eventoriginalresultdetails) field."
NetworkSession,EventSchema,Yes,Yes,Mandatory,Mandatory,Enumerated,string,Enumerated,SchemaDoc,The name of the schema documented here is `NetworkSession`.,,,The name of the schema documented here is `NetworkSession`.
NetworkSession,EventSchemaVersion,Yes,Yes,Mandatory,Mandatory,SchemaVersion (String),string,SchemaVersion,SchemaDoc,The version of the schema. The version of the schema documented here is `0.2.7`.,,,The version of the schema. The version of the schema documented here is `0.2.7`.
NetworkSession,EventSeverity,Yes,Yes,Optional,Optional,Enumerated,string,Enumerated,SchemaDoc,"If the source device does not provide an event severity, **EventSeverity** should be based on the value of [DvcAction](#dvcaction).  If [DvcAction](#dvcaction) is `Deny`, `Drop`, `Drop ICMP`, `Reset`, `Reset Source`, or `Reset Destination`<br>, **EventSeverity** should be `Low`. Otherwise, **EventSeverity** should be `Informational`.",,,"If the source device does not provide an event severity, **EventSeverity** should be based on the value of [DvcAction](#dvcaction).  If [DvcAction](#dvcaction) is `Deny`, `Drop`, `Drop ICMP`, `Reset`, `Reset Source`, or `Reset Destination`<br>, **EventSeverity** should be `Low`. Otherwise, **EventSeverity** should be `Informational`."
NetworkSession,EventStartTime,Yes,Yes,Mandatory,Mandatory,Date/time,datetime,,CommonFields,"The time in which the event started. If the source supports aggregation and the record represents multiple events, the time that the first event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field.",,,"The time in which the event started. If the source supports aggregation and the record represents multiple events, the time that the first event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field."
NetworkSession,EventSubType,Yes,Yes,Optional,Optional,Enumerated,string,Enumerated,SchemaDoc,"Additional description of the event type, if applicable. <br> For Network Session records, supported values include:<br>- `Start`<br>- `End`<br><br>This is field is not relevant for `Flow` events.",,,"Additional description of the event type, if applicable. <br> For Network Session records, supported values include:<br>- `Start`<br>- `End`<br><br>This is field is not relevant for `Flow` events."
NetworkSession,EventType,Yes,Yes,Mandatory,Mandatory,Enumerated,string,Enumerated,SchemaDoc,"Describes the scenario reported by the record.<br><br> For Network Session records, the allowed values are:<br> - `EndpointNetworkSession`<br> - `NetworkSession` <br> - `L2NetworkSession`<br>- `IDS` <br> - `Flow`<br><br>For more information on event types, refer to the [schema overview](#schema-overview)",,,"Describes the scenario reported by the record.<br><br> For Network Session records, the allowed values are:<br> - `EndpointNetworkSession`<br> - `NetworkSession` <br> - `L2NetworkSession`<br>- `IDS` <br> - `Flow`<br><br>For more information on event types, refer to the [schema overview](#schema-overview)"
NetworkSession,EventUid,Yes,Yes,Recommended,Recommended,String,string,,CommonFields,"The unique ID of the record, as assigned by Microsoft Sentinel. This field is typically mapped to the `_ItemId` Log Analytics field.",,,"The unique ID of the record, as assigned by Microsoft Sentinel. This field is typically mapped to the `_ItemId` Log Analytics field."
NetworkSession,EventVendor,Yes,Yes,Mandatory,Mandatory,String,string,Enumerated,CommonFields,The vendor of the product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).,"Microsoft ,",,The vendor of the product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).<br><br>Example: `Microsoft`  <br><br>
NetworkSession,Hostname,Yes,Yes,Alias,Alias,,string,Hostname,SchemaDoc,"- If the event type is `NetworkSession`, `Flow` or `L2NetworkSession`, Hostname is an alias to [DstHostname](#dsthostname).<br> - If the event type is `EndpointNetworkSession`, Hostname is an alias to `RemoteHostname`, which can alias either [DstHostname](#dsthostname) or [SrcHostName](#srchostname), depending on [NetworkDirection](#networkdirection)",,,"- If the event type is `NetworkSession`, `Flow` or `L2NetworkSession`, Hostname is an alias to [DstHostname](#dsthostname).<br> - If the event type is `EndpointNetworkSession`, Hostname is an alias to `RemoteHostname`, which can alias either [DstHostname](#dsthostname) or [SrcHostName](#srchostname), depending on [NetworkDirection](#networkdirection)"
NetworkSession,InnerVlanId,Yes,Yes,Alias,Alias,,string,,SchemaDoc,"Alias to [SrcVlanId](#srcvlanid). <br><br>In many cases, the VLAN can't be determined as a source or a destination but is characterized as inner or outer. This alias to signifies that [SrcVlanId](#srcvlanid) should be used when the VLAN is characterized as inner.",,,"Alias to [SrcVlanId](#srcvlanid). <br><br>In many cases, the VLAN can't be determined as a source or a destination but is characterized as inner or outer. This alias to signifies that [SrcVlanId](#srcvlanid) should be used when the VLAN is characterized as inner."
