"solution_name","solution_folder","solution_github_url","playbook_name","playbook_file","api_name","api_kind","is_custom","is_sentinel","connection_count","connection_kinds","connection_names","action_count","parameters"
"QualysVM","QualysVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/QualysVM","QualysVM-GetAssetDetails","QualysVMPlaybooks/QualysVM-GetAssetDetails/azuredeploy.json","QualysCustomConnector","customApi","true","false","1","V1","[variables('QualyscustomconnectorConnectionName')]","1","[{""action"": ""Get_Asset_Details_By_IP"", ""method"": ""post"", ""path"": ""/api/2.0/fo/asset/host/""}]"
"QualysVM","QualysVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/QualysVM","QualysVM-GetAssetDetails","QualysVMPlaybooks/QualysVM-GetAssetDetails/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('MicrosoftSentinelConnectionName')]","2","[{""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Entities_-_Get_IPs"", ""method"": ""post"", ""path"": ""/entities/ip""}]"
"QualysVM","QualysVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/QualysVM","QualysVM-GetAssets-ByCVEID","QualysVMPlaybooks/QualysVM-GetAssets-ByCVEID/azuredeploy.json","QualysCustomConnector","customApi","true","false","1","V1","[variables('QualyscustomconnectorConnectionName')]","8","[{""action"": ""Create_Dynamic_Search_List_of_CVEs"", ""method"": ""post"", ""path"": ""/api/2.0/fo/qid/search_list/dynamic/""}, {""action"": ""Create_Scan_Report_Template"", ""method"": ""post"", ""path"": ""/api/2.0/fo/report/template/scan/""}, {""action"": ""Delete_Dynamic_Search_List"", ""method"": ""post"", ""path"": ""/api/2.0/fo/qid/search_list/dynamic/""}, {""action"": ""Delete_Scan_Report_Template"", ""method"": ""post"", ""path"": ""/api/2.0/fo/report/template/scan/""}, {""action"": ""Download_Report"", ""method"": ""post"", ""path"": ""/api/2.0/fo/report/""}, {""action"": ""Get_Report_Status"", ""method"": ""post"", ""path"": ""/api/2.0/fo/report/""}, {""action"": ""Launch_Scan_Report"", ""method"": ""post"", ""path"": ""/api/2.0/fo/report/""}, {""action"": ""Get_Report_Status_Again"", ""method"": ""post"", ""path"": ""/api/2.0/fo/report/""}]"
"QualysVM","QualysVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/QualysVM","QualysVM-GetAssets-ByCVEID","QualysVMPlaybooks/QualysVM-GetAssets-ByCVEID/azuredeploy.json","azureblob","managedApi","false","false","1","V1","[variables('AzureblobConnectionName')]","2","[{""action"": ""Create_SAS_URI_by_path_(V2)"", ""method"": ""post"", ""path"": ""/v2/datasets/@{encodeURIComponent('AccountNameFromSettings')}/CreateSharedLinkByPath""}, {""action"": ""Create_blob_(V2)"", ""method"": ""post"", ""path"": ""/v2/datasets/@{encodeURIComponent(encodeURIComponent('AccountNameFromSettings'))}/files""}]"
"QualysVM","QualysVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/QualysVM","QualysVM-GetAssets-ByCVEID","QualysVMPlaybooks/QualysVM-GetAssets-ByCVEID/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('MicrosoftSentinelConnectionName')]","1","[{""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}]"
"QualysVM","QualysVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/QualysVM","QualysVM-GetAssets-ByOpenPort","QualysVMPlaybooks/QualysVM-GetAssets-ByOpenPort/azuredeploy.json","QualysCustomConnector","customApi","true","false","1","V1","[variables('QualyscustomconnectorConnectionName')]","2","[{""action"": ""Asset_Count_for_Port"", ""method"": ""post"", ""path"": ""/qps/rest/2.0/count/am/hostasset""}, {""action"": ""Search_Asset_By_Port"", ""method"": ""post"", ""path"": ""/qps/rest/2.0/search/am/hostasset""}]"
"QualysVM","QualysVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/QualysVM","QualysVM-GetAssets-ByOpenPort","QualysVMPlaybooks/QualysVM-GetAssets-ByOpenPort/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('MicrosoftSentinelConnectionName')]","1","[{""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}]"
"QualysVM","QualysVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/QualysVM","QualysVM-LaunchVMScan-GenerateReport","QualysVMPlaybooks/QualysVM-LaunchVMScan-GenerateReport/azuredeploy.json","QualysCustomConnector","customApi","true","false","1","V1","[variables('QualyscustomconnectorConnectionName')]","13","[{""action"": ""Check_Scan_Status"", ""method"": ""post"", ""path"": ""/api/2.0/fo/scan/""}, {""action"": ""Launch_Scan"", ""method"": ""post"", ""path"": ""/api/2.0/fo/scan/""}, {""action"": ""Check_Scan_Status_Again"", ""method"": ""post"", ""path"": ""/api/2.0/fo/scan/""}, {""action"": ""Create_Option_Profile_for_Scan"", ""method"": ""post"", ""path"": ""/api/2.0/fo/subscription/option_profile/vm/""}, {""action"": ""List_Scanner_Appliances"", ""method"": ""get"", ""path"": ""/api/2.0/fo/appliance/""}, {""action"": ""Create_Scan_Report_Template"", ""method"": ""post"", ""path"": ""/api/2.0/fo/report/template/scan/""}, {""action"": ""Delete_Option_Profile"", ""method"": ""post"", ""path"": ""/api/2.0/fo/subscription/option_profile/vm/""}, {""action"": ""Delete_Scan_Report_Template"", ""method"": ""post"", ""path"": ""/api/2.0/fo/report/template/scan/""}, {""action"": ""Download_Scan_Report"", ""method"": ""post"", ""path"": ""/api/2.0/fo/report/""}, {""action"": ""Get_Asset_Details_By_IP"", ""method"": ""post"", ""path"": ""/api/2.0/fo/asset/host/""}, {""action"": ""Get_Report_Status"", ""method"": ""post"", ""path"": ""/api/2.0/fo/report/""}, {""action"": ""Launch_VM_Scan_Report"", ""method"": ""post"", ""path"": ""/api/2.0/fo/report/""}, {""action"": ""Get_Report_Status_Again"", ""method"": ""post"", ""path"": ""/api/2.0/fo/report/""}]"
"QualysVM","QualysVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/QualysVM","QualysVM-LaunchVMScan-GenerateReport","QualysVMPlaybooks/QualysVM-LaunchVMScan-GenerateReport/azuredeploy.json","azureblob","managedApi","false","false","1","V1","[variables('AzureblobConnectionName')]","2","[{""action"": ""Create_SAS_URI_by_path_(V2)"", ""method"": ""post"", ""path"": ""/v2/datasets/@{encodeURIComponent('AccountNameFromSettings')}/CreateSharedLinkByPath""}, {""action"": ""Create_blob_(V2)"", ""method"": ""post"", ""path"": ""/v2/datasets/@{encodeURIComponent(encodeURIComponent('AccountNameFromSettings'))}/files""}]"
"QualysVM","QualysVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/QualysVM","QualysVM-LaunchVMScan-GenerateReport","QualysVMPlaybooks/QualysVM-LaunchVMScan-GenerateReport/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('MicrosoftSentinelConnectionName')]","2","[{""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Entities_-_Get_IPs"", ""method"": ""post"", ""path"": ""/entities/ip""}]"
"Rapid7InsightVM","Rapid7InsightVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Rapid7InsightVM","Rapid7 Insight VM - Enrich incident with asset info","Playbooks/Rapid7InsightVM-EnrichIncidentWithAssetInfo/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('AzureSentinelConnectionName')]","2","[{""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Entities_-_Get_IPs"", ""method"": ""post"", ""path"": ""/entities/ip""}]"
"Rapid7InsightVM","Rapid7InsightVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Rapid7InsightVM","Rapid7 Insight VM - Enrich incident with asset info","Playbooks/Rapid7InsightVM-EnrichIncidentWithAssetInfo/azuredeploy.json","Rapid7InsightVMCloud","customApi","true","false","1","V1","[variables('Rapid7InsightVMCloudConnectionName')]","1","[{""action"": ""Search_Assets"", ""method"": ""post"", ""path"": ""/v4/integration/assets""}]"
"Rapid7InsightVM","Rapid7InsightVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Rapid7InsightVM","Rapid7 Insight VM - Enrich vulnerability info","Playbooks/Rapid7InsightVM-EnrichVulnerabilityInfo/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('AzureSentinelConnectionName')]","2","[{""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Entities_-_Get_IPs"", ""method"": ""post"", ""path"": ""/entities/ip""}]"
"Rapid7InsightVM","Rapid7InsightVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Rapid7InsightVM","Rapid7 Insight VM - Enrich vulnerability info","Playbooks/Rapid7InsightVM-EnrichVulnerabilityInfo/azuredeploy.json","Rapid7InsightVMCloud","customApi","true","false","1","V1","[variables('Rapid7InsightVMCloudConnectionName')]","2","[{""action"": ""Search_Assets"", ""method"": ""post"", ""path"": ""/v4/integration/assets""}, {""action"": ""Search_Vulnerabilities"", ""method"": ""post"", ""path"": ""/v4/integration/vulnerabilities""}]"
"Rapid7InsightVM","Rapid7InsightVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Rapid7InsightVM","Rapid7 Insight VM - Run scan","Playbooks/Rapid7InsightVM-RunScan/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('AzureSentinelConnectionName')]","3","[{""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Add_comment_to_incident_(V3)_2"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Entities_-_Get_IPs"", ""method"": ""post"", ""path"": ""/entities/ip""}]"
"Rapid7InsightVM","Rapid7InsightVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Rapid7InsightVM","Rapid7 Insight VM - Run scan","Playbooks/Rapid7InsightVM-RunScan/azuredeploy.json","teams","managedApi","false","false","1","","[variables('TeamsConnectionName')]","0",""
"Rapid7InsightVM","Rapid7InsightVM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Rapid7InsightVM","Rapid7 Insight VM - Run scan","Playbooks/Rapid7InsightVM-RunScan/azuredeploy.json","Rapid7InsightVMCloud","customApi","true","false","1","V1","[variables('Rapid7InsightVMCloudConnectionName')]","3","[{""action"": ""Start_Scan"", ""method"": ""post"", ""path"": ""/v4/integration/scan""}, {""action"": ""Search_Assets"", ""method"": ""post"", ""path"": ""/v4/integration/assets""}, {""action"": ""Get_Scan_Engines"", ""method"": ""get"", ""path"": ""/v4/integration/scan/engine""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-ActorThreatHunt-IndicatorImport","ThreatHunting/RecordedFuture-ActorThreatHunt-IndicatorImport/azuredeploy.json","RecordedFuture-CustomConnector","customApi","true","false","1","V1","[variables('Recordedfuture-CustomconnectorConnectionName')]","1","[{""action"": ""Fetch_Threat_Indicators_for_Actors_in_STIX_format"", ""method"": ""post"", ""path"": ""/threat/indicators/actors""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-MalwareThreatHunt-IndicatorImport","ThreatHunting/RecordedFuture-MalwareThreatHunt-IndicatorImport/azuredeploy.json","RecordedFuture-CustomConnector","customApi","true","false","1","V1","[variables('Recordedfuture-CustomconnectorConnectionName')]","1","[{""action"": ""Fetch_Threat_Indicators_for_Malware_in_STIX_format"", ""method"": ""post"", ""path"": ""/threat/indicators/malware""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-ThreatMap-Importer","ThreatHunting/RecordedFuture-ThreatMap-Importer/azuredeploy.json","RecordedFuture-CustomConnector","customApi","true","false","1","V1","[variables('RecordedFutureCustomConnectorConnectionName')]","0",""
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-ThreatMap-Importer","ThreatHunting/RecordedFuture-ThreatMap-Importer/azuredeploy.json","azureloganalyticsdatacollector","managedApi","false","false","1","V1","[variables('AzureloganalyticsdatacollectorConnectionName')]","1","[{""action"": ""Send_Data_-_Save_full_ThreatMap_response"", ""method"": ""post"", ""path"": ""/api/logs""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-ThreatMap-Importer","ThreatHunting/RecordedFuture-ThreatMap-Importer/azuredeploy.json","recordedfuturecustomconnector","managedApi","false","false","0","","","1","[{""action"": ""Fetch_Threat_Map_actors"", ""method"": ""post"", ""path"": ""/threat/map/actors""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-ThreatMapMalware-Importer","ThreatHunting/RecordedFuture-ThreatMapMalware-Importer/azuredeploy.json","RecordedFuture-CustomConnector","customApi","true","false","1","V1","[variables('RecordedFutureCustomConnectorConnectionName')]","0",""
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-ThreatMapMalware-Importer","ThreatHunting/RecordedFuture-ThreatMapMalware-Importer/azuredeploy.json","azureloganalyticsdatacollector","managedApi","false","false","1","V1","[variables('AzureloganalyticsdatacollectorConnectionName')]","1","[{""action"": ""Send_Data_-_Save_full_ThreatMap_Malware_Response"", ""method"": ""post"", ""path"": ""/api/logs""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-ThreatMapMalware-Importer","ThreatHunting/RecordedFuture-ThreatMapMalware-Importer/azuredeploy.json","recordedfuturecustomconnector","managedApi","false","false","0","","","1","[{""action"": ""Fetch_Threat_Map_malware"", ""method"": ""post"", ""path"": ""/threat/map/malware""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-Sandbox_Enrichment-Url","Sandboxing/RecordedFuture-Sandbox_Enrichment-Url/azuredeploy.json","recordedfuturesandbo","managedApi","false","false","1","V1","[variables('RecordedfutureSandboxConnectionName')]","3","[{""action"": ""Get_the_full_report"", ""method"": ""get"", ""path"": ""/samples/@{encodeURIComponent(body('Get_the_full_summary')?['id'])}/overview.json""}, {""action"": ""Submit_url_samples"", ""method"": ""post"", ""path"": ""/samples/url""}, {""action"": ""Get_the_full_summary"", ""method"": ""get"", ""path"": ""/samples/@{encodeURIComponent(body('Submit_url_samples')?['id'])}""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-Sandbox_Enrichment-Url","Sandboxing/RecordedFuture-Sandbox_Enrichment-Url/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('MicrosoftSentinelConnectionName')]","2","[{""action"": ""Entities_-_Get_URLs"", ""method"": ""post"", ""path"": ""/entities/url""}, {""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-Sandbox_Outlook_Attachment","Sandboxing/RecordedFuture-Sandbox_Outlook_Attachment/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('MicrosoftSentinelConnectionName')]","2","[{""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Create_incident"", ""method"": ""put"", ""path"": ""/Incidents/subscriptions/@{encodeURIComponent('5129b3ff-c0c6-4e86-bd1c-70e5fcd579cf')}/resourceGroups/@{encodeURIComponent('RF')}/workspaces/@{encodeURIComponent('RF-log-analyitics')}""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-Sandbox_Outlook_Attachment","Sandboxing/RecordedFuture-Sandbox_Outlook_Attachment/azuredeploy.json","outlook","managedApi","false","false","1","V1","[variables('OutlookConnectionName')]","1","[{""action"": ""Send_an_email_(V2)"", ""method"": ""post"", ""path"": ""/v2/Mail""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-Sandbox_Outlook_Attachment","Sandboxing/RecordedFuture-Sandbox_Outlook_Attachment/azuredeploy.json","recordedfuturesandbo","managedApi","false","false","1","V1","[variables('RecordedfuturesandboConnectionName')]","3","[{""action"": ""Get_the_full_report"", ""method"": ""get"", ""path"": ""/samples/@{encodeURIComponent(body('Get_the_full_summary')?['id'])}/overview.json""}, {""action"": ""Submit_file_samples"", ""method"": ""post"", ""path"": ""/samples/file""}, {""action"": ""Get_the_full_summary"", ""method"": ""get"", ""path"": ""/samples/@{encodeURIComponent(body('Submit_file_samples')?['id'])}""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-Sandbox_StorageAccount","Sandboxing/RecordedFuture-Sandbox_StorageAccount/azuredeploy.json","azureblob","managedApi","false","false","1","V1","[variables('AzureblobConnectionName')]","2","[{""action"": ""Get_Blob_Metadata_(V2)"", ""method"": ""get"", ""path"": ""/v2/datasets/@{encodeURIComponent(encodeURIComponent('AccountNameFromSettings'))}/files/@{encodeURIComponent(encodeURIComponent('JTJmdGVzdGluZyUyZmNhbGMuZXhl'))}""}, {""action"": ""Get_blob_content_(V2)"", ""method"": ""get"", ""path"": ""/v2/datasets/@{encodeURIComponent(encodeURIComponent('AccountNameFromSettings'))}/files/@{encodeURIComponent(encodeURIComponent('JTJmdGVzdGluZyUyZmNhbGMuZXhl'))}/content""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-Sandbox_StorageAccount","Sandboxing/RecordedFuture-Sandbox_StorageAccount/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('MicrosoftSentinelConnectionName')]","2","[{""action"": ""Add_comment_to_incident_(V3)"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Create_incident"", ""method"": ""put"", ""path"": ""/Incidents/subscriptions/@{encodeURIComponent('5129b3ff-c0c6-4e86-bd1c-70e5fcd579cf')}/resourceGroups/@{encodeURIComponent('RF')}/workspaces/@{encodeURIComponent('RF-log-analyitics')}""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-Sandbox_StorageAccount","Sandboxing/RecordedFuture-Sandbox_StorageAccount/azuredeploy.json","recordedfuturesandbo","managedApi","false","false","1","V1","[variables('RecordedfuturesandboConnectionName')]","3","[{""action"": ""Get_the_full_report"", ""method"": ""get"", ""path"": ""/samples/@{encodeURIComponent(body('Get_the_full_summary')?['id'])}/overview.json""}, {""action"": ""Submit_file_samples"", ""method"": ""post"", ""path"": ""/samples/file""}, {""action"": ""Get_the_full_summary"", ""method"": ""get"", ""path"": ""/samples/@{encodeURIComponent(body('Submit_file_samples')?['id'])}""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-Domain-IndicatorImport","IndicatorImport/RecordedFuture-Domain-IndicatorImport/azuredeploy.json","recordedfuturev2","managedApi","false","false","1","V1","[variables('RecordedfutureConnectionName')]","0",""
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-Domain-IndicatorImport","IndicatorImport/RecordedFuture-Domain-IndicatorImport/azuredeploy.json","recordedfuture","managedApi","false","false","0","","","1","[{""action"": ""Recorded_Future_RiskLists_and_SCF_Download"", ""method"": ""get"", ""path"": ""/fusion/files""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-Hash-IndicatorImport","IndicatorImport/RecordedFuture-Hash-IndicatorImport/azuredeploy.json","recordedfuturev2","managedApi","false","false","1","V1","[variables('RecordedfutureConnectionName')]","0",""
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-Hash-IndicatorImport","IndicatorImport/RecordedFuture-Hash-IndicatorImport/azuredeploy.json","recordedfuture","managedApi","false","false","0","","","1","[{""action"": ""Recorded_Future_RiskLists_and_SCF_Download"", ""method"": ""get"", ""path"": ""/fusion/files""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-IP-IndicatorImport","IndicatorImport/RecordedFuture-IP-IndicatorImport/azuredeploy.json","recordedfuturev2","managedApi","false","false","1","V1","[variables('RecordedfutureConnectionName')]","0",""
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-IP-IndicatorImport","IndicatorImport/RecordedFuture-IP-IndicatorImport/azuredeploy.json","recordedfuture","managedApi","false","false","0","","","1","[{""action"": ""Recorded_Future_RiskLists_and_SCF_Download"", ""method"": ""get"", ""path"": ""/fusion/files""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-ThreatIntelligenceImport","IndicatorImport/RecordedFuture-ThreatIntelligenceImport/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('MicrosoftSentinelConnectionName')]","1","[{""action"": ""Threat_Intelligence_-_Upload_Indicators_of_Compromise_(V2)_(Preview)"", ""method"": ""post"", ""path"": ""[concat( '/V2/ThreatIntelligence/',parameters('WorkspaceID'),'/UploadIndicators/')]""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-URL-IndicatorImport","IndicatorImport/RecordedFuture-URL-IndicatorImport/azuredeploy.json","recordedfuturev2","managedApi","false","false","1","V1","[variables('RecordedfutureConnectionName')]","0",""
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-URL-IndicatorImport","IndicatorImport/RecordedFuture-URL-IndicatorImport/azuredeploy.json","recordedfuture","managedApi","false","false","0","","","1","[{""action"": ""Recorded_Future_RiskLists_and_SCF_Download"", ""method"": ""get"", ""path"": ""/fusion/files""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-IOC_Enrichment","Enrichment/RecordedFuture-IOC_Enrichment/azuredeploy.json","recordedfuturev2","managedApi","false","false","1","","[variables('RecordedFutureConnectionName')]","0",""
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-IOC_Enrichment","Enrichment/RecordedFuture-IOC_Enrichment/azuredeploy.json","azuresentinel","managedApi","false","true","1","V1","[variables('AzureSentinelConnectionName')]","4","[{""action"": ""Add_comment_to_incident_(V3)_-_Domain"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Add_comment_to_incident_(V3)_-_Hash"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Add_comment_to_incident_(V3)_-_Link"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}, {""action"": ""Add_comment_to_incident_(V3)_-_IP"", ""method"": ""post"", ""path"": ""/Incidents/Comment""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-IOC_Enrichment","Enrichment/RecordedFuture-IOC_Enrichment/azuredeploy.json","recordedfuture","managedApi","false","false","0","","","4","[{""action"": ""Domain_Enrichment"", ""method"": ""get"", ""path"": ""/lookup/domain/@{encodeURIComponent(body('Parse_JSON_-_DNS_Resolution')?['domainName'])}""}, {""action"": ""Hash_Enrichment"", ""method"": ""get"", ""path"": ""/lookup/hash/@{encodeURIComponent(body('Parse_JSON_-_File_Hash')?['hashValue'])}""}, {""action"": ""URL_Enrichment"", ""method"": ""get"", ""path"": ""/lookup/url/@{encodeURIComponent(if(or(startsWith(body('Parse_JSON_-_Url')?['url'], 'http://'), startsWith(body('Parse_JSON_-_Url')?['url'], 'https://')), body('Parse_JSON_-_Url')?['url'], concat('https://', body('Parse_JSON_-_Url')?['url'])))}""}, {""action"": ""IP_Enrichment"", ""method"": ""get"", ""path"": ""/lookup/ip/@{encodeURIComponent(body('Parse_JSON_-_Ip')?['address'])}""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-DOMAIN-C2_DNS_Name-TIProcessor","Deprecated/RecordedFuture-DOMAIN-C2_DNS_Name-IndicatorProcessor/azuredeploy.json","recordedfuturev2","managedApi","false","false","1","","[variables('RecordedFutureConnectionName')]","0",""
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-DOMAIN-C2_DNS_Name-TIProcessor","Deprecated/RecordedFuture-DOMAIN-C2_DNS_Name-IndicatorProcessor/azuredeploy.json","recordedfuture","managedApi","false","false","0","","","1","[{""action"": ""Recorded_Future_RiskLists_and_SCF_Download"", ""method"": ""get"", ""path"": ""/fusion/files""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-HASH-Obs_in_Underground-TIProcessor","Deprecated/RecordedFuture-HASH-Observed_in_Underground_Virus_Test_Sites-IndicatorProcessor/azuredeploy.json","recordedfuturev2","managedApi","false","false","1","","[variables('RecordedFutureConnectionName')]","0",""
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-HASH-Obs_in_Underground-TIProcessor","Deprecated/RecordedFuture-HASH-Observed_in_Underground_Virus_Test_Sites-IndicatorProcessor/azuredeploy.json","recordedfuture","managedApi","false","false","0","","","1","[{""action"": ""Recorded_Future_RiskLists_and_SCF_Download"", ""method"": ""get"", ""path"": ""/fusion/files""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-ImportToSentinel","Deprecated/RecordedFuture-ImportToSentinel/azuredeploy.json","microsoftgraphsecurity","managedApi","false","false","1","","[variables('GraphSecurityConnectionName')]","1","[{""action"": ""Submit_multiple_tiIndicators"", ""method"": ""post"", ""path"": ""/beta/security/tiIndicators/submitTiIndicators""}]"
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-IP-Actively_Comm_C2_Server-TIProcessor","Deprecated/RecordedFuture-IP-Actively_Comm_C2_Server-IndicatorProcessor/azuredeploy.json","recordedfuturev2","managedApi","false","false","1","","[variables('RecordedFutureConnectionName')]","0",""
"Recorded Future","Recorded Future","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Recorded%20Future","RecordedFuture-IP-Actively_Comm_C2_Server-TIProcessor","Deprecated/RecordedFuture-IP-Actively_Comm_C2_Server-IndicatorProcessor/azuredeploy.json","recordedfuture","managedApi","false","false","0","","","1","[{""action"": ""Recorded_Future_RiskLists_and_SCF_Download"", ""method"": ""get"", ""path"": ""/fusion/files""}]"
