Entity,Pattern,Field,Value,Comment
Connector,ContrastProtectIntegration,collection_method,MMA,
Connector,ContrastProtectIntegration,event_vendor,Contrast Security,
Connector,ContrastProtectIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""Contrast Security""], ""product"": []}}",
Connector,ContrastProtectIntegration,filter_fields,"CommonSecurityLog.DeviceVendor == ""Contrast Security""",
Connector,ContrastProtectIntegration,tables,CommonSecurityLog,
Connector,ContrastProtectAmaIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Contrast Protect via AMA
Connector,ContrastProtectAmaIntegration,name,Contrast Protect via AMA Integration,
Connector,ContrastProtectAmaIntegration,description,"Contrast Protect mitigates security threats in production applications with runtime protection and observability.  Attack event results (blocked, probed, suspicious...) and other information can be sent to Microsoft Microsoft Sentinel to blend with security information from other systems.",
Connector,ContrastProtectAmaIntegration,collection_method,AMA,
Connector,ContrastProtectAmaIntegration,event_vendor,Contrast Security,
Connector,ContrastProtectAmaIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""Contrast Security""], ""product"": []}}",
Connector,ContrastProtectAmaIntegration,filter_fields,"CommonSecurityLog.DeviceVendor =~ ""Contrast Security""",
Connector,ContrastProtectAmaIntegration,tables,CommonSecurityLog,
Connector,CrowdStrikeFalconEndpointProtectionIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] CrowdStrike Falcon Endpoint Protection via Legacy Agent
Connector,CrowdStrikeFalconEndpointProtectionIntegration,name,CrowdStrike Falcon Endpoint Protection via Legacy Agent Integration,
Connector,CrowdStrikeFalconEndpointProtectionIntegration,description,"The [CrowdStrike Falcon Endpoint Protection](https://www.crowdstrike.com/endpoint-security-products/) integration allows you to easily connect your CrowdStrike Falcon Event Stream with Microsoft Sentinel, to create custom dashboards, alerts, and improve investigation. This gives you more insight into your organization's endpoints and improves your security operation capabilities.<p><span style='color:red; font-weight:bold;'>NOTE:</span> microsoft.com/en-us/azure/azure-monitor/logs/custom-logs-migrate' style='color:#1890F1;'></p>",
Connector,CrowdStrikeFalconEndpointProtectionIntegration,collection_method,MMA,
Connector,CrowdStrikeFalconEndpointProtectionIntegration,event_vendor,CrowdStrike,
Connector,CrowdStrikeFalconEndpointProtectionIntegration,event_product,FalconHost,
Connector,CrowdStrikeFalconEndpointProtectionIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""CrowdStrike""], ""product"": [""FalconHost""]}}",
Connector,CrowdStrikeFalconEndpointProtectionIntegration,filter_fields,"CommonSecurityLog.DeviceProduct == ""FalconHost"" | CommonSecurityLog.DeviceVendor == ""CrowdStrike""",
Connector,CrowdStrikeFalconEndpointProtectionIntegration,tables,CommonSecurityLog,
Connector,CrowdStrikeFalconEndpointProtectionIntegration,additional_information,📖 **Related Documentation:** [CrowdStrike Falcon Endpoint Protection](https://www.crowdstrike.com/endpoint-security-products/),
Connector,CrowdStrikeFalconEndpointProtectionIntegration,additional_information,📖 **Related Documentation:** https://learn.microsoft.com/en-us/azure/azure-monitor/logs/custom-logs-migrate',
Connector,CrowdStrikeFalconEndpointProtectionIntegration,additional_information,🛠️ **Device Configuration:** [Follow these instructions](https://www.crowdstrike.com/blog/tech-center/integrate-with-your-siem/) to deploy the SIEM Collector and forward syslog.,Copied from CrowdStrikeFalconEndpointProtection
Connector,CrowdStrikeFalconEndpointProtectionAmaIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] CrowdStrike Falcon Endpoint Protection via AMA
Connector,CrowdStrikeFalconEndpointProtectionAmaIntegration,name,CrowdStrike Falcon Endpoint Protection via AMA Integration,
Connector,CrowdStrikeFalconEndpointProtectionAmaIntegration,description,"The [CrowdStrike Falcon Endpoint Protection](https://www.crowdstrike.com/endpoint-security-products/) integration allows you to easily connect your CrowdStrike Falcon Event Stream with Microsoft Sentinel, to create custom dashboards, alerts, and improve investigation. This gives you more insight into your organization's endpoints and improves your security operation capabilities.<p><span style='color:red; font-weight:bold;'>NOTE:</span> microsoft.com/en-us/azure/azure-monitor/logs/custom-logs-migrate' style='color:#1890F1;'></p>",
Connector,CrowdStrikeFalconEndpointProtectionAmaIntegration,collection_method,AMA,
Connector,CrowdStrikeFalconEndpointProtectionAmaIntegration,event_vendor,CrowdStrike,
Connector,CrowdStrikeFalconEndpointProtectionAmaIntegration,event_product,FalconHost,
Connector,CrowdStrikeFalconEndpointProtectionAmaIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""CrowdStrike""], ""product"": [""FalconHost""]}}",
Connector,CrowdStrikeFalconEndpointProtectionAmaIntegration,filter_fields,"CommonSecurityLog.DeviceProduct =~ ""FalconHost"" | CommonSecurityLog.DeviceVendor =~ ""CrowdStrike""",
Connector,CrowdStrikeFalconEndpointProtectionAmaIntegration,tables,CommonSecurityLog,
Connector,CrowdStrikeFalconEndpointProtectionAmaIntegration,additional_information,📖 **Related Documentation:** [CrowdStrike Falcon Endpoint Protection](https://www.crowdstrike.com/endpoint-security-products/),
Connector,CrowdStrikeFalconEndpointProtectionAmaIntegration,additional_information,📖 **Related Documentation:** https://learn.microsoft.com/en-us/azure/azure-monitor/logs/custom-logs-migrate',
Connector,CrowdStrikeFalconEndpointProtectionAmaIntegration,additional_information,🛠️ **Device Configuration:** [Follow these instructions](https://www.crowdstrike.com/blog/tech-center/integrate-with-your-siem/) to deploy the SIEM Collector and forward syslog.,Copied from CrowdStrikeFalconEndpointProtectionAma
Connector,CyberArkIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] CyberArk Enterprise Password Vault (EPV) Events via Legacy Agent
Connector,CyberArkIntegration,name,CyberArk Enterprise Password Vault (EPV) Events via Legacy Agent Integration,
Connector,CyberArkIntegration,description,"CyberArk Enterprise Password Vault generates an xml Syslog message for every action taken against the Vault.  The EPV will send the xml messages through the Microsoft Sentinel.xsl translator to be converted into CEF standard format and sent to a syslog staging server of your choice (syslog-ng, rsyslog). The Log Analytics agent installed on your syslog staging server will import the messages into Microsoft Log Analytics. Refer to the [CyberArk documentation](https://docs.cyberark.com/Product-Doc/OnlineHelp/PAS/Latest/en/Content/PASIMP/DV-Integrating-with-SIEM-Applications.htm) for more guidance on SIEM integrations.",
Connector,CyberArkIntegration,collection_method,MMA,
Connector,CyberArkIntegration,event_vendor,Cyber-Ark,
Connector,CyberArkIntegration,event_product,Vault,
Connector,CyberArkIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""Cyber-Ark""], ""product"": [""Vault""]}}",
Connector,CyberArkIntegration,filter_fields,"CommonSecurityLog.DeviceProduct == ""Vault"" | CommonSecurityLog.DeviceVendor == ""Cyber-Ark""",
Connector,CyberArkIntegration,tables,CommonSecurityLog,
Connector,CyberArkIntegration,additional_information,📖 **Related Documentation:** [CyberArk documentation](https://docs.cyberark.com/Product-Doc/OnlineHelp/PAS/Latest/en/Content/PASIMP/DV-Integrating-with-SIEM-Applications.htm),
Connector,CyberArkIntegration,additional_information,"🛠️ **Device Configuration:** On the EPV, configure dbparm.ini to send syslog messages in CEF format to the proxy machine on port 514 TCP.",Copied from CyberArk
Connector,CyberArkAmaIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] CyberArk Privilege Access Manager (PAM) Events via AMA
Connector,CyberArkAmaIntegration,name,CyberArk Privilege Access Manager (PAM) Events via AMA Integration,
Connector,CyberArkAmaIntegration,description,"CyberArk Privilege Access Manager generates an xml Syslog message for every action taken against the Vault.  The PAM will send the xml messages through the Microsoft Sentinel.xsl translator to be converted into CEF standard format and sent to a syslog staging server of your choice (syslog-ng, rsyslog). The Log Analytics agent installed on your syslog staging server will import the messages into Microsoft Log Analytics. Refer to the [CyberArk documentation](https://docs.cyberark.com/privilege-cloud-standard/Latest/en/Content/Privilege%20Cloud/privCloud-connect-siem.htm) for more guidance on SIEM integrations.",
Connector,CyberArkAmaIntegration,collection_method,AMA,
Connector,CyberArkAmaIntegration,event_vendor,Cyber-Ark,
Connector,CyberArkAmaIntegration,event_product,Vault,
Connector,CyberArkAmaIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""Cyber-Ark""], ""product"": [""Vault""]}}",
Connector,CyberArkAmaIntegration,filter_fields,"CommonSecurityLog.DeviceProduct =~ ""Vault"" | CommonSecurityLog.DeviceVendor =~ ""Cyber-Ark""",
Connector,CyberArkAmaIntegration,tables,CommonSecurityLog,
Connector,CyberArkAmaIntegration,additional_information,📖 **Related Documentation:** [CyberArk documentation](https://docs.cyberark.com/privilege-cloud-standard/Latest/en/Content/Privilege%20Cloud/privCloud-connect-siem.htm),
Connector,CyberArkAmaIntegration,additional_information,"🛠️ **Device Configuration:** On the EPV, configure dbparm.ini to send syslog messages in CEF format to the proxy machine on port 514 TCP.",Copied from CyberArkAma
Connector,DarktraceIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] AI Analyst Darktrace via Legacy Agent
Connector,DarktraceIntegration,name,AI Analyst Darktrace via Legacy Agent Integration,
Connector,DarktraceIntegration,description,"The Darktrace integration lets users connect Darktrace Model Breaches in real-time with Microsoft Sentinel, allowing creation of custom Dashboards, Workbooks, Notebooks and Custom Alerts to improve investigation.  Microsoft Sentinel's enhanced visibility into Darktrace logs enables monitoring and mitigation of security threats.",
Connector,DarktraceIntegration,collection_method,MMA,
Connector,DarktraceIntegration,event_vendor,Darktrace,
Connector,DarktraceIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""Darktrace""], ""product"": []}}",
Connector,DarktraceIntegration,filter_fields,"CommonSecurityLog.DeviceVendor == ""Darktrace""",
Connector,DarktraceIntegration,tables,CommonSecurityLog,
Connector,DarktraceIntegration,additional_information,🛠️ **Device Configuration:** In Darktrace Threat Visualizer: Navigate to System Config > Modules > Microsoft Sentinel. Configure Server address and port 514. Enable Send Alerts and save.,Copied from Darktrace
Connector,DarktraceAmaIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] AI Analyst Darktrace via AMA
Connector,DarktraceAmaIntegration,name,AI Analyst Darktrace via AMA Integration,
Connector,DarktraceAmaIntegration,description,"The Darktrace integration lets users connect Darktrace Model Breaches in real-time with Microsoft Sentinel, allowing creation of custom Dashboards, Workbooks, Notebooks and Custom Alerts to improve investigation.  Microsoft Sentinel's enhanced visibility into Darktrace logs enables monitoring and mitigation of security threats.",
Connector,DarktraceAmaIntegration,collection_method,AMA,
Connector,DarktraceAmaIntegration,event_vendor,Darktrace,
Connector,DarktraceAmaIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""Darktrace""], ""product"": []}}",
Connector,DarktraceAmaIntegration,filter_fields,"CommonSecurityLog.DeviceVendor =~ ""Darktrace""",
Connector,DarktraceAmaIntegration,tables,CommonSecurityLog,
Connector,DarktraceAmaIntegration,additional_information,🛠️ **Device Configuration:** In Darktrace Threat Visualizer: Navigate to System Config > Modules > Microsoft Sentinel. Configure Server address and port 514. Enable Send Alerts and save.,Copied from DarktraceAma
Connector,DelineaSecretServerAmaIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Delinea Secret Server via AMA
Connector,DelineaSecretServerAmaIntegration,name,Delinea Secret Server via AMA Integration,
Connector,DelineaSecretServerAmaIntegration,description,Common Event Format (CEF) from Delinea Secret Server,
Connector,DelineaSecretServerAmaIntegration,collection_method,AMA,
Connector,DelineaSecretServerAmaIntegration,event_vendor,Delinea Software;Thycotic Software,
Connector,DelineaSecretServerAmaIntegration,event_product,Secret Server,
Connector,DelineaSecretServerAmaIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""Delinea Software"", ""Thycotic Software""], ""product"": [""Secret Server""]}}",
Connector,DelineaSecretServerAmaIntegration,filter_fields,"CommonSecurityLog.DeviceProduct =~ ""Secret Server"" | CommonSecurityLog.DeviceVendor in~ ""Delinea Software,Thycotic Software""",
Connector,DelineaSecretServerAmaIntegration,tables,CommonSecurityLog,
Connector,DelineaSecretServer_CEFIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Delinea Secret Server via Legacy Agent
Connector,DelineaSecretServer_CEFIntegration,name,Delinea Secret Server via Legacy Agent Integration,
Connector,DelineaSecretServer_CEFIntegration,description,Common Event Format (CEF) from Delinea Secret Server,
Connector,DelineaSecretServer_CEFIntegration,collection_method,MMA,
Connector,DelineaSecretServer_CEFIntegration,event_vendor,Delinea Software;Thycotic Software,
Connector,DelineaSecretServer_CEFIntegration,event_product,Secret Server,
Connector,DelineaSecretServer_CEFIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""Delinea Software"", ""Thycotic Software""], ""product"": [""Secret Server""]}}",
Connector,DelineaSecretServer_CEFIntegration,filter_fields,"CommonSecurityLog.DeviceProduct == ""Secret Server"" | CommonSecurityLog.DeviceVendor in ""Delinea Software,Thycotic Software""",
Connector,DelineaSecretServer_CEFIntegration,tables,CommonSecurityLog,
Connector,DigitalGuardianDLPIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Digital Guardian Data Loss Prevention
Connector,DigitalGuardianDLPIntegration,name,Digital Guardian Data Loss Prevention Integration,
Connector,DigitalGuardianDLPIntegration,description,[Digital Guardian Data Loss Prevention (DLP)](https://digitalguardian.com/platform-overview) integration provides the capability to ingest Digital Guardian DLP logs into Microsoft Sentinel.,
Connector,DigitalGuardianDLPIntegration,collection_method,MMA,
Connector,DigitalGuardianDLPIntegration,tables,Syslog,
Connector,DigitalGuardianDLPIntegration,additional_information,📖 **Related Documentation:** [Digital Guardian Data Loss Prevention (DLP)](https://digitalguardian.com/platform-overview),
Connector,ESETPROTECTIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] ESET PROTECT
Connector,ESETPROTECTIntegration,name,ESET PROTECT Integration,
Connector,ESETPROTECTIntegration,description,"This integration gathers all events generated by ESET software through the central management solution ESET PROTECT (formerly ESET Security Management Center). This includes Anti-Virus detections, Firewall detections but also more advanced EDR detections. For a complete list of events please refer to [the documentation](https://help.eset.com/protect_admin/latest/en-US/events-exported-to-json-format.html).",
Connector,ESETPROTECTIntegration,collection_method,MMA,
Connector,ESETPROTECTIntegration,tables,Syslog,
Connector,ESETPROTECTIntegration,additional_information,📖 **Related Documentation:** [the documentation](https://help.eset.com/protect_admin/latest/en-US/events-exported-to-json-format.html),
Connector,ESI-ExchangeAdminAuditLogEventsIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Microsoft Exchange Logs and Events
Connector,ESI-ExchangeAdminAuditLogEventsIntegration,name,Microsoft Exchange Logs and Events Integration,
Connector,ESI-ExchangeAdminAuditLogEventsIntegration,description,"You can stream all Exchange Audit events, IIS Logs, HTTP Proxy logs and Security Event logs from the Windows machines connected to your Microsoft Sentinel workspace using the Windows agent. This connection enables you to view dashboards, create custom alerts, and improve investigation. This is used by Microsoft Exchange Security Workbooks to provide security insights of your On-Premises Exchange environment",
Connector,ESI-ExchangeAdminAuditLogEventsIntegration,collection_method,MMA,
Connector,ESI-ExchangeAdminAuditLogEventsIntegration,filter_fields,"Event.EventLog in ""Application,MSExchange Management,System""",
Connector,ESI-ExchangeAdminAuditLogEventsIntegration,tables,Event; ExchangeHttpProxy_CL; MessageTrackingLog_CL; SecurityEvent; W3CIISLog,
Connector,ExabeamIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Exabeam Advanced Analytics
Connector,ExabeamIntegration,name,Exabeam Advanced Analytics Integration,
Connector,ExabeamIntegration,description,The [Exabeam Advanced Analytics](https://www.exabeam.com/ueba/advanced-analytics-and-mitre-detect-and-stop-threats/) integration provides the capability to ingest Exabeam Advanced Analytics events into Microsoft Sentinel. Refer to [Exabeam Advanced Analytics documentation](https://docs.exabeam.com/) for more information.,
Connector,ExabeamIntegration,collection_method,MMA,
Connector,ExabeamIntegration,tables,Syslog,
Connector,ExabeamIntegration,additional_information,📖 **Related Documentation:** [Exabeam Advanced Analytics](https://www.exabeam.com/ueba/advanced-analytics-and-mitre-detect-and-stop-threats/),
Connector,ExabeamIntegration,additional_information,📖 **Related Documentation:** [Exabeam Advanced Analytics documentation](https://docs.exabeam.com/),
Connector,ExtraHopNetworksIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] ExtraHop Reveal(x) via Legacy Agent
Connector,ExtraHopNetworksIntegration,name,ExtraHop Reveal(x) via Legacy Agent Integration,
Connector,ExtraHopNetworksIntegration,description,"The ExtraHop Reveal(x) integration enables you to easily connect your Reveal(x) system with Microsoft Sentinel to view dashboards, create custom alerts, and improve investigation. This integration gives you the ability to gain insight into your organization's network and improve your security operation capabilities.",
Connector,ExtraHopNetworksIntegration,collection_method,MMA,
Connector,ExtraHopNetworksIntegration,event_vendor,ExtraHop,
Connector,ExtraHopNetworksIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""ExtraHop""], ""product"": []}}",
Connector,ExtraHopNetworksIntegration,filter_fields,"CommonSecurityLog.DeviceEventClassID == ""ExtraHop Detection"" | CommonSecurityLog.DeviceVendor == ""ExtraHop""",
Connector,ExtraHopNetworksIntegration,tables,CommonSecurityLog,
Connector,ExtraHopNetworksAmaIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] ExtraHop Reveal(x) via AMA
Connector,ExtraHopNetworksAmaIntegration,name,ExtraHop Reveal(x) via AMA Integration,
Connector,ExtraHopNetworksAmaIntegration,description,"The ExtraHop Reveal(x) integration enables you to easily connect your Reveal(x) system with Microsoft Sentinel to view dashboards, create custom alerts, and improve investigation. This integration gives you the ability to gain insight into your organization's network and improve your security operation capabilities.",
Connector,ExtraHopNetworksAmaIntegration,collection_method,AMA,
Connector,ExtraHopNetworksAmaIntegration,event_vendor,ExtraHop,
Connector,ExtraHopNetworksAmaIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""ExtraHop""], ""product"": []}}",
Connector,ExtraHopNetworksAmaIntegration,filter_fields,"CommonSecurityLog.DeviceEventClassID == ""ExtraHop Detection"" | CommonSecurityLog.DeviceVendor =~ ""ExtraHop""",
Connector,ExtraHopNetworksAmaIntegration,tables,CommonSecurityLog,
Connector,F5Integration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] F5 Networks via Legacy Agent
Connector,F5Integration,name,F5 Networks via Legacy Agent Integration,
Connector,F5Integration,description,"The F5 firewall integration allows you to easily connect your F5 logs with Microsoft Sentinel, to view dashboards, create custom alerts, and improve investigation. This gives you more insight into your organization's network and improves your security operation capabilities.",
Connector,F5Integration,collection_method,MMA,
Connector,F5Integration,event_vendor,F5,
Connector,F5Integration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""F5""], ""product"": []}}",
Connector,F5Integration,filter_fields,"CommonSecurityLog.DeviceVendor == ""F5""",
Connector,F5Integration,tables,CommonSecurityLog,
Connector,F5Integration,additional_information,📖 **Vendor Documentation:** [F5 BIG-IP Event Messages](https://support.f5.com/kb/en-us/products/big-ip_ltm/manuals/product/bigip-external-monitoring-implementations-13-0-0/3.html) - Event messages and attack types,Copied from F5
Connector,F5Integration,additional_information,"🛠️ **Device Configuration:** Go to [F5 Configuring Application Security Event Logging](https://aka.ms/asi-syslog-f5-forwarding). Set Remote storage type to CEF, Protocol to UDP, IP address to syslog server, port to 514.",Copied from F5
Connector,F5AmaIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] F5 Networks via AMA
Connector,F5AmaIntegration,name,F5 Networks via AMA Integration,
Connector,F5AmaIntegration,description,"The F5 firewall integration allows you to easily connect your F5 logs with Microsoft Sentinel, to view dashboards, create custom alerts, and improve investigation. This gives you more insight into your organization's network and improves your security operation capabilities.",
Connector,F5AmaIntegration,collection_method,AMA,
Connector,F5AmaIntegration,event_vendor,F5,
Connector,F5AmaIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""F5""], ""product"": []}}",
Connector,F5AmaIntegration,filter_fields,"CommonSecurityLog.DeviceVendor =~ ""F5""",
Connector,F5AmaIntegration,tables,CommonSecurityLog,
Connector,F5AmaIntegration,additional_information,📖 **Vendor Documentation:** [F5 BIG-IP Event Messages](https://support.f5.com/kb/en-us/products/big-ip_ltm/manuals/product/bigip-external-monitoring-implementations-13-0-0/3.html) - Event messages and attack types,Copied from F5Ama
Connector,F5AmaIntegration,additional_information,"🛠️ **Device Configuration:** Go to [F5 Configuring Application Security Event Logging](https://aka.ms/asi-syslog-f5-forwarding). Set Remote storage type to CEF, Protocol to UDP, IP address to syslog server, port to 514.",Copied from F5Ama
Connector,FireEyeNXIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] FireEye Network Security (NX) via Legacy Agent
Connector,FireEyeNXIntegration,name,FireEye Network Security (NX) via Legacy Agent Integration,
Connector,FireEyeNXIntegration,description,The [FireEye Network Security (NX)](https://www.fireeye.com/products/network-security.html) integration provides the capability to ingest FireEye Network Security logs into Microsoft Sentinel.,
Connector,FireEyeNXIntegration,collection_method,MMA,
Connector,FireEyeNXIntegration,tables,CommonSecurityLog,
Connector,FireEyeNXIntegration,additional_information,📖 **Related Documentation:** [FireEye Network Security (NX)](https://www.fireeye.com/products/network-security.html),
Connector,FireEyeNXAmaIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] FireEye Network Security (NX) via AMA
Connector,FireEyeNXAmaIntegration,name,FireEye Network Security (NX) via AMA Integration,
Connector,FireEyeNXAmaIntegration,description,The [FireEye Network Security (NX)](https://www.fireeye.com/products/network-security.html) integration provides the capability to ingest FireEye Network Security logs into Microsoft Sentinel.,
Connector,FireEyeNXAmaIntegration,collection_method,AMA,
Connector,FireEyeNXAmaIntegration,event_vendor,FireEye,
Connector,FireEyeNXAmaIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""FireEye""], ""product"": []}}",
Connector,FireEyeNXAmaIntegration,filter_fields,"CommonSecurityLog.DeviceVendor =~ ""FireEye""",
Connector,FireEyeNXAmaIntegration,tables,CommonSecurityLog,
Connector,FireEyeNXAmaIntegration,additional_information,📖 **Related Documentation:** [FireEye Network Security (NX)](https://www.fireeye.com/products/network-security.html),
Connector,ForcepointCSGIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Forcepoint CSG via Legacy Agent
Connector,ForcepointCSGIntegration,name,Forcepoint CSG via Legacy Agent Integration,
Connector,ForcepointCSGIntegration,description,"Forcepoint Cloud Security Gateway is a converged cloud security service that provides visibility, control, and threat protection for users and data, wherever they are. For more information visit: https://www.forcepoint.com/product/cloud-security-gateway",
Connector,ForcepointCSGIntegration,collection_method,MMA,
Connector,ForcepointCSGIntegration,event_vendor,Forcepoint CSG,
Connector,ForcepointCSGIntegration,event_product,Email;Web,
Connector,ForcepointCSGIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""Forcepoint CSG""], ""product"": [""Email"", ""Web""]}}",
Connector,ForcepointCSGIntegration,filter_fields,"CommonSecurityLog.DeviceProduct in ""Email,Web"" | CommonSecurityLog.DeviceVendor == ""Forcepoint CSG""",
Connector,ForcepointCSGIntegration,tables,CommonSecurityLog,
Connector,ForcepointCSGIntegration,additional_information,📖 **Related Documentation:** https://www.forcepoint.com/product/cloud-security-gateway,
Connector,ForcepointCSGAmaIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Forcepoint CSG via AMA
Connector,ForcepointCSGAmaIntegration,name,Forcepoint CSG via AMA Integration,
Connector,ForcepointCSGAmaIntegration,description,"Forcepoint Cloud Security Gateway is a converged cloud security service that provides visibility, control, and threat protection for users and data, wherever they are. For more information visit: https://www.forcepoint.com/product/cloud-security-gateway",
Connector,ForcepointCSGAmaIntegration,collection_method,AMA,
Connector,ForcepointCSGAmaIntegration,event_vendor,Forcepoint CSG,
Connector,ForcepointCSGAmaIntegration,event_product,Email;Web,
Connector,ForcepointCSGAmaIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""Forcepoint CSG""], ""product"": [""Email"", ""Web""]}}",
Connector,ForcepointCSGAmaIntegration,filter_fields,"CommonSecurityLog.DeviceProduct in~ ""Email,Web"" | CommonSecurityLog.DeviceVendor =~ ""Forcepoint CSG""",
Connector,ForcepointCSGAmaIntegration,tables,CommonSecurityLog,
Connector,ForcepointCSGAmaIntegration,additional_information,📖 **Related Documentation:** https://www.forcepoint.com/product/cloud-security-gateway,
Connector,ForcepointCasbIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Forcepoint CASB via Legacy Agent
Connector,ForcepointCasbIntegration,name,Forcepoint CASB via Legacy Agent Integration,
Connector,ForcepointCasbIntegration,description,"The Forcepoint CASB (Cloud Access Security Broker) integration allows you to automatically export CASB logs and events into Microsoft Sentinel in real-time. This enriches visibility into user activities across locations and cloud applications, enables further correlation with data from Azure workloads and other feeds, and improves monitoring capability with Workbooks inside Microsoft Sentinel.",
Connector,ForcepointCasbIntegration,collection_method,MMA,
Connector,ForcepointCasbIntegration,event_vendor,Forcepoint CASB,
Connector,ForcepointCasbIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""Forcepoint CASB""], ""product"": []}}",
Connector,ForcepointCasbIntegration,filter_fields,"CommonSecurityLog.DeviceVendor == ""Forcepoint CASB""",
Connector,ForcepointCasbIntegration,tables,CommonSecurityLog,
Connector,ForcepointCasbAmaIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Forcepoint CASB via AMA
Connector,ForcepointCasbAmaIntegration,name,Forcepoint CASB via AMA Integration,
Connector,ForcepointCasbAmaIntegration,description,"The Forcepoint CASB (Cloud Access Security Broker) integration allows you to automatically export CASB logs and events into Microsoft Sentinel in real-time. This enriches visibility into user activities across locations and cloud applications, enables further correlation with data from Azure workloads and other feeds, and improves monitoring capability with Workbooks inside Microsoft Sentinel.",
Connector,ForcepointCasbAmaIntegration,collection_method,AMA,
Connector,ForcepointCasbAmaIntegration,event_vendor,Forcepoint CASB,
Connector,ForcepointCasbAmaIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""Forcepoint CASB""], ""product"": []}}",
Connector,ForcepointCasbAmaIntegration,filter_fields,"CommonSecurityLog.DeviceVendor =~ ""Forcepoint CASB""",
Connector,ForcepointCasbAmaIntegration,tables,CommonSecurityLog,
Connector,ForcepointNgfwIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Forcepoint NGFW via Legacy Agent
Connector,ForcepointNgfwIntegration,name,Forcepoint NGFW via Legacy Agent Integration,
Connector,ForcepointNgfwIntegration,description,"The Forcepoint NGFW (Next Generation Firewall) integration allows you to automatically export user-defined Forcepoint NGFW logs into Microsoft Sentinel in real-time. This enriches visibility into user activities recorded by NGFW, enables further correlation with data from Azure workloads and other feeds, and improves monitoring capability with Workbooks inside Microsoft Sentinel.",
Connector,ForcepointNgfwIntegration,collection_method,MMA,
Connector,ForcepointNgfwIntegration,event_vendor,Forcepoint,
Connector,ForcepointNgfwIntegration,event_product,NGFW,
Connector,ForcepointNgfwIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""Forcepoint""], ""product"": [""NGFW""]}}",
Connector,ForcepointNgfwIntegration,filter_fields,"CommonSecurityLog.DeviceProduct == ""NGFW"" | CommonSecurityLog.DeviceVendor == ""Forcepoint""",
Connector,ForcepointNgfwIntegration,tables,CommonSecurityLog,
Connector,ForcepointNgfwAmaIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Forcepoint NGFW via AMA
Connector,ForcepointNgfwAmaIntegration,name,Forcepoint NGFW via AMA Integration,
