"parser_name","parser_title","parser_version","parser_last_updated","parser_category","description","tables","source_file","github_url","solution_name","solution_folder","location","file_type","discovered"
"ESETProtectPlatform","Parser for ESET Protect Platform","1.0.0","2024-11-08","Microsoft Sentinel Parser","","IntegrationTable_CL","Solutions/ESET Protect Platform/Parsers/ESETProtectPlatform.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ESET%20Protect%20Platform/Parsers/ESETProtectPlatform.yaml","ESET Protect Platform","ESET Protect Platform","solution","yaml","false"
"ESETPROTECT","Parser for ESETPROTECT","1.0.0","2023-08-23","Microsoft Sentinel Parser","","Syslog","Solutions/ESETPROTECT/Parsers/ESETPROTECT.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ESETPROTECT/Parsers/ESETPROTECT.yaml","ESETPROTECT","ESETPROTECT","solution","yaml","false"
"ESETPROTECT","ESETPROTECT","","","","","Syslog","Solutions/ESETPROTECT/Parsers/ESETPROTECT.txt","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ESETPROTECT/Parsers/ESETPROTECT.txt","ESETPROTECT","ESETPROTECT","solution","txt","true"
"ExabeamEvent","Parser for ExabeamEvent","1.0.0","2023-08-23","Microsoft Sentinel Parser","","Syslog","Solutions/Exabeam Advanced Analytics/Parsers/ExabeamEvent.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Exabeam%20Advanced%20Analytics/Parsers/ExabeamEvent.yaml","Exabeam Advanced Analytics","Exabeam Advanced Analytics","solution","yaml","false"
"ExabeamEvent","ExabeamEvent","","","","","Syslog","Solutions/Exabeam Advanced Analytics/Parsers/ExabeamEvent.txt","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Exabeam%20Advanced%20Analytics/Parsers/ExabeamEvent.txt","Exabeam Advanced Analytics","Exabeam Advanced Analytics","solution","txt","true"
"ExtraHopDetections","Parser for ExtraHopDetections","1.0.1","2025-06-02","Microsoft Sentinel Parser","","ExtraHop_Detections_CL","Solutions/ExtraHop/Parsers/ExtraHopDetections.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ExtraHop/Parsers/ExtraHopDetections.yaml","ExtraHop","ExtraHop","solution","yaml","false"
"FireEyeNXEvent","Parser for FireEyeNXEvent","1.0.0","2023-08-23","Microsoft Sentinel Parser","","CommonSecurityLog","Solutions/FireEye Network Security/Parsers/FireEyeNXEvent.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/FireEye%20Network%20Security/Parsers/FireEyeNXEvent.yaml","FireEye Network Security","FireEye Network Security","solution","yaml","false"
"ForescoutEvent","Parser for ForescoutEvent","1.0.0","2023-08-23","Microsoft Sentinel Parser","","Syslog","Solutions/Forescout (Legacy)/Parsers/ForescoutEvent.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Forescout%20%28Legacy%29/Parsers/ForescoutEvent.yaml","Forescout (Legacy)","Forescout (Legacy)","solution","yaml","false"
"ForgeRockParser","Parser for ForgeRockParser","1.0.0","2023-08-23","Microsoft Sentinel Parser","","CommonSecurityLog","Solutions/ForgeRock Common Audit for CEF/Parsers/ForgeRockParser.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ForgeRock%20Common%20Audit%20for%20CEF/Parsers/ForgeRockParser.yaml","ForgeRock Common Audit for CEF","ForgeRock Common Audit for CEF","solution","yaml","false"
"getForgeRockUsers","getForgeRockUsers","","","","","CommonSecurityLog","Solutions/ForgeRock Common Audit for CEF/Parsers/ForgeRockParser.txt","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ForgeRock%20Common%20Audit%20for%20CEF/Parsers/ForgeRockParser.txt","ForgeRock Common Audit for CEF","ForgeRock Common Audit for CEF","solution","txt","true"
"Fortinet_FortiNDR_Cloud","Parser for Fortinet_FortiNDR_Cloud","1.0.0","2024-01-09","Microsoft Sentinel Parser","","FncEventsDetections_CL, FncEventsObservation_CL, FncEventsSuricata_CL","Solutions/Fortinet FortiNDR Cloud/Parsers/Fortinet_FortiNDR_Cloud.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiNDR%20Cloud/Parsers/Fortinet_FortiNDR_Cloud.yaml","Fortinet FortiNDR Cloud","Fortinet FortiNDR Cloud","solution","yaml","false"
"Fortiweb","Parser for Fortiweb","1.0.0","2023-08-23","Microsoft Sentinel Parser","","CommonSecurityLog","Solutions/Fortinet FortiWeb Cloud WAF-as-a-Service connector for Microsoft Sentinel/Parsers/Fortiweb.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Fortinet%20FortiWeb%20Cloud%20WAF-as-a-Service%20connector%20for%20Microsoft%20Sentinel/Parsers/Fortiweb.yaml","Fortinet FortiWeb Cloud WAF-as-a-Service connector for Microsoft Sentinel","Fortinet FortiWeb Cloud WAF-as-a-Service connector for Microsoft Sentinel","solution","yaml","false"
"GitHubAuditData","Parser for GitHubAuditData","1.0.0","2023-08-23","Microsoft Sentinel Parser","","GitHubAuditLogPolling_CL, GitHubAuditLogsV2_CL, ImpactedUser","Solutions/GitHub/Parsers/GitHubAuditData.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitHub/Parsers/GitHubAuditData.yaml","GitHub","GitHub","solution","yaml","false"
"GitHubCodeScanningData","Parser for GitHubCodeScanningData","1.0.0","2023-08-23","Microsoft Sentinel Parser","","githubscanaudit_CL","Solutions/GitHub/Parsers/GitHubCodeScanningData.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitHub/Parsers/GitHubCodeScanningData.yaml","GitHub","GitHub","solution","yaml","false"
"GitHubDependabotData","Parser for GitHubDependabotData","1.0.0","2023-08-23","Microsoft Sentinel Parser","","githubscanaudit_CL","Solutions/GitHub/Parsers/GitHubDependabotData.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitHub/Parsers/GitHubDependabotData.yaml","GitHub","GitHub","solution","yaml","false"
"GitHubSecretScanningData","Parser for GitHubSecretScanningData","1.0.0","2023-08-23","Microsoft Sentinel Parser","","githubscanaudit_CL","Solutions/GitHub/Parsers/GitHubSecretScanningData.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitHub/Parsers/GitHubSecretScanningData.yaml","GitHub","GitHub","solution","yaml","false"
"GitLabAccess","Parser for GitLabAccess","1.0.0","2023-08-23","Microsoft Sentinel Parser","","Syslog","Solutions/GitLab/Parsers/GitLabAccess.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitLab/Parsers/GitLabAccess.yaml","GitLab","GitLab","solution","yaml","false"
"GitLabApp","Parser for GitLabApp","1.0.0","2023-08-23","Microsoft Sentinel Parser","","Syslog","Solutions/GitLab/Parsers/GitLabApp.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitLab/Parsers/GitLabApp.yaml","GitLab","GitLab","solution","yaml","false"
"GitLabAudit","Parser for GitLabAudit","1.0.0","2023-08-23","Microsoft Sentinel Parser","","Syslog","Solutions/GitLab/Parsers/GitLabAudit.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GitLab/Parsers/GitLabAudit.yaml","GitLab","GitLab","solution","yaml","false"
"ApigeeX","Parser for ApigeeX","1.0.0","2023-08-23","Microsoft Sentinel Parser","","ApigeeX_CL, GoogleApigeeXV2_CL","Solutions/Google Apigee/Parsers/ApigeeX.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Apigee/Parsers/ApigeeX.yaml","Google Apigee","Google Apigee","solution","yaml","false"
"ApigeeXv2","Parser for ApigeeXv2","1.0.0","2024-12-19","Microsoft Sentinel Parser","","ApigeeXV2_CL","Solutions/Google Apigee/Parsers/ApigeeXV2.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Apigee/Parsers/ApigeeXV2.yaml","Google Apigee","Google Apigee","solution","yaml","false"
"Unified_ApigeeX","Parser for both ApiGeeX connectors","1.0.0","2024-12-19","Microsoft Sentinel Parser","","ApigeeXV2_CL, ApigeeX_CL","Solutions/Google Apigee/Parsers/Unified_ApigeeX.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Apigee/Parsers/Unified_ApigeeX.yaml","Google Apigee","Google Apigee","solution","yaml","false"
"GCP_MONITOR","Parser for GCP_MONITOR","1.0.0","2023-08-23","Microsoft Sentinel Parser","","GCP_MONITORINGV2_CL, GCP_MONITORING_CL","Solutions/Google Cloud Platform Cloud Monitoring/Parsers/GCP_MONITOR.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Google%20Cloud%20Platform%20Cloud%20Monitoring/Parsers/GCP_MONITOR.yaml","Google Cloud Platform Cloud Monitoring","Google Cloud Platform Cloud Monitoring","solution","yaml","false"
"GCPCloudDNS","Parser for GCPCloudDNS","1.0.0","2025-02-10","Microsoft Sentinel Parser","","GCPDNS, GCP_DNS_CL","Solutions/GoogleCloudPlatformDNS/Parsers/GCPCloudDNS.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GoogleCloudPlatformDNS/Parsers/GCPCloudDNS.yaml","GoogleCloudPlatformDNS","GoogleCloudPlatformDNS","solution","yaml","false"
"GCP_IAM","Parser for GCP_IAM","1.0.1","2025-08-29","Microsoft Sentinel Parser","","GCPIAM, GCP_IAM_CL","Solutions/GoogleCloudPlatformIAM/Parsers/GCP_IAM.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GoogleCloudPlatformIAM/Parsers/GCP_IAM.yaml","GoogleCloudPlatformIAM","GoogleCloudPlatformIAM","solution","yaml","false"
"GWorkspaceActivityReports","Parser for GWorkspaceActivityReports","1.0.0","2023-08-23","Microsoft Sentinel Parser","","GWorkspace_ReportsAPI_access_transparency_CL, GWorkspace_ReportsAPI_admin_CL, GWorkspace_ReportsAPI_calendar_CL, GWorkspace_ReportsAPI_chat_CL, GWorkspace_ReportsAPI_chrome_CL, GWorkspace_ReportsAPI_context_aware_access_CL, GWorkspace_ReportsAPI_data_studio_CL, GWorkspace_ReportsAPI_drive_CL, GWorkspace_ReportsAPI_gcp_CL, GWorkspace_ReportsAPI_gplus_CL, GWorkspace_ReportsAPI_groups_CL, GWorkspace_ReportsAPI_groups_enterprise_CL, GWorkspace_ReportsAPI_jamboard_CL, GWorkspace_ReportsAPI_keep_CL, GWorkspace_ReportsAPI_login_CL, GWorkspace_ReportsAPI_meet_CL, GWorkspace_ReportsAPI_mobile_CL, GWorkspace_ReportsAPI_rules_CL, GWorkspace_ReportsAPI_saml_CL, GWorkspace_ReportsAPI_token_CL, GWorkspace_ReportsAPI_user_accounts_CL, GoogleWorkspaceReports_CL","Solutions/GoogleWorkspaceReports/Parsers/GWorkspaceActivityReports.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/GoogleWorkspaceReports/Parsers/GWorkspaceActivityReports.yaml","GoogleWorkspaceReports","GoogleWorkspaceReports","solution","yaml","false"
"ASimAuthenticationHalcyon","ASIM Authentication Event Parser for Halcyon","1.0.0","2025-12-01","Microsoft Sentinel Parser","","HalcyonAuthenticationEvents_CL","Solutions/Halcyon/Parsers/ASimAuthenticationHalcyon.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Halcyon/Parsers/ASimAuthenticationHalcyon.yaml","Halcyon","Halcyon","solution","yaml","false"
"ASimDnsHalcyon","ASIM DNS Activity Parser for Halcyon","1.0.0","2025-12-01","Microsoft Sentinel Parser","","HalcyonDnsActivity_CL","Solutions/Halcyon/Parsers/ASimDnsHalcyon.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Halcyon/Parsers/ASimDnsHalcyon.yaml","Halcyon","Halcyon","solution","yaml","false"
"ASimFileEventHalcyon","ASIM File Activity Parser for Halcyon","1.0.0","2025-12-01","Microsoft Sentinel Parser","","HalcyonFileActivity_CL","Solutions/Halcyon/Parsers/ASimFileEventHalcyon.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Halcyon/Parsers/ASimFileEventHalcyon.yaml","Halcyon","Halcyon","solution","yaml","false"
"ASimNetworkSessionHalcyon","ASIM Network Session Parser for Halcyon","1.0.0","2025-12-01","Microsoft Sentinel Parser","","HalcyonNetworkSession_CL","Solutions/Halcyon/Parsers/ASimNetworkSessionHalcyon.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Halcyon/Parsers/ASimNetworkSessionHalcyon.yaml","Halcyon","Halcyon","solution","yaml","false"
"ASimProcessEventHalcyon","ASIM Process Event Parser for Halcyon","1.0.0","2025-12-01","Microsoft Sentinel Parser","","HalcyonProcessEvent_CL","Solutions/Halcyon/Parsers/ASimProcessEventHalcyon.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Halcyon/Parsers/ASimProcessEventHalcyon.yaml","Halcyon","Halcyon","solution","yaml","false"
"HYASProtectDNSActivity","Parser for all Hyas Protect DNS events","1.0.0","2023-09-26","HYASProtectParser","","HYASProtectDnsSecurityLogs_CL","Solutions/HYAS Protect/Parsers/HYASProtectDNS.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/HYAS%20Protect/Parsers/HYASProtectDNS.yaml","HYAS Protect","HYAS Protect","solution","yaml","false"
"ibossUrlEvent","Parser for ibossUrlEvent","1.0.1","2023-08-23","Microsoft Sentinel Parser","","CommonSecurityLog","Solutions/iboss/Parsers/ibossUrlEvent.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/iboss/Parsers/ibossUrlEvent.yaml","iboss","iboss","solution","yaml","false"
"IllumioCoreEvent","Parser for IllumioCoreEvent","1.0.0","2023-08-23","Microsoft Sentinel Parser","","CommonSecurityLog","Solutions/Illumio Core/Parsers/IllumioCoreEvent.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Illumio%20Core/Parsers/IllumioCoreEvent.yaml","Illumio Core","Illumio Core","solution","yaml","false"
"IllumioSyslogAuditEvents","Parser for Illumio Syslog Audit Events","1.0.0","2025-01-20","Microsoft Sentinel Parser","","Syslog","Solutions/IllumioSaaS/Parsers/IllumioSyslogAuditEvents.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IllumioSaaS/Parsers/IllumioSyslogAuditEvents.yaml","IllumioSaaS","IllumioSaaS","solution","yaml","false"
"IllumioSyslogNetworkTrafficEvents","Parser for Illumio Syslog Network Traffic Events","1.0.0","2025-01-20","Microsoft Sentinel Parser","","IllumioFlowEventsV2_CL, Syslog","Solutions/IllumioSaaS/Parsers/IllumioSyslogNetworkTrafficEvents.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IllumioSaaS/Parsers/IllumioSyslogNetworkTrafficEvents.yaml","IllumioSaaS","IllumioSaaS","solution","yaml","false"
"ImpervaWAFCloud","Parser for ImpervaWAFCloud","1.0.0","2023-08-23","Microsoft Sentinel Parser","","ImpervaWAFCloudV2_CL, ImpervaWAFCloud_CL","Solutions/ImpervaCloudWAF/Parsers/ImpervaWAFCloud.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ImpervaCloudWAF/Parsers/ImpervaWAFCloud.yaml","ImpervaCloudWAF","ImpervaCloudWAF","solution","yaml","false"
"InfobloxCDC_SOCInsights","Parser for InfobloxCDC_SOCInsights","1.0.0","2024-03-06","Microsoft Sentinel Parser","","CommonSecurityLog","Solutions/Infoblox/Parsers/InfobloxCDC_SOCInsights.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox/Parsers/InfobloxCDC_SOCInsights.yaml","Infoblox","Infoblox","solution","yaml","false"
"InfobloxInsight","Parser for InfobloxInsight","1.0.1","2025-06-06","Microsoft Sentinel Parser","","InfobloxInsight_CL","Solutions/Infoblox/Parsers/InfobloxInsight.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox/Parsers/InfobloxInsight.yaml","Infoblox","Infoblox","solution","yaml","false"
"InfobloxInsightAssets","Parser for InfobloxInsightAssets","1.0.0","2024-03-06","Microsoft Sentinel Parser","","InfobloxInsightAssets_CL","Solutions/Infoblox/Parsers/InfobloxInsightAssets.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox/Parsers/InfobloxInsightAssets.yaml","Infoblox","Infoblox","solution","yaml","false"
"InfobloxInsightComments","Parser for InfobloxInsightComments","1.0.0","2024-03-06","Microsoft Sentinel Parser","","InfobloxInsightComments_CL","Solutions/Infoblox/Parsers/InfobloxInsightComments.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox/Parsers/InfobloxInsightComments.yaml","Infoblox","Infoblox","solution","yaml","false"
"InfobloxInsightEvents","Parser for InfobloxInsightEvents","1.0.0","2024-03-06","Microsoft Sentinel Parser","","InfobloxInsightEvents_CL","Solutions/Infoblox/Parsers/InfobloxInsightEvents.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox/Parsers/InfobloxInsightEvents.yaml","Infoblox","Infoblox","solution","yaml","false"
"InfobloxInsightIndicators","Parser for InfobloxInsightIndicators","1.0.0","2024-03-06","Microsoft Sentinel Parser","","InfobloxInsightIndicators_CL","Solutions/Infoblox/Parsers/InfobloxInsightIndicators.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox/Parsers/InfobloxInsightIndicators.yaml","Infoblox","Infoblox","solution","yaml","false"
"InfobloxCDC","Parser for InfobloxCDC","2.0.0","2024-02-22","Microsoft Sentinel Parser","","CommonSecurityLog","Solutions/Infoblox Cloud Data Connector/Parsers/InfobloxCDC.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20Cloud%20Data%20Connector/Parsers/InfobloxCDC.yaml","Infoblox Cloud Data Connector","Infoblox Cloud Data Connector","solution","yaml","false"
"Infoblox","Parser for Infoblox","1.0.0","2023-08-23","Microsoft Sentinel Parser","","","Solutions/Infoblox NIOS/Parsers/Infoblox.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_allotherdhcpdTypes","Parser for Infoblox_allotherdhcpdTypes","1.1.1","2025-07-10","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_allotherdhcpdTypes.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_allotherdhcpdTypes.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_allotherdnsTypes","Parser for Infoblox_allotherdnsTypes","1.1.0","2024-07-30","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_allotherdnsTypes.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_allotherdnsTypes.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_allotherlogTypes","Parser for Infoblox_allotherlogTypes","1.1.0","2024-07-30","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_allotherlogTypes.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_allotherlogTypes.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dhcpack","Parser for Infoblox_dhcpack","1.1.0","2024-07-30","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_dhcpack.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dhcpack.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dhcpadded","Parser for Infoblox_dhcpadded","1.1.0","2024-07-30","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_dhcpadded.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dhcpadded.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dhcpbindupdate","Parser for Infoblox_dhcpbindupdate","1.1.0","2024-07-30","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_dhcpbindupdate.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dhcpbindupdate.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dhcpdiscover","Parser for Infoblox_dhcpdiscover","1.1.0","2024-07-30","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_dhcpdiscover.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dhcpdiscover.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dhcpexpire","Parser for Infoblox_dhcpexpire","1.1.0","2024-07-30","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_dhcpexpire.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dhcpexpire.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dhcpinform","Parser for Infoblox_dhcpinform","1.1.0","2024-07-30","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_dhcpinform.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dhcpinform.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dhcpoffer","Parser for Infoblox_dhcpoffer","1.1.0","2024-07-30","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_dhcpoffer.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dhcpoffer.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dhcpoption","Parser for Infoblox_dhcpoption","1.1.0","2024-07-30","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_dhcpoption.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dhcpoption.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dhcpother","Parser for Infoblox_dhcpother","1.1.1","2025-07-10","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_dhcpother.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dhcpother.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dhcprelease","Parser for Infoblox_dhcprelease","1.1.0","2024-07-30","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_dhcprelease.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dhcprelease.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dhcpremoved","Parser for Infoblox_dhcpremoved","1.1.0","2024-07-30","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_dhcpremoved.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dhcpremoved.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dhcprequest","Parser for Infoblox_dhcprequest","1.1.0","2024-07-30","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_dhcprequest.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dhcprequest.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dhcpsession","Parser for Infoblox_dhcpsession","1.1.0","2024-07-30","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_dhcpsession.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dhcpsession.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dhcp_consolidated","Parser for Infoblox_dhcp_consolidated","1.0.0","2023-08-23","Microsoft Sentinel Parser","","","Solutions/Infoblox NIOS/Parsers/Infoblox_dhcp_consolidated.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dhcp_consolidated.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dnsclient","Parser for Infoblox_dnsclient","1.1.0","2024-07-30","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_dnsclient.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dnsclient.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dnsgss","Parser for Infoblox_dnsgss","1.1.0","2024-07-30","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_dnsgss.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dnsgss.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dnszone","Parser for Infoblox_dnszone","1.1.0","2024-07-30","Microsoft Sentinel Parser","","Syslog","Solutions/Infoblox NIOS/Parsers/Infoblox_dnszone.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dnszone.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"Infoblox_dns_consolidated","Parser for Infoblox_dns_consolidated","1.0.0","2023-08-23","Microsoft Sentinel Parser","","","Solutions/Infoblox NIOS/Parsers/Infoblox_dns_consolidated.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20NIOS/Parsers/Infoblox_dns_consolidated.yaml","Infoblox NIOS","Infoblox NIOS","solution","yaml","false"
"InfobloxCDC_SOCInsights","Parser for InfobloxCDC_SOCInsights","1.0.0","2024-03-06","Microsoft Sentinel Parser","","CommonSecurityLog","Solutions/Infoblox SOC Insights/Parsers/InfobloxCDC_SOCInsights.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20SOC%20Insights/Parsers/InfobloxCDC_SOCInsights.yaml","Infoblox SOC Insights","Infoblox SOC Insights","solution","yaml","false"
"InfobloxInsight","Parser for InfobloxInsight","1.0.0","2024-03-06","Microsoft Sentinel Parser","","InfobloxInsight_CL","Solutions/Infoblox SOC Insights/Parsers/InfobloxInsight.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20SOC%20Insights/Parsers/InfobloxInsight.yaml","Infoblox SOC Insights","Infoblox SOC Insights","solution","yaml","false"
"InfobloxInsightAssets","Parser for InfobloxInsightAssets","1.0.0","2024-03-06","Microsoft Sentinel Parser","","InfobloxInsightAssets_CL","Solutions/Infoblox SOC Insights/Parsers/InfobloxInsightAssets.yaml","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Infoblox%20SOC%20Insights/Parsers/InfobloxInsightAssets.yaml","Infoblox SOC Insights","Infoblox SOC Insights","solution","yaml","false"
