"table_name","description","category","support_tier","collection_method","solutions","resource_types","table_type","source_azure_monitor","source_defender_xdr","xdr_only","source_feature_support","source_ingestion_api","source_sentinel_tables","azure_monitor_doc_link","defender_xdr_doc_link","basic_logs_eligible","supports_transformations","ingestion_api_supported","lake_only_supported"
"DatabricksBudgetPolicyCentral","Reference for DatabricksBudgetPolicyCentral table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksbudgetpolicycentral","","Yes","Yes","No","Yes"
"DatabricksCapsule8Dataplane","Reference for DatabricksCapsule8Dataplane table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databrickscapsule8dataplane","","Yes","No","No","Yes"
"DatabricksClamAVScan","Reference for DatabricksClamAVScan table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksclamavscan","","Yes","No","No","Yes"
"DatabricksCloudStorageMetadata","Reference for DatabricksCloudStorageMetadata table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databrickscloudstoragemetadata","","Yes","Yes","No","Yes"
"DatabricksClusterLibraries","Reference for DatabricksClusterLibraries table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksclusterlibraries","","Yes","No","No","Yes"
"DatabricksClusterPolicies","Reference for DatabricksClusterPolicies table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksclusterpolicies","","Yes","Yes","No","Yes"
"DatabricksClusters","Reference for DatabricksClusters table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksclusters","","Yes","Yes","No","Yes"
"DatabricksDBFS","Reference for DatabricksDBFS table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksdbfs","","Yes","Yes","No","Yes"
"DatabricksDashboards","Reference for DatabricksDashboards table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksdashboards","","Yes","Yes","No","Yes"
"DatabricksDataMonitoring","Reference for DatabricksDataMonitoring table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksdatamonitoring","","Yes","Yes","No","Yes"
"DatabricksDataRooms","Reference for DatabricksDataRooms table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksdatarooms","","Yes","Yes","No","Yes"
"DatabricksDatabricksSQL","Reference for DatabricksDatabricksSQL table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksdatabrickssql","","Yes","No","No","Yes"
"DatabricksDeltaPipelines","Reference for DatabricksDeltaPipelines table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksdeltapipelines","","Yes","No","No","Yes"
"DatabricksFeatureStore","Reference for DatabricksFeatureStore table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksfeaturestore","","Yes","Yes","No","Yes"
"DatabricksFiles","Reference for DatabricksFiles table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksfiles","","Yes","Yes","No","Yes"
"DatabricksFilesystem","Reference for DatabricksFilesystem table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksfilesystem","","Yes","Yes","No","Yes"
"DatabricksGenie","Reference for DatabricksGenie table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksgenie","","Yes","Yes","No","Yes"
"DatabricksGitCredentials","Reference for DatabricksGitCredentials table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksgitcredentials","","Yes","No","No","Yes"
"DatabricksGlobalInitScripts","Reference for DatabricksGlobalInitScripts table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksglobalinitscripts","","Yes","Yes","No","Yes"
"DatabricksGroups","Reference for DatabricksGroups table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksgroups","","Yes","Yes","No","Yes"
"DatabricksIAMRole","Reference for DatabricksIAMRole table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksiamrole","","Yes","No","No","Yes"
"DatabricksIngestion","Reference for DatabricksIngestion table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksingestion","","Yes","Yes","No","Yes"
"DatabricksInstancePools","Reference for DatabricksInstancePools table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksinstancepools","","Yes","Yes","No","Yes"
"DatabricksJobs","Reference for DatabricksJobs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksjobs","","Yes","Yes","No","Yes"
"DatabricksLakeviewConfig","Reference for DatabricksLakeviewConfig table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databrickslakeviewconfig","","Yes","Yes","No","Yes"
"DatabricksLineageTracking","Reference for DatabricksLineageTracking table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databrickslineagetracking","","Yes","Yes","No","Yes"
"DatabricksMLflowAcledArtifact","Reference for DatabricksMLflowAcledArtifact table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksmlflowacledartifact","","Yes","Yes","No","Yes"
"DatabricksMLflowExperiment","Reference for DatabricksMLflowExperiment table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksmlflowexperiment","","Yes","Yes","No","Yes"
"DatabricksMarketplaceConsumer","Reference for DatabricksMarketplaceConsumer table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksmarketplaceconsumer","","Yes","Yes","No","Yes"
"DatabricksMarketplaceProvider","Reference for DatabricksMarketplaceProvider table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksmarketplaceprovider","","Yes","Yes","No","Yes"
"DatabricksModelRegistry","Reference for DatabricksModelRegistry table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksmodelregistry","","Yes","No","No","Yes"
"DatabricksNotebook","Reference for DatabricksNotebook table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksnotebook","","Yes","Yes","No","Yes"
"DatabricksOnlineTables","Reference for DatabricksOnlineTables table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksonlinetables","","Yes","Yes","No","Yes"
"DatabricksPartnerHub","Reference for DatabricksPartnerHub table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databrickspartnerhub","","Yes","No","No","Yes"
"DatabricksPredictiveOptimization","Reference for DatabricksPredictiveOptimization table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databrickspredictiveoptimization","","Yes","Yes","No","Yes"
"DatabricksRBAC","Reference for DatabricksRBAC table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksrbac","","Yes","Yes","No","Yes"
"DatabricksRFA","Reference for DatabricksRFA table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksrfa","","Yes","Yes","No","Yes"
"DatabricksRemoteHistoryService","Reference for DatabricksRemoteHistoryService table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksremotehistoryservice","","Yes","Yes","No","Yes"
"DatabricksRepos","Reference for DatabricksRepos table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksrepos","","Yes","No","No","Yes"
"DatabricksSQL","Reference for DatabricksSQL table in Azure Monitor Logs.","-","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databrickssql","","Yes","No","No","Yes"
"DatabricksSQLPermissions","Reference for DatabricksSQLPermissions table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databrickssqlpermissions","","Yes","Yes","No","Yes"
"DatabricksSSH","Reference for DatabricksSSH table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksssh","","Yes","Yes","No","Yes"
"DatabricksSecrets","Reference for DatabricksSecrets table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databrickssecrets","","Yes","Yes","No","Yes"
"DatabricksServerlessRealTimeInference","Reference for DatabricksServerlessRealTimeInference table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksserverlessrealtimeinference","","Yes","No","No","Yes"
"DatabricksTables","Reference for DatabricksTables table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databrickstables","","No","No","No","No"
"DatabricksUnityCatalog","Reference for DatabricksUnityCatalog table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksunitycatalog","","Yes","No","No","Yes"
"DatabricksVectorSearch","Reference for DatabricksVectorSearch table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksvectorsearch","","Yes","Yes","No","Yes"
"DatabricksWebTerminal","Reference for DatabricksWebTerminal table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databrickswebterminal","","Yes","No","No","Yes"
"DatabricksWebhookNotifications","Reference for DatabricksWebhookNotifications table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databrickswebhooknotifications","","Yes","Yes","No","Yes"
"DatabricksWorkspace","Reference for DatabricksWorkspace table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksworkspace","","Yes","Yes","No","Yes"
"DatabricksWorkspaceFiles","Reference for DatabricksWorkspaceFiles table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.databricks/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/databricksworkspacefiles","","Yes","Yes","No","Yes"
"DataminrPulse_Alerts_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"DataverseActivity","Reference for DataverseActivity table in Azure Monitor Logs.","Audit, Security","","","SecurityInsights","-","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/dataverseactivity","","Yes","Yes","No","Yes"
"DefenderIoTRawEvent","Reference for DefenderIoTRawEvent table in Azure Monitor Logs.","-","","","AzureSecurityOfThings","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/defenderiotrawevent","","No","No","No","No"
"Detections_Data_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"DevCenterAgentHealthLogs","Reference for DevCenterAgentHealthLogs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.devcenter/devcenters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devcenteragenthealthlogs","","Yes","Yes","No","Yes"
"DevCenterBillingEventLogs","Reference for DevCenterBillingEventLogs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.devcenter/devcenters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devcenterbillingeventlogs","","Yes","Yes","No","Yes"
"DevCenterConnectionLogs","Reference for DevCenterConnectionLogs table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.devcenter/devcenters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devcenterconnectionlogs","","Yes","Yes","No","Yes"
"DevCenterDiagnosticLogs","Reference for DevCenterDiagnosticLogs table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.devcenter/devcenters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devcenterdiagnosticlogs","","Yes","Yes","No","Yes"
"DevCenterResourceOperationLogs","Reference for DevCenterResourceOperationLogs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.devcenter/devcenters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devcenterresourceoperationlogs","","Yes","Yes","No","Yes"
"DevOpsOperationsAudit","Reference for DevOpsOperationsAudit table in Azure Monitor Logs.","Audit","","","LogManagement","microsoft.sql/servers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devopsoperationsaudit","","No","No","No","No"
"DeviceAppCrash","Reference for DeviceAppCrash table in Azure Monitor Logs.","MDE","","","SurfaceHub","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceappcrash","","No","No","No","No"
"DeviceAppLaunch","Reference for DeviceAppLaunch table in Azure Monitor Logs.","MDE","","Defender","SurfaceHub","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceapplaunch","","No","No","No","No"
"DeviceBaselineComplianceAssessment","Baseline compliance assessment snapshot, which indicates the status of various security configurations related to baseline profiles on devices","MDE","","","","","","No","Yes","Yes","No","No","No","","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicebaselinecomplianceassessment-table","","","No",""
"DeviceBaselineComplianceAssessmentKB","Information about various security configurations used by baseline compliance to assess devices","MDE","","","","","","No","Yes","Yes","No","No","No","","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicebaselinecomplianceassessmentkb-table","","","No",""
"DeviceBaselineComplianceProfiles","Baseline profiles used for monitoring device baseline compliance","MDE","","","","","","No","Yes","Yes","No","No","No","","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicebaselinecomplianceprofiles-table","","","No",""
"DeviceBehaviorEntities","Reference for DeviceBehaviorEntities table in Azure Monitor Logs.","MDE","","Defender","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicebehaviorentities","","Yes","Yes","No","Yes"
"DeviceBehaviorInfo","Reference for DeviceBehaviorInfo table in Azure Monitor Logs.","MDE","","Defender","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicebehaviorinfo","","Yes","Yes","No","Yes"
"DeviceCalendar","Reference for DeviceCalendar table in Azure Monitor Logs.","MDE","","Defender","SurfaceHub","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicecalendar","","No","No","No","No"
"DeviceCleanup","Reference for DeviceCleanup table in Azure Monitor Logs.","MDE","","","SurfaceHub","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicecleanup","","No","No","No","No"
"DeviceConnectSession","Reference for DeviceConnectSession table in Azure Monitor Logs.","MDE","","Defender","SurfaceHub","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceconnectsession","","No","No","No","No"
"DeviceCustomFileEvents","Reference for DeviceCustomFileEvents table in Azure Monitor Logs.","MDE","","Defender","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicecustomfileevents","","Yes","Yes","No","Yes"
"DeviceCustomImageLoadEvents","Reference for DeviceCustomImageLoadEvents table in Azure Monitor Logs.","MDE","","Defender","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicecustomimageloadevents","","Yes","No","No","Yes"
"DeviceCustomNetworkEvents","Reference for DeviceCustomNetworkEvents table in Azure Monitor Logs.","MDE","","Defender","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicecustomnetworkevents","","Yes","Yes","No","Yes"
"DeviceCustomProcessEvents","Reference for DeviceCustomProcessEvents table in Azure Monitor Logs.","MDE","","Defender","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicecustomprocessevents","","Yes","No","No","Yes"
"DeviceCustomRegistryEvents","Reference for DeviceCustomRegistryEvents table in Azure Monitor Logs.","MDE","","","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicecustomregistryevents","","Yes","No","No","Yes"
"DeviceCustomScriptEvents","Reference for DeviceCustomScriptEvents table in Azure Monitor Logs.","MDE","","Defender","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicecustomscriptevents","","Yes","Yes","No","Yes"
"DeviceEtw","Reference for DeviceEtw table in Azure Monitor Logs.","MDE","","Defender","SurfaceHub","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceetw","","No","No","No","No"
"DeviceEvents","Multiple event types, including events triggered by security controls such as Microsoft Defender Antivirus and exploit protection","MDE","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceevents","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-deviceevents-table","Yes","Yes","No","Yes"
"DeviceFileCertificateInfo","Certificate information of signed files obtained from certificate verification events on endpoints","MDE","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicefilecertificateinfo","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-DeviceFileCertificateInfo-table","Yes","Yes","No","Yes"
"DeviceFileEvents","File creation, modification, and other file system events","MDE","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicefileevents","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicefileevents-table","Yes","Yes","No","Yes"
"DeviceHardwareHealth","Reference for DeviceHardwareHealth table in Azure Monitor Logs.","MDE","","","SurfaceHub","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicehardwarehealth","","No","No","No","No"
"DeviceHealth","Reference for DeviceHealth table in Azure Monitor Logs.","MDE","","Defender","SurfaceHub","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicehealth","","No","No","No","No"
"DeviceHeartbeat","Reference for DeviceHeartbeat table in Azure Monitor Logs.","MDE","","Defender","SurfaceHub","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceheartbeat","","No","No","No","No"
"DeviceImageLoadEvents","DLL loading events","MDE","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceimageloadevents","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-deviceimageloadevents-table","Yes","Yes","No","Yes"
"DeviceInfo","Machine information, including OS information","MDE","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceinfo","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-deviceinfo-table","Yes","Yes","No","Yes"
"DeviceLogonEvents","Sign-ins and other authentication events on devices","MDE","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicelogonevents","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicelogonevents-table","Yes","Yes","No","Yes"
"DeviceNetworkEvents","Network connection and related events","MDE","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicenetworkevents","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicenetworkevents-table","Yes","Yes","No","Yes"
"DeviceNetworkInfo","Network properties of devices, including physical adapters, IP and MAC addresses, as well as connected networks and domains","MDE","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicenetworkinfo","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicenetworkinfo-table","Yes","Yes","No","Yes"
"DeviceProcessEvents","Process creation and related events","MDE","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceprocessevents","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-deviceprocessevents-table","Yes","Yes","No","Yes"
"DeviceRegistryEvents","Creation and modification of registry entries","MDE","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceregistryevents","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-deviceregistryevents-table","Yes","Yes","No","Yes"
"DeviceSkypeHeartbeat","Reference for DeviceSkypeHeartbeat table in Azure Monitor Logs.","MDE","","","SurfaceHub","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceskypeheartbeat","","No","No","No","No"
"DeviceSkypeSignIn","Reference for DeviceSkypeSignIn table in Azure Monitor Logs.","MDE","","","SurfaceHub","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceskypesignin","","No","No","No","No"
"DeviceTvmBrowserExtensions","Browser extension installations found on devices from Microsoft Defender Vulnerability Management","MDE","","","","","","No","Yes","Yes","No","No","No","","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicetvmbrowserextensions-table","","","No",""
"DeviceTvmBrowserExtensionsKB","Browser extension details and permission information used in the Microsoft Defender Vulnerability Management browser extensions page","MDE","","","","","","No","Yes","Yes","No","No","No","","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicetvmbrowserextensionskb-table","","","No",""
"DeviceTvmCertificateInfo","Certificate information for devices in the organization from Microsoft Defender Vulnerability Management","MDE","","","","","","No","Yes","Yes","No","No","No","","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicetvmcertificateinfo-table","","","No",""
"DeviceTvmHardwareFirmware","Hardware and firmware information of devices as checked by Defender Vulnerability Management","MDE","","","","","","No","Yes","Yes","No","No","No","","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicetvmhardwarefirmware-table","","","No",""
