solution_name,solution_folder,publisher,support_tier,categories,version,is_published,connector_count,connector_id,connector_title,collection_method,is_deprecated,tables,reason,solution_github_link,connector_github_link
Integration for Atlassian Beacon,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Integration%20for%20Atlassian%20Beacon,DEFEND Ltd.,Partner,domains,3.0.0,true,1,AtlassianBeaconAlerts,Atlassian Beacon Alerts,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Integration%20for%20Atlassian%20Beacon,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Integration%20for%20Atlassian%20Beacon/Data%20Connectors/AtlassianBeacon_DataConnector.json
IONIX,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IONIX,IONIX,Partner,domains,3.0.0,true,1,CyberpionSecurityLogs,IONIX Security Logs,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IONIX,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IONIX/Data%20Connectors/IONIXSecurityLogs.json
IoTOTThreatMonitoringwithDefenderforIoT,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IoTOTThreatMonitoringwithDefenderforIoT,Microsoft Corporation,Microsoft,domains,2.0.2,true,1,IoT,Microsoft Defender for IoT,Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IoTOTThreatMonitoringwithDefenderforIoT,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IoTOTThreatMonitoringwithDefenderforIoT/Data%20Connectors/template_IoT.JSON
IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,IPinfo,Partner,domains,3.0.1,false,17,IPinfoASNDataConnector,IPinfo ASN Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo/Data%20Connectors/ASN/IPinfo_ASN_API_AzureFunctionApp.json
IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,IPinfo,Partner,domains,3.0.1,false,17,IPinfoAbuseDataConnector,IPinfo Abuse Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo/Data%20Connectors/Abuse/IPinfo_Abuse_API_AzureFunctionApp.json
IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,IPinfo,Partner,domains,3.0.1,false,17,IPinfoCarrierDataConnector,IPinfo Carrier Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo/Data%20Connectors/Carrier/IPinfo_Carrier_API_AzureFunctionApp.json
IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,IPinfo,Partner,domains,3.0.1,false,17,IPinfoCompanyDataConnector,IPinfo Company Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo/Data%20Connectors/Company/IPinfo_Company_API_AzureFunctionApp.json
IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,IPinfo,Partner,domains,3.0.1,false,17,IPinfoCountryDataConnector,IPinfo Country ASN Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo/Data%20Connectors/Country%20ASN/IPinfo_Country_API_AzureFunctionApp.json
IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,IPinfo,Partner,domains,3.0.1,false,17,IPinfoDomainDataConnector,IPinfo Domain Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo/Data%20Connectors/Domain/IPinfo_Domain_API_AzureFunctionApp.json
IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,IPinfo,Partner,domains,3.0.1,false,17,IPinfoIplocationDataConnector,IPinfo Iplocation Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo/Data%20Connectors/Iplocation/IPinfo_Iplocation_API_AzureFunctionApp.json
IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,IPinfo,Partner,domains,3.0.1,false,17,IPinfoIplocationExtendedDataConnector,IPinfo Iplocation Extended Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo/Data%20Connectors/Iplocation%20Extended/IPinfo_Iplocation_Extended_API_AzureFunctionApp.json
IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,IPinfo,Partner,domains,3.0.1,false,17,IPinfoPrivacyDataConnector,IPinfo Privacy Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo/Data%20Connectors/Privacy/IPinfo_Privacy_API_AzureFunctionApp.json
IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,IPinfo,Partner,domains,3.0.1,false,17,IPinfoPrivacyExtendedDataConnector,IPinfo Privacy Extended Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo/Data%20Connectors/Privacy%20Extended/IPinfo_Privacy_Extended_API_AzureFunctionApp.json
IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,IPinfo,Partner,domains,3.0.1,false,17,IPinfoRIRWHOISDataConnector,IPinfo RIRWHOIS Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo/Data%20Connectors/RIRWHOIS/IPinfo_RIRWHOIS_API_AzureFunctionApp.json
IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,IPinfo,Partner,domains,3.0.1,false,17,IPinfoRWHOISDataConnector,IPinfo RWHOIS Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo/Data%20Connectors/RWHOIS/IPinfo_RWHOIS_API_AzureFunctionApp.json
IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,IPinfo,Partner,domains,3.0.1,false,17,IPinfoWHOISASNDataConnector,IPinfo WHOIS ASN Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo/Data%20Connectors/WHOIS%20ASN/IPinfo_WHOIS_ASN_API_AzureFunctionApp.json
IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,IPinfo,Partner,domains,3.0.1,false,17,IPinfoWHOISMNTDataConnector,IPinfo WHOIS MNT Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo/Data%20Connectors/WHOIS%20MNT/IPinfo_WHOIS_MNT_API_AzureFunctionApp.json
IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,IPinfo,Partner,domains,3.0.1,false,17,IPinfoWHOISNETDataConnector,IPinfo WHOIS NET Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo/Data%20Connectors/WHOIS%20NET/IPinfo_WHOIS_NET_API_AzureFunctionApp.json
IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,IPinfo,Partner,domains,3.0.1,false,17,IPinfoWHOISORGDataConnector,IPinfo WHOIS ORG Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo/Data%20Connectors/WHOIS%20ORG/IPinfo_WHOIS_ORG_API_AzureFunctionApp.json
IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,IPinfo,Partner,domains,3.0.1,false,17,IPinfoWHOISPOCDataConnector,IPinfo WHOIS POC Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IPinfo/Data%20Connectors/WHOIS%20POC/IPinfo_WHOIS_POC_API_AzureFunctionApp.json
IronNet IronDefense,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IronNet%20IronDefense,Microsoft Corporation,Microsoft,domains,2.0.1,false,1,IronNetIronDefense,IronNet IronDefense,MMA,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IronNet%20IronDefense,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/IronNet%20IronDefense/Data%20Connectors/IronNetIronDefense.json
ISC Bind,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ISC%20Bind,Microsoft Corporation,Microsoft,domains,3.0.2,true,1,ISCBind,[Deprecated] ISC Bind,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ISC%20Bind,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/ISC%20Bind/Data%20Connectors/Connector_Syslog_ISCBind.json
Island,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Island,Island,Partner,domains,3.0.0,true,2,Island_Admin_Polling,Island Enterprise Browser Admin Audit (Polling CCP),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Island,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Island/Data%20Connectors/IslandAdminAPIConnector.json
Island,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Island,Island,Partner,domains,3.0.0,true,2,Island_User_Polling,Island Enterprise Browser User Activity (Polling CCP),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Island,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Island/Data%20Connectors/IslandUserAPIConnector.json
Ivanti Unified Endpoint Management,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Ivanti%20Unified%20Endpoint%20Management,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,IvantiUEM,[Deprecated] Ivanti Unified Endpoint Management,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Ivanti%20Unified%20Endpoint%20Management,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Ivanti%20Unified%20Endpoint%20Management/Data%20Connectors/Ivanti_UEM_Syslog.json
Jamf Protect,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Jamf%20Protect,"Jamf Software, LLC",Partner,domains,3.3.0,true,1,JamfProtectPush,Jamf Protect Push Connector,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Jamf%20Protect,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Jamf%20Protect/Data%20Connectors/JamfProtect_ccp/connectorDefinition.json
JBoss,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/JBoss,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,JBossEAP,[Deprecated] JBoss Enterprise Application Platform,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/JBoss,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/JBoss/Data%20Connectors/Connector_JBoss.json
Juniper SRX,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Juniper%20SRX,Microsoft Corporation,Microsoft,domains,3.0.2,true,1,JuniperSRX,[Deprecated] Juniper SRX,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Juniper%20SRX,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Juniper%20SRX/Data%20Connectors/Connector_Syslog_JuniperSRX.json
JuniperIDP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/JuniperIDP,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,JuniperIDP,[Deprecated] Juniper IDP,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/JuniperIDP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/JuniperIDP/Data%20Connectors/Connector_LogAnalytics_agent_JuniperIDP.json
Keeper Security,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Keeper%20Security,Keeper Security,Partner,domains,3.0.0,true,1,KeeperSecurityPush2,Keeper Security Push Connector,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Keeper%20Security,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Keeper%20Security/Data%20Connectors/KeeperSecurity_ccp/KepperSecurity_Definition.json
Lastpass Enterprise Activity Monitoring,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/LastPass,The Collective Consulting,Partner,domains,2.0.1,true,1,LastPass_Polling,LastPass Enterprise - Reporting (Polling CCP),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/LastPass,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/LastPass/Data%20Connectors/LastPassAPIConnector.json
Lookout,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Lookout,Lookout,Partner,domains,3.0.1,true,2,LookoutAPI,[DEPRECATED] Lookout,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Lookout,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Lookout/Data%20Connectors/Lookout_API_FunctionApp.json
Lookout,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Lookout,Lookout,Partner,domains,3.0.1,true,2,LookoutStreaming_Definition,Lookout Mobile Threat Detection Connector (via Codeless Connector Framework) (Preview),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Lookout,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Lookout/Data%20Connectors/LookoutStreamingConnector_ccp/LookoutStreaming_DataConnectorDefinition.json
Lookout Cloud Security Platform for Microsoft Sentinel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Lookout%20Cloud%20Security%20Platform%20for%20Microsoft%20Sentinel,Lookout,Partner,domains,3.0.0,false,1,LookoutCloudSecurityDataConnector,Lookout Cloud Security for Microsoft Sentinel,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Lookout%20Cloud%20Security%20Platform%20for%20Microsoft%20Sentinel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Lookout%20Cloud%20Security%20Platform%20for%20Microsoft%20Sentinel/Data%20Connectors/LookoutCSConnector/LookoutCloudSecurityConnector_API_FunctionApp.json
Lumen Defender Threat Feed,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Lumen%20Defender%20Threat%20Feed,"Lumen Technologies, Inc.",Partner,domains,3.1.0,false,1,LumenThreatFeedConnector,Lumen Defender Threat Feed Data Connector,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Lumen%20Defender%20Threat%20Feed,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Lumen%20Defender%20Threat%20Feed/Data%20Connectors/LumenThreatFeed/LumenThreatFeedConnector_ConnectorUI.json
MailGuard 365,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MailGuard%20365,MailGuard 365,Partner,domains,,true,1,MailGuard365,MailGuard 365,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MailGuard%20365,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MailGuard%20365/Data%20Connectors/MailGuard365.json
MailRisk,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MailRisk,Secure Practice,Partner,domains,3.0.0,true,1,SecurePracticeMailRiskConnector,MailRisk by Secure Practice,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MailRisk,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MailRisk/Data%20Connectors/MailRisk_CCP/MailRisk_ConnectorDefinition.json
MarkLogicAudit,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MarkLogicAudit,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,MarkLogic,[Deprecated] MarkLogic Audit,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MarkLogicAudit,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MarkLogicAudit/Data%20Connectors/Connector_MarkLogicAudit.json
McAfee ePolicy Orchestrator,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/McAfee%20ePolicy%20Orchestrator,Microsoft Corporation,Microsoft,domains,3.0.2,false,1,McAfeeePO,[Deprecated] McAfee ePolicy Orchestrator (ePO),MMA,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/McAfee%20ePolicy%20Orchestrator,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/McAfee%20ePolicy%20Orchestrator/Data%20Connectors/Connector_McAfee_ePO.json
McAfee Network Security Platform,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/McAfee%20Network%20Security%20Platform,Microsoft Corporation,Microsoft,domains,3.0.1,false,1,McAfeeNSP,[Deprecated] McAfee Network Security Platform,MMA,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/McAfee%20Network%20Security%20Platform,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/McAfee%20Network%20Security%20Platform/Data%20Connectors/McAfeeNSP.json
Microsoft 365,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20365,Microsoft Corporation,Microsoft,domains,3.0.5,true,1,Office365,"Microsoft 365 (formerly, Office 365)",Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20365,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20365/Data%20Connectors/Microsoft365.JSON
Microsoft 365 Assets,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20365%20Assets,Microsoft Corporation,Microsoft,domains,3.0.0,false,1,M365Assets,"Microsoft 365 Assets (formerly, Office 365)",Native,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20365%20Assets,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20365%20Assets/Data%20Connectors/M365Asset_DataConnectorDefinition.json
Microsoft Business Applications,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Business%20Applications,Microsoft Corporation,Microsoft,domains,3.2.2,true,1,Dynamics365Finance,Dynamics 365 Finance and Operations,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Business%20Applications,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Business%20Applications/Data%20Connectors/DynamicsFinOpsPollerConnector/DynamicsFinOps_DataConnectorDefinition.json
Microsoft Copilot,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Copilot,Microsoft,Microsoft,domains,3.0.1,false,1,MicrosoftCopilot,Microsoft Copilot,CCF,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Copilot,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Copilot/Data%20Connectors/MicrosoftCopilot_ConnectorDefinition.json
Microsoft Defender for Cloud,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20for%20Cloud,Microsoft Corporation,Microsoft,domains,3.0.2,true,2,AzureSecurityCenter,Subscription-based Microsoft Defender for Cloud (Legacy),Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20for%20Cloud,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20for%20Cloud/Data%20Connectors/AzureSecurityCenter.JSON
Microsoft Defender for Cloud,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20for%20Cloud,Microsoft Corporation,Microsoft,domains,3.0.2,true,2,MicrosoftDefenderForCloudTenantBased,Tenant-based Microsoft Defender for Cloud,Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20for%20Cloud,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20for%20Cloud/Data%20Connectors/MicrosoftDefenderForCloudTenantBased.json
Microsoft Defender for Cloud Apps,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20for%20Cloud%20Apps,Microsoft Corporation,Microsoft,domains,2.0.2,true,1,MicrosoftCloudAppSecurity,Microsoft Defender for Cloud Apps,Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20for%20Cloud%20Apps,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20for%20Cloud%20Apps/Data%20Connectors/MicrosoftCloudAppSecurity.JSON
Microsoft Defender for Identity,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20For%20Identity,Microsoft Corporation,Microsoft,domains,2.0.1,true,1,AzureAdvancedThreatProtection,Microsoft Defender for Identity,Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20For%20Identity,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20For%20Identity/Data%20Connectors/MicrosoftDefenderforIdentity.JSON
Microsoft Defender for Office 365,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20for%20Office%20365,Microsoft Corporation,Microsoft,domains,3.0.2,true,1,OfficeATP,Microsoft Defender for Office 365 (Preview),Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20for%20Office%20365,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20for%20Office%20365/Data%20Connectors/template_OfficeATP.json
Microsoft Defender XDR,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20XDR,Microsoft Corporation,Microsoft,domains,3.0.11,true,1,MicrosoftThreatProtection,Microsoft Defender XDR,Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20XDR,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Defender%20XDR/Data%20Connectors/MicrosoftThreatProtection.JSON
Microsoft Entra ID,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Entra%20ID,Microsoft Corporation,Microsoft,domains,3.3.6,true,1,AzureActiveDirectory,Microsoft Entra ID,Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Entra%20ID,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Entra%20ID/Data%20Connectors/template_AzureActiveDirectory.JSON
Microsoft Entra ID Assets,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Entra%20ID%20Assets,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,EntraIDAssets,Microsoft Entra ID Assets,Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Entra%20ID%20Assets,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Entra%20ID%20Assets/Data%20Connectors/EntraIDAssets_DataConnectorDefinition.json
Microsoft Entra ID Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Entra%20ID%20Protection,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,AzureActiveDirectoryIdentityProtection,Microsoft Entra ID Protection,Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Entra%20ID%20Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Entra%20ID%20Protection/Data%20Connectors/template_AzureActiveDirectoryIdentityProtection.JSON
Microsoft Exchange Security - Exchange On-Premises,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises,Community,Community,domains,3.3.2,true,8,ESI-ExchangeAdminAuditLogEvents,[Deprecated] Microsoft Exchange Logs and Events,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises/Data%20Connectors/ESI-ExchangeAdminAuditLogEvents.json
Microsoft Exchange Security - Exchange On-Premises,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises,Community,Community,domains,3.3.2,true,8,ESI-ExchangeOnPremisesCollector,Exchange Security Insights On-Premises Collector,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises/Data%20Connectors/ESI-ExchangeOnPremisesCollector.json
Microsoft Exchange Security - Exchange On-Premises,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises,Community,Community,domains,3.3.2,true,8,ESI-Opt1ExchangeAdminAuditLogsByEventLogs,Microsoft Exchange Admin Audit Logs by Event Logs,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises/Data%20Connectors/ESI-Opt1ExchangeAdminAuditLogsByEventLogs.json
Microsoft Exchange Security - Exchange On-Premises,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises,Community,Community,domains,3.3.2,true,8,ESI-Opt2ExchangeServersEventLogs,Microsoft Exchange Logs and Events,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises/Data%20Connectors/ESI-Opt2ExchangeServersEventLogs.json
