"table_name","column_name","column_type","description"
"AzureMetrics","CorrelationId","string","Deprecated"
"AzureMetrics","Count","real","Number of samples collected during the time range. Can be used to determine the number of values that contributed to the average value."
"AzureMetrics","Description","string","Deprecated"
"AzureMetrics","DurationMs","long","Deprecated"
"AzureMetrics","FirstReportedDateTime","string","Deprecated"
"AzureMetrics","IndicatorThreatType","string","Deprecated"
"AzureMetrics","IsActive","string","Deprecated"
"AzureMetrics","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"AzureMetrics","LastReportedDateTime","string","Deprecated"
"AzureMetrics","MaliciousIP","string","Deprecated"
"AzureMetrics","Maximum","real","Maximum value collected during in the time range."
"AzureMetrics","MetricName","string","Display name of the metric."
"AzureMetrics","Minimum","real","Minimum value collected during in the time range."
"AzureMetrics","OperationName","string","Deprecated"
"AzureMetrics","OperationVersion","string","Deprecated"
"AzureMetrics","RemoteIPCountry","string","Deprecated"
"AzureMetrics","RemoteIPLatitude","real","Deprecated"
"AzureMetrics","RemoteIPLongitude","real","Deprecated"
"AzureMetrics","Resource","string","Resource name of the Azure resource reporting the metric."
"AzureMetrics","ResourceGroup","string","Resource group name of the Azure resource reporting the metric."
"AzureMetrics","ResourceId","string","Resource ID of the Azure resource reporting the metric. Same as _ResourceId present for backward compatibility reasons. _ResourceId should be used"
"AzureMetrics","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"AzureMetrics","ResourceProvider","string","Resource provider of the Azure resource reporting the metric."
"AzureMetrics","ResultDescription","string","Deprecated"
"AzureMetrics","ResultSignature","string","Deprecated"
"AzureMetrics","ResultType","string","Reduces the set of data collected. The syntax allowed depends on the operation. See the operation's description for details."
"AzureMetrics","Severity","int","Deprecated"
"AzureMetrics","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"AzureMetrics","SubscriptionId","string","Subscription id of the Azure resource reporting the metric."
"AzureMetrics","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"AzureMetrics","TimeGenerated","datetime","Date and time the record was created."
"AzureMetrics","TimeGrain","string","Time grain of the metric e.g. PT1M"
"AzureMetrics","TLPLevel","string","Deprecated"
"AzureMetrics","Total","real","Sum of all of the values in the time range."
"AzureMetrics","Type","string","The name of the table"
"AzureMetrics","UnitName","string","Unit of the metric. Examples include Seconds Percent Bytes."
"AzureMetricsV2","Average","real","Average value collected during in the time range."
"AzureMetricsV2","_BilledSize","real","The record size in bytes"
"AzureMetricsV2","Count","real","Number of samples collected during the time range."
"AzureMetricsV2","Dimension","dynamic","Associated dimension of the metric in JSON format."
"AzureMetricsV2","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"AzureMetricsV2","Maximum","real","Maximum value collected during in the time range."
"AzureMetricsV2","MetricCategory","string","Category name of the metric."
"AzureMetricsV2","MetricName","string","Display name of the metric."
"AzureMetricsV2","MetricResourceType","string","Resource type of the Azure resource reporting the metric."
"AzureMetricsV2","Minimum","real","Minimum value collected during in the time range."
"AzureMetricsV2","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"AzureMetricsV2","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"AzureMetricsV2","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"AzureMetricsV2","TenantId","string","The Log Analytics workspace ID"
"AzureMetricsV2","TimeGenerated","datetime","Timestamp (UTC) when the record was generated."
"AzureMetricsV2","TimeGrain","string","Time grain of the metric."
"AzureMetricsV2","Total","real","Sum of all of the values in the time range."
"AzureMetricsV2","Type","string","The name of the table"
"AzureMetricsV2","UnitName","string","Unit of the metric."
"AzureMonitorPipelineLogErrors","_BilledSize","real","The record size in bytes"
"AzureMonitorPipelineLogErrors","Instance","string","Replica id of the Azure Monitor PipelineGroup."
"AzureMonitorPipelineLogErrors","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"AzureMonitorPipelineLogErrors","Location","string","Azure region where the PipelineGroup is deployed."
"AzureMonitorPipelineLogErrors","Message","string","User friendly log message describing the error."
"AzureMonitorPipelineLogErrors","OperationName","string","Pipeline operation name. Well-known values: Ingestion, Transform, Export, Other."
"AzureMonitorPipelineLogErrors","Properties","dynamic","Additional properties."
"AzureMonitorPipelineLogErrors","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"AzureMonitorPipelineLogErrors","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"AzureMonitorPipelineLogErrors","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"AzureMonitorPipelineLogErrors","TenantId","string","The Log Analytics workspace ID"
"AzureMonitorPipelineLogErrors","TimeGenerated","datetime","The timestamp (UTC) of when the log was generated."
"AzureMonitorPipelineLogErrors","Type","string","The name of the table"
"BehaviorAnalytics","ActionType","string","The specific type of action that triggered the event."
"BehaviorAnalytics","ActivityInsights","dynamic","Activity and behavioral insights."
"BehaviorAnalytics","ActivityType","string","The activity type that triggered the event."
"BehaviorAnalytics","ActorName","string","The name of the user initiating the action that generated the event."
"BehaviorAnalytics","ActorPrincipalName","string","The principal name of the user initiating the action that generated the event."
"BehaviorAnalytics","_BilledSize","real","The record size in bytes"
"BehaviorAnalytics","DestinationDevice","string","The hostname of the destination device."
"BehaviorAnalytics","DestinationIPAddress","string","The destination IP address."
"BehaviorAnalytics","DestinationIPLocation","string","The destination Geo location based on the IP address."
"BehaviorAnalytics","Device","string","The name of the device on which the event occurred or which reported the event, depending on the schema."
"BehaviorAnalytics","DevicesInsights","dynamic","Devices metadata and insights."
"BehaviorAnalytics","EventProductVersion","string","The version of the product generating the event."
"BehaviorAnalytics","EventSource","string","Data source for this event."
"BehaviorAnalytics","EventVendor","string","The vendor of the product generating the event."
"BehaviorAnalytics","InvestigationPriority","int","Investigation priority score."
"BehaviorAnalytics","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"BehaviorAnalytics","NativeTableName","string","The original table from which the record was fetched."
"BehaviorAnalytics","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"BehaviorAnalytics","SourceDevice","string","The hostname of the source device."
"BehaviorAnalytics","SourceIPAddress","string","The source IP address."
"BehaviorAnalytics","SourceIPLocation","string","The source Geo location based on the IP address."
"BehaviorAnalytics","SourceRecordId","string","The unique Id of the source raw event."
"BehaviorAnalytics","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"BehaviorAnalytics","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"BehaviorAnalytics","TargetName","string","The name of the target user in the action that generated the event."
"BehaviorAnalytics","TargetPrincipalName","string","The name of the target user in the action that generated the event."
"BehaviorAnalytics","TenantId","string","The Log Analytics workspace ID"
"BehaviorAnalytics","TimeGenerated","datetime","Time when the raw event was generated (UTC)."
"BehaviorAnalytics","TimeProcessed","datetime","Time when enrichment processing occurred (UTC)."
"BehaviorAnalytics","Type","string","The name of the table"
"BehaviorAnalytics","UserName","string","User name of the account."
"BehaviorAnalytics","UserPrincipalName","string","User principal name of the account."
"BehaviorAnalytics","UsersInsights","dynamic","Users metadata and insights."
"BehaviorEntities","AccountDomain","string","Domain of the account."
"BehaviorEntities","AccountName","string","User name of the account."
"BehaviorEntities","AccountObjectId","string","Unique identifier for the account in Azure AD."
"BehaviorEntities","AccountSid","string","Security Identifier (SID) of the account."
"BehaviorEntities","AccountUpn","string","User principal name (UPN) of the account."
"BehaviorEntities","ActionType","string","Type of activity that triggered the event. Associated with specific MITRE ATT&CK techniques."
"BehaviorEntities","AdditionalFields","string","Additional information about the entity or event."
"BehaviorEntities","Application","string","Application that performed the recorded action."
"BehaviorEntities","ApplicationId","string","Unique identifier for the application."
"BehaviorEntities","BehaviorId","string","Unique identifier for the behavior."
"BehaviorEntities","_BilledSize","real","The record size in bytes"
"BehaviorEntities","Categories","string","Types of threat indicator or breach activity identified by the alert. Defined by the MITRE ATT&CK Matrix for Enterprise."
"BehaviorEntities","DataSources","string","Products or services that provided information for the behavior."
"BehaviorEntities","DetailedEntityRole","string","The role of the entity in the behavior"
"BehaviorEntities","DetectionSource","string","Detection technology or sensor that identified the notable component or activity."
"BehaviorEntities","DeviceId","string","Unique identifier for the device in the service."
"BehaviorEntities","DeviceName","string","Fully qualified domain name (FQDN) of the device."
"BehaviorEntities","EmailClusterId","string","Identifier for the group of similar emails clustered based on heuristic analysis of their contents."
"BehaviorEntities","EmailSubject","string","Subject of the email."
"BehaviorEntities","EntityRole","string","Indicates whether the entity is impacted or merely related."
"BehaviorEntities","EntityType","string","Type of object, such as a file, a process, a device, or a user."
"BehaviorEntities","FileName","string","Name of the file involved in the alert. Empty unless EntityType is ""File"" or ""Process""."
"BehaviorEntities","FileSize","long","Size of the file in bytes. Empty unless EntityType is ""File"" or ""Process"""
"BehaviorEntities","FolderPath","string","Folder containing the file. Empty unless EntityType is ""File"" or ""Process""."
"BehaviorEntities","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"BehaviorEntities","LocalIP","string","IP address assigned to the local machine used during communication."
"BehaviorEntities","NetworkMessageId","string","Unique identifier for the email in UUID format, generated by Office 365."
"BehaviorEntities","OAuthApplicationId","string","Unique identifier of the third-party OAuth application in UUID format."
"BehaviorEntities","ProcessCommandLine","string","Command line used to create the new process."
"BehaviorEntities","RegistryKey","string","Registry key that the recorded action was applied to."
"BehaviorEntities","RegistryValueData","string","Data of the registry value that the recorded action was applied to."
"BehaviorEntities","RegistryValueName","string","Name of the registry value that the recorded action was applied to."
"BehaviorEntities","RemoteIP","string","IP address that was being connected to."
"BehaviorEntities","RemoteUrl","string","URL or fully qualified domain name (FQDN) that was being connected to."
"BehaviorEntities","ServiceSource","string","Product or service that provided the alert information."
"BehaviorEntities","SHA1","string","SHA-1 hash of the file. Empty unless EntityType is ""File"" or ""Process""."
"BehaviorEntities","SHA256","string","SHA-256 of the file. Empty unless EntityType is ""File"" or ""Process""."
"BehaviorEntities","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"BehaviorEntities","TenantId","string","The Log Analytics workspace ID"
"BehaviorEntities","ThreatFamily","string","Malware family that the suspicious or malicious file or process has been classified under."
"BehaviorEntities","TimeGenerated","datetime","Date and time when the record was generated."
"BehaviorEntities","Type","string","The name of the table"
"BehaviorInfo","AccountObjectId","string","Unique identifier for the account in Azure AD."
"BehaviorInfo","AccountUpn","string","User principal name (UPN) of the account."
"BehaviorInfo","ActionType","string","Type of activity that triggered the event. Associated with specific MITRE ATT&CK techniques."
"BehaviorInfo","AdditionalFields","string","Additional information about the entity or event."
"BehaviorInfo","AttackTechniques","string","MITRE ATT&CK techniques associated with the activity that triggered the alert. Defined by the MITRE ATT&CK Matrix for Enterprise."
"BehaviorInfo","BehaviorId","string","Unique identifier for the behavior."
"BehaviorInfo","_BilledSize","real","The record size in bytes"
"BehaviorInfo","Categories","string","Types of threat indicator or breach activity identified by the alert. Defined by the MITRE ATT&CK Matrix for Enterprise."
"BehaviorInfo","DataSources","string","Products or services that provided information for the behavior."
"BehaviorInfo","Description","string","Description of the behavior."
"BehaviorInfo","DetectionSource","string","Detection technology or sensor that identified the notable component or activity."
"BehaviorInfo","DeviceId","string","Unique identifier for the device in the service."
"BehaviorInfo","EndTime","datetime","Date and time of the last activity related to the behavior."
"BehaviorInfo","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"BehaviorInfo","ServiceSource","string","Product or service that provided the alert information."
"BehaviorInfo","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"BehaviorInfo","StartTime","datetime","Date and time of the first activity related to the behavior."
"BehaviorInfo","TenantId","string","The Log Analytics workspace ID"
"BehaviorInfo","TimeGenerated","datetime","Date and time when the record was generated."
"BehaviorInfo","Type","string","The name of the table"
"BlockchainApplicationLog","_BilledSize","real","The record size in bytes"
"BlockchainApplicationLog","BlockchainMessage","string",""
"BlockchainApplicationLog","BlockchainNodeName","string",""
"BlockchainApplicationLog","Category","string",""
"BlockchainApplicationLog","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"BlockchainApplicationLog","Level","string",""
"BlockchainApplicationLog","NodeLocation","string",""
"BlockchainApplicationLog","OperationName","string",""
"BlockchainApplicationLog","Resource","string",""
"BlockchainApplicationLog","ResourceGroup","string",""
"BlockchainApplicationLog","ResourceId","string",""
"BlockchainApplicationLog","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"BlockchainApplicationLog","ResourceProvider","string",""
"BlockchainApplicationLog","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"BlockchainApplicationLog","SubscriptionId","string",""
"BlockchainApplicationLog","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"BlockchainApplicationLog","TimeGenerated","datetime",""
"BlockchainApplicationLog","Type","string","The name of the table"
"BlockchainProxyLog","Agent","string",""
"BlockchainProxyLog","_BilledSize","real","The record size in bytes"
"BlockchainProxyLog","BlockchainMemberName","string",""
"BlockchainProxyLog","BlockchainNodeName","string",""
"BlockchainProxyLog","Category","string",""
"BlockchainProxyLog","Code","string",""
"BlockchainProxyLog","Consortium","string",""
"BlockchainProxyLog","EthMethod","string",""
"BlockchainProxyLog","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"BlockchainProxyLog","LogLevel","string",""
"BlockchainProxyLog","NodeHost","string",""
"BlockchainProxyLog","NodeLocation","string",""
"BlockchainProxyLog","OperationName","string",""
"BlockchainProxyLog","PublicUser","string",""
"BlockchainProxyLog","Remote","string",""
"BlockchainProxyLog","RequestMethodName","string",""
"BlockchainProxyLog","RequestSize","int",""
"BlockchainProxyLog","RequestTime","real",""
"BlockchainProxyLog","Resource","string",""
"BlockchainProxyLog","ResourceGroup","string",""
"BlockchainProxyLog","ResourceId","string",""
"BlockchainProxyLog","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"BlockchainProxyLog","ResourceProvider","string",""
"BlockchainProxyLog","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"BlockchainProxyLog","SubscriptionId","string",""
"BlockchainProxyLog","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"BlockchainProxyLog","Tenant","string",""
"BlockchainProxyLog","TimeGenerated","datetime",""
"BlockchainProxyLog","Type","string","The name of the table"
"CCFApplicationLogs","_BilledSize","real","The record size in bytes"
"CCFApplicationLogs","File","string","The file name that generated the log message."
"CCFApplicationLogs","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"CCFApplicationLogs","Level","string","An error or informational message indicating if the service processed the request."
"CCFApplicationLogs","LineNumber","int","The line number in the file that the message refers to."
"CCFApplicationLogs","Location","string","The Azure datacenter region where the pod is deployed."
"CCFApplicationLogs","Message","string","The Log message."
"CCFApplicationLogs","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"CCFApplicationLogs","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"CCFApplicationLogs","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"CCFApplicationLogs","TenantId","string","The Log Analytics workspace ID"
"CCFApplicationLogs","TimeGenerated","datetime","Date and time the record was created."
"CCFApplicationLogs","Type","string","The name of the table"
"CDBCassandraRequests","AccountName","string","The name of the Cosmos DB account against which this request was issued."
"CDBCassandraRequests","ActivityId","string","The unique identifier (GUID) for this Cassandra API request."
"CDBCassandraRequests","Address","string","The IP address of the client that issued this request."
"CDBCassandraRequests","AuthorizationTokenType","string","The authorization token used for this request."
"CDBCassandraRequests","_BilledSize","real","The record size in bytes"
"CDBCassandraRequests","CollectionName","string","The name of the Cosmos DB table/container against which this request was issued."
"CDBCassandraRequests","DatabaseName","string","The name of the Cosmos DB database against which this request was issued."
"CDBCassandraRequests","DurationMs","real","The server side execution time (in ms) for this request."
"CDBCassandraRequests","ErrorCode","string","The error code (if applicable) for this request."
"CDBCassandraRequests","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"CDBCassandraRequests","OperationName","string","The Cassandra API operation that was executed."
"CDBCassandraRequests","PIICommandText","string","Full query text with parameters (if opted in) for this request."
"CDBCassandraRequests","RateLimitingDelayMs","real","The estimated time (in ms) spent in retrying due to rate limited operations."
"CDBCassandraRequests","RegionName","string","The region against which this request was issued."
"CDBCassandraRequests","RequestCharge","real","The RU (Request Unit) consumption for this request."
"CDBCassandraRequests","RequestLength","real","The payload size (in bytes) of the request."
"CDBCassandraRequests","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"CDBCassandraRequests","ResponseLength","real","The payload size (in bytes) of the server response."
"CDBCassandraRequests","RetriedDueToRateLimiting","bool","Boolean flag indicating if this request was retried server side due to throttles."
"CDBCassandraRequests","RetryCount","int","The number of server side retries issued for this request."
"CDBCassandraRequests","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"CDBCassandraRequests","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"CDBCassandraRequests","TenantId","string","The Log Analytics workspace ID"
"CDBCassandraRequests","TimeGenerated","datetime","Timestamp (in UTC) of the Cassandra API data plane request."
"CDBCassandraRequests","Type","string","The name of the table"
"CDBCassandraRequests","UserAgent","string","The user agent suffix of the client issuing the request."
"CDBControlPlaneRequests","AccountName","string","The name of the Cosmos DB account."
"CDBControlPlaneRequests","AcledSubnets","string","The ACL'd subnets for the account."
"CDBControlPlaneRequests","ActivityId","string","The Activity ID of the operation."
"CDBControlPlaneRequests","ApiKind","string","The API kind for the account (SQL, Graph, Mongo, Cassanda, Table) that is specified during account creation."
"CDBControlPlaneRequests","ApiKindResourceType","string","The resource against which this Control Plane operation was executed (e.g. Database, Container etc.)"
"CDBControlPlaneRequests","AssociatedRoleDefinitionId","string","The ID of the IAM role definition for the IAM role created for the account."
"CDBControlPlaneRequests","BackupIntervalInMinutes","int","The time (in minutes) between consecutive backup snapshots for the Cosmos DB account. Valid range: 60 - 1440 minutes."
"CDBControlPlaneRequests","BackupRetentionIntervalInHours","int","The duration of time (in hours) for which backup snapshots are retained for the Cosmos DB account. Valid range: 8 - 720 hours."
"CDBControlPlaneRequests","BackupStorageRedundancy","string","The type of backup storage redundancy for the Cosmos DB account."
"CDBControlPlaneRequests","_BilledSize","real","The record size in bytes"
"CDBControlPlaneRequests","Cors","string","Collection of account's Cross Origin Resource Sharing Rules"
"CDBControlPlaneRequests","CurrentWriteRegion","string","The current write region for this account (applies when a regional failover is triggered to choose a new write region)."
"CDBControlPlaneRequests","DefaultConsistencyLevel","string","The default consistency level for the Cosmos DB account."
"CDBControlPlaneRequests","DurationMs","real","The time taken (in milliseconds) for this control plane operation to complete."
"CDBControlPlaneRequests","EnableAutomaticFailover","bool","Boolean flag to enable automatic failover for the Cosmos DB account."
"CDBControlPlaneRequests","EnableCassandraRequestsTrace","bool","Boolean flag indicating if diagnostic logs are enabled for all Cassandra API operations."
"CDBControlPlaneRequests","EnableControlPlaneRequestsTrace","bool","Boolean flag indicting if diagnostic logs are enabled for Control Plane operations."
"CDBControlPlaneRequests","EnableDataPlaneRequestsTrace","bool","Boolean flag indicating if diagnostic logs are enabled for all Data Plane Operations."
"CDBControlPlaneRequests","EnableGremlinRequestsTrace","bool","Boolean flag indicating if diagnostic logs are enabled for Gremlin operations."
"CDBControlPlaneRequests","EnableMongoRequestsTrace","bool","Boolean flag indicating if diagnostic logs are enabled for all Mongo API operations."
"CDBControlPlaneRequests","EnablePrivateEndpointConnection","bool","Boolean flag to enable private endpoints for the Cosmos DB account."
"CDBControlPlaneRequests","EnableVirtualNetworkFilter","bool","Boolean flag indicating if VNet filters were enabled for the account."
"CDBControlPlaneRequests","HttpMethod","string","The HTTP method issued for this control plane operation."
"CDBControlPlaneRequests","HttpStatusCode","int","The HTTP status code of the control plane operation."
"CDBControlPlaneRequests","IpRangeFilter","string","The IP range filter specified as part of the VNet rules for the Cosmos DB account."
"CDBControlPlaneRequests","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"CDBControlPlaneRequests","IsServiceManagedFailover","bool","Boolean flag to indicate if the failover event was initiated by the service or by the customer."
"CDBControlPlaneRequests","MaxStalenessIntervalInSeconds","real","The maximum staleness value (in seconds) for the Cosmos DB account when using the Bounded Staleness consistency setting."
"CDBControlPlaneRequests","MaxStalenessPrefix","string","The max staleness prefix for the Cosmos DB account when using the Bounded Staleness consistency setting."
"CDBControlPlaneRequests","MultipleWriteLocations","bool","Boolean flag indicating if the Cosmos DB account is a multi-master account."
"CDBControlPlaneRequests","NewWriteRegion","string","The new write region for the Cosmos DB account (after a user-initiated failover operation is executed)."
"CDBControlPlaneRequests","OperationName","string","The Control Plane Operation that was executed."
"CDBControlPlaneRequests","OperationType","string","The type of control plane operation, which was executed. Examples of operations included Add/Remove region, Indexing Policy updates, VNet and firewall rule creation, Backup Retention Policy changes etc."
"CDBControlPlaneRequests","PrivateEndpointArmUrl","string","The ARM URL of the private endpoint created for the account."
"CDBControlPlaneRequests","PrivateEndpointConnections","string","The list of private endpoints for the Cosmos DB account (in each region)."
"CDBControlPlaneRequests","RegionName","string","The region in which this control plan operation was executed."
"CDBControlPlaneRequests","ResourceDetails","string","The specific resource within the account against which the Control Plane Operation was executed. For e.g. the index for the container for which the indexing policy was created or updated."
"CDBControlPlaneRequests","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"CDBControlPlaneRequests","ResourceUri","string","The URI of the Cosmos DB resource (e.g. Database, Container) against which the control plane operation was execution."
"CDBControlPlaneRequests","Result","string","The result of the operation indicating either success or failure."
"CDBControlPlaneRequests","RoleAssignmentId","string","The role assignment Id for the IAM role created for the account."
"CDBControlPlaneRequests","RoleAssignmentPrincipalId","string","The Principal ID associated with the IAM Role Assignment created for the account."
"CDBControlPlaneRequests","RoleAssignmentPrincipalType","string","The Principal type of the IAM role assignment created for the account."
"CDBControlPlaneRequests","RoleAssignmentScope","string","The scope of access for the IAM role created for the account."
"CDBControlPlaneRequests","RoleDefinitionAssignableScopes","string","The assignable scopes for the IAM role created for the account."
"CDBControlPlaneRequests","RoleDefinitionId","string","The Id of the IAM role created for the account."
"CDBControlPlaneRequests","RoleDefinitionName","string","The name of the IAM role created for the account."
"CDBControlPlaneRequests","RoleDefinitionPermissions","string","The permissions associated with the IAM role created for the account."
"CDBControlPlaneRequests","RoleDefinitionType","string","The type of IAM role created for the account."
"CDBControlPlaneRequests","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"CDBControlPlaneRequests","SqlQueryTextTraceType","bool","Boolean flag indicating if full query text logging is enabled."
"CDBControlPlaneRequests","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"CDBControlPlaneRequests","TargetBackupMode","string","The backup mode after update. This can be either Continuous or Periodic."
"CDBControlPlaneRequests","TargetContinuousTier","string","The continuous tier after updating. This can be either Continuous7Days or Continuous30Days."
"CDBControlPlaneRequests","TenantId","string","The Log Analytics workspace ID"
"CDBControlPlaneRequests","TimeGenerated","datetime","Timestamp (in UTC) when this Control Plane operation was executed against the Cosmos DB account."
"CDBControlPlaneRequests","Type","string","The name of the table"
"CDBControlPlaneRequests","VirtualNetworkName","string","The name of the Vnet for the account."
"CDBControlPlaneRequests","VirtualNetworkResourceEntries","string","The list of IP addresses being included as part of the VNet rule for the account."
"CDBControlPlaneRequests","VnetArmUrl","string","The ARM URL for the VNet for the account."
"CDBControlPlaneRequests","VnetDatabaseAccountEntries","string","The list of virtual networks specified for the account."
"CDBControlPlaneRequests","VnetLocation","string","The Azure region in which the VNet for the account is location."
"CDBControlPlaneRequests","VnetResourceGroupName","string","The name of the resource group within which the VNet is created."
"CDBDataPlaneRequests","AadAppliedRoleAssignmentId","string","The ID of the applied role assignment for the caller issuing the data plane request."
"CDBDataPlaneRequests","AadPrincipalId","string","The AAD Principal ID of the caller issuing the data plane request."
"CDBDataPlaneRequests","AccountName","string","The name of the Cosmos DB account."
"CDBDataPlaneRequests","ActivityId","string","The unique identifier (GUID) for this data plane operation"
"CDBDataPlaneRequests","AuthTokenType","string","The authorization type (System Read/Write key) for this request by the Cosmos DB Gateway service when running in Gateway mode or using the REST API."
"CDBDataPlaneRequests","_BilledSize","real","The record size in bytes"
"CDBDataPlaneRequests","ClientIpAddress","string","The IP address of the client VM issuing the request."
"CDBDataPlaneRequests","CollectionName","string","The Cosmos DB container against which the request was issued."
"CDBDataPlaneRequests","ConnectionMode","string","The connection mode used by the client issuing the request - (Direct or Gateway mode)."
"CDBDataPlaneRequests","DatabaseName","string","The Cosmos DB database against which the request was issued."
"CDBDataPlaneRequests","DurationMs","real","The server-side execution time (in milliseconds) for this request."
"CDBDataPlaneRequests","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"CDBDataPlaneRequests","KeyType","string","The authorization type (Primary/Secondary Read/Write key) for this request when running in Direct mode."
"CDBDataPlaneRequests","OperationName","string","The specific data plane operation executed against the account."
"CDBDataPlaneRequests","PartitionId","string","The physical partition ID for the Cosmos DB container against which the request was issued."
"CDBDataPlaneRequests","RegionName","string","The Azure region to which this request was issued."
"CDBDataPlaneRequests","RequestCharge","real","The RUs (Request Units) consumed by this operation."
"CDBDataPlaneRequests","RequestLength","real","The payload size (in bytes) for the request."
"CDBDataPlaneRequests","RequestResourceId","string","The ID of the specific Cosmos DB resource within the account against which the data plane request was executed."
"CDBDataPlaneRequests","RequestResourceType","string","The Cosmos DB resource type within the account against which the data plane request was executed, can be one of Database, Collection, Document, Attachment, User, Permission, StoredProcedure, Trigger, UserDefinedFunction, Offer."
"CDBDataPlaneRequests","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"CDBDataPlaneRequests","ResourceTokenPermissionId","string","The ID of the resource token associated with the resource accessed by this request."
"CDBDataPlaneRequests","ResourceTokenPermissionMode","string","The permission mode of the resource token associated with the resource accessed by this request."
"CDBDataPlaneRequests","ResourceTokenUserRid","string","The user ID associated with the resource token for the resource accessed by this request."
"CDBDataPlaneRequests","ResponseLength","real","The payload size (in bytes) of the server response."
"CDBDataPlaneRequests","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"CDBDataPlaneRequests","StatusCode","int","The HTTP status code response for the data plane request, highlighting details of the success/failure of the request."
"CDBDataPlaneRequests","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"CDBDataPlaneRequests","TenantId","string","The Log Analytics workspace ID"
