"solution_name","solution_folder","solution_github_url","solution_publisher_id","solution_offer_id","solution_first_publish_date","solution_last_publish_date","solution_version","solution_support_name","solution_support_tier","solution_support_link","solution_author_name","solution_categories","solution_readme_file","solution_logo_url","solution_description","solution_dependencies","has_connectors","is_deprecated","deprecation_date","is_published","marketplace_url","mp_is_published","mp_url","mp_display_name","mp_summary","mp_long_summary","mp_publisher_display_name","mp_is_preview","mp_is_stop_sell","mp_creation_date","mp_last_modified_date","mp_categories","mp_keywords","mp_popularity","mp_rating_average","mp_rating_count","mp_is_free","mp_is_byol","mp_is_microsoft_product","mp_last_checked"
"Synack","Synack","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Synack","","","","","","","","","","","","","","","false","false","","true","","false","","","","","","","","","","","","","","","","","","2026-04-02"
"Syslog","Syslog","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Syslog","azuresentinel","azure-sentinel-solution-syslog","2022-05-23","","3.0.6","Microsoft Corporation","Microsoft","https://support.microsoft.com","Microsoft - support@microsoft.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Azure_Sentinel.svg","The Syslog solution allows you to ingest events from applications or appliances that generate and can forward logs in the Syslog format to a Syslog Forwarder. The Agent for Linux is then able to forward these logs to the Log Analytics/Microsoft Sentinel workspace.

Installing this solution will deploy two data connectors,

1. **Syslog via AMA** - This data connector helps in ingesting syslog messages into your Log Analytics Workspace using the new Azure Monitor Agent. Learn more about ingesting using the new Azure Monitor Agent [here](https://learn.microsoft.com/en-us/azure/azure-monitor/agents/data-collection-syslog). Microsoft recommends using this Data Connector.

2. **Syslog via Legacy Agent** - This data connector helps in ingesting syslog messages into your Log Analytics Workspace using the legacy Log Analytics agent.

<P>**NOTE**: After the solution is installed, Microsoft recommends configuring and leveraging the Syslog via AMA connector for log ingestion. Legacy connector uses the Log Analytics agent, which is about to be deprecated by **Aug 31, 2024,** and thus should only be installed where AMA is not supported.</p>","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-syslog","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-syslog","Syslog solution for Sentinel","Syslog solution for Sentinel","The Syslog solution allows you to ingest events from applications or appliances that generate and can forward logs in the Syslog format to a Syslog Forwarder","Microsoft Sentinel, Microsoft Corporation","false","false","2023-02-21","2025-12-13","security;information-protection;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm;AzureSentinelSolution","Microsoft Sentinel;f1de974b-f438-4719-b423-8bf704ba2aef;Syslog;Syslog solution for Sentinel","0.929","0.0","0","false","false","true","2026-04-02"
"TacitRed-Defender-ThreatIntelligence","TacitRed-Defender-ThreatIntelligence","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TacitRed-Defender-ThreatIntelligence","data443riskmitigationinc1761580347231","azure-sentinel-solution-tacitred-defender-ti","2025-11-10","","3.0.0","Data443 Risk Mitigation, Inc.","Partner","https://www.data443.com","Data443 Risk Mitigation, Inc. - support@data443.com","domains","Solutions/TacitRed-Defender-ThreatIntelligence/README.md","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/tacitred_logo.svg","The TacitRed Defender Threat Intelligence solution integrates TacitRed's threat intelligence feed with Microsoft Sentinel. It automatically retrieves compromised credentials and other threat indicators from TacitRed and ingests them into Microsoft Sentinel using the Upload API for enhanced threat detection.","","false","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/data443riskmitigationinc1761580347231.azure-sentinel-solution-tacitred-defender-ti","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/data443riskmitigationinc1761580347231.azure-sentinel-solution-tacitred-defender-ti","TacitRed Defender Threat Intelligence","TacitRed Defender Threat Intelligence solution for Microsoft Sentinel with automated credential IOC ","The TacitRed Defender Threat Intelligence solution integrates TacitRed's threat intelligence feed with Microsoft Sentinel. It automatically retrieves compromised credentials and other threat indicators from TacitRed and ingests them into Microsoft Sentinel","Data443","false","false","2026-02-06","2026-02-13","threat-protection;security;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","f1de974b-f438-4719-b423-8bf704ba2aef;TacitRed Defender Threat Intelligence","0.0","0.0","0","false","false","true","2026-04-02"
"TacitRed-IOC-CrowdStrike","TacitRed-IOC-CrowdStrike","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TacitRed-IOC-CrowdStrike","data443riskmitigationinc1761580347231","azure-sentinel-solution-tacitred-cs-ioc-automation","2025-11-25","","3.0.0","Data443 Risk Mitigation, Inc.","Partner","https://www.data443.com","Data443 Risk Mitigation, Inc. - support@data443.com","domains","Solutions/TacitRed-IOC-CrowdStrike/README.md","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/tacitred_logo.svg","The TacitRed CrowdStrike IOC Automation solution provides example playbooks that demonstrate how to consume TacitRed threat intelligence from Microsoft Sentinel and prepare indicators for ingestion into CrowdStrike.","","false","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/data443riskmitigationinc1761580347231.azure-sentinel-solution-tacitred-cs-ioc-automation","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/data443riskmitigationinc1761580347231.azure-sentinel-solution-tacitred-cs-ioc-automation","TacitRed CrowdStrike IOC Automation for Microsoft Sentinel","Automate syncing of TacitRed compromised credential IOCs to CrowdStrike for Microsoft Sentinel.","TacitRed CrowdStrike IOC Automation for Microsoft Sentinel syncs compromised credential IOCs from TacitRed to CrowdStrike, enabling automated threat intelligence sharing and response.","Data443","false","false","2026-02-10","2026-03-16","threat-protection;security;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","f1de974b-f438-4719-b423-8bf704ba2aef;Microsoft Sentinel;TacitRed, CrowdStrike, IOC, Threat Intelligence;TacitRed CrowdStrike IOC Automation for Microsoft Sentinel","0.0","0.0","0","false","false","true","2026-04-02"
"TacitRed-SentinelOne","TacitRed-SentinelOne","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TacitRed-SentinelOne","data443riskmitigationinc1761580347231","azure-sentinel-solution-tacitred-s1-ioc-auto","2025-12-01","2025-12-10","3.0.1","Data443 Risk Mitigation, Inc.","Partner","https://www.data443.com","Data443 Risk Mitigation, Inc. - support@data443.com","domains","Solutions/TacitRed-SentinelOne/README.md","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/tacitred_logo.svg","The TacitRed SentinelOne IOC Automation solution provides example playbooks that demonstrate how to consume TacitRed threat intelligence from Microsoft Sentinel and prepare indicators for ingestion into SentinelOne.","","false","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/data443riskmitigationinc1761580347231.azure-sentinel-solution-tacitred-s1-ioc-auto","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/data443riskmitigationinc1761580347231.azure-sentinel-solution-tacitred-s1-ioc-auto","TacitRed SentinelOne IOC Automation for Microsoft Sentinel","TacitRed SentinelOne IOC Automation solution for Microsoft Sentinel by Data443.","TacitRed SentinelOne IOC Automation provides playbooks to consume TacitRed threat intelligence from Microsoft Sentinel and prepare indicators for ingestion into SentinelOne.","Data443","false","false","2026-02-10","2026-03-09","threat-protection;security;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","f1de974b-f438-4719-b423-8bf704ba2aef;MicrosofMicrosoft Sentinelt Sentinel, TacitRed SentinelOne IOC Automation;TacitRed, SentinelOne, IOC Automation, Playbook;TacitRed SentinelOne IOC Automation for Microsoft Sentinel","0.0","0.0","0","false","false","true","2026-04-02"
"TacitRedThreatIntelligence","TacitRedThreatIntelligence","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TacitRedThreatIntelligence","data443riskmitigationinc1761580347231","azure-sentinel-solution-tacitred-threat-intel","2025-01-01","","3.0.0","Data443 Risk Mitigation, Inc.","Partner","https://www.data443.com","Data443 Risk Mitigation, Inc. - support@data443.com","domains","Solutions/TacitRedThreatIntelligence/README.md","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/tacitred_logo.svg","The [TacitRed Compromised Credentials](https://data443.com/tacitred-attack-surface-intelligence/) solution integrates TacitRed's compromised credential and identity threat intelligence into Microsoft Sentinel using the Codeless Connector Framework (CCF). The solution deploys a REST API poller connector, a custom log table (TacitRed_Findings_CL), analytics rule, and visualization workbook to help security teams detect and investigate credential compromise.","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/data443riskmitigationinc1761580347231.azure-sentinel-solution-tacitred-threat-intel","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/data443riskmitigationinc1761580347231.azure-sentinel-solution-tacitred-threat-intel","TacitRed Threat Intelligence for Microsoft Sentinel","TacitRed Compromised Credentials CCF solution for Microsoft Sentinel threat intelligence.","TacitRed Threat Intelligence for Microsoft Sentinel provides a CCF data connector, analytics rules, and workbook for compromised credential monitoring.","Data443","false","false","2026-02-09","2026-02-09","identity-and-access-management;security;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","f1de974b-f438-4719-b423-8bf704ba2aef;Microsoft Sentinel;TacitRed, CCF, Compromised Credentials, Threat Intelligence;TacitRed Threat Intelligence for Microsoft Sentinel","0.0","0.0","0","false","false","true","2026-04-02"
"Talon","Talon","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Talon","taloncybersecurityltd1654088115170","talonconnector","2023-01-25","","2.0.0","Talon Security","Partner","https://docs.console.talon-sec.com/","Talon","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Talon.svg","The [Talon](https://talon-sec.com/) events and audit logs connector allows you to easily connect your [Talon activity logs with Microsoft Sentinel](https://docs.console.talon-sec.com/en/articles/254-microsoft-sentinel-integration), to view dashboards, create custom alerts, and improve investigation./n/n**Underlying Microsoft Technologies used:**

This solution takes a dependency on the following technologies, and some of these dependencies either may be in [Preview](https://azure.microsoft.com/support/legal/preview-supplemental-terms/) state or might result in additional ingestion or operational costs:/n/n a. [Azure Monitor HTTP Data Collector API ](https://docs.microsoft.com/azure/azure-monitor/logs/data-collector-api)","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/taloncybersecurityltd1654088115170.talonconnector","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/taloncybersecurityltd1654088115170.talonconnector","Talon Connector for Microsoft Sentinel","Talon Security Events and Audit logs connector","The Talon Security Logs connector lets you easily connect your Talon events and audit logs with Microsoft Sentinel, to view dashboards, create custom alerts, and improve security investigation.","TALON CYBER SECURITY LTD","false","false","2023-03-01","2025-12-12","security;threat-protection;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","talon security ;log connector;f1de974b-f438-4719-b423-8bf704ba2aef;Talon Connector for Microsoft Sentinel","0.0","0.0","0","false","false","true","2026-04-02"
"Tanium","Tanium","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Tanium","taniuminc1646329360287","tanium_sentinel_connector","2022-05-16","2025-07-03","3.2.0","Tanium Inc.","Partner","https://support.tanium.com","Tanium - support@tanium.com","domains","Solutions/Tanium/README.md","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Tanium.svg","The [Tanium](https://www.tanium.com/) solution for Microsoft Sentinel enables you to ingest Tanium Threat Response alerts as Microsoft Sentinel incidents as well as incorporate Tanium's real-time endpoint data.","","false","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/taniuminc1646329360287.tanium_sentinel_connector","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/taniuminc1646329360287.tanium_sentinel_connector","Tanium Microsoft Sentinel Connector","Use Tanium real-time data to enrich & take action on Microsoft Sentinel incidents","Accelerate your ability to hunt for and remediate threats using Tanium real-time endpoint data. Investigate, prioritize, and remediate threats at scale, all from a single pane of glass.","Tanium Inc","false","false","2023-05-26","2025-12-13","security;threat-protection;it-and-management-tools-azure-apps;management-solutions;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm;AzureSentinelSolution","f1de974b-f438-4719-b423-8bf704ba2aef;Threat Response Real-Time Data;Sentinel Microsoft Tanium;Tanium Microsoft Sentinel Connector","0.744","0.0","0","false","false","true","2026-04-02"
"Team Cymru Scout","Team Cymru Scout","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Team%20Cymru%20Scout","team-cymru","teamcymruscout_sentinel","2024-07-16","2025-05-16","3.1.1","Team Cymru","Partner","http://team-cymru.com","Team Cymru - support@cymru.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/TeamCymruScout.svg","Team Cymru Scout brings the most advanced AI-powered real-time intelligence into Microsoft Sentinel. The Microsoft Sentinel Integration allows you to perform LiveInvestigation on Indicators like IP, Domain and perform Correlation of Team Cymru Scout Data with Other Sources. It also leverage the capability to generate incident and notify when malicious ip found. ","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/team-cymru.teamcymruscout_sentinel","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/team-cymru.teamcymruscout_sentinel","Team Cymru Scout for Microsoft Sentinel","Scout enriches Microsoft Sentinel with actionable threat intelligence for proactive defense.","Scout for Sentinel enhances SOC and CTI teams' ability to hunt threats proactively and build pre-emptive defenses, enabling them to discover, analyze & block threats unique to their organization. Gain speed and precision with real-time threat intelligence.","Team Cymru","false","false","2025-03-20","2025-12-14","security;information-protection;threat-protection;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","f1de974b-f438-4719-b423-8bf704ba2aef;Team Cymru Scout ;Threat Intelligence;Team Cymru Scout for Microsoft Sentinel","0.166","0.0","0","false","false","true","2026-04-02"
"Teams","Teams","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Teams","sentinel4teams","sentinelforteams","2022-02-01","","3.0.0","Microsoft Corporation","Microsoft","https://support.microsoft.com/","Microsoft - support@microsoft.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Azure_Sentinel.svg","Microsoft Sentinel solution for Teams provides Teams security logs visibility and threat protection for communication and data sharing in the Microsoft 365 Cloud via Microsoft Teams. In order to get the logs, you should connect to the Microsoft 365 connector and choose the Teams application.[Please refer to this guide](https://docs.microsoft.com/microsoftteams/teams-sentinel-guide). By connecting Teams activity logs into Microsoft Sentinel, you can view this data in workbooks, use it to create custom alerts, and improve your investigation process.[This article](https://techcommunity.microsoft.com/t5/microsoft-sentinel-blog/protecting-your-teams-with-azure-sentinel/ba-p/1265761)focuses on collecting Teams activity logs in Microsoft Sentinel. ","","false","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/sentinel4teams.sentinelforteams","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/sentinel4teams.sentinelforteams","Microsoft Sentinel for Teams (Preview)","Microsoft Sentinel for Teams","Microsoft Sentinel for Teams provides Teams security logs visibility and threat protection.","Microsoft Corporation","false","false","2023-06-20","2025-12-13","security;threat-protection;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm;AzureSentinelSolution","Microsoft Sentinel;f1de974b-f438-4719-b423-8bf704ba2aef;Microsoft Sentinel for Teams;Microsoft Sentinel for Teams (Preview)","0.648","1.0","1","false","false","true","2026-04-02"
"Tenable App","Tenable App","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Tenable%20App","tenable","tenable-sentinel-integration","2024-06-06","2025-06-19","3.1.2","Tenable","Partner","https://www.tenable.com/support/technical-support","Tenable - support@tenable.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Tenable.svg","The [Tenable App](https://www.tenable.com/products/vulnerability-management) solution provides the capability to ingest Asset and Vulnerability data into Microsoft Sentinel through the REST API from the Tenable platform (Managed in the cloud). Refer to [API documentation](https://developer.tenable.com/reference/navigate) for more information.

**Underlying Microsoft Technologies used:**

This solution takes a dependency on the following technologies, and some of these dependencies either may be in [Preview](https://azure.microsoft.com/support/legal/preview-supplemental-terms/) state or might result in additional ingestion or operational costs:

a. [Azure Monitor HTTP Data Collector API](https://docs.microsoft.com/azure/azure-monitor/logs/data-collector-api)

b. [Azure Functions](https://azure.microsoft.com/services/functions/#overview)","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/tenable.tenable-sentinel-integration","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/tenable.tenable-sentinel-integration","Tenable App for Microsoft Sentinel","Tenable.io is a comprehensive vulnerability management solution that prioritizes your remediations. ","This integration combines Tenable's Cyber Exposure insights with Microsoft Sentinel's collection, detection, and investigation capabilities. This integration supports exporting assets and vulnerability data from Tenable.io directly to Microsoft Sentinel.","Tenable","false","false","2024-07-08","2025-12-13","security;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","f1de974b-f438-4719-b423-8bf704ba2aef;Vulnerability Management;Vulnerability Scanning;Tenable App for Microsoft Sentinel","0.829","2.0","4","false","false","true","2026-04-02"
"TenableAD","TenableAD","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TenableAD","","","","","","","","","","","","","","","true","false","","false","","false","","","","","","","","","","","","","","","","","","2026-04-02"
"TenableIO","TenableIO","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TenableIO","tenable","tenable-sentinel-integration","2022-06-01","","2.0.2","Tenable","Partner","https://www.tenable.com/support/technical-support","Tenable - support@tenable.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/tenableio_logo.svg","The [Tenableio](https://www.tenable.com/products/tenable-io) solution provides the capability to ingest Asset and Vulnerability data into Microsoft Sentinel through the REST API from the Tenable.io platform (Managed in the cloud). Refer to [API documentation](https://developer.tenable.com/reference/navigate) for more information.

**Underlying Microsoft Technologies used:**

This solution takes a dependency on the following technologies, and some of these dependencies either may be in [Preview](https://azure.microsoft.com/support/legal/preview-supplemental-terms/) state or might result in additional ingestion or operational costs:

a. [Azure Monitor HTTP Data Collector API](https://docs.microsoft.com/azure/azure-monitor/logs/data-collector-api)

b. [Azure Functions](https://azure.microsoft.com/services/functions/#overview)","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/tenable.tenable-sentinel-integration","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/tenable.tenable-sentinel-integration","Tenable App for Microsoft Sentinel","Tenable.io is a comprehensive vulnerability management solution that prioritizes your remediations. ","This integration combines Tenable's Cyber Exposure insights with Microsoft Sentinel's collection, detection, and investigation capabilities. This integration supports exporting assets and vulnerability data from Tenable.io directly to Microsoft Sentinel.","Tenable","false","false","2024-07-08","2025-12-13","security;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","f1de974b-f438-4719-b423-8bf704ba2aef;Vulnerability Management;Vulnerability Scanning;Tenable App for Microsoft Sentinel","0.829","2.0","4","false","false","true","2026-04-02"
"TestSolution","TestSolution","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TestSolution","","","","","3.0.0","","","","","domains","","","","","false","false","","false","","false","","","","","","","","","","","","","","","","","","2026-04-02"
"TheHive","TheHive","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TheHive","azuresentinel","azure-sentinel-solution-thehive","2021-10-23","","3.0.0","Microsoft Corporation","Microsoft","https://support.microsoft.com","Microsoft - support@microsoft.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Azure_Sentinel.svg","[TheHive](http://thehive-project.org/) solution provides the capability to ingest common The Hive events into Microsoft Sentinel through Webhooks. The Hive can notify external system of modification events (case creation, alert update, task assignment) in real time. When a change occurs in The Hive, an HTTPS POST request with event information is sent to a callback data connector URL.  Refer to [Webhooks documentation](https://docs.thehive-project.org/thehive/legacy/thehive3/admin/webhooks/) for more information.
 
**Underlying Microsoft Technologies used:**

This solution takes a dependency on the following technologies, and some of these dependencies either may be in [Preview](https://azure.microsoft.com/support/legal/preview-supplemental-terms/) state or might result in additional ingestion or operational costs: 
 
 a. [Azure Monitor HTTP Data Collector API](https://docs.microsoft.com/azure/azure-monitor/logs/data-collector-api) b. [Azure Functions ](https://azure.microsoft.com/services/functions/#overview)","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-thehive","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-thehive","TheHive Solution","TheHive a 4-IN-1 SECURITY INCIDENT RESPONSE PLATFORM","TheHive is a scalable, open source and free Security Incident Response Platform, tightly integrated with MISP (Malware Information Sharing Platform), designed to make life easier for any information security practitioner dealing with security incidents.","Microsoft Sentinel, Microsoft Corporation","false","false","2023-09-19","2026-03-13","information-protection;threat-protection;security;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","Microsoft Sentinel;f1de974b-f438-4719-b423-8bf704ba2aef;TheHive;TheHive Solution","0.01","5.0","1","false","false","true","2026-04-02"
"Theom","Theom","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Theom","theominc1667512729960","theom_sentinel","2022-11-04","","3.0.0","Theom","Partner","https://www.theom.ai","Microsoft - support@microsoft.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/theom-logo.svg","[Theom](https://www.theom.ai/) for Microsoft Sentinel helps you prevent data breaches in the cloud by enabling your Microsoft Sentinel instance to receive critical alerts on data security and access from your Theom environment.

**Underlying Microsoft Technologies used:**

This solution has a dependency on the following technologies, and some of these dependencies either may be in [Preview](https://azure.microsoft.com/support/legal/preview-supplemental-terms/) state or might result in additional ingestion or operational costs:

a. [Azure Monitor HTTP Data Collector API](https://docs.microsoft.com/azure/azure-monitor/logs/data-collector-api)","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/theominc1667512729960.theom_sentinel","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/theominc1667512729960.theom_sentinel","Theom for Microsoft Sentinel Solution - Data Cloud and Data Lakehouse Attack Detection","Theom enriches Microsoft Sentinel with intelligence on threats to data clouds and lakehouses","With the Theom and Microsoft Sentinel integration, customers can now collect valuable threat intelligence content from inside data clouds and data lakehouses, detect attacks using the MITRE ATT&CK framework, ingest critical alerts into Microsoft Sentinel, ","Theom, Inc.","false","false","2023-03-07","2025-12-13","security;information-protection;threat-protection;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","f1de974b-f438-4719-b423-8bf704ba2aef;Theom;Theom for Microsoft Sentinel;Theom for Microsoft Sentinel Solution - Data Cloud and Data Lakehouse Attack Detection","0.0","0.0","0","false","false","true","2026-04-02"
"Threat Intelligence","Threat Intelligence","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Threat%20Intelligence","azuresentinel","azure-sentinel-solution-threatintelligence-taxii","2022-05-18","","3.1.3","Microsoft Corporation","Microsoft","https://support.microsoft.com/","Microsoft - support@microsoft.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Azure_Sentinel.svg","The Threat Intelligence solution contains data connectors for import of supported STIX objects into Microsoft Sentinel, analytic rules for matching TI data with event data, workbook, and hunting queries. Threat indicators can be malicious IP's, URL's, filehashes, domains, email addresses etc.","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-threatintelligence-taxii","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-threatintelligence-taxii","Threat Intelligence (Preview)","Threat Intelligence","The Threat Intelligence solution allows you to ingest threat indicators into Microsoft Sentinel. ","Microsoft Sentinel, Microsoft Corporation","false","false","2023-03-21","2026-01-27","threat-protection;security;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","Microsoft Sentinel;f1de974b-f438-4719-b423-8bf704ba2aef;Threat Intelligence ;Threat Intelligence (Preview)","0.912","2.25","4","false","false","true","2026-04-02"
"Threat Intelligence (NEW)","Threat Intelligence (NEW)","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Threat%20Intelligence%20%28NEW%29","azuresentinel","azure-sentinel-solution-threatintelligence-updated","2025-04-02","","3.0.13","Microsoft Corporation","Microsoft","https://support.microsoft.com/","Microsoft - support@microsoft.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Azure_Sentinel.svg","Microsoft Sentinel has recently improved its threat intelligence hunting experience by incorporating support for STIX objects like Threat Actor, Attack Pattern, Identity, and Relationship. As a result, we have updated our TI Solutions to leverage the new ThreatIntelIndicator table.
[Work with STIX objects and indicators to enhance threat intelligence and threat hunting in Microsoft Sentinel (Preview) - Microsoft Sentinel | Microsoft Learn](https://learn.microsoft.com/azure/sentinel/work-with-stix-objects-indicators).

 The Threat Intelligence solution contains data connectors for import of supported STIX objects into Microsoft Sentinel, analytic rules for matching TI data with event data, workbook, and hunting queries. Threat indicators can be malicious IP's, URL's, filehashes, domains, email addresses etc.","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-threatintelligence-updated","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-threatintelligence-updated","Threat Intelligence (NEW)","Threat Intelligence (NEW)","The Threat Intelligence solution allows you to ingest threat indicators into Microsoft Sentinel. ","Microsoft Sentinel, Microsoft Corporation","false","false","2025-04-04","2026-03-26","threat-protection;security;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","Microsoft Sentinel;f1de974b-f438-4719-b423-8bf704ba2aef;Threat Intelligence (NEW);Threat Intelligence (NEW)","0.956","0.0","0","false","false","true","2026-04-02"
"Threat Intelligence Solution for Azure Government","Threat Intelligence Solution for Azure Government","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Threat%20Intelligence%20Solution%20for%20Azure%20Government","azuresentinel","azure-sentinel-solution-threatintelligenceazuregov","2023-03-06","","3.0.5","Microsoft Corporation","Microsoft","https://support.microsoft.com/","Microsoft - support@microsoft.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Azure_Sentinel.svg","The Threat Intelligence solution contains data connectors for import of threat indicators into Microsoft Sentinel, analytic rules for matching TI data with event data, workbook, and hunting queries. Threat indicators can be malicious IP's, URL's, filehashes, domains, email addresses etc.","","false","false","","false","","false","","","","","","","","","","","","","","","","","","2026-04-02"
