parser_name,equivalent_builtin,schema,schema_version,parser_type,parser_title,parser_version,parser_last_updated,product_name,description,tables,sub_parsers,parser_params,references,source_file,github_url
ASimNetworkSessionAWSVPC,_ASim_NetworkSession_AWSVPC,NetworkSession,0.2.2,source,Network Session ASIM parser for AWS VPC logs,0.3,"Dec 11, 2022",AWS VPC,This ASIM parser supports normalizing AWS VPC logs produced by the Microsoft Sentinel AWS S3 connector to the ASIM Network Session normalized schema.,AWSVPCFlow,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM);[Logging IP traffic with VPC Flow Logs](https://docs.aws.amazon.com/vpc/latest/userguide/flow-logs.html),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionAWSVPC.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionAWSVPC.yaml
ASimNetworkSessionAzureFirewall,_ASim_NetworkSession_AzureFirewall,NetworkSession,0.2.6,source,Network Session ASIM parser for Azure Firewall logs,0.2.0,"Dec 3, 2025",Azure Firewall,This ASIM parser supports normalizing Azure Firewall logs to the ASIM Network Session normalized schema. This parser is partially based on a work by [Koos Goossens](https://github.com/TheCloudScout).,ALERT;AZFWIdpsSignature;AZFWNatRule;AZFWNetworkRule;AZFWThreatIntel;AzureDiagnostics;Event,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionAzureFirewall.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionAzureFirewall.yaml
ASimNetworkSessionAzureNSG,_ASim_NetworkSession_AzureNSG,NetworkSession,0.2.2,source,Network Session ASIM parser for Azure NSG flows,0.1.1,"Jul 3rd, 2021",Azure NSG flows,This ASIM parser supports normalizing Azure Network Security Groups (NSG) flows to the ASIM Network Session normalized schema.,AzureNetworkAnalytics_CL,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionAzureNSG.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionAzureNSG.yaml
ASimNetworkSessionBarracudaCEF,_ASim_NetworkSession_BarracudaCEF,NetworkSession,0.2.6,source,Network Session ASIM parser for Barracuda WAF,0.2.1,"Jul 17, 2024",Barracuda WAF,This ASIM parser supports normalizing Barracuda WAF logs ingested in 'CommonSecurityLog' table to the ASIM Web Session normalized schema.,CommonSecurityLog,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM);[Logs type Description in Barracuda WAF](https://campus.barracuda.com/product/webapplicationfirewall/doc/78810008/types-of-logs/),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionBarracudaCEF.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionBarracudaCEF.yaml
ASimNetworkSessionBarracudaWAF,_ASim_NetworkSession_BarracudaWAF,NetworkSession,0.2.6,source,Network Session ASIM parser for Barracuda WAF,0.2.1,"Jul 17, 2024",Barracuda WAF,This ASIM parser supports normalizing Barracuda WAF logs ingested in 'barracuda_CL' tablet o the ASIM Web Session normalized schema.,barracuda_CL,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM);[Logs type Description in Barracuda WAF](https://campus.barracuda.com/product/webapplicationfirewall/doc/78810008/types-of-logs/),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionBarracudaWAF.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionBarracudaWAF.yaml
ASimNetworkSessionCheckPointFirewall,_ASim_NetworkSession_CheckPointFirewall,NetworkSession,0.2.6,source,Network Session ASIM parser for Check Point Firewall,1.2.0,"Nov 26, 2025",CheckPointFirewall,This ASIM parser supports normalizing Check Point VPN-1 & Firewall-1 logs  coming from CEF  Data Connector to the ASIM Network Session normalized schema.,CommonSecurityLog,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM);[Field Description in Check Point Logs](https://supportcenter.checkpoint.com/supportcenter/portal?eventSubmit_doGoviewsolutiondetails=&solutionid=sk144192),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionCheckPointFirewall.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionCheckPointFirewall.yaml
ASimNetworkSessionCiscoASA,_ASim_NetworkSession_CiscoASA,NetworkSession,0.2.6,source,Network Session ASIM parser for Cisco ASA,1.1.0,"Jan 09, 2025",CiscoASA,This ASIM parser supports normalizing commonly used Cisco ASA messages collected using the CEF Data Connector to the ASIM Network Session normalized schema.,CommonSecurityLog,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM);[Message code Description in Cisco ASA](https://aka.ms/ciscoasamessagecodes),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionCiscoASA.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionCiscoASA.yaml
ASimNetworkSessionCiscoFirepower,_ASim_NetworkSession_CiscoFirepower,NetworkSession,0.2.6,source,Network Session ASIM parser for Cisco Firepower,0.1.0,"Oct 30, 2023",Cisco Firepower,This ASIM parser supports normalizing commonly used Cisco Firepower messages collected using the CEF Data Connector to the ASIM Network Session normalized schema.,CommonSecurityLog,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM);[Cisco Firepower Documentation](https://github.com/CiscoSecurity/fp-05-firepower-cli/tree/master/estreamer https://www.cisco.com/c/en/us/td/docs/security/firepower/620/api/eStreamer/EventStreamerIntegrationGuide/IS-DCRecords.html#12231 https://www.cisco.com/c/en/us/td/docs/security/firepower/620/api/eStreamer/EventStreamerIntegrationGuide/IS-DCRecords.html#88152 https://www.cisco.com/c/en/us/td/docs/security/firepower/620/api/eStreamer/EventStreamerIntegrationGuide/RNA-Records.html#48231),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionCiscoFirepower.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionCiscoFirepower.yaml
ASimNetworkSessionCiscoISE,_ASim_NetworkSession_CiscoISE,NetworkSession,0.2.6,source,Network Session ASIM parser for Cisco ISE,1.1.0,"July 6, 2023",Cisco ISE,This ASIM parser supports normalizing Cisco ISE Events produced by the Microsoft Sentinel Cisco ISE connector to the ASIM Network Session normalized schema.,Syslog,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM);[Organization Application Security Events](https://www.cisco.com/c/en/us/td/docs/security/ise/3-2/admin_guide/b_ise_admin_3_2/b_ISE_admin_32_maintain_monitor.html#ID58),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionCiscoISE.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionCiscoISE.yaml
ASimNetworkSessionCiscoMeraki,_ASim_NetworkSession_CiscoMeraki,NetworkSession,0.2.6,source,Network Session ASIM parser for Cisco Meraki,1.2.2,"Jun 26, 2025",Cisco Meraki,"This ASIM parser supports normalizing Cisco Meraki logs ingested in 'meraki_CL' table to the ASIM Network Session normalized schema. Cisco Meraki events are generated from network activity and security events from Meraki devices such as firewalls, switches, and access points. These logs are captured through the Cisco Meraki Sentinel connector which uses a Linux agent to collect logs in Syslog format.",Update;meraki_CL,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM);[Cisco Meraki Documentation](https://documentation.meraki.com/General_Administration/Monitoring_and_Reporting/Syslog_Event_Types_and_Log_Samples),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionCiscoMeraki.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionCiscoMeraki.yaml
ASimNetworkSessionCiscoMerakiSyslog,_ASim_NetworkSession_CiscoMerakiSyslog,NetworkSession,0.2.6,source,Network Session ASIM parser for Cisco Meraki,1.2.2,"Nov 23, 2025",Cisco Meraki,"This ASIM parser supports normalizing Cisco Meraki logs ingested in 'Syslog' to the ASIM Network Session normalized schema. Cisco Meraki events are generated from network activity and security events from Meraki devices such as firewalls, switches, and access points. These logs are captured through the Cisco Meraki Sentinel connector which uses a Linux agent to collect logs in Syslog format.",Syslog;Update,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM);[Cisco Meraki Documentation](https://documentation.meraki.com/General_Administration/Monitoring_and_Reporting/Syslog_Event_Types_and_Log_Samples),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionCiscoMerakiSyslog.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionCiscoMerakiSyslog.yaml
ASimNetworkSessionCorelightZeek,_ASim_NetworkSession_CorelightZeek,NetworkSession,0.2.4,source,Network Session ASIM parser for Corelight Zeek,0.2,Dec 11 2022,Corelight Zeek,This ASIM parser supports normalizing Corelight Zeek Connection logs to the ASIM Network Session normalized schema.,Corelight_CL,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https:/aka.ms/AboutASIM),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionCorelightZeek.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionCorelightZeek.yaml
ASimNetworkSessionCrowdStrikeFalconHost,_ASim_NetworkSession_CrowdStrikeFalconHost,NetworkSession,0.2.6,source,NetworkSession ASIM Parser for CrowdStrike Falcon Endpoint Protection,0.1.0,"Oct 26, 2023",CrowdStrike Falcon Endpoint Protection,This ASIM parser supports normalizing CrowdStrike Falcon Endpoint Protection logs to the ASIM Network Session normalized schema. These events are captured through CrowdStrike Falcon Endpoint Protection data connector which allows you to easily connect your CrowdStrike Falcon Event Stream with Microsoft Sentinel.,CommonSecurityLog,,disabled:bool=False,[ASIM NetworkSession Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https:/aka.ms/AboutASIM);[CrowdStrike Falcon Endpoint Protection Documentation](https://falcon.us-2.crowdstrike.com/documentation/page/d88d9ed6/streaming-api-event-dictionary https://falcon.us-2.crowdstrike.com/documentation/page/d88d9ed6/streaming-api-event-dictionary#x9b9e3b3 https://falcon.us-2.crowdstrike.com/documentation/page/e3ce0b24/events-data-dictionary#AssociateIndicator https://falcon.us-2.crowdstrike.com/documentation/page/eb1587d1/siem-connector#mc98af8f),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionCrowdStrikeFalconHost.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionCrowdStrikeFalconHost.yaml
ASimNetworkSessionForcePointFirewall,_ASim_NetworkSession_ForcePointFirewall,NetworkSession,0.2.6,source,Network Session ASIM parser for Force Point Firewall,0.1,"March 17, 2022",ForcePointFirewall,This ASIM parser supports normalizing Force Point Firewall logs coming from CEF Data Connector to the ASIM Network Session normalized schema.,CommonSecurityLog,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM);[Field Description in Force Point Logs](https://help.stonesoft.com/onlinehelp/StoneGate/SMC/6.8.0/GUID-DA3B3807-18E1-482B-A5E8-A8BD468E5BB0.html),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionForcePointFirewall.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionForcePointFirewall.yaml
ASimNetworkSessionFortinetFortiGate,_ASim_NetworkSession_FortinetFortiGate,NetworkSession,0.2.6,source,Network Session ASIM parser for Fortinet FortiGate,0.6.0,"Nov 11, 2025",Fortinet FortiGate,This ASIM parser supports normalizing Fortinet FortiGate logs to the ASIM Web Session normalized schema.,CommonSecurityLog,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionFortinetFortiGate.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionFortinetFortiGate.yaml
ASimNetworkSessionIllumioSaaSCore,_ASim_NetworkSession_IllumioSaaSCore,NetworkSession,0.2.6,source,NetworkSession ASIM Parser for Illumio SaaS Core,0.1.0,"Aug 21, 2024",Illumio SaaS Core,This ASIM parser supports normalizing Illumio SaaS Core logs to the ASIM Network Session normalized schema. These events are captured through Illumio Sentinel Integration data connector.,Illumio_Flow_Events_CL,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM);[Illumio SaaS Core Documentation](https://docs.illumio.com/core/24.1/Content/Guides/events-administration/events-described/list-of-event-types.htm),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionIllumioSaaSCore.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionIllumioSaaSCore.yaml
ASimNetworkSessionMD4IoTAgent,_ASim_NetworkSession_MD4IoTAgent,NetworkSession,0.2.2,source,Network Session ASIM parser for Microsoft Defender for IoT micro agent,0.2.1,"Oct 31, 2022",Microsoft Defender for IoT,This ASIM parser supports normalizing Microsoft Defender for IoT micro agent logs to the ASIM Network Session normalized schema.,SecurityIoTRawEvent,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https:/aka.ms/AboutASIM),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionMD4IoTAgent.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionMD4IoTAgent.yaml
ASimNetworkSessionMD4IoTSensor,_ASim_NetworkSession_MD4IoTSensor,NetworkSession,0.2.4,source,Network Session ASIM parser for Microsoft Defender for IoT sensor logs,0.1,"Oct 30, 2022",Microsoft Defender for IoT,This ASIM parser supports normalizing Microsoft Defender for IoT sensor logs to the ASIM Network Session normalized schema.,,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionMD4IoTSensor.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionMD4IoTSensor.yaml
ASimNetworkSessionMicrosoft365Defender,_ASim_NetworkSession_Microsoft365Defender,NetworkSession,0.2.0,source,Network Session ASIM parser for M365 Defender for Endpoint,0.4,May 1st 2023,M365 Defender for Endpoint,This ASIM parser supports normalizing M365 Defender for Endpoint to the ASIM Network Session schema.,DeviceNetworkEvents,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https:/aka.ms/AboutASIM),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionMicrosoft365Defender.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionMicrosoft365Defender.yaml
ASimNetworkSessionLinuxSysmon,_ASim_NetworkSession_LinuxSysmon,NetworkSession,0.2.0,source,Network Session ASIM parser for Sysmon for Linux,0.3.1,Dec 28 2022,Sysmon for Linux,This ASIM parser supports normalizing Sysmon for Linux event 3 to the ASIM Network Session schema.,Syslog,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https:/aka.ms/AboutASIM),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionMicrosoftLinuxSysmon.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionMicrosoftLinuxSysmon.yaml
ASimNetworkSessionMicrosoftSecurityEventFirewall,_ASim_NetworkSession_MicrosoftSecurityEventFirewall,NetworkSession,0.2.6,source,Network Session ASIM  parser for Microsoft Windows Firewall Events,0.5.0,"Jul 17, 2024",Windows Firewall,"This ASIM parser supports normalizing Microsoft Windows Firewall Events logs ingested in 'SecurityEvent' table to the ASIM Network Session schema. Event IDs which are parsed as part of this parser: 5150, 5151, 5152, 5153, 5154, 5155, 5156, 5167, 5158, 5159",SecurityEvent,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionMicrosoftSecurityEventFirewall.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionMicrosoftSecurityEventFirewall.yaml
ASimNetworkSessionMicrosoftSysmon,_ASim_NetworkSession_MicrosoftSysmon,NetworkSession,0.2.6,source,Network Session Event ASIM parser for Sysmon (Event 3),0.2.0,"Jul 19, 2024",Windows Sysmon,This ASIM parser supports normalizing Sysmon network session events (event 3) collected logs ingested in 'Event' table to the ASIM Process Event normalized schema.,Event,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionMicrosoftSysmon.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionMicrosoftSysmon.yaml
ASimNetworkSessionMicrosoftSysmonWindowsEvent,_ASim_NetworkSession_MicrosoftSysmonWindowsEvent,NetworkSession,0.2.6,source,Network Session Event ASIM parser for Sysmon (Event 3),0.2.1,"Jul 19, 2024",Windows Sysmon,This ASIM parser supports normalizing Sysmon network session events (event 3) collected using the Event or WEF (WindowsEvent table) connectors logs ingested in 'WindowsEvent' table to the ASIM Process Event normalized schema.,WindowsEvent,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionMicrosoftSysmonWindowsEvent.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionMicrosoftSysmonWindowsEvent.yaml
ASimNetworkSessionMicrosoftWindowsEventFirewall,_ASim_NetworkSession_MicrosoftWindowsEventFirewall,NetworkSession,0.2.6,source,Network Session ASIM  parser for Microsoft Windows Firewall Events,0.5.0,"Jul 17, 2024",Windows Firewall,"This ASIM parser supports normalizing Microsoft Windows Firewall Events logs ingested in 'WindowsEvent' table to the ASIM Network Session schema. Event IDs which are parsed as part of this parser: 5150, 5151, 5152, 5153, 5154, 5155, 5156, 5167, 5158, 5159",WindowsEvent,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionMicrosoftWindowsEventFirewall.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionMicrosoftWindowsEventFirewall.yaml
ASimNetworkSessionNative,_ASim_NetworkSession_Native,NetworkSession,0.2.4,source,Network Session ASIM parser for Microsoft Sentinel native Network Session table,0.3,Jan 25 2023,Native,"This ASIM parser supports normalizing the native Microsoft Sentinel Network Session table (ASimNetworkSessionLogs) to the ASIM NetworkSession normalized schema. While the native table is ASIM compliant, the parser is needed to add capabilities, such as aliases, available only at query time.",ASimNetworkSessionLogs,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https:/aka.ms/AboutASIM),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionNative.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionNative.yaml
ASimNetworkSessionNTANetAnalytics,_ASim_NetworkSession_NTANetAnalytics,NetworkSession,0.2.6,source,Network Session ASIM parser for NTANetAnalytics,0.1.0,"Sep 25, 2025",Azure NTANetAnalytics,This ASIM parser supports normalizing the Traffic Analytics records for Flowlog enriched data to the ASIM NetworkSession normalized schema.,NTANetAnalytics,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionNTANetAnalytics.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionNTANetAnalytics.yaml
ASimNetworkSessionPaloAltoCEF,_ASim_NetworkSession_PaloAltoCEF,NetworkSession,0.2.2,source,Network Session ASIM parser for Palo Alto PanOS,0.7.1,"Feb 19, 2024",Palo Alto PanOS,This ASIM parser supports normalizing Palo Alto PanOS logs produced by the Microsoft Sentinel Palo Alto Networks connector to the ASIM Network Session normalized schema.,CommonSecurityLog,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM);[traffic log fields](https://docs.paloaltonetworks.com/pan-os/10-1/pan-os-admin/monitoring/use-syslog-for-monitoring/syslog-field-descriptions/traffic-log-fields.html);[Palo Alto Common Event Format Integration Guide [pdf]](https://docs.paloaltonetworks.com/content/dam/techdocs/en_US/pdf/cef/pan-os-90-cef-configuration-guide.pdf),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionPaloAltoCEF.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionPaloAltoCEF.yaml
ASimNetworkSessionPaloAltoCortexDataLake,_ASim_NetworkSession_PaloAltoCortexDataLake,NetworkSession,0.2.6,source,Network Session ASIM parser for Palo Alto Cortex Data Lake,0.1.1,Mar 07 2024,Palo Alto Cortex Data Lake,This ASIM parser supports normalizing NetworkSession logs from Palo Alto Cortex Data Lake to the ASIM NetworkSession normalized schema. These events are captured through the Palo Alto Networks CDL data connector that ingests CDL logs into Microsoft Sentinel.,CommonSecurityLog,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https:/aka.ms/AboutASIM);https://docs.paloaltonetworks.com/cortex/cortex-data-lake/log-forwarding-schema-reference/network-logs/network-traffic-log,Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionPaloAltoCortexDataLake.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionPaloAltoCortexDataLake.yaml
ASimNetworkSessionSentinelOne,_ASim_NetworkSession_SentinelOne,NetworkSession,0.2.6,source,Network Session ASIM filtering parser for SentinelOne,0.1.0,Sep 18 2023,SentinelOne,"This ASIM parser supports normalizing SentinelOne logs to the ASIM Network Session normalized schema. SentinelOne events are captured through SentinelOne data connector which ingests SentinelOne server objects such as Threats, Agents, Applications, Activities, Policies, Groups, and more events into Microsoft Sentinel through the REST API.",SentinelOne_CL,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https:/aka.ms/AboutASIM);https://<SOneInstanceDomain>.sentinelone.net/api-doc/overview,Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionSentinelOne.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionSentinelOne.yaml
ASimNetworkSessionSonicWallFirewall,_ASim_NetworkSession_SonicWallFirewall,NetworkSession,0.2.6,source,Network Session ASIM parser for SonicWall firewalls,0.1.0,"Feb 28, 2024",SonicWall,This ASIM parser supports normalizing SonicWall SonicOS ArcSight-formatted Syslog data ingested by Microsoft Sentinel into CommonSecurityLogs to the ASIM Network Session normalized schema.,CommonSecurityLog,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM);[SonicWall SonicOS/X 7.0.1 Log Events Reference Guide [PDF]](https://www.sonicwall.com/techdocs/pdf/SonicOS-X_7.0.1_LogEvents_ReferenceGuide.pdf),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionSonicWallFirewall.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionSonicWallFirewall.yaml
ASimNetworkSessionVectraAI,_ASim_NetworkSession_VectraAI,NetworkSession,0.2.2,source,Network Session ASIM parser for Vectra AI Streams,0.2,Dec 28 2021,Vectra AI Streams,This ASIM parser supports normalizing Vectra AI Streams logs to the ASIM Network Session normalized schema.,VectraStream_CL,,disabled:bool=False;pack:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionVectraAI.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionVectraAI.yaml
ASimNetworkSessionVMConnection,_ASim_NetworkSession_VMConnection,NetworkSession,0.2.2,source,Network Session ASIM parser for VM connection information collected using the Log Analytics agent,0.2.1,Dec 29 2022,VMConnection,This ASIM parser supports normalizing VM connection logs collected using the Log Analytics agent to the ASIM Network Session normalized schema.,VMConnection,,disabled:bool=False,[ASIM Network Session Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https:/aka.ms/AboutASIM);[VM connection schema reference](https://docs.microsoft.com/azure/azure-monitor/reference/tables/vmconnection);[Analysis of network connection data with Azure Monitor for virtual machines](https://azure.microsoft.com/blog/analysis-of-network-connection-data-with-azure-monitor-for-virtual-machines/),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionVMConnection.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionVMConnection.yaml
ASimNetworkSessionVMwareCarbonBlackCloud,_ASim_NetworkSession_VMwareCarbonBlackCloud,NetworkSession,0.2.6,source,NetworkSession ASIM Parser for VMware Carbon Black Cloud,0.1.1,"Dec 11, 2023",VMware Carbon Black Cloud,"This ASIM parser supports normalizing VMware Carbon Black Cloud logs to the ASIM NetworkSession normalized schema. VMware Carbon Black Cloud events are captured through VMware Carbon Black Cloud data connector which ingests Carbon Black Audit, Notification and Event data into Microsoft Sentinel through the REST API.",CarbonBlackEvents_CL;CarbonBlackNotifications_CL,,disabled:bool=False,[ASIM NetworkSession Schema](https://aka.ms/ASimNetworkSessionDoc);[ASIM](https:/aka.ms/AboutASIM);[VMware Carbon Black Cloud documentation](https://developer.carbonblack.com/reference/carbon-black-cloud/ https://developer.carbonblack.com/reference/cb-threathunter/latest/event-search-fields/),Parsers\ASimNetworkSession\Parsers\ASimNetworkSessionVMwareCarbonBlackCloud.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimNetworkSession/Parsers/ASimNetworkSessionVMwareCarbonBlackCloud.yaml
