sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2805856,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware variant that communicates with a command and control server, indicating the presence of a C2 channel for data exfiltration.",ext to int,,,,,,7,Malware,"The rule detects a specific mobile malware check-in which indicates a successful compromise of a mobile device, leading to potential data exfiltration.","trojan,mobile,c2,exfiltration,Android**"
2805862,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects network traffic indicative of mobile malware communicating with a command and control server, specifically targeting exfiltration of data through established connections.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a check-in from mobile malware, indicating a successful compromise with potential data exfiltration.","mobile,adware,c2,trojan,Android**"
2805863,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware communication check-in to a command and control server, indicating an established channel for potential data exfiltration.",ext to int,,,,,,7,Command and Control (C2),"The rule indicates a successful communication with a known mobile malware, which suggests a potential compromise of the mobile device and ongoing command and control activity.","trojan,mobile,command,exfiltration,Android**"
2805866,Collection and Exfiltration,Command and Control,TA0037,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware that exfiltrates sensitive information (like IMEI and IMSI) over a command and control channel, indicating both collection of data and its exfiltration.",ext to int,,,,,,8,Malware,The rule detects a successful compromise involving mobile malware that exfiltrates sensitive data over a command and control channel.,"trojan,mobile,c2,exfiltration,Android**"
2805867,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in via HTTP POST requests, indicative of a command and control communication, where data may be exfiltrated over a C2 channel.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a check-in from mobile malware, indicating a successful compromise of an Android device, which could lead to further malicious activity.","mobile,trojan,c2,exfiltration,Android**"
2805868,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over Command and Control Channel,T1041,"The rule detects mobile malware communicating with a command and control server, indicative of exfiltration activity, as it captures HTTP POST requests to a specific domain associated with spyware.",int to ext,,,,,,7,Command and Control (C2),"The rule detects established connections to a known spyware server, indicating a successful compromise of a mobile device.","mobile,spyware,command,exfiltration"
2805869,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in activity that involves exfiltration of device information over an established HTTP connection, indicative of command and control communication.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in of mobile malware to an external command and control server, indicating active compromise and potential data exfiltration.","mobile,trojan,command,exfiltration,Android**"
2805881,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over Command and Control Channel,T1041,"The rule detects a mobile malware's communication with a command and control server, indicating an established connection for potential data exfiltration.",ext to int,,,,,,8,Malware,"The rule detects a successful connection from a known Android Trojan, indicating a compromised mobile device communicating with a command and control server, which poses a significant security threat.","trojan,mobile,command,exfiltration,Android**"
2805883,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects mobile malware that communicates with a command and control server, indicating potential data exfiltration over this channel.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a potential successful malware check-in from an Android device to an external command and control server, indicating a compromise.","malware,checkin,mobile,trojan,Android**"
2805902,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects HTTP POST requests indicative of mobile malware communicating with a command and control server, which aligns with the Command and Control tactic and the technique of Exfiltration Over C2 Channel.",ext to int,,,,,,8,Malware,"The rule detects a successful check-in from a known mobile malware variant, indicating a potential compromise of a mobile device.","mobile,trojan,c2,exfiltration,Android**"
2806060,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in using a POST request to a command and control server, indicating the malware is communicating with an external entity to exfiltrate data.",int to ext,,,,,,7,Malware,"The rule detects a successful check-in from a mobile malware variant (Android/TrojanSMS.FakeInst.X), indicating a compromised device potentially exfiltrating data.","trojan,mobile,c2,exfiltration,Android**"
2806095,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects traffic indicative of mobile malware communicating with a command and control server, specifically looking for parameters commonly associated with exfiltration of data over such channels.",ext to int,,,,,,6,Command and Control (C2),"The rule detects communication with a known mobile malware variant, indicating a successful compromise of a mobile device that could lead to data exfiltration.","mobile,adware,command,exfiltration,Android**"
2806105,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects traffic indicative of a mobile malware communicating with a command and control server, which is characteristic of exfiltration over a C2 channel.",int to ext,,,,,,7,Command and Control (C2),"The rule detects a successful communication attempt by a mobile malware variant, indicating a potential compromise of the device and ongoing data exfiltration through a command and control channel.","mobile,trojan,c2,checkin,Android**"
2806106,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects traffic indicative of mobile malware communicating with a command and control server, which aligns with the Command and Control tactic and the technique of Exfiltration Over C2 Channel.",ext to int,,,,,,8,Malware,"The rule detects a mobile malware check-in, indicating a successful compromise of a mobile device, which poses a significant security risk.","mobile,trojan,command,exfiltration,Android**"
2806127,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in to a command and control server, indicating an established communication channel for exfiltration of data.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in from a known mobile malware variant, indicating a potential compromise of a mobile device and ongoing malicious activity.","mobile,trojan,command,exfiltration,Android**"
2806128,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a POST request from a mobile device to an external server, which is indicative of command and control communication, specifically related to malware exfiltrating data over a C2 channel.",ext to int,,,,,,7,Advanced Persistent Threats (APTs),"The rule detects a command and control check-in from a mobile malware variant, indicating a successful compromise of a mobile device and potential ongoing malicious activity.","mobile,trojan,c2,exfiltration,Android**"
2806147,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in, indicating communication with a command and control server, which is characteristic of exfiltration activities.",ext to int,,,,,,7,Malware,"The rule detects a successful check-in from a mobile malware variant, indicating potential compromise of the device.","mobile,trojan,c2,exfiltration,Android**"
2806148,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in process indicative of a command and control communication, specifically targeting the exfiltration of data over a C2 channel.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a check-in from a known mobile malware (AndroidOS/Tetus.A), indicating a successful compromise that allows for potential data exfiltration.","mobile,trojan,c2,exfiltration,Android**"
2806149,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects HTTP traffic patterns indicative of mobile malware communicating with a command and control server, specifically looking for parameters that suggest data exfiltration, which aligns with the Command and Control tactic.",ext to int,,,,,,7,Command and Control (C2),"The rule detects communication from a potential mobile malware variant (AndroidOS.Ansaca.A) that may indicate a successful compromise, as it involves data exfiltration over a command and control channel.","mobile,trojan,command,exfiltration,Android**"
2806202,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over Command and Control Channel,T1041,"The rule detects malware communication with a command and control server through specific HTTP requests, indicating an active C2 channel for exfiltration of data.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in of a known mobile malware (Tetus.A) to a command and control server, indicating an active compromise.","mobile,trojan,c2,exfiltration,Android**"
2806203,Command and Control,Command_And_Control**,TA0037**,Exfiltration_Over_C2_Channel,T1041,"The rule detects a mobile malware backdoor that communicates with a command and control server using HTTP POST requests, indicating an attempt to exfiltrate data over a C2 channel.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a backdoor malware communicating with a command and control server, indicating a successful compromise of the mobile device.","mobile,trojan,c2,checkin,Android**"
2806204,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware backdoor communicating with a command and control server, indicating that it is likely used for exfiltration of data over the established C2 channel.",ext to int,,,,,,8,Advanced Persistent Threats (APTs),"The rule indicates a successful compromise with a backdoor Android malware that communicates with a command and control server, suggesting a high impact on network security.","mobile,backdoor,command,exfiltration,Android**"
2806210,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule is designed to detect communication from a mobile malware variant to a command and control server, indicating that the malware is likely exfiltrating data or receiving commands, which aligns with the Command and Control tactic.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in of mobile malware to a command and control server, indicating an active compromise of a device.","mobile,trojan,command,exfiltration,Android**"
2806246,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects communication patterns indicative of mobile malware, specifically targeting Android devices, which often establish command and control channels to exfiltrate data.",ext to int,,,,,,8,Malware,"The rule detects a known mobile malware check-in, indicating a successful compromise of a mobile client, which poses a significant security threat.","mobile,trojan,c2,exfiltration,Android**"
2806249,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware that communicates with a command and control server to exfiltrate data, indicating its role in maintaining control over compromised devices.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in from a mobile malware variant, indicating potential compromise of a device and ongoing command and control activity.","trojan,mobile,command,exfiltration,Android**"
2806276,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects mobile malware communicating with a command and control server, indicating potential exfiltration of data over a malicious channel.",ext to int,,,,,,7,Malware,"The rule detects a mobile malware check-in indicating a successful compromise of a mobile device, which poses a significant security threat.","mobile,trojan,c2,checkin,Android**"
2806331,Initial Access,Initial Access,TA0001,Malicious Mobile Code,T1406,"The rule detects mobile malware targeting Android devices that can compromise the device and gain unauthorized access to sensitive information, indicating an initial access vector through malicious applications.",ext to int,,,,,,8,Malware,"The rule detects a specific Android mobile malware which indicates a successful compromise of the client endpoint, thus warranting a higher impact score.","mobile,trojan,c2,android,Android**"
2806475,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware backdoor that communicates with a command and control server using HTTP POST requests, indicating an attempt to exfiltrate data or receive commands.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in from a known mobile malware backdoor, indicating a potential compromise and ongoing malicious activity.","mobile,backdoor,c2,trojan,Android**"
2806651,Collection and Exfiltration,Command and Control,TA0037,Exfiltration Over C2 Channel,T1041,"The rule detects POST requests to a specific URI that are indicative of malware attempting to exfiltrate data over a command and control channel, aligning with the Collection and Exfiltration phase.",ext to int,,,,,,8,Malware,"The rule detects a successful check-in of a mobile malware variant that is indicative of compromised devices, which poses a significant security threat.","mobile,spyware,command,exfiltration,Android**"
2806837,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware Trojan that communicates with a command and control server to exfiltrate data, indicated by the specific URI and parameters in the HTTP request.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in from a mobile malware variant, indicating an established connection for potential data exfiltration or further malicious activity.","trojan,mobile,c2,exfiltration,Android**"
2806840,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware Trojan that communicates with a command and control server to exfiltrate user data, specifically through HTTP POST requests, which aligns with the Command and Control tactic.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in from a mobile malware Trojan, indicating an active compromise with potential data exfiltration.","mobile,trojan,c2,exfiltration,Android**"
2806944,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in with a command and control server, indicating that the malware is establishing communication to exfiltrate data.",ext to int,,,,,,7,Malware,"The rule detects a successful check-in of mobile malware (Android/CruseWind.B), indicating an active compromise of a mobile device.","mobile,trojan,c2,exfiltration,Android**"
2806945,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects communication from a mobile device to a command and control server, indicating that the malware is likely exfiltrating data or receiving commands, which falls under the Command and Control phase.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a check-in from a known mobile malware variant, indicating a successful compromise and potential data exfiltration.","mobile,trojan,c2,exfiltration,Android**"
2807008,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects mobile malware that communicates with a command and control server, indicating potential exfiltration of data over this channel.",ext to int,,,,,,6,Command and Control (C2),"The rule detects communication with a known mobile adware that indicates a successful compromise of a device, suggesting potential data exfiltration.","mobile,trojan,c2,adware,Android**"
2807009,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects communication from a mobile malware variant attempting to exfiltrate device information through a specified URI to a command and control server, indicating a command and control phase of the attack.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a mobile malware check-in indicating a successful compromise of a device, which could lead to further malicious activities.","mobile,malware,command,exfiltration,Android**"
2807072,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule specifically detects communication patterns indicative of a mobile malware check-in with a command and control server, which aligns with the Command and Control tactic and the technique for exfiltration over a C2 channel.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in of a mobile malware variant, indicating potential compromise and exfiltration over a command and control channel.","mobile,trojan,c2,exfiltration,Android**"
2807081,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in, indicating an active connection to a command and control server, which is characteristic of the Command and Control tactic. The presence of specific content patterns and user agent strings further supports the identification of exfiltration activities over a C2 channel.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in of a mobile malware variant, indicating a potential compromise of a device and ongoing command and control activity.","trojan,mobile,c2,checkin,Android**"
2807266,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in to a command and control server, indicating that the malware is establishing a C2 channel to exfiltrate data.",ext to int,,,,,,8,Command and Control (C2),"The rule detects communication from a mobile malware Trojan, indicating a successful compromise and potential data exfiltration.","trojan,mobile,c2,checkin,Android**"
2807268,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in to a command and control server, indicating an established C2 channel for data exfiltration.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in from a mobile malware Trojan, indicating a compromised device communicating with a command and control server.","trojan,mobile,command,checkin,Android**"
2807269,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in to a command and control server, indicating that the malware is communicating with an external entity for control purposes, aligning with the Command and Control tactic.",ext to int,,,,,,8,Advanced Persistent Threats (APTs),"The rule detects a successful check-in from a mobile malware variant, indicating potential control over the device and data exfiltration.","trojan,mobile,c2,checkin,Android**"
2807272,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule indicates a Trojan-Spy malware that checks in with a command and control server, suggesting it is involved in data exfiltration over the established C2 channel.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful communication from a Trojan malware targeting mobile devices, indicating a potential compromise.","trojan,mobile,c2,exfiltration,Android**"
2807282,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in, indicating that the malware is communicating with a command and control server to exfiltrate data, which aligns with the Command and Control tactic and the Exfiltration Over C2 Channel technique.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a check-in from a known mobile malware variant (JSmsHider.D), indicating a successful compromise of a mobile device, which poses a significant threat to network security.","mobile,malware,command,exfiltration,Android**"
2807306,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over Command and Control Channel,T1041,"The rule detects network traffic indicative of a mobile malware check-in, which typically involves establishing a command and control channel for data exfiltration.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in from a mobile malware variant, indicating a potential compromise of mobile devices and ongoing communication with a command and control server.","trojan,http,checkin,mobile,Android**"
2807353,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware's check-in behavior, indicating communication with a command and control server, which is characteristic of exfiltration activities.",ext to int,,,,,,8,Malware,"The rule detects a successful check-in from a Trojan malware variant targeting mobile devices, indicating a potential compromise.","trojan,mobile,http,c2,Android**"
2807356,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in to a command and control server, indicating an attempt to establish communication for exfiltration of data.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a check-in from a mobile malware agent indicating a successful compromise, which is a critical threat.","mobile,trojan,c2,exfiltration,Android**"
2807357,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in process that indicates communication with a command and control server, which is characteristic of exfiltration activities.",ext to int,,,,,,8,Malware,"The rule detects a successful check-in from a mobile malware variant (TrojanSMS.Agent.SD), indicating a compromised device potentially exfiltrating data.","trojan,mobile,c2,checkin,Android**"
2807358,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects HTTP traffic indicative of a mobile malware's command and control check-in, suggesting that the malware is communicating with a remote server to exfiltrate data or receive commands.",ext to int,,,,,,7,Malware,"The rule detects a successful check-in of a known mobile malware (Trojan-SMS) that has the potential to compromise mobile devices, indicating a successful compromise.","trojan,mobile,c2,exfiltration,Android**"
2807417,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over Command and Control Channel,T1041,"The rule detects a mobile malware check-in that indicates the potential for command and control communication, specifically targeting the exfiltration of data over a C2 channel.",int to ext,,,,,,8,Malware,"The rule indicates a successful compromise involving a mobile banking Trojan, which can lead to significant financial loss and data theft.","trojan,mobile,http,checkin,Android**"
2807446,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects mobile malware communication with a command and control server, specifically looking for HTTP POST requests indicative of data exfiltration.",ext to int,,,,,,7,Advanced Persistent Threats (APTs),"The rule detects a successful check-in from a mobile malware variant, indicating potential compromise and ongoing command and control activity.","mobile,trojan,c2,exfiltration,Android**"
2807533,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a specific HTTP request pattern associated with mobile malware that communicates with a command and control server, indicating potential exfiltration of data.",ext to int,,,,,,8,Malware,The rule detects a successful check-in of mobile malware (AndroidOS/Cosha.A / Android/Lovetrap.A) which indicates potential compromise of mobile devices.,"mobile,trojan,checkin,c2,Android**"
2807536,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in activity that indicates communication with a command and control server, which is typical of exfiltration activities where data is sent back to the attacker.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful connection attempt from a mobile malware variant indicating potential data exfiltration, which is a significant security threat.","mobile,trojan,c2,exfiltration,Android**"
2807714,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware communication pattern indicative of a command and control check-in, which is characteristic of exfiltration activities over a C2 channel.",ext to int,,,,,,7,Malware,"The rule detects a mobile malware check-in indicating a successful compromise of a device, which poses a significant security threat.","trojan,mobile,http,c2,Android**"
2807715,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in to a command and control server, indicating an established C2 channel for exfiltration of data.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in from a mobile malware Trojan, indicating potential compromise of a mobile device and ongoing command and control activity.","trojan,mobile,http,c2,Android**"
2807727,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in that involves sending data to a command and control server, indicative of exfiltration activities.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful compromise involving mobile malware that establishes a command and control channel, indicating active malicious behavior.","trojan,mobile,c2,exfiltration,Android**"
2807729,Initial Access,Initial Access,TA0001,Malicious File,T1203,"The rule detects the download of a mobile malware payload targeting Android devices, indicating an attempt to gain initial access through malicious software.",ext to int,,,,,,8,Malware,"The rule detects a potential mobile malware downloader that could lead to a successful compromise of Android devices, particularly if associated with command and control activities.","mobile,trojan,downloader,malware,Android**"
2807788,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a POST request from a mobile malware indicating a check-in with a command and control server, which aligns with the Command and Control tactic and specifically the technique of Exfiltration Over C2 Channel.",ext to int,,,,,,7,Advanced Persistent Threats (APTs),"The rule detects a successful check-in from a mobile malware Trojan, indicating a potential compromise of mobile devices, which can lead to data exfiltration and persistent threats.","trojan,mobile,c2,exfiltration,Android**"
2807812,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in to a command and control server, indicating that the malware is likely communicating with an external server to exfiltrate data.",ext to int,,,,,,8,Malware,"The rule detects a known Trojan malware check-in, indicating a successful compromise of a mobile device.","trojan,mobile,checkin,c2,Android**"
2807825,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects HTTP POST requests that indicate potential check-ins from a mobile malware agent, suggesting communication with a command and control server for data exfiltration.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in from mobile malware, indicating that a device may be compromised and communicating with a command and control server.","mobile,trojan,command,exfiltration,Android**"
2807939,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects communication from a mobile malware variant to a command and control server, indicating an exfiltration attempt of sensitive data over an established connection.",int to ext,,,,,,8,Command and Control (C2),"The rule detects a successful check-in from a mobile malware variant, indicating potential ongoing compromise and exfiltration of data.","mobile,trojan,command,exfiltration,Android**"
2807945,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a backdoor communication from a mobile malware, indicating that the malware is likely sending data back to a command and control server, which aligns with the Command and Control tactic.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a check-in from a known mobile malware backdoor, indicating a successful compromise of a mobile device and potential data exfiltration.","mobile,trojan,c2,exfiltration,Android**"
2807964,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in to a command and control server, indicating an active communication channel used for data exfiltration.",int to ext,,,,,,8,Command and Control (C2),"The rule detects a successful check-in from a mobile malware variant, indicating a compromised device communicating with a command and control server.","trojan,mobile,c2,exfiltration,Android**"
2808043,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects communication patterns indicative of a mobile malware's command and control behavior, specifically targeting data exfiltration through a C2 channel.",ext to int,,,,,,8,Advanced Persistent Threats (APTs),"The rule detects a successful communication with a known mobile malware trojan, indicating a potential compromise of mobile devices.","trojan,http,mobile,c2,Android**"
2808044,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware communicating with a command and control server to exfiltrate data, specifically targeting Android devices. The presence of POST requests with specific parameters indicates an active exfiltration process.",ext to int,,,,,,8,Advanced Persistent Threats (APTs),"The rule detects a Trojan-Spy malware that indicates a successful compromise targeting mobile devices, specifically for data exfiltration over a command and control channel.","mobile,trojan,c2,exfiltration,Android**"
2808087,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects traffic indicative of a mobile malware backdoor communicating with a command and control server, which aligns with the Command and Control tactic, specifically through exfiltration of data over the C2 channel.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a backdoor communicating with a command and control server, indicating a successful compromise of a mobile device.","backdoor,mobile,c2,trojan,Android**"
2808133,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,The rule detects a mobile malware check-in communication that likely indicates the malware is establishing a command and control channel to exfiltrate data from the infected device.,ext to int,,,,,,8,Malware,"The rule detects a successful check-in from a Trojan targeting mobile devices, indicating a potential compromise.","trojan,mobile,http,c2,Android**"
2808135,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects communication from a mobile malware variant that checks in with a command and control server, indicating an established C2 channel for potential data exfiltration.",ext to int,,,,,,7,Command and Control (C2),"This rule detects a check-in from a mobile malware variant that suggests a successful compromise and potential data exfiltration, indicating a significant security impact.","trojan,mobile,c2,checkin,Android**"
2808138,Collection and Exfiltration,Command and Control,TA0037,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in that sends sensitive information from the compromised device to a command and control server, indicating an exfiltration of data.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in from mobile malware (Battpatch.A) to its command and control server, indicating a compromise.","mobile,trojan,c2,exfiltration,Android**"
2808191,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in process which indicates that the malware is likely communicating with a command and control server to receive instructions or exfiltrate data, fitting the Command and Control tactic.",ext to int,,,,,,8,Malware,"The rule detects a successful check-in from a mobile malware variant, indicating a potential compromise of a mobile device.","trojan,mobile,checkin,c2,Android**"
2808210,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects mobile malware that communicates with a command and control server, indicating an established C2 channel for exfiltration of data.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in from a mobile malware, indicating a potential compromise of a mobile device and possible data exfiltration.","mobile,trojan,c2,exfiltration,Android**"
2808211,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over Command and Control Channel,T1041,"The rule detects a mobile malware check-in behavior, indicating that the malware is communicating with a command and control server to exfiltrate data or receive commands.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in from a mobile malware variant, indicating potential compromise of a mobile device and possible data exfiltration.","trojan,mobile,c2,exfiltration,Android**"
2808225,Collection and Exfiltration,Command and Control,TA0037,Exfiltration Over C2 Channel,T1041,"The rule detects specific patterns in HTTP traffic associated with mobile malware that checks in with a command and control server, indicating potential data exfiltration.",int to ext,,,,,,7,Command and Control (C2),"The rule detects potential successful command and control communications from a mobile malware variant, indicating an active compromise.","mobile,trojan,c2,exfiltration,Android**"
2808232,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects communication from a mobile malware variant to a command and control server, indicating that data may be exfiltrated through this channel.",int to ext,,,,,,7,Command and Control (C2),"The rule detects a successful check-in from a mobile malware variant indicating active communication with a command and control server, representing a significant security threat.","mobile,trojan,c2,exfiltration,Android**"
2808296,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects traffic patterns indicative of mobile malware communicating with a command and control server, specifically through check-in requests that may exfiltrate sensitive information.",ext to int,,,,,,8,Malware,"The rule detects a mobile malware check-in indicating a successful compromise of a mobile device, which can lead to further exploitation.","mobile,trojan,command,exfiltration,Android**"
2808394,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in process that likely involves communication with a command and control server, which is indicative of exfiltration activities.",ext to int,,,,,,7,Malware,"The rule detects a check-in from an Android Trojan, indicating a successful compromise of a mobile device, which poses a significant security threat.","mobile,trojan,c2,exfiltration,Android**"
2808438,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule is designed to detect mobile malware communicating with a command and control server, indicating an established channel for data exfiltration.",int to ext,,,,,,7,Command and Control (C2),"The rule detects a successful check-in of a mobile malware Trojan, indicating a compromise of the mobile device and potential data exfiltration.","trojan,mobile,command,exfiltration,Android**"
