sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2022587,Discovery,Network Service Discovery,T1046,Protocol Tunneling,T1572,"The rule detects potential SSLv2 negotiation, which may indicate an attempt to discover or exploit vulnerable network services. This aligns with the Discovery phase as attackers often probe for service vulnerabilities.",ext to int,,,,,,4,Malware,"The rule indicates a possible SSLv2 negotiation, which is often associated with outdated and vulnerable protocols. However, it does not confirm a successful compromise, leading to a lower impact score.","ssl,anomaly,negotiation,policy"
2022588,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects potential SSLv2 negotiation, which could indicate an attempt to exploit vulnerabilities in SSL/TLS protocols for initial access.",ext to int,,,,,,4,Malware,"The rule indicates a possible SSLv2 negotiation, which could suggest an attempt to exploit vulnerabilities, but does not confirm a successful compromise.","ssl,anomaly,negotiation,policy"
2024236,Collection,Collection,TA0009,Data from Information Repositories,T1213,"The rule detects PDF attachments in SMTP traffic, indicating potential collection of data that could be exfiltrated or used for further malicious activity.",ext to int,,,,,,3,Malware,"The rule detects the presence of a PDF attachment in SMTP traffic, which could be benign and does not indicate a successful compromise.","smtp,attachment,flowbit,anomaly"
2032084,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a successful proxy request response over TCP, which is indicative of potential command and control activity, often used by attackers to communicate with compromised systems or to exfiltrate data.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a proxy request response which could indicate an attempt to establish a connection to an external command and control server. However, it does not confirm a successful compromise.","proxy,anomaly,inbound,traffic"
2033442,Discovery,Discovery,TA0007,Application Layer Protocol,T1071,"The rule detects a specific version of Cisco Data Center Network Manager that is vulnerable, indicating reconnaissance activity where an attacker may be identifying potential targets and their vulnerabilities.",ext to int,,,,,,5,Advanced Persistent Threats (APTs),"The rule detects a potentially vulnerable version of Cisco Data Center Network Manager, indicating a reconnaissance attempt which could lead to a successful compromise if exploited.","recon,vulnerability,http,cisco"
2033443,Discovery,Discovery,TA0007,Network Service Discovery,T1046,"The rule indicates detection of a specific vulnerable version of Cisco Data Center Network Manager, suggesting an attempt to discover network services and their vulnerabilities, which aligns with the Discovery phase.",ext to int,,,,,,4,Advanced Persistent Threats (APTs),"The rule detects a version of Cisco Data Center Network Manager that is known to be vulnerable, which could indicate reconnaissance activity but does not confirm a successful compromise.","recon,vulnerability,http,cisco"
2036504,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects access to an exposed REST API on an F5 BIG-IP device, which could indicate an attempt to exploit an external service for initial access.",ext to int,,,,,,4,Policy Violation,The rule detects access to an exposed REST API but does not indicate a successful compromise or malicious activity.,"api,f5,anomaly,policy"
2036505,Discovery,Discovery,TA0007,Network Service Discovery,T1046,"The rule detects access attempts to a publicly accessible REST API, indicating that an attacker could be probing for services and vulnerabilities, which aligns with the Discovery phase.",int to ext,,,,,,4,Malware,"The rule indicates a publicly accessible API which could be a potential vulnerability, but does not confirm a successful compromise.","exposure,anomaly,api,policy"
2829169,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects a Windows executable being sent to a client via a TDS SQL Batch query, indicating potential exploitation of a vulnerability in a public-facing application, which aligns with the Initial Access phase.",ext to int,,,,,,4,Malware,"The rule detects a potential Windows executable inbound, but does not confirm a successful compromise. Therefore, it is assigned a lower impact score.","windows,executable,tds,anomaly"
2851481,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects anomalous DCERPC traffic, which can indicate attempts to establish a command and control channel using application layer protocols, often used by attackers to communicate with compromised systems.",ext to int,,,,,,4,Miscellaneous,"The rule detects anomalies in DCERPC traffic but does not indicate a successful compromise, thus a lower impact score.","dcerpc,anomaly,bind_ack,info"
2851482,Discovery,Network Discovery,T1046,Network Service Scanning,T1046.001,"The rule detects specific patterns in DCERPC traffic, which may indicate an attacker probing for network services or vulnerabilities, aligning with the Discovery phase of an attack.",ext to int,,,,,,4,Miscellaneous,"The rule detects potential anomalies in DCERPC traffic, but does not confirm a successful compromise or specific malicious activity.","dcerpc,anomaly,info,bind_ack"
2851484,Discovery,Network Discovery,T1046,Network Service Scanning,T1046.001,"The rule detects SMB/DCERPC traffic anomalies which could indicate network service scanning activities, commonly performed during the Discovery phase to identify services available on network hosts.",any to int,,,,,,3,Miscellaneous,The rule detects anomalies in SMB/DCERPC traffic but does not indicate a successful compromise. It is classified as informational and lacks evidence of malicious intent.,"anomaly,smb,dcerpc,info"
2851485,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects anomalies in SMB/DCERPC traffic, which is often used in command and control communications, indicating potential malicious activity.",ext to int,,,,,,4,Miscellaneous,"The rule detects anomalies in SMB/DCERPC traffic which could indicate potential malicious activity, but does not confirm a successful compromise.","smb,dcerpc,anomaly,info"
2015671,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects PDF files being transmitted over HTTP, which can be indicative of an initial access attempt through malicious PDF documents, commonly used in drive-by compromise attacks.",ext to int,CVE-2008-2992,11/4/08 18:29,5.9,1.8,"Stack-based buffer overflow in Adobe Acrobat and Reader 8.1.2 and earlier allows remote attackers to execute arbitrary code via a PDF file that calls the util.printf JavaScript function with a crafted format string argument, a related issue to CVE-2008-1104.",4,Malware,"The rule detects the presence of a PDF file in HTTP traffic, which could indicate malware delivery, but does not confirm a successful compromise.","pdf,http,anomaly,info"
2015745,Execution,Execution,TA0002,Command-Line Interface,T1059,"The rule detects the use of 'CheckRemoteDebuggerPresent', which is commonly used by malware to determine if it is being debugged, indicating potential malicious execution behavior.",ext to int,,,,,,4,Malware,"The rule detects a potential anti-debugging technique often used by malware, but does not indicate a successful compromise.","anomaly,debugging,info,http"
2015965,Defense Evasion,Obfuscated Files or Information,T1027,Obfuscated Files or Information,T1027,"The rule detects the presence of a specific content pattern associated with anti-debugging techniques, which are often employed by malware to evade detection and hinder analysis.",ext to int,,,,,,3,Miscellaneous,"The rule detects a potential anti-debugging technique used in malware, but does not confirm a successful compromise.","anomaly,anti-debugging,info,http"
2016394,Discovery,Network Service Discovery,T1046,Network Service Discovery,T1046,"The rule detects uncompressed Adobe Flash content flowing through the network, which may indicate an attempt to discover services or applications in use. This can help identify potential vulnerabilities or points of interest for further exploitation.",ext to int,,,,,,2,Malware,The rule detects an informational alert regarding Adobe Flash but does not indicate a successful compromise or an imminent threat.,"anomaly,http,flash,info"
2016502,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects Java serialized data downloads, which may indicate exploitation attempts against vulnerable clients, representing an initial access vector.",ext to int,,,,,,4,Malware,"The rule detects a potential download of Java serialized data by a vulnerable client, indicating a possible compromise but not a confirmed successful one.","java,anomaly,client,download"
2016503,Initial Access,Initial Access,TA0001,Supply Chain Compromise,T1195,"The rule detects Java Serialized Data downloads, which can be indicative of supply chain compromise techniques where attackers exploit vulnerabilities in software components to gain initial access.",ext to int,,,,,,3,Malware,"The rule detects Java serialized data downloads, which could indicate potential malicious activity but does not confirm a successful compromise.","java,serialized,download,anomaly"
2016505,Initial Access,Initial Access,TA0001,Supply Chain Compromise,T1195,"The rule detects the download of potentially malicious serialized data from a Java client, which could indicate an initial access attempt via a compromised supply chain, particularly if the client is vulnerable.",ext to int,,,,,,4,Malware,The rule indicates the download of potentially malicious files but does not confirm a successful compromise.,"java,zip,download,anomaly"
2017220,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscation techniques often used by attackers to evade detection while transmitting malicious payloads, indicating an attempt to bypass security measures.",ext to int,,,,,,4,Malware,The rule detects obfuscated strings that may indicate potential malicious activity but does not confirm a successful compromise.,"obfuscation,defense,anomaly,information"
2017221,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in network traffic, which is commonly used by attackers to evade detection mechanisms. This aligns with the Defense Evasion tactic as the goal is to conceal malicious activity.",ext to int,,,,,,4,Malware,"The rule detects obfuscated strings which may indicate malicious activity, but does not confirm a successful compromise.","obfuscation,defense,anomaly,information"
2017222,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in network traffic, which is commonly used by attackers to evade detection mechanisms, indicating an attempt to hide malicious activity.",ext to int,,,,,,4,Malware,"The rule detects obfuscated strings which could indicate malicious activity, but it does not confirm a successful compromise.","obfuscation,defense,anomaly,information"
2017223,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in HTTP traffic, which is commonly used by attackers to evade detection mechanisms and hide malicious payloads.",ext to int,,,,,,3,Malware,"The rule detects obfuscated strings which may indicate malicious activity, but does not confirm a successful compromise.","obfuscation,defense,anomaly,information"
2017224,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in HTTP traffic, which is commonly used by attackers to evade detection and conceal malicious activities.",ext to int,,,,,,4,Malware,"The rule detects obfuscated strings that may indicate malicious activity, but does not confirm a successful compromise.","obfuscation,defense,anomaly,information"
2017225,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in HTTP traffic, which is commonly used by attackers to evade detection mechanisms.",ext to int,,,,,,4,Malware,"The rule detects obfuscated strings that may indicate potential malware activity, but does not confirm a successful compromise.","obfuscation,anomaly,defense,information"
2017226,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in HTTP traffic, which are commonly used by attackers to evade detection and conceal malicious payloads, indicating an attempt to bypass security measures.",ext to int,,,,,,4,Malware,"The rule detects potentially obfuscated data, which may indicate malicious activity, but does not confirm a successful compromise.","obfuscation,anomaly,defense,evasion"
2017227,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in network traffic, which is a common technique used by attackers to evade detection and conceal malicious activity.",ext to int,,,,,,3,Malware,"The rule detects obfuscated strings which may indicate malicious activity, but does not confirm a successful compromise.","obfuscation,defense,anomaly,information"
2017228,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in network traffic, which are commonly used by attackers to evade detection mechanisms, indicating an attempt to hide malicious activity.",ext to int,,,,,,4,Malware,"The rule detects obfuscated strings which could indicate malicious activity, but does not confirm a successful compromise.","obfuscation,defense,anomaly,information"
2017229,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in HTTP traffic, which is commonly used by attackers to evade detection mechanisms.",ext to int,,,,,,4,Malware,"The rule detects obfuscated strings potentially used for evasion techniques, but does not confirm a successful compromise.","obfuscation,defense,anomaly,information"
2017230,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in network traffic, which are often used by attackers to evade detection and conceal malicious payloads.",ext to int,,,,,,4,Malware,"The rule detects obfuscated strings which may indicate malicious intent, but does not confirm a successful compromise.","obfuscation,defense,anomaly,information"
2017231,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in HTTP traffic, indicating an attempt to evade detection mechanisms, which aligns with the Defense Evasion tactic.",ext to int,,,,,,4,Malware,"The rule detects obfuscated strings which may indicate potential malicious activity, but does not confirm a successful compromise.","obfuscation,defense,anomaly,information"
2017232,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in network traffic, which is commonly used by attackers to evade detection mechanisms and hide malicious payloads.",ext to int,,,,,,4,Malware,The rule detects obfuscated strings that could indicate malicious activity but does not confirm a successful compromise.,"obfuscation,anomaly,defense,information"
2017233,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in network traffic, indicating attempts to evade detection mechanisms, which aligns with the Defense Evasion tactic.",ext to int,,,,,,4,Advanced Persistent Threats (APTs),"The rule detects obfuscated strings, which may indicate an attempt at evasion or malicious intent, but does not confirm a successful compromise.","obfuscation,defense,anomaly,information"
2017234,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in HTTP traffic, which is commonly used by attackers to evade detection and hide malicious payloads, aligning with the Defense Evasion tactic.",ext to int,,,,,,4,Malware,"The rule indicates potential obfuscation techniques that could be used for malicious purposes, but does not confirm a successful compromise.","obfuscation,defense,anomaly,information"
2017235,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in HTTP traffic, which is often used by attackers to evade detection and conceal malicious payloads.",ext to int,,,,,,4,Malware,"The rule detects obfuscated strings that may indicate potential malicious activity, but does not confirm a successful compromise.","obfuscation,defense_evasion,anomaly,information"
2017236,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in HTTP traffic, which is commonly used by attackers to evade detection mechanisms and conceal malicious payloads.",ext to int,,,,,,4,Advanced Persistent Threats (APTs),"The rule detects obfuscated strings which may indicate evasion techniques often used by APTs, but does not confirm a successful compromise.","obfuscation,anomaly,defense,evasion"
2017237,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in network traffic, which is often used by attackers to evade detection mechanisms, indicating an attempt to hide malicious activity.",ext to int,,,,,,4,Malware,"The rule detects obfuscated strings that could indicate potential malicious activity; however, it does not confirm a successful compromise.","obfuscation,defense,anomaly,information"
2017238,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in network traffic, indicating an attempt to evade detection mechanisms, which aligns with the Defense Evasion tactic.",ext to int,,,,,,5,Advanced Persistent Threats (APTs),"The rule detects obfuscated strings which may indicate attempts at evasion tactics, but does not confirm a successful compromise.","obfuscation,anomaly,defense,information"
2017239,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in HTTP traffic, which is commonly used by attackers to evade detection mechanisms and hide malicious payloads.",ext to int,,,,,,4,Malware,"The rule detects obfuscated strings, which may indicate malicious activity, but does not confirm a successful compromise.","obfuscation,defense,anomaly,information"
2017240,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in HTTP traffic, which is commonly used by attackers to evade detection mechanisms.",ext to int,,,,,,3,Malware,"The rule detects obfuscated strings which could indicate malicious activity, but it does not confirm a successful compromise.","obfuscation,defense,anomaly,information"
2017241,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in network traffic, which is often used by attackers to evade detection mechanisms. This aligns with the Defense Evasion tactic in the MITRE ATT&CK framework.",ext to int,,,,,,4,Malware,"The rule detects potential obfuscation techniques often used in malware, but it does not confirm a successful compromise.","obfuscation,defense,anomaly,information"
2017242,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in network traffic, which is commonly used by attackers to evade detection mechanisms. This aligns with the Defense Evasion tactic, as obfuscation is a technique to hide malicious intent.",ext to int,,,,,,4,Malware,The rule detects obfuscated strings which may indicate malicious activity but does not confirm a successful compromise.,"obfuscation,defense,anomaly,information"
2017243,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscation techniques in network traffic, which are often used by attackers to evade detection and conceal malicious activities.",ext to int,,,,,,4,Malware,The rule detects obfuscated strings that may indicate malicious activity but does not confirm a successful compromise.,"obfuscation,defense,anomaly,information"
2017244,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in network traffic, which are commonly used by attackers to evade detection mechanisms. This aligns with the Defense Evasion tactic as it indicates an attempt to hide malicious activities from security tools.",ext to int,,,,,,4,Malware,"The rule detects obfuscated strings that could indicate attempts at evasion or malware delivery, but does not confirm a successful compromise.","obfuscation,defense,anomaly,information"
2017245,Defense Evasion,Defense Evasion,TA0005,Obfuscated Files or Information,T1027,"The rule detects obfuscated strings in HTTP traffic, which is commonly used by attackers to evade detection mechanisms, indicating an attempt to hide malicious activity.",ext to int,,,,,,4,Malware,"The rule detects obfuscated data, which could indicate malicious activity, but does not confirm a successful compromise.","obfuscation,information,defense,anomaly"
2017364,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects suspicious non-standard base64 encoding, which is often associated with malicious payloads delivered through compromised websites, indicating potential initial access attempts.",ext to int,,,,,,3,Malware,The rule detects suspicious encoding but does not confirm a successful compromise.,"anomaly,encoding,suspicious,exploitkit"
2017669,Initial Access,Drive-by Compromise,T1189,Malicious File,T1203.002,"The rule detects the presence of a ZIP file, which may indicate the delivery of malicious payloads during initial access, potentially leading to exploitation through user interaction.",ext to int,,,,,,3,Miscellaneous,"The rule detects a zip file transfer which could be benign or potentially malicious. It does not indicate a successful compromise, hence a lower score.","zip,anomaly,http,info"
2017748,Initial Access,Execution,TA0002,User Execution,T1203,"The rule detects Java-related traffic that may indicate the downloading of potentially malicious files, suggesting an initial access method that relies on user interaction to execute downloaded content.",ext to int,,,,,,3,Miscellaneous,The rule detects a potential Java archive download but does not indicate a successful compromise or specific malicious activity.,"java,archive,anomaly,flowbit"
2017749,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects Java class files being downloaded, which could indicate an initial access attempt through a drive-by compromise, where users unknowingly download malicious content when visiting compromised websites.",ext to int,,,,,,3,Miscellaneous,The rule detects potential Java class downloads but does not indicate a successful compromise or a specific threat.,"java,downloader,anomaly,flowbit"
2018959,Initial Access,Drive-by Compromise,T1189,Malicious File Download,T1203,"The rule detects HTTP traffic that may indicate the download of potentially malicious PE files (executables or DLLs), which aligns with initial access techniques where attackers deliver malware to victims.",ext to int,,,,,,4,Malware,"The rule detects potential PE EXE or DLL downloads, which could indicate malicious file transfers. However, it does not confirm a successful compromise.","file,download,anomaly,policy"
2019834,Initial Access,Drive-by Compromise,T1189,Malicious File Download,T1203,"The rule detects the download of Microsoft Compact Office Document Format files, which can be used to exploit vulnerabilities in applications and gain initial access to a system.",ext to int,,,,,,3,Miscellaneous,The rule detects a potentially benign file download without evidence of a successful compromise. It focuses on anomalies that could indicate malicious activity but lacks definitive indicators of compromise.,"file,download,anomaly,info"
2023714,Initial Access,Initial Access,TA0001,User Execution,T1203,"The rule detects the download of a specific file type (ATF) that could be executed by a user, indicating potential initial access through user interaction with malicious content.",ext to int,,,,,,3,Malware,The rule detects the presence of a specific file type (ATF) in HTTP traffic but does not indicate a successful compromise or malicious activity. It is categorized as not suspicious.,"http,file,flowbit,anomaly"
2024829,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects the download of an Embedded OpenType (EOT) file, which could be used in drive-by compromise scenarios where a user unknowingly downloads malicious content via a web browser.",ext to int,,,,,,3,Miscellaneous,"The rule detects the download of Embedded OpenType files, which may indicate benign activity rather than a confirmed threat. It does not indicate a successful compromise.","font,download,anomaly,client"
2000418,Initial Access,Drive-by Compromise,T1189,Malicious File Download,T1203,"The rule detects the download of ELF files, which are commonly used in Linux environments and may indicate an attempt to deliver malicious payloads to the target system, aligning with initial access attempts.",ext to int,,,,,,3,Malware,"The rule detects the download of ELF files, which may indicate potential malware, but does not confirm a successful compromise.","elf,download,anomaly,policy"
2003482,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects traffic related to Radmin Remote Control, which can be used for unauthorized access to systems, indicating potential initial access attempts by an attacker.",int to ext,,,,,,2,Malware,"The rule indicates a potential anomaly related to Radmin Remote Control Session authentication, but does not confirm a successful compromise or malicious activity.","radmin,authentication,anomaly,info"
2021067,Discovery,Network Discovery,T1016,Network Service Discovery,T1046,"The rule detects anomalous HTTP traffic patterns that may indicate reconnaissance activities, such as identifying services or hosts on a network. The use of dotted quad IP addresses suggests a potential attempt to discover or enumerate hosts.",int to ext,,,,,,2,Malware,"The rule detects a potential anomaly related to a Dotted Quad Host, which may indicate a misconfiguration or benign activity rather than a confirmed compromise.","anomaly,http,detection,info"
2021068,Discovery,Reconnaissance,TA0043,Network Service Discovery,T1046,"The rule detects anomalous HTTP host patterns, specifically dotted quad host addresses, which may indicate reconnaissance activities where an attacker is probing for active hosts or services on a network.",ext to int,,,,,,3,Malware,"The rule detects potential anomalies related to dotted quad hosts, which may indicate misconfigurations or suspicious activity, but does not confirm a successful compromise.","anomaly,http,detection,info"
2021069,Discovery,Network Discovery,T1016,Network Service Scanning,T1046,"The rule detects HTTP traffic patterns that may indicate scanning for services or hosts using anomalous IP formats (dotted quad), which is often associated with reconnaissance activities.",int to ext,,,,,,3,Malware,The rule detects a potential anomaly related to a dotted quad host but does not confirm a successful compromise or malicious activity.,"anomaly,http,host,indicator"
2021070,Discovery,Reconnaissance,TA0043,Network Service Discovery,T1046,"The rule detects traffic patterns indicative of a Dotted Quad Host, which can be associated with reconnaissance activities used to identify network hosts and services. This behavior aligns with the Discovery phase where attackers gather information about the network environment.",int to ext,,,,,,3,Malware,"The rule detects a potential anomaly in HTTP traffic related to a dotted quad host, which could indicate malicious activity but does not confirm a successful compromise.","anomaly,http,detection,info"
2021071,Discovery,Network Service Discovery,Discovery,Network Service Discovery,T1046,"The rule detects anomalous HTTP traffic patterns indicative of potential reconnaissance activity, where an attacker may be identifying active hosts on the network using dotted quad notation.",int to ext,,,,,,3,Malware,The rule detects a pattern that could indicate a benign or anomalous network activity rather than a confirmed compromise.,"anomaly,http,detection,info"
2021072,Discovery,Network Service Discovery,T1046,Network Service Discovery,T1046,"The rule detects anomalous HTTP hosts that may indicate reconnaissance activities, where an attacker is trying to discover services or hosts within a network.",int to ext,,,,,,3,Malware,The rule detects a potential anomaly in HTTP traffic but does not indicate a successful compromise.,"anomaly,http,detection,host"
2021073,Discovery,Network Discovery,T1016,Network Service Scanning,T1046,"The rule detects specific patterns in HTTP traffic that may indicate reconnaissance activity, such as scanning for dotted quad IP addresses, which is often associated with network discovery efforts.",int to ext,,,,,,3,Malware,"The rule detects a specific pattern in HTTP host headers that may indicate anomalous behavior, but it does not confirm a successful compromise or a specific malicious action.","anomaly,http,host,detection"
2021074,Discovery,Network Discovery,T1046,Network Service Discovery,T1018,"The rule identifies anomalous host patterns in network traffic, which suggests reconnaissance activity typical of network discovery efforts by attackers.",int to ext,,,,,,3,Malware,"The rule detects a specific pattern in HTTP host headers that may indicate anomalous behavior, but it does not confirm a successful compromise.","anomaly,http,detection,info"
2021075,Discovery,Network Discovery,T1016,Network Service Scanning,T1046,"The rule detects anomalous HTTP traffic patterns that may indicate an attacker is probing the network for active hosts or services, which is characteristic of network discovery activities.",ext to int,,,,,,3,Malware,The rule detects a potential anomaly in HTTP traffic that could indicate a malicious host but does not confirm a successful compromise.,"anomaly,http,host,info"
2016538,Execution,Execution,TA0002,User Execution,T1203,"The rule detects the retrieval of an executable file with minimal HTTP headers, which suggests that it may be part of a malicious payload being executed on the target system.",ext to int,,,,,,4,Malware,The rule indicates potential malicious activity (executable retrieval) but does not confirm a successful compromise.,"http,download,anomaly,secondstage"
2856490,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP GET requests to a known external service (run.mocky.io), which can indicate potential command and control communication, especially if used in a suspicious context.",int to ext,,,,,,3,Miscellaneous,"The rule detects a benign HTTP GET request to a known mock API, which is not indicative of a successful compromise.","http,anomaly,info,activity"
2856491,Command and Control,Command and Control,T1071,Application Layer Protocol,T1071.001,"The rule detects HTTP traffic that indicates a successful redirect to a potentially malicious webhook, which could be used for command and control communications.",ext to int,,,,,,3,Miscellaneous,"The rule indicates a successful redirect but does not confirm a successful compromise or malicious intent. It alerts on an informational basis, thus a lower impact score.","http,redirect,anomaly,info"
2019240,Initial Access,Drive-by Compromise,T1189,Malicious File Download,T1203,"The rule detects the download of ELF files over HTTP, which could indicate an attempt to deliver malicious software to a target system, aligning with initial access tactics.",ext to int,,,,,,4,Malware,"The rule detects the download of ELF files, which could indicate potential malware but does not confirm a successful compromise.","http,download,elf,policy"
2856492,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects HTTP requests that may indicate an attempt to access external services, potentially leading to initial access through redirection to a malicious site.",int to ext,,,,,,3,Miscellaneous,"The rule detects a successful redirect but lacks evidence of a compromise or malicious intent, thus resulting in a low impact score.","redirect,http,anomaly,info"
2001239,Discovery,Discovery,TA0007,Network Service Discovery,T1046,"The rule detects when a Cisco device is in configuration mode, which indicates that an attacker may be probing the network to gather information about devices and their configurations, fitting within the Discovery phase.",ext to int,,,,,,3,Insider Threats,"The rule detects a command indicative of a Cisco device in configuration mode, which could suggest unauthorized access but does not confirm a successful compromise.","anomaly,configuration,cisco,info"
2001240,Discovery,Discovery,TA0007,Network Service Discovery,T1046,"The rule detects a specific network configuration command that may indicate reconnaissance or configuration changes on Cisco devices, suggesting the potential for network service discovery.",ext to int,,,,,,3,Not Suspicious,"The rule detects a benign configuration message from a Cisco device, which is not indicative of a successful compromise.","anomaly,cisco,configuration,info"
2003047,Discovery,Reconnaissance,TA0043,Application Layer Protocol,T1071,"The rule detects a specific URI related to Proxy Judge, indicating potential reconnaissance activity where an attacker may be probing for vulnerabilities or misconfigurations in the application layer.",any to any,,,,,,3,Malware,The rule detects a potential evasion technique related to a proxy but does not indicate a confirmed compromise.,"proxy,discovery,evasion,policy"
2828231,Initial Access,Reconnaissance,TA0043,External Remote Services,T1133,"The rule detects HTTP requests to an external IP checker service, indicating potential reconnaissance activity where an attacker may be gathering information about the network or its endpoints.",ext to int,,,,,,2,Social Engineering,"The rule detects an HTTP request to an external IP checker, which could indicate an attempt to gather information about the internal network. However, it does not indicate a successful compromise or direct threat, resulting in a low impact score.","ipcheck,http,anomaly,external"
2844909,Discovery,Discovery,T1083,File and Directory Discovery,T1083,"The rule detects a client querying an external service for its own public IP address, indicative of reconnaissance activity to gather information about the network environment.",int to ext,,,,,,3,Phishing,"The rule detects a client querying an external service for IP information, which could indicate reconnaissance or phishing attempts, but does not confirm a successful compromise.","iplookup,anomaly,http,policy"
2844908,Discovery,Network Discovery,T1046,DNS Query,T1071.001,"The rule detects a request to a domain that provides external IP information, indicating the potential for reconnaissance activities where an attacker may be gathering information about the network or system.",int to ext,,,,,,2,Malware,"The rule detects an external IP lookup which may indicate benign behavior or a policy violation, but does not confirm a successful compromise.","info,anomaly,dns,client"
2844907,Discovery,Reconnaissance,TA0043,Gather Victim Identity Information,T1589,"The rule detects a client querying an external service for IP information, which indicates an attempt to gather information about the victim's network environment, aligning with reconnaissance activities.",int to ext,,,,,,2,Social Engineering,"The rule detects a client requesting a domain that provides external IP information, which could indicate a benign action rather than a successful compromise.","info,lookup,anomaly,policy"
2844906,Discovery,Discovery,TA0007,Network Service Discovery,T1046,"The rule detects requests to an external service that provides IP information, indicating an attempt to discover the external IP address of the client, which is often a precursor to further reconnaissance or exploitation.",int to ext,,,,,,2,Social Engineering,"The rule detects a lookup for an external IP via a benign service, indicating potential information gathering, but does not confirm a successful compromise.","iplookup,anomaly,policy,client"
2844886,Discovery,Network Discovery,T1016,Remote System Discovery,T1016.001,"The rule detects external IP lookups, which can indicate the reconnaissance phase where an attacker gathers information about the network and its external connections.",int to ext,,,,,,3,Social Engineering,"The rule detects a potential external IP lookup, which could indicate benign activity or information gathering but does not confirm a successful compromise.","iplookup,anomaly,policy,external"
2843601,Discovery,Active Scanning,TA0009,Network Service Scanning,T1046,"The rule detects an internal host accessing an external service (ip2c.org) that provides Geo IP information, which can indicate reconnaissance activity to gather information about external IP addresses.",int to ext,,,,,,3,Social Engineering,"The rule detects a lookup to a domain providing Geo IP information, which may indicate information gathering but does not confirm a successful compromise.","iplookup,anomaly,external,policy"
