2022-05-15 00:00:00.197 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598000/usage.xml; database=Meters; success=true;
2022-05-15 12:45:00.306 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/server-hour.xml; database=Meters; success=true;
2022-05-15 12:45:00.310 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/server-day.xml; database=Meters; success=true;
2022-05-15 12:45:00.314 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652643900/server-raw.xml; database=Meters; success=true;
2022-05-15 12:45:00.318 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652643900/host-raw.xml; database=Meters; success=true;
2022-05-15 12:45:00.321 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/host-hour.xml; database=Meters; success=true;
2022-05-15 12:45:00.324 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/databases-day.xml; database=Meters; success=true;
2022-05-15 12:45:00.341 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/databases-hour.xml; database=Meters; success=true;
2022-05-15 12:46:00.136 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652643960/host-raw.xml; database=Meters; success=true;
2022-05-15 12:46:00.142 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652643960/forest-raw.xml; database=Meters; success=true;
2022-05-15 12:46:00.158 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652643960/databases-raw.xml; database=Meters; success=true;
2022-05-15 12:46:00.174 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652643960/server-raw.xml; database=Meters; success=true;
2022-05-15 12:47:00.242 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644020/host-raw.xml; database=Meters; success=true;
2022-05-15 12:47:00.247 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644020/server-raw.xml; database=Meters; success=true;
2022-05-15 12:47:00.251 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644020/databases-raw.xml; database=Meters; success=true;
2022-05-15 12:47:00.266 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644020/forest-raw.xml; database=Meters; success=true;
2022-05-15 12:48:00.072 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644080/host-raw.xml; database=Meters; success=true;
2022-05-15 12:48:00.078 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644080/server-raw.xml; database=Meters; success=true;
2022-05-15 12:48:00.081 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644080/databases-raw.xml; database=Meters; success=true;
2022-05-15 12:48:00.097 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644080/forest-raw.xml; database=Meters; success=true;
2022-05-15 12:49:00.073 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644140/forest-raw.xml; database=Meters; success=true;
2022-05-15 12:49:00.093 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644140/host-raw.xml; database=Meters; success=true;
2022-05-15 12:49:00.096 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644140/server-raw.xml; database=Meters; success=true;
2022-05-15 12:49:00.100 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644140/databases-raw.xml; database=Meters; success=true;
2022-05-15 12:50:00.174 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644200/host-raw.xml; database=Meters; success=true;
2022-05-15 12:50:00.180 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644200/server-raw.xml; database=Meters; success=true;
2022-05-15 12:50:00.185 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644200/databases-raw.xml; database=Meters; success=true;
2022-05-15 12:50:00.202 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644200/forest-raw.xml; database=Meters; success=true;
2022-05-15 12:51:00.158 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/host-day.xml; database=Meters; success=true;
2022-05-15 12:51:00.168 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/forest-hour.xml; database=Meters; success=true;
2022-05-15 12:51:00.189 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/forest-day.xml; database=Meters; success=true;
2022-05-15 12:51:00.208 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644260/host-raw.xml; database=Meters; success=true;
2022-05-15 12:51:00.211 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644260/forest-raw.xml; database=Meters; success=true;
2022-05-15 12:51:00.228 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/server-hour.xml; database=Meters; success=true;
2022-05-15 12:51:00.233 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644260/server-raw.xml; database=Meters; success=true;
2022-05-15 12:51:00.237 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/server-day.xml; database=Meters; success=true;
2022-05-15 12:51:00.242 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/databases-day.xml; database=Meters; success=true;
2022-05-15 12:51:00.261 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/host-hour.xml; database=Meters; success=true;
2022-05-15 12:51:00.264 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/databases-hour.xml; database=Meters; success=true;
2022-05-15 12:51:00.281 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644260/databases-raw.xml; database=Meters; success=true;
2022-05-15 12:52:00.268 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644320/host-raw.xml; database=Meters; success=true;
2022-05-15 12:52:00.273 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644320/forest-raw.xml; database=Meters; success=true;
2022-05-15 12:52:00.297 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644320/databases-raw.xml; database=Meters; success=true;
2022-05-15 12:52:00.318 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644320/server-raw.xml; database=Meters; success=true;
2022-05-15 12:53:00.105 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644380/host-raw.xml; database=Meters; success=true;
2022-05-15 12:53:00.111 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644380/databases-raw.xml; database=Meters; success=true;
2022-05-15 12:53:00.128 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644380/forest-raw.xml; database=Meters; success=true;
2022-05-15 12:53:00.144 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644380/server-raw.xml; database=Meters; success=true;
2022-05-15 12:54:00.056 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644440/server-raw.xml; database=Meters; success=true;
2022-05-15 12:54:00.061 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644440/databases-raw.xml; database=Meters; success=true;
2022-05-15 12:54:00.077 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644440/host-raw.xml; database=Meters; success=true;
2022-05-15 12:54:00.083 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644440/forest-raw.xml; database=Meters; success=true;
2022-05-15 12:55:00.183 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644500/databases-raw.xml; database=Meters; success=true;
2022-05-15 12:55:00.201 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644500/host-raw.xml; database=Meters; success=true;
2022-05-15 12:55:00.209 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644500/forest-raw.xml; database=Meters; success=true;
2022-05-15 12:55:00.229 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644500/server-raw.xml; database=Meters; success=true;
2022-05-15 12:56:00.214 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644560/forest-raw.xml; database=Meters; success=true;
2022-05-15 12:56:00.232 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/host-day.xml; database=Meters; success=true;
2022-05-15 12:56:00.236 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/forest-hour.xml; database=Meters; success=true;
2022-05-15 12:56:00.253 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644560/server-raw.xml; database=Meters; success=true;
2022-05-15 12:56:00.257 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644560/databases-raw.xml; database=Meters; success=true;
2022-05-15 12:56:00.274 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644560/host-raw.xml; database=Meters; success=true;
2022-05-15 12:56:00.277 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/server-hour.xml; database=Meters; success=true;
2022-05-15 12:56:00.281 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/forest-day.xml; database=Meters; success=true;
2022-05-15 12:56:00.297 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/server-day.xml; database=Meters; success=true;
2022-05-15 12:56:00.302 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/host-hour.xml; database=Meters; success=true;
2022-05-15 12:56:00.306 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/databases-day.xml; database=Meters; success=true;
2022-05-15 12:56:00.330 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/databases-hour.xml; database=Meters; success=true;
2022-05-15 12:57:00.261 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644620/server-raw.xml; database=Meters; success=true;
2022-05-15 12:57:00.267 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644620/databases-raw.xml; database=Meters; success=true;
2022-05-15 12:57:00.283 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644620/host-raw.xml; database=Meters; success=true;
2022-05-15 12:57:00.286 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644620/forest-raw.xml; database=Meters; success=true;
2022-05-15 12:58:00.142 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644680/forest-raw.xml; database=Meters; success=true;
2022-05-15 12:58:00.160 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644680/host-raw.xml; database=Meters; success=true;
2022-05-15 12:58:00.163 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/forest-hour.xml; database=Meters; success=true;
2022-05-15 12:58:00.180 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644680/databases-raw.xml; database=Meters; success=true;
2022-05-15 12:58:00.196 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644680/server-raw.xml; database=Meters; success=true;
2022-05-15 12:58:00.200 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/server-hour.xml; database=Meters; success=true;
2022-05-15 12:58:00.203 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/host-hour.xml; database=Meters; success=true;
2022-05-15 12:58:00.206 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/databases-hour.xml; database=Meters; success=true;
2022-05-15 12:59:00.164 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644740/host-raw.xml; database=Meters; success=true;
2022-05-15 12:59:00.170 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/forest-hour.xml; database=Meters; success=true;
2022-05-15 12:59:00.186 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644740/forest-raw.xml; database=Meters; success=true;
2022-05-15 12:59:00.202 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/server-hour.xml; database=Meters; success=true;
2022-05-15 12:59:00.206 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644740/server-raw.xml; database=Meters; success=true;
2022-05-15 12:59:00.211 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644740/databases-raw.xml; database=Meters; success=true;
2022-05-15 12:59:00.227 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/host-hour.xml; database=Meters; success=true;
2022-05-15 12:59:00.230 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/databases-hour.xml; database=Meters; success=true;
2022-05-15 13:00:00.137 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644800/features.xml; database=Meters; success=true;
2022-05-15 13:00:00.140 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644800/usage.xml; database=Meters; success=true;
2022-05-15 13:00:01.181 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644801/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:00:01.199 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/forest-hour.xml; database=Meters; success=true;
2022-05-15 13:00:01.217 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644801/host-raw.xml; database=Meters; success=true;
2022-05-15 13:00:01.220 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644801/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:00:01.236 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/server-hour.xml; database=Meters; success=true;
2022-05-15 13:00:01.241 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644801/server-raw.xml; database=Meters; success=true;
2022-05-15 13:00:01.245 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/host-hour.xml; database=Meters; success=true;
2022-05-15 13:00:01.248 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652641260/databases-hour.xml; database=Meters; success=true;
2022-05-15 13:01:00.086 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/server-raw.xml; database=Meters; success=true;
2022-05-15 13:01:00.091 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/host-hour.xml; database=Meters; success=true;
2022-05-15 13:01:00.095 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/host-day.xml; database=Meters; success=true;
2022-05-15 13:01:00.098 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/databases-hour.xml; database=Meters; success=true;
2022-05-15 13:01:00.114 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/server-hour.xml; database=Meters; success=true;
2022-05-15 13:01:00.118 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/host-raw.xml; database=Meters; success=true;
2022-05-15 13:01:00.120 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/forest-day.xml; database=Meters; success=true;
2022-05-15 13:01:00.137 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:01:00.153 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/server-day.xml; database=Meters; success=true;
2022-05-15 13:01:00.157 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:01:00.173 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/databases-day.xml; database=Meters; success=true;
2022-05-15 13:01:00.190 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/forest-hour.xml; database=Meters; success=true;
2022-05-15 13:02:00.168 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644920/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:02:00.189 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644920/server-raw.xml; database=Meters; success=true;
2022-05-15 13:02:00.193 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644920/host-raw.xml; database=Meters; success=true;
2022-05-15 13:02:00.196 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644920/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:03:00.037 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644980/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:03:00.062 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644980/server-raw.xml; database=Meters; success=true;
2022-05-15 13:03:00.066 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644980/host-raw.xml; database=Meters; success=true;
2022-05-15 13:03:00.069 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644980/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:04:00.209 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645040/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:04:00.227 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645040/host-raw.xml; database=Meters; success=true;
2022-05-15 13:04:00.230 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645040/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:04:00.245 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645040/server-raw.xml; database=Meters; success=true;
2022-05-15 13:05:00.245 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645100/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:05:00.263 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645100/host-raw.xml; database=Meters; success=true;
2022-05-15 13:05:00.265 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645100/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:05:00.281 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645100/server-raw.xml; database=Meters; success=true;
2022-05-15 13:06:00.221 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/forest-hour.xml; database=Meters; success=true;
2022-05-15 13:06:00.240 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/host-hour.xml; database=Meters; success=true;
2022-05-15 13:06:00.243 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/host-day.xml; database=Meters; success=true;
2022-05-15 13:06:00.247 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/databases-hour.xml; database=Meters; success=true;
2022-05-15 13:06:00.264 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/server-hour.xml; database=Meters; success=true;
2022-05-15 13:06:00.268 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645160/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:06:00.284 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/databases-day.xml; database=Meters; success=true;
2022-05-15 13:06:00.300 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/forest-day.xml; database=Meters; success=true;
2022-05-15 13:06:00.316 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/server-day.xml; database=Meters; success=true;
2022-05-15 13:06:00.320 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645160/host-raw.xml; database=Meters; success=true;
2022-05-15 13:06:00.323 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645160/server-raw.xml; database=Meters; success=true;
2022-05-15 13:06:00.326 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645160/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:07:00.061 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645220/host-raw.xml; database=Meters; success=true;
2022-05-15 13:07:00.067 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645220/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:07:00.082 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645220/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:07:00.098 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645220/server-raw.xml; database=Meters; success=true;
2022-05-15 13:08:00.182 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645280/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:08:00.201 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645280/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:08:00.218 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645280/host-raw.xml; database=Meters; success=true;
2022-05-15 13:08:00.221 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645280/server-raw.xml; database=Meters; success=true;
2022-05-15 13:09:00.071 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645340/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:09:00.089 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645340/server-raw.xml; database=Meters; success=true;
2022-05-15 13:09:00.092 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645340/host-raw.xml; database=Meters; success=true;
2022-05-15 13:09:00.095 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645340/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:10:00.197 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645400/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:10:00.219 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645400/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:10:00.233 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645400/server-raw.xml; database=Meters; success=true;
2022-05-15 13:10:00.237 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645400/host-raw.xml; database=Meters; success=true;
2022-05-15 13:11:00.042 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645460/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:11:00.060 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645460/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:11:00.075 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645460/server-raw.xml; database=Meters; success=true;
2022-05-15 13:11:00.079 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645460/host-raw.xml; database=Meters; success=true;
2022-05-15 13:12:00.080 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/forest-hour.xml; database=Meters; success=true;
2022-05-15 13:12:00.102 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/host-hour.xml; database=Meters; success=true;
2022-05-15 13:12:00.106 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/host-day.xml; database=Meters; success=true;
2022-05-15 13:12:00.110 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/databases-hour.xml; database=Meters; success=true;
2022-05-15 13:12:00.129 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645520/server-raw.xml; database=Meters; success=true;
2022-05-15 13:12:00.133 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/server-hour.xml; database=Meters; success=true;
2022-05-15 13:12:00.138 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645520/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:12:00.156 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645520/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:12:00.173 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/forest-day.xml; database=Meters; success=true;
2022-05-15 13:12:00.192 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/server-day.xml; database=Meters; success=true;
2022-05-15 13:12:00.197 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/databases-day.xml; database=Meters; success=true;
2022-05-15 13:12:00.217 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645520/host-raw.xml; database=Meters; success=true;
2022-05-15 13:13:00.218 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645580/server-raw.xml; database=Meters; success=true;
2022-05-15 13:13:00.225 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645580/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:13:00.245 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645580/host-raw.xml; database=Meters; success=true;
2022-05-15 13:13:00.248 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645580/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:14:00.044 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645640/server-raw.xml; database=Meters; success=true;
2022-05-15 13:14:00.050 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645640/host-raw.xml; database=Meters; success=true;
2022-05-15 13:14:00.053 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645640/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:14:00.068 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645640/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:15:00.240 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645700/server-raw.xml; database=Meters; success=true;
2022-05-15 13:15:00.246 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645700/host-raw.xml; database=Meters; success=true;
2022-05-15 13:15:00.248 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645700/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:15:00.266 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645700/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:16:00.251 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645760/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:16:00.270 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645760/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:16:00.285 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645760/server-raw.xml; database=Meters; success=true;
2022-05-15 13:16:00.289 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645760/host-raw.xml; database=Meters; success=true;
2022-05-15 13:17:00.283 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645820/forest-raw.xml; database=Meters; success=true;
2022-05-15 13:17:00.301 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/host-hour.xml; database=Meters; success=true;
2022-05-15 13:17:00.304 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/host-day.xml; database=Meters; success=true;
2022-05-15 13:17:00.307 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645820/databases-raw.xml; database=Meters; success=true;
2022-05-15 13:17:00.322 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/databases-hour.xml; database=Meters; success=true;
2022-05-15 13:17:00.338 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652644860/server-hour.xml; database=Meters; success=true;
2022-05-15 13:17:00.341 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/forest-day.xml; database=Meters; success=true;
2022-05-15 13:17:00.357 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/server-day.xml; database=Meters; success=true;
2022-05-15 13:17:00.360 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645820/server-raw.xml; database=Meters; success=true;
2022-05-15 13:17:00.364 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652645820/host-raw.xml; database=Meters; success=true;
