2022-05-18 11:50:50.361 event=audit-configuration-change; audit-enabled; success=true; user=senitized@senitized; roles=admin;
2022-07-04 09:01:00.304 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/host-raw.xml; database=Meters; success=true;
2022-07-04 09:01:00.307 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/server-raw.xml; database=Meters; success=true;
2022-07-04 09:01:00.311 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 09:01:00.327 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/databases-hour.xml; database=Meters; success=true;
2022-07-04 09:01:00.343 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:01:00.361 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 09:01:00.367 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/forest-hour.xml; database=Meters; success=true;
2022-07-04 09:01:00.385 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/server-hour.xml; database=Meters; success=true;
2022-07-04 09:01:00.389 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/host-hour.xml; database=Meters; success=true;
2022-07-04 09:02:00.273 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950520/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:02:00.294 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950520/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:02:00.312 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950520/server-raw.xml; database=Meters; success=true;
2022-07-04 09:02:00.317 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950520/host-raw.xml; database=Meters; success=true;
2022-07-04 09:03:00.219 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950580/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:03:00.236 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950580/host-raw.xml; database=Meters; success=true;
2022-07-04 09:03:00.239 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950580/server-raw.xml; database=Meters; success=true;
2022-07-04 09:03:00.243 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950580/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:04:00.052 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950640/host-raw.xml; database=Meters; success=true;
2022-07-04 09:04:00.059 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950640/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:04:00.083 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950640/server-raw.xml; database=Meters; success=true;
2022-07-04 09:04:00.087 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950640/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:05:00.115 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950700/server-raw.xml; database=Meters; success=true;
2022-07-04 09:05:00.121 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950700/host-raw.xml; database=Meters; success=true;
2022-07-04 09:05:00.123 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950700/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:05:00.140 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950700/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:06:00.185 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950760/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:06:00.212 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950760/host-raw.xml; database=Meters; success=true;
2022-07-04 09:06:00.215 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950760/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:06:00.231 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950760/server-raw.xml; database=Meters; success=true;
2022-07-04 09:07:00.296 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 09:07:00.305 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950820/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:07:00.326 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950820/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:07:00.349 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 09:07:00.368 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950820/server-raw.xml; database=Meters; success=true;
2022-07-04 09:07:00.372 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 09:07:00.389 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/databases-hour.xml; database=Meters; success=true;
2022-07-04 09:07:00.406 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 09:07:00.410 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/forest-hour.xml; database=Meters; success=true;
2022-07-04 09:07:00.428 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/server-hour.xml; database=Meters; success=true;
2022-07-04 09:07:00.431 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/host-hour.xml; database=Meters; success=true;
2022-07-04 09:07:00.435 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950820/host-raw.xml; database=Meters; success=true;
2022-07-04 09:08:00.213 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950880/host-raw.xml; database=Meters; success=true;
2022-07-04 09:08:00.219 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950880/server-raw.xml; database=Meters; success=true;
2022-07-04 09:08:00.223 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950880/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:08:00.242 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950880/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:09:00.138 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950940/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:09:00.159 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950940/server-raw.xml; database=Meters; success=true;
2022-07-04 09:09:00.163 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950940/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:09:00.182 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950940/host-raw.xml; database=Meters; success=true;
2022-07-04 09:10:00.185 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951000/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:10:00.205 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951000/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:10:00.221 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951000/server-raw.xml; database=Meters; success=true;
2022-07-04 09:10:00.225 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951000/host-raw.xml; database=Meters; success=true;
2022-07-04 09:11:00.206 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951060/server-raw.xml; database=Meters; success=true;
2022-07-04 09:11:00.213 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951060/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:11:00.230 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951060/host-raw.xml; database=Meters; success=true;
2022-07-04 09:11:00.233 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951060/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:12:00.160 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951120/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:12:00.180 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951120/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:12:00.195 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951120/server-raw.xml; database=Meters; success=true;
2022-07-04 09:12:00.199 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951120/host-raw.xml; database=Meters; success=true;
2022-07-04 09:13:00.084 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 09:13:00.091 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951180/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:13:00.106 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 09:13:00.123 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951180/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:13:00.139 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 09:13:00.156 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951180/server-raw.xml; database=Meters; success=true;
2022-07-04 09:13:00.160 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951180/host-raw.xml; database=Meters; success=true;
2022-07-04 09:13:00.163 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/databases-hour.xml; database=Meters; success=true;
2022-07-04 09:13:00.181 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 09:13:00.186 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/forest-hour.xml; database=Meters; success=true;
2022-07-04 09:13:00.202 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/server-hour.xml; database=Meters; success=true;
2022-07-04 09:13:00.206 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/host-hour.xml; database=Meters; success=true;
2022-07-04 09:14:00.225 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951240/server-raw.xml; database=Meters; success=true;
2022-07-04 09:14:00.231 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951240/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:14:00.247 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951240/host-raw.xml; database=Meters; success=true;
2022-07-04 09:14:00.250 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951240/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:15:00.055 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951300/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:15:00.074 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951300/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:15:00.090 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951300/server-raw.xml; database=Meters; success=true;
2022-07-04 09:15:00.094 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951300/host-raw.xml; database=Meters; success=true;
2022-07-04 09:16:00.287 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951360/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:16:00.308 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951360/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:16:00.327 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951360/server-raw.xml; database=Meters; success=true;
2022-07-04 09:16:00.332 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951360/host-raw.xml; database=Meters; success=true;
2022-07-04 09:17:00.049 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951420/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:17:00.069 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951420/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:17:00.084 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951420/server-raw.xml; database=Meters; success=true;
2022-07-04 09:17:00.088 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951420/host-raw.xml; database=Meters; success=true;
2022-07-04 09:18:00.282 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 09:18:00.289 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951480/server-raw.xml; database=Meters; success=true;
2022-07-04 09:18:00.293 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 09:18:00.313 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951480/host-raw.xml; database=Meters; success=true;
2022-07-04 09:18:00.316 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 09:18:00.337 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/databases-hour.xml; database=Meters; success=true;
2022-07-04 09:18:00.354 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951480/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:18:00.369 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 09:18:00.373 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951480/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:18:00.389 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/forest-hour.xml; database=Meters; success=true;
2022-07-04 09:18:00.405 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/server-hour.xml; database=Meters; success=true;
2022-07-04 09:18:00.409 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/host-hour.xml; database=Meters; success=true;
2022-07-04 09:19:00.239 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951540/server-raw.xml; database=Meters; success=true;
2022-07-04 09:19:00.245 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951540/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:19:00.263 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951540/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:19:00.280 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951540/host-raw.xml; database=Meters; success=true;
2022-07-04 09:20:00.132 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951600/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:20:00.155 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951600/server-raw.xml; database=Meters; success=true;
2022-07-04 09:20:00.159 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951600/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:20:00.179 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951600/host-raw.xml; database=Meters; success=true;
2022-07-04 09:21:00.190 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951660/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:21:00.209 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951660/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:21:00.224 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951660/host-raw.xml; database=Meters; success=true;
2022-07-04 09:21:00.227 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951660/server-raw.xml; database=Meters; success=true;
2022-07-04 09:22:00.134 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951720/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:22:00.157 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951720/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:22:00.175 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951720/server-raw.xml; database=Meters; success=true;
2022-07-04 09:22:00.179 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951720/host-raw.xml; database=Meters; success=true;
2022-07-04 09:23:00.222 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951780/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:23:00.241 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951780/host-raw.xml; database=Meters; success=true;
2022-07-04 09:23:00.244 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951780/server-raw.xml; database=Meters; success=true;
2022-07-04 09:23:00.247 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951780/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:24:00.269 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 09:24:00.277 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 09:24:00.299 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951840/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:24:00.315 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951840/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:24:00.331 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 09:24:00.348 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951840/server-raw.xml; database=Meters; success=true;
2022-07-04 09:24:00.352 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/databases-hour.xml; database=Meters; success=true;
2022-07-04 09:24:00.368 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 09:24:00.375 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/forest-hour.xml; database=Meters; success=true;
2022-07-04 09:24:00.396 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/server-hour.xml; database=Meters; success=true;
2022-07-04 09:24:00.400 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/host-hour.xml; database=Meters; success=true;
2022-07-04 09:24:00.404 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951840/host-raw.xml; database=Meters; success=true;
2022-07-04 09:25:00.124 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951900/host-raw.xml; database=Meters; success=true;
2022-07-04 09:25:00.129 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951900/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:25:00.147 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951900/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:25:00.166 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951900/server-raw.xml; database=Meters; success=true;
2022-07-04 09:26:00.208 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951960/server-raw.xml; database=Meters; success=true;
2022-07-04 09:26:00.214 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951960/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:26:00.230 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951960/host-raw.xml; database=Meters; success=true;
2022-07-04 09:26:00.233 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656951960/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:27:00.260 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952020/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:27:00.278 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952020/server-raw.xml; database=Meters; success=true;
2022-07-04 09:27:00.282 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952020/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:27:00.299 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952020/host-raw.xml; database=Meters; success=true;
2022-07-04 09:28:00.225 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952080/server-raw.xml; database=Meters; success=true;
2022-07-04 09:28:00.231 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952080/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:28:00.249 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952080/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:28:00.266 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952080/host-raw.xml; database=Meters; success=true;
2022-07-04 09:29:00.164 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952140/server-raw.xml; database=Meters; success=true;
2022-07-04 09:29:00.170 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952140/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:29:00.187 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952140/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:29:00.204 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952140/host-raw.xml; database=Meters; success=true;
2022-07-04 09:30:00.160 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 09:30:00.167 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 09:30:00.185 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952200/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:30:00.201 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 09:30:00.220 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/databases-hour.xml; database=Meters; success=true;
2022-07-04 09:30:00.239 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952200/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:30:00.256 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 09:30:00.260 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952200/server-raw.xml; database=Meters; success=true;
2022-07-04 09:30:00.264 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952200/host-raw.xml; database=Meters; success=true;
2022-07-04 09:30:00.267 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/forest-hour.xml; database=Meters; success=true;
2022-07-04 09:30:00.284 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/server-hour.xml; database=Meters; success=true;
2022-07-04 09:30:00.289 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/host-hour.xml; database=Meters; success=true;
2022-07-04 09:31:00.238 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952260/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:31:00.258 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952260/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:31:00.278 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952260/host-raw.xml; database=Meters; success=true;
2022-07-04 09:31:00.282 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952260/server-raw.xml; database=Meters; success=true;
2022-07-04 09:32:00.160 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952320/host-raw.xml; database=Meters; success=true;
2022-07-04 09:32:00.166 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952320/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:32:00.183 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952320/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:32:00.202 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952320/server-raw.xml; database=Meters; success=true;
2022-07-04 09:33:00.180 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952380/host-raw.xml; database=Meters; success=true;
2022-07-04 09:33:00.185 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952380/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:33:00.203 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952380/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:33:00.219 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952380/server-raw.xml; database=Meters; success=true;
2022-07-04 09:34:00.219 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952440/server-raw.xml; database=Meters; success=true;
2022-07-04 09:34:00.225 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952440/host-raw.xml; database=Meters; success=true;
2022-07-04 09:34:00.228 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952440/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:34:00.244 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952440/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:35:00.184 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952500/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:35:00.206 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 09:35:00.210 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 09:35:00.227 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952500/server-raw.xml; database=Meters; success=true;
2022-07-04 09:35:00.231 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 09:35:00.247 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/databases-hour.xml; database=Meters; success=true;
2022-07-04 09:35:00.264 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952500/host-raw.xml; database=Meters; success=true;
2022-07-04 09:35:00.267 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 09:35:00.271 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/forest-hour.xml; database=Meters; success=true;
2022-07-04 09:35:00.288 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952500/forest-raw.xml; database=Meters; success=true;
2022-07-04 09:35:00.304 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/server-hour.xml; database=Meters; success=true;
2022-07-04 09:35:00.308 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656950460/host-hour.xml; database=Meters; success=true;
2022-07-04 09:36:00.204 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952560/databases-raw.xml; database=Meters; success=true;
2022-07-04 09:36:00.224 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656952560/server-raw.xml; database=Meters; success=true;
