OperationName,Level,ActivityStatus,ActivitySubstatus,ResourceGroup,SubscriptionId,CorrelationId,Caller,CallerIpAddress,Category,HTTPRequest,Properties,EventSubmissionTimestamp [UTC],Authorization,ResourceId,OperationId,ResourceProvider,Resource,EventDataId,TimeGenerated [UTC]
Creates or updates an Azure Firewall,Informational,Started,,tobifwprem-rg,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,89f2d7af-86c4-4335-8164-4d942acf6567,olotolor@buildseccxpninja.onmicrosoft.com,168.61.18.156,Administrative,"{
  ""clientRequestId"": ""61fe34ca-5000-478e-ad50-c903fb5c5819"",
  ""clientIpAddress"": ""168.61.18.156"",
  ""method"": ""PUT""
}","{
  ""requestbody"": ""{\""properties\"":{\""applicationRuleCollections\"":[],\""natRuleCollections\"":[],\""networkRuleCollections\"":[],\""ipConfigurations\"":[{\""properties\"":{\""subnet\"":{\""id\"":\""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/tobifwprem-rg/providers/Microsoft.Network/virtualNetworks/tobifwprem-rg-vnet/subnets/AzureFirewallSubnet\""},\""publicIPAddress\"":{\""id\"":\""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/tobifwprem-rg/providers/Microsoft.Network/publicIPAddresses/AZFWPREMPIP\""}},\""name\"":\""AzureFirewallIpConfiguration0\""}],\""threatIntelMode\"":\""Alert\"",\""firewallPolicy\"":{\""id\"":\""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/tobifwprem-rg/providers/Microsoft.Network/firewallPolicies/azfwpremSEA\""},\""sku\"":{\""name\"":\""AZFW_VNet\"",\""tier\"":\""Premium\""},\""additionalProperties\"":{}},\""zones\"":[],\""id\"":\""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/tobifwprem-rg/providers/Microsoft.Network/azureFirewalls/azfwSEA\"",\""location\"":\""westus2\"",\""tags\"":{\""owner\"":\""olotolor\"",\""createddate\"":\""03/29/2021\""}}"",
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/tobifwprem-rg/providers/Microsoft.Network/azureFirewalls/azfwSEA"",
  ""message"": ""Microsoft.Network/azureFirewalls/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 7:37:51.175 PM","{
  ""action"": ""Microsoft.Network/azureFirewalls/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/tobifwprem-rg/providers/Microsoft.Network/azureFirewalls/azfwSEA""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/tobifwprem-rg/providers/Microsoft.Network/azureFirewalls/azfwSEA,89f2d7af-86c4-4335-8164-4d942acf6567,Microsoft.Network,azfwSEA,d5e73772-e35d-4d92-910e-3af1aeb8b3e8,"4/26/2021, 7:36:26.530 PM"
List Storage Account Keys,Informational,Succeeded,OK (HTTP Status Code: 200),cloud-shell-storage-westus,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,aa529a54-b715-4671-bb3d-3f041c6b9489,olotolor@buildseccxpninja.onmicrosoft.com,168.61.18.156,Administrative,"{
  ""clientRequestId"": ""401a19b1-a4e3-4fbe-a5b4-fb2efcd5fd9f"",
  ""clientIpAddress"": ""168.61.18.156"",
  ""method"": ""POST""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": ""49330ef1-4e76-4be3-b2ba-73b60a768b91"",
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cloud-shell-storage-westus/providers/Microsoft.Storage/storageAccounts/cs410032000f3c6677a"",
  ""message"": ""Microsoft.Storage/storageAccounts/listKeys/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 7:37:01.135 PM","{
  ""action"": ""Microsoft.Storage/storageAccounts/listKeys/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cloud-shell-storage-westus/providers/Microsoft.Storage/storageAccounts/cs410032000f3c6677a""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cloud-shell-storage-westus/providers/Microsoft.Storage/storageAccounts/cs410032000f3c6677a,aa529a54-b715-4671-bb3d-3f041c6b9489,Microsoft.Storage,cs410032000f3c6677a,34feb891-ff7d-427f-9d46-d3d0fdae13b3,"4/26/2021, 7:35:55.634 PM"
List Storage Account Keys,Informational,Started,,cloud-shell-storage-westus,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,aa529a54-b715-4671-bb3d-3f041c6b9489,olotolor@buildseccxpninja.onmicrosoft.com,168.61.18.156,Administrative,"{
  ""clientRequestId"": ""401a19b1-a4e3-4fbe-a5b4-fb2efcd5fd9f"",
  ""clientIpAddress"": ""168.61.18.156"",
  ""method"": ""POST""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cloud-shell-storage-westus/providers/Microsoft.Storage/storageAccounts/cs410032000f3c6677a"",
  ""message"": ""Microsoft.Storage/storageAccounts/listKeys/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 7:37:01.135 PM","{
  ""action"": ""Microsoft.Storage/storageAccounts/listKeys/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cloud-shell-storage-westus/providers/Microsoft.Storage/storageAccounts/cs410032000f3c6677a""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cloud-shell-storage-westus/providers/Microsoft.Storage/storageAccounts/cs410032000f3c6677a,aa529a54-b715-4671-bb3d-3f041c6b9489,Microsoft.Storage,cs410032000f3c6677a,452dec71-e999-4e06-89bc-a1ea843b5069,"4/26/2021, 7:35:55.599 PM"
Update Incidents,Informational,Succeeded,OK (HTTP Status Code: 200),cxe-yanivsh,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,6da3d0e8-eb98-400d-8c36-ac81e1f30c5c,yanivsh@buildseccxpninja.onmicrosoft.com,52.232.188.154,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.232.188.154"",
  ""method"": ""PUT""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": null,
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/840781ee-6a33-4bf2-85e5-361f06a36a92"",
  ""message"": ""Microsoft.SecurityInsights/incidents/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 8:08:27.150 PM","{
  ""action"": ""Microsoft.SecurityInsights/incidents/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/840781ee-6a33-4bf2-85e5-361f06a36a92""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/840781ee-6a33-4bf2-85e5-361f06a36a92,6da3d0e8-eb98-400d-8c36-ac81e1f30c5c,Microsoft.SecurityInsights,840781ee-6a33-4bf2-85e5-361f06a36a92,acefa7e2-061a-418f-a3ec-28175bf808a0,"4/26/2021, 8:07:59.394 PM"
Update Incidents,Informational,Started,,cxe-yanivsh,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,6da3d0e8-eb98-400d-8c36-ac81e1f30c5c,yanivsh@buildseccxpninja.onmicrosoft.com,52.232.188.154,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.232.188.154"",
  ""method"": ""PUT""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/840781ee-6a33-4bf2-85e5-361f06a36a92"",
  ""message"": ""Microsoft.SecurityInsights/incidents/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 8:08:27.150 PM","{
  ""action"": ""Microsoft.SecurityInsights/incidents/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/840781ee-6a33-4bf2-85e5-361f06a36a92""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/840781ee-6a33-4bf2-85e5-361f06a36a92,6da3d0e8-eb98-400d-8c36-ac81e1f30c5c,Microsoft.SecurityInsights,840781ee-6a33-4bf2-85e5-361f06a36a92,9bfe9fe2-b9fe-4ec0-91cb-304543d236e5,"4/26/2021, 8:07:59.184 PM"
Update Data Connectors,Informational,Succeeded,OK (HTTP Status Code: 200),labtest26022021,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,1006d624-8ee0-4d5e-8430-49c1a0e49374,jasorian@buildseccxpninja.onmicrosoft.com,88.8.185.215,Administrative,"{
  ""clientRequestId"": ""999d4b1b-7ccb-4759-92b2-d59a9158e081"",
  ""clientIpAddress"": ""88.8.185.215"",
  ""method"": ""PUT""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": null,
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights/dataConnectors/146229c4-d6b3-430c-9bb9-c9b4ec8b0be8"",
  ""message"": ""Microsoft.SecurityInsights/dataConnectors/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 8:19:42.087 PM","{
  ""action"": ""Microsoft.SecurityInsights/dataConnectors/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights/dataConnectors/146229c4-d6b3-430c-9bb9-c9b4ec8b0be8""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights/dataConnectors/146229c4-d6b3-430c-9bb9-c9b4ec8b0be8,20ae5e8e-60c5-47bc-b3ca-d19695be4604,Microsoft.SecurityInsights,146229c4-d6b3-430c-9bb9-c9b4ec8b0be8,cbd58f70-40b1-47f1-b128-3fc3d536183b,"4/26/2021, 8:18:21.961 PM"
Update Data Connectors,Informational,Started,,labtest26022021,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,1006d624-8ee0-4d5e-8430-49c1a0e49374,jasorian@buildseccxpninja.onmicrosoft.com,88.8.185.215,Administrative,"{
  ""clientRequestId"": ""999d4b1b-7ccb-4759-92b2-d59a9158e081"",
  ""clientIpAddress"": ""88.8.185.215"",
  ""method"": ""PUT""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights/dataConnectors/146229c4-d6b3-430c-9bb9-c9b4ec8b0be8"",
  ""message"": ""Microsoft.SecurityInsights/dataConnectors/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 8:19:42.087 PM","{
  ""action"": ""Microsoft.SecurityInsights/dataConnectors/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights/dataConnectors/146229c4-d6b3-430c-9bb9-c9b4ec8b0be8""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights/dataConnectors/146229c4-d6b3-430c-9bb9-c9b4ec8b0be8,20ae5e8e-60c5-47bc-b3ca-d19695be4604,Microsoft.SecurityInsights,146229c4-d6b3-430c-9bb9-c9b4ec8b0be8,680cfbfe-a909-45d7-8a31-1d8e18d0a547,"4/26/2021, 8:18:20.068 PM"
Delete a Data Connector,Informational,Succeeded,OK (HTTP Status Code: 200),labtest26022021,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,ced26a7e-af48-477e-abcf-c0d7d98c978e,jasorian@buildseccxpninja.onmicrosoft.com,88.8.185.215,Administrative,"{
  ""clientRequestId"": ""999d4b1b-7ccb-4759-92b2-d59a9158e07e"",
  ""clientIpAddress"": ""88.8.185.215"",
  ""method"": ""DELETE""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": null,
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights/dataConnectors/347dc889-8179-495a-9e1f-268d27e34004"",
  ""message"": ""Microsoft.SecurityInsights/dataConnectors/delete"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 8:18:51.102 PM","{
  ""action"": ""Microsoft.SecurityInsights/dataConnectors/delete"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights/dataConnectors/347dc889-8179-495a-9e1f-268d27e34004""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights/dataConnectors/347dc889-8179-495a-9e1f-268d27e34004,b43af0b8-2abb-4877-99ef-176bc83625db,Microsoft.SecurityInsights,347dc889-8179-495a-9e1f-268d27e34004,3c14c2a1-1f85-44b6-8d93-fd6b09a9b3d8,"4/26/2021, 8:17:59.435 PM"
Delete a Data Connector,Informational,Started,,labtest26022021,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,ced26a7e-af48-477e-abcf-c0d7d98c978e,jasorian@buildseccxpninja.onmicrosoft.com,88.8.185.215,Administrative,"{
  ""clientRequestId"": ""999d4b1b-7ccb-4759-92b2-d59a9158e07e"",
  ""clientIpAddress"": ""88.8.185.215"",
  ""method"": ""DELETE""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights/dataConnectors/347dc889-8179-495a-9e1f-268d27e34004"",
  ""message"": ""Microsoft.SecurityInsights/dataConnectors/delete"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 8:18:51.102 PM","{
  ""action"": ""Microsoft.SecurityInsights/dataConnectors/delete"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights/dataConnectors/347dc889-8179-495a-9e1f-268d27e34004""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights/dataConnectors/347dc889-8179-495a-9e1f-268d27e34004,b43af0b8-2abb-4877-99ef-176bc83625db,Microsoft.SecurityInsights,347dc889-8179-495a-9e1f-268d27e34004,47aa021f-6cfe-42e4-a7cc-63e2de71f222,"4/26/2021, 8:17:58.825 PM"
Update Incidents,Informational,Succeeded,OK (HTTP Status Code: 200),cxe-yanivsh,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,000b0998-7027-411b-89bd-ad6910e84911,yanivsh@buildseccxpninja.onmicrosoft.com,52.232.188.154,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.232.188.154"",
  ""method"": ""PUT""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": null,
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/70cb3c61-c49f-427c-ab41-a60b7bb2374f"",
  ""message"": ""Microsoft.SecurityInsights/incidents/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 8:19:06.119 PM","{
  ""action"": ""Microsoft.SecurityInsights/incidents/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/70cb3c61-c49f-427c-ab41-a60b7bb2374f""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/70cb3c61-c49f-427c-ab41-a60b7bb2374f,000b0998-7027-411b-89bd-ad6910e84911,Microsoft.SecurityInsights,70cb3c61-c49f-427c-ab41-a60b7bb2374f,0588dac3-1451-45be-826b-4eb8758a17ad,"4/26/2021, 8:17:57.346 PM"
Update Incidents,Informational,Started,,cxe-yanivsh,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,000b0998-7027-411b-89bd-ad6910e84911,yanivsh@buildseccxpninja.onmicrosoft.com,52.232.188.154,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.232.188.154"",
  ""method"": ""PUT""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/70cb3c61-c49f-427c-ab41-a60b7bb2374f"",
  ""message"": ""Microsoft.SecurityInsights/incidents/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 8:19:06.119 PM","{
  ""action"": ""Microsoft.SecurityInsights/incidents/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/70cb3c61-c49f-427c-ab41-a60b7bb2374f""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/70cb3c61-c49f-427c-ab41-a60b7bb2374f,000b0998-7027-411b-89bd-ad6910e84911,Microsoft.SecurityInsights,70cb3c61-c49f-427c-ab41-a60b7bb2374f,efb2f773-e7f2-498b-85a7-0da730d29d0f,"4/26/2021, 8:17:57.151 PM"
Check user authorization and license,Informational,Succeeded,OK (HTTP Status Code: 200),labtest26022021,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,e434aefc-adb7-46cb-822c-796bb365f5c2,jasorian@buildseccxpninja.onmicrosoft.com,88.8.185.215,Administrative,"{
  ""clientRequestId"": ""999d4b1b-7ccb-4759-92b2-d59a9158e077"",
  ""clientIpAddress"": ""88.8.185.215"",
  ""method"": ""POST""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": null,
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights"",
  ""message"": ""Microsoft.SecurityInsights/dataConnectorsCheckRequirements/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 8:17:49.087 PM","{
  ""action"": ""Microsoft.SecurityInsights/dataConnectorsCheckRequirements/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights,7670f402-3832-4b72-97ad-61f1e61d53c7,Microsoft.SecurityInsights,Microsoft.SecurityInsights,aa696eae-def7-411d-a5cd-9ef28ba73d84,"4/26/2021, 8:16:50.821 PM"
Check user authorization and license,Informational,Succeeded,OK (HTTP Status Code: 200),labtest26022021,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,e434aefc-adb7-46cb-822c-796bb365f5c2,jasorian@buildseccxpninja.onmicrosoft.com,88.8.185.215,Administrative,"{
  ""clientRequestId"": ""999d4b1b-7ccb-4759-92b2-d59a9158e077"",
  ""clientIpAddress"": ""88.8.185.215"",
  ""method"": ""POST""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": null,
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights"",
  ""message"": ""Microsoft.SecurityInsights/dataConnectorsCheckRequirements/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 8:17:56.117 PM","{
  ""action"": ""Microsoft.SecurityInsights/dataConnectorsCheckRequirements/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights,12c5bee3-6755-4a9b-965e-f45e2d7e207c,Microsoft.SecurityInsights,Microsoft.SecurityInsights,b2b184d9-ad4e-4dcc-b578-824e52375886,"4/26/2021, 8:16:50.793 PM"
Check user authorization and license,Informational,Succeeded,OK (HTTP Status Code: 200),labtest26022021,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,e434aefc-adb7-46cb-822c-796bb365f5c2,jasorian@buildseccxpninja.onmicrosoft.com,88.8.185.215,Administrative,"{
  ""clientRequestId"": ""999d4b1b-7ccb-4759-92b2-d59a9158e077"",
  ""clientIpAddress"": ""88.8.185.215"",
  ""method"": ""POST""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": null,
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights"",
  ""message"": ""Microsoft.SecurityInsights/dataConnectorsCheckRequirements/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 8:17:37.088 PM","{
  ""action"": ""Microsoft.SecurityInsights/dataConnectorsCheckRequirements/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/labtest26022021/providers/Microsoft.OperationalInsights/workspaces/labtest26022021/providers/Microsoft.SecurityInsights,c19b0a51-8512-402c-8470-59aacf24ebb7,Microsoft.SecurityInsights,Microsoft.SecurityInsights,b7dc22c9-5bed-44d2-a07a-30e4bc834807,"4/26/2021, 8:16:50.772 PM"
